,BMET8_Distal
HES3,0
GPR153,0
ACOT7,64
RP1-202O8.3,3
HES2,17
ESPN,2
RP1-202O8.2,0
TNFRSF25,258
PLEKHG5,5
NOL9,102
TAS1R1,0
ZBTB48,61
KLHL21,40
PHF13,12
THAP3,97
DNAJC11,67
RP11-242F24.1,13
RP11-312B8.1,5
CAMTA1,639
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,240
PER3,26
RP3-467L1.4,3
UTS2,20
TNFRSF9,5
PARK7,1866
ERRFI1,4
RP11-431K24.1,1
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,1
RERE,131
RP5-1115A15.1,11
RP4-633I8.4,0
ENO1,1555
ENO1-AS1,13
CA6,19
SLC2A7,0
SLC2A5,3
GPR157,20
RP3-510D11.1,0
RP3-510D11.2,1
H6PD,96
SPSB1,0
RP13-392I16.1,0
SLC25A33,41
TMEM201,16
PIK3CD,182
C1orf200,8
RP11-558F24.4,15
CLSTN1,116
CTNNBIP1,43
RP11-84A14.5,0
LZIC,198
NMNAT1,75
RBP7,321
UBE4B,150
KIF1B,86
PGD,370
RP4-736L20.3,2
APITD1,93
APITD1-CORT,2
CORT,1
DFFA,198
RP5-1113E3.3,0
PEX14,52
CASZ1,24
RP4-734G22.3,0
C1orf127,2
TARDBP,447
MASP2,1
RP4-635E18.8,58
SRM,98
EXOSC10,156
RP4-635E18.7,5
RP4-635E18.6,1
MTOR,88
MTOR-AS1,0
ANGPTL7,0
UBIAD1,106
PTCHD2,0
RP1-69M21.2,0
FBXO2,9
FBXO44,151
FBXO6,117
MAD2L2,346
DRAXIN,41
AGTRAP,596
C1orf167,2
RP11-56N19.5,1
MTHFR,127
CLCN6,48
NPPA-AS1,3
NPPA,0
NPPB,0
KIAA2013,147
PLOD1,47
MFN2,78
MIIP,222
TNFRSF8,17
TNFRSF1B,451
VPS13D,131
RP5-888M10.2,0
DHRS3,131
RP11-474O21.5,0
AADACL4,0
AADACL3,0
C1orf158,2
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,9
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,0
RP4-597A16.2,0
PDPN,2
CTA-520D8.2,0
PRDM2,300
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,4
TMEM51,2
C1orf195,0
FHAD1,0
RP3-467K16.2,1
RP3-467K16.7,0
RP3-467K16.4,8
EFHD2,491
CTRC,2
CELA2A,1
CELA2B,0
CASP9,19
DNAJC16,80
RP4-680D5.8,1
AGMAT,36
RP4-680D5.2,0
DDI2,188
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,70
RP11-288I21.1,0
SLC25A34,2
RP11-169K16.4,0
TMEM82,1
FBLIM1,44
RP11-169K16.9,164
SPEN,226
ZBTB17,55
C1orf64,2
RP11-5P18.5,0
HSPB7,0
CLCNKA,0
CLCNKB,0
FAM131C,0
EPHA2,4
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,36
C1orf134,6
RSG1,19
FBXO42,124
SZRD1,277
SPATA21,1
NECAP2,503
RP4-798A10.2,23
RP4-798A10.7,17
RP4-798A10.4,0
U1,0
FAM231B,0
NBPF1,202
RP5-1182A14.5,0
CROCCP2,209
FAM231A,0
FAM231C,0
CROCC,19
RP11-108M9.1,0
RP11-108M9.2,0
U1,0
RP11-108M9.4,114
RP11-108M9.6,18
MFAP2,0
RP1-37C10.3,0
ATP13A2,61
SDHB,330
PADI2,27
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,117
AC004824.2,0
RP1-20B21.4,0
RCC2,217
ARHGEF10L,19
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,0
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,0
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,31
IFFO2,17
UBR4,275
RP1-43E13.2,13
EMC1,71
MRTO4,183
AKR7A3,2
AKR7A2,73
PQLC2,36
CAPZB,1539
RP5-1056L3.1,0
MINOS1-NBL1,1
MINOS1,1538
NBL1,11
HTR6,0
TMCO4,36
RNF186,0
RP11-91K11.2,0
OTUD3,22
PLA2G2E,0
PLA2G2A,0
PLA2G5,0
PLA2G2D,6
PLA2G2F,0
RP3-340N1.2,0
PLA2G2C,2
UBXN10-AS1,13
UBXN10,19
RP3-340N1.6,0
VWA5B1,2
RP4-745E8.2,3
LINC01141,0
RP4-749H3.2,0
CAMK2N1,6
MUL1,44
FAM43B,0
CDA,306
PINK1,33
PINK1-AS,9
DDOST,469
KIF17,5
SH2D5,0
RP5-930J4.2,0
HP1BP3,1114
RP5-930J4.4,7
EIF4G3,156
ECE1,109
RP3-329E20.2,0
RP5-1071N3.1,1
RP11-293F5.1,0
NBPF3,58
ALPL,0
RP11-63N8.3,0
RAP1GAP,3
USP48,297
LDLRAD2,9
HSPG2,15
CELA3B,0
CELA3A,0
RP1-224A6.3,4
LINC00339,91
CDC42,2272
RP1-224A6.9,1
WNT4,0
ZBTB40,68
EPHA8,0
C1QA,61
C1QC,31
C1QB,11
EPHB2,7
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,1
KDM1A,85
RP1-184J9.2,0
LUZP1,192
HTR1D,0
RP5-1057J7.6,64
HNRNPR,940
ZNF436,4
C1orf213,34
RP5-1057J7.7,2
TCEA3,125
ASAP3,1
E2F2,29
RP1-150O5.3,0
ID3,74
MDS2,116
RPL11,49134
TCEB3,129
RP5-886K2.3,53
PITHD1,105
LYPLA2,186
GALE,32
HMGCL,187
FUCA1,64
CNR2,28
RP11-4M23.3,0
PNRC2,50
SRSF10,457
RP11-293P20.2,0
MYOM3,6
RP11-293P20.4,1
IL22RA1,0
IFNLR1,4
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,35
NIPAL3,236
RCAN3,238
RP4-594I10.3,235
NCMAP,24
SRRM1,1801
CLIC4,76
RUNX3,461
RP11-84D1.1,0
RP11-84D1.2,0
RP4-799D16.1,4
RP4-706G24.1,0
SYF2,1087
C1orf63,1789
RP3-465N24.6,7
RHD,16
TMEM50A,883
RHCE,4
TMEM57,148
LDLRAP1,308
RP11-70P17.1,19
MAN1C1,24
RP1-187B23.1,39
SEPN1,74
RP1-317E23.6,0
RP1-317E23.3,2
MTFR1L,171
AL020996.1,15
RP1-317E23.7,0
AUNIP,11
RP1-125I3.2,9
PAQR7,14
STMN1,2363
PAFAH2,80
EXTL1,0
SLC30A2,5
TRIM63,0
PDIK1L,68
FAM110D,0
ZNF593,326
RP11-96L14.7,3
CNKSR1,13
CATSPER4,0
CEP85,22
SH3BGRL3,9342
UBXN11,277
CD52,6429
AIM1L,4
ZNF683,11
LIN28A,5
DHDDS,70
RP3-476K8.3,3
HMGN2,5312
RPS6KA1,348
RP5-968P14.2,4
ARID1A,441
PIGV,62
ZDHHC18,80
SFN,0
RP1-50O24.6,0
GPN2,118
GPATCH3,51
NUDC,564
NR0B2,0
C1orf172,12
TRNP1,0
FAM46B,1
SLC9A1,32
RP11-40H20.4,0
WDTC1,126
TMEM222,140
SYTL1,178
MAP3K6,44
FCN3,0
CD164L2,0
GPR3,1
WASF2,1095
RP4-752I6.1,1
RP1-159A19.4,15
AHDC1,68
FGR,702
RP11-288L9.1,3
IFI6,476
RP11-288L9.4,0
FAM76A,104
STX12,239
PPP1R8,155
AL109927.1,0
THEMIS2,396
RPA2,393
SMPDL3B,7
RP11-460I13.2,1
XKR8,60
EYA3,86
PTAFR,88
DNAJC8,723
AL353354.1,0
AL353354.2,22
ATPIF1,2587
RP5-1092A3.4,39
RP5-1092A3.5,0
SESN2,18
MED18,25
PHACTR4,284
RCC1,158
TRNAU1AP,216
SNHG12,305
TAF12,336
RAB42,4
RP11-442N24__B.1,10
RNU11,3
GMEB1,127
YTHDF2,380
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,2
EPB41,502
TMEM200B,7
RP11-242O24.3,0
SRSF4,375
RP11-242O24.5,2
MECR,80
RP11-467D18.2,0
PTPRU,0
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,1
MATN1-AS1,32
LAPTM5,3170
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,0
SDC3,3
PUM1,232
NKAIN1,0
SNRNP40,303
ZCCHC17,343
RP11-266K22.2,1
FABP3,1
SERINC2,13
AC114494.1,0
RP11-439L8.3,6
RP11-439L8.4,2
RP11-73M7.1,0
TINAGL1,2
HCRTR1,0
PEF1,207
RP11-73M7.6,0
RP11-73M7.9,0
COL16A1,5
BAI2,6
RP11-84A19.3,0
SPOCD1,0
RP11-84A19.2,2
RP11-84A19.4,7
PTP4A2,988
AL136115.1,0
RP4-534N18.2,1
KHDRBS1,550
RP11-277A4.4,2
TMEM39B,71
KPNA6,263
TXLNA,107
CCDC28B,244
RP4-622L5.7,1
IQCC,24
DCDC2B,1
TMEM234,56
EIF3I,822
FAM167B,5
LCK,776
HDAC1,345
MARCKSL1,58
RP4-811H24.9,0
TSSK3,10
FAM229A,9
BSDC1,384
RP1-27O5.3,0
ZBTB8B,23
ZBTB8A,52
ZBTB8OS,428
RBBP4,653
SYNC,114
RP11-114B7.6,0
KIAA1522,9
YARS,154
S100PBP,157
FNDC5,0
HPCA,0
TMEM54,0
RNF19B,19
FKSG48,0
RP1-117O3.2,0
AK2,347
ADC,8
TRIM62,8
ZNF362,58
RP11-415J8.7,1
A3GALT2,0
RP11-415J8.3,0
PHC2,211
RP11-415J8.5,1
ZSCAN20,11
CSMD2,8
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,308
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,4
RP5-997D16.2,0
DLGAP3,22
RP11-244H3.4,0
ZMYM6NB,0
ZMYM6,91
ZMYM1,80
SFPQ,665
ZMYM4,156
ZMYM4-AS1,0
KIAA0319L,182
NCDN,13
RP4-728D4.2,132
TFAP2E,7
PSMB2,542
C1orf216,55
CLSPN,187
RP11-435D7.3,0
AGO4,121
AGO1,109
RP4-789D17.5,0
AGO3,342
RP4-665N4.8,0
TEKT2,1
ADPRHL2,98
COL8A2,5
TRAPPC3,366
MAP7D1,107
THRAP3,864
SH3D21,13
EVA1B,8
RP11-268J15.5,6
STK40,69
LSM10,534
OSCP1,7
MRPS15,597
CSF3R,709
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,27
ZC3H12A,43
MEAF6,713
SNIP1,51
DNALI1,0
GNL2,153
RSPO1,11
C1orf109,104
CDCA8,108
EPHA10,0
MANEAL,2
RP11-109P14.9,0
YRDC,13
C1orf122,152
MTF1,107
AL929472.1,0
RP11-109P14.10,70
INPP5B,93
SF3A3,222
FHL3,41
UTP11L,148
POU3F1,0
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,0
RRAGC,81
RP5-864K19.4,15
MYCBP,155
GJA9,0
RHBDL2,7
AKIRIN1,170
NDUFS5,2642
MACF1,578
RP11-420K8.1,1
KIAA0754,26
BMP8A,1
RP11-69E11.4,50
PABPC4,282
RP11-69E11.8,0
HEYL,0
RP1-144F13.3,0
NT5C1A,0
HPCAL4,10
PPIE,229
BMP8B,6
OXCT2,2
RP1-118J21.25,1
TRIT1,76
MYCL,48
RP1-118J21.5,0
MFSD2A,2
CAP1,1281
PPT1,444
RLF,137
TMCO2,0
RP1-39G22.7,136
ZMPSTE24,109
COL9A2,27
SMAP2,878
ZFP69B,16
ZFP69,9
RP11-656D10.3,20
EXO5,35
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,27
RIMS3,10
RP4-739H11.3,0
NFYC-AS1,30
NFYC,147
KCNQ4,2
CITED4,6
RP5-1066H13.4,0
CTPS1,61
SLFNL1,2
SCMH1,54
RP11-399E6.1,1
FOXO6,0
RP11-399E6.4,1
EDN2,0
HIVEP3,57
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,141
RIMKLA,5
ZMYND12,3
PPCS,576
CCDC30,54
PPIH,318
RP5-994D16.3,2
YBX1,2062
CLDN19,1
LEPRE1,131
C1orf50,138
RP5-994D16.9,1
CCDC23,401
ERMAP,57
RP11-342M1.3,6
ZNF691,23
SLC2A1,54
SLC2A1-AS1,24
FAM183A,0
EBNA1BP2,278
WDR65,0
TMEM125,1
C1orf210,0
TIE1,10
MPL,0
RP1-92O14.3,35
CDC20,108
ELOVL1,172
MED8,138
RP1-92O14.6,0
SZT2,133
SZT2-AS1,1
HYI,34
HYI-AS1,0
PTPRF,4
KDM4A,60
KDM4A-AS1,25
ST3GAL3,28
RP11-184I16.4,0
ARTN,1
RP11-7O11.3,7
IPO13,30
DPH2,99
ATP6V0B,931
B4GALT2,25
CCDC24,15
SLC6A9,3
RP5-1198O20.4,1
KLF17,1
DMAP1,164
ERI3,115
RNF220,156
TMEM53,31
C1orf228,219
KIF2C,61
RP11-269F19.2,1
RPS8,55812
BEST4,4
PLK3,50
TCTEX1D4,0
BTBD19,9
PTCH2,13
EIF2B3,137
HECTD3,35
UROD,321
ZSWIM5,1
HPDL,9
MUTYH,110
TOE1,67
TESK2,45
CCDC163P,7
MMACHC,10
PRDX1,887
AKR1A1,531
NASP,575
CCDC17,4
GPBP1L1,318
TMEM69,146
IPP,59
MAST2,16
PIK3R3,54
RP4-533D7.4,0
RP4-533D7.5,1
TSPAN1,1
RP11-322N21.2,0
POMGNT1,67
LURAP1,1
RAD54L,22
LRRC41,101
UQCRH,4152
NSUN4,65
FAAH,14
RP5-1109J22.2,0
LINC00505,0
DMBX1,1
MKNK1-AS1,0
KNCN,0
MKNK1,188
MOB3C,33
ATPAF1,71
EFCAB14,350
TEX38,0
EFCAB14-AS1,0
CYP4B1,1
CYP4A11,0
CYP4X1,0
CYP4Z1,0
CYP4A22-AS1,9
CYP4A22,1
LINC00853,4
PDZK1IP1,6
TAL1,72
RP1-18D14.7,1
STIL,49
CMPK1,289
RP11-511I2.2,0
FOXE3,0
FOXD2-AS1,4
FOXD2,0
RP11-543D5.1,0
TRABD2B,0
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,2
RP5-1024N4.4,1
SPATA6,35
AGBL4,0
BEND5,36
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,0
ELAVL4,1
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,4
FAF1,54
RP5-850O15.3,0
CDKN2C,95
C1orf185,0
RP11-296A18.3,3
RNF11,83
RP11-296A18.6,0
TTC39A,10
RP11-275F13.1,0
EPS15,317
RP11-253A20.1,1
RP11-191G24.1,10
OSBPL9,178
NRD1,623
RP4-657D16.3,3
RP4-657D16.6,0
RAB3B,23
TXNDC12,293
KTI12,68
RP11-91A18.4,1
TXNDC12-AS1,0
BTF3L4,417
ZFYVE9,2
CC2D1B,39
RP11-155O18.6,0
ORC1,36
PRPF38A,486
ZCCHC11,640
RP11-25O10.2,0
GPX7,103
FAM159A,58
COA7,33
ZYG11B,92
ZYG11A,0
RP4-631H13.2,0
ECHDC2,273
SCP2,690
PODN,5
RP11-334A14.5,1
SLC1A7,9
RP11-334A14.8,0
CPT2,72
RP5-1024G6.2,1
C1orf123,291
RP5-1024G6.7,3
MAGOH,524
RP5-1024G6.5,3
RP5-1024G6.8,15
LRP8,39
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,4
RP11-117D22.1,0
RP11-117D22.2,66
DMRTB1,0
GLIS1,0
NDC1,68
YIPF1,83
DIO1,0
HSPB11,544
LRRC42,37
LDLRAD1,0
RP4-758J24.5,6
TMEM59,1140
TCEANC2,77
AL161915.1,9
CDCP2,0
RP11-446E24.4,0
AL357673.1,28
CYB5RL,29
MRPL37,313
SSBP3,188
SSBP3-AS1,1
RP5-997D24.3,0
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,13
FAM151A,0
MROH7-TTC4,0
MROH7,0
TTC4,29
PARS2,15
TTC22,10
RP11-67L3.2,0
C1orf177,7
DHCR24,17
RP11-67L3.5,0
RP11-67L3.4,0
TMEM61,0
RP11-12C17.2,0
BSND,0
PCSK9,1
USP24,149
RP11-101C11.1,3
RP11-466L17.1,2
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,0
RP4-710M16.2,0
PPAP2B,2
PRKAA2,0
C1orf168,0
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,3
RP6-102O10.1,0
DAB1-AS1,1
RP11-393I23.4,0
OMA1,175
TACSTD2,1
MYSM1,192
JUN,48
LINC01135,0
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,2
RP4-794H19.4,9
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,1
RP11-467C18.1,0
FGGY,39
RP4-782L23.2,0
RP4-782L23.1,1
HOOK1,47
CYP2J2,1
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,0
RP11-436K8.1,1
NFIA,271
RP4-668G5.1,0
RP5-833A20.1,1
TM2D1,431
RP11-430G17.3,12
INADL,115
L1TD1,3
KANK4,0
USP1,565
DOCK7,31
ANGPTL3,0
AL138847.1,0
RP11-230B22.1,2
ATG4C,92
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,1
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,1
RP4-792G4.2,0
FOXD3,0
ALG6,75
ITGB3BP,259
EFCAB7,33
DLEU2L,59
PGM1,144
ROR1,3
RP11-24J23.2,1
UBE2U,0
CACHD1,3
RAVER2,18
JAK1,499
RP11-182I10.3,5
RP4-535B20.4,1
RP4-535B20.1,1
AK4,20
DNAJC6,15
RP5-1044H5.1,0
LEPR,61
LEPROT,515
PDE4B,177
RP11-397C12.1,0
SGIP1,1
AL139147.1,0
TCTEX1D1,16
INSL5,0
WDR78,6
RP11-342H21.2,0
MIER1,537
SLC35D1,60
C1orf141,5
IL23R,9
IL12RB2,22
SERBP1,2132
RP4-763G1.2,0
GADD45A,136
GNG12,0
GNG12-AS1,0
DIRAS3,0
WLS,16
RPE65,0
DEPDC1,79
RP4-694A7.2,0
RP4-694A7.4,1
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,19
RP11-181B18.1,0
LRRC40,89
SRSF11,1297
RP4-677H15.4,2
ANKRD13C,104
HHLA3,64
RP11-180O5.2,0
CTH,11
RP11-42O15.3,0
RP5-952N6.1,0
RP11-99H8.1,1
PTGER3,4
RP3-333A15.1,0
ZRANB2-AS1,2
ZRANB2,1088
RP11-386O9.2,0
NEGR1,34
RP11-82L20.1,0
RP4-660H19.1,0
RP11-262K1.1,0
RP4-598G3.1,1
RP4-788P17.1,0
LRRIQ3,22
FPGT,54
FPGT-TNNI3K,10
TNNI3K,0
RP11-439H8.4,0
RP4-650F12.2,1
LRRC53,0
C1orf173,0
RP4-612J11.1,0
RP11-17E13.2,1
CRYZ,56
TYW3,303
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,2
RP4-682C21.5,2
ACADM,269
RABGGTB,327
MSH4,1
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,3
RP5-1102E8.3,0
RP11-415A20.1,0
ST6GALNAC5,0
RP4-564M11.2,0
PIGK,89
AK5,49
RP11-375A5.1,0
ZZZ3,159
USP33,265
FAM73A,132
NEXN-AS1,1
NEXN,22
FUBP1,458
DNAJB4,49
GIPC2,6
RP11-386I14.4,12
PTGFR,3
IFI44L,212
IFI44,234
ELTD1,0
RP4-726F1.1,0
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,62
LPHN2,0
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,0
RP11-413G15.1,0
RP11-475O6.1,19
RP5-836J3.1,1
TTLL7,105
RP11-486G15.2,49
PRKACB,433
SAMD13,7
DNASE2B,0
RPF1,198
GNG5,2006
CTBS,234
C1orf180,0
SSX2IP,161
LPAR3,13
MCOLN2,27
WDR63,0
MCOLN3,25
SYDE2,10
C1orf52,274
BCL10,107
RP11-131L23.1,5
DDAH1,1
RP11-131L23.2,0
RP11-290M5.4,0
CYR61,0
RP11-290M5.2,0
ZNHIT6,161
COL24A1,15
ODF2L,666
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,0
RP4-612B15.3,18
SH3GLB1,486
15-Sep,1178
HS2ST1,95
RP4-604K5.3,0
RP4-604K5.2,0
RP5-1052I5.2,0
LINC01140,0
LMO4,202
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,0
PKN2,434
GTF2B,175
CCBL2,137
RBMXL1,131
GBP3,190
GBP1,214
GBP2,404
GBP7,12
GBP4,194
GBP5,302
RP4-620F22.2,0
GBP6,0
LRRC8B,41
RP5-1007M22.2,29
LRRC8C,95
RP11-302M6.4,0
RP5-943J3.2,2
LRRC8D,76
RP11-302M6.5,2
ZNF326,268
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,2
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,393
HFM1,1
CDC7,47
TGFBR3,129
BRDT,7
EPHX4,4
BTBD8,39
KIAA1107,12
RP4-621B10.8,0
C1orf146,0
GLMN,272
RPAP2,307
GFI1,15
EVI5,117
RPL5,24830
FAM69A,31
MTF2,536
TMED5,277
CCDC18,185
DR1,397
FNBP1L,23
BCAR3,1
RP5-1033H22.2,0
RP4-561L24.3,0
DNTTIP2,306
GCLM,121
ABCA4,1
RP11-78O9.1,0
ARHGAP29,21
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,63
F3,3
RP11-86H7.6,0
RP11-86H7.7,0
LINC01057,0
SLC44A3,0
CNN3,11
RP4-639F20.1,0
ALG14,72
RP11-313A24.1,0
TMEM56,113
TMEM56-RWDD3,0
RP11-57H12.3,1
RWDD3,25
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,0
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,78
DPYD,306
DPYD-AS1,0
DPYD-AS2,1
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,1
LPPR5,0
RP5-896L10.1,0
LPPR4,0
RP11-413P11.1,0
PALMD,1
FRRS1,18
AGL,149
RP5-884G6.2,6
SLC35A3,140
HIAT1,187
RP4-714D9.2,0
SASS6,170
TRMT13,300
LRRC39,4
DBT,104
RP11-305E17.6,4
RTCA,204
RP5-837M10.2,0
CDC14A,185
RP5-837M10.4,0
GPR88,0
RP11-84O12.4,0
VCAM1,4
EXTL2,57
RP4-549L20.3,11
SLC30A7,180
DPH5,366
AC093157.1,26
RP11-421L21.2,4
RP11-421L21.3,96
RP4-575N6.4,61
S1PR1,105
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,0
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,0
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,270
AMY2B,26
AMY2A,0
AMY1A,0
AMY1B,4
AMY1C,0
RP11-364B6.1,11
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,62
NTNG1,4
VAV3,113
VAV3-AS1,7
RP11-356N1.2,9
SLC25A24,91
RP11-483I13.5,11
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
FAM102B,51
HENMT1,193
