,BMET10_Involved
LINC00337,4
HES3,0
GPR153,5
ACOT7,369
RP1-202O8.3,10
HES2,21
ESPN,4
RP1-202O8.2,1
TNFRSF25,255
PLEKHG5,1
NOL9,166
TAS1R1,0
ZBTB48,175
KLHL21,56
PHF13,69
THAP3,336
DNAJC11,155
RP11-242F24.1,13
RP11-312B8.1,7
CAMTA1,2175
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,3
VAMP3,888
PER3,40
RP3-467L1.4,7
UTS2,16
TNFRSF9,7
PARK7,6451
ERRFI1,18
RP11-431K24.1,0
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,1
RERE,261
RP5-1115A15.1,8
RP4-633I8.4,0
ENO1,12074
ENO1-AS1,20
CA6,6
SLC2A7,0
SLC2A5,73
GPR157,22
RP3-510D11.1,0
RP3-510D11.2,7
H6PD,115
SPSB1,3
RP13-392I16.1,0
SLC25A33,47
TMEM201,36
PIK3CD,348
C1orf200,16
RP11-558F24.4,50
CLSTN1,155
CTNNBIP1,91
RP11-84A14.5,0
LZIC,630
NMNAT1,161
RBP7,830
UBE4B,239
KIF1B,187
PGD,2128
RP4-736L20.3,2
APITD1,176
APITD1-CORT,7
CORT,3
DFFA,534
RP5-1113E3.3,2
PEX14,125
CASZ1,48
RP4-734G22.3,0
C1orf127,1
TARDBP,1243
MASP2,2
RP4-635E18.8,80
SRM,429
EXOSC10,313
RP4-635E18.7,9
RP4-635E18.6,28
MTOR,159
MTOR-AS1,1
ANGPTL7,0
UBIAD1,168
PTCHD2,0
RP1-69M21.2,0
FBXO2,8
FBXO44,160
FBXO6,404
MAD2L2,1729
DRAXIN,49
AGTRAP,2791
C1orf167,8
RP11-56N19.5,0
MTHFR,414
CLCN6,86
NPPA-AS1,16
NPPA,1
NPPB,0
KIAA2013,329
PLOD1,202
MFN2,131
MIIP,887
TNFRSF8,134
TNFRSF1B,1567
VPS13D,203
RP5-888M10.2,0
DHRS3,205
RP11-474O21.5,1
AADACL4,0
AADACL3,0
C1orf158,2
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,21
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,1
RP4-597A16.2,0
PDPN,3
CTA-520D8.2,0
PRDM2,511
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,7
TMEM51,16
C1orf195,0
FHAD1,11
RP3-467K16.2,0
RP3-467K16.7,0
RP3-467K16.4,4
EFHD2,1014
CTRC,2
CELA2A,4
CELA2B,0
CASP9,63
DNAJC16,202
RP4-680D5.8,1
AGMAT,52
RP4-680D5.2,7
DDI2,394
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,185
RP11-288I21.1,0
SLC25A34,6
RP11-169K16.4,0
TMEM82,0
FBLIM1,43
RP11-169K16.9,296
SPEN,386
ZBTB17,200
C1orf64,0
RP11-5P18.5,0
HSPB7,1
CLCNKA,0
CLCNKB,1
FAM131C,0
EPHA2,11
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,76
C1orf134,7
RSG1,23
FBXO42,226
SZRD1,638
SPATA21,0
NECAP2,784
RP4-798A10.2,15
RP4-798A10.7,28
RP4-798A10.4,1
U1,1
FAM231B,0
NBPF1,162
RP5-1182A14.5,0
CROCCP2,335
FAM231A,0
FAM231C,0
CROCC,27
RP11-108M9.1,0
RP11-108M9.2,0
U1,2
RP11-108M9.4,102
RP11-108M9.6,34
MFAP2,2
RP1-37C10.3,0
ATP13A2,181
SDHB,1368
PADI2,51
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,238
AC004824.2,0
RP1-20B21.4,0
RCC2,447
ARHGEF10L,65
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,0
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,1
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,89
IFFO2,60
UBR4,776
RP1-43E13.2,55
EMC1,148
MRTO4,621
AKR7A3,2
AKR7A2,251
PQLC2,119
CAPZB,4010
RP5-1056L3.1,0
MINOS1-NBL1,1
MINOS1,4002
NBL1,48
HTR6,0
TMCO4,99
RNF186,0
RP11-91K11.2,0
OTUD3,41
PLA2G2E,0
PLA2G2A,0
PLA2G5,0
PLA2G2D,6
PLA2G2F,0
RP3-340N1.2,0
PLA2G2C,4
UBXN10-AS1,31
UBXN10,37
RP3-340N1.6,0
VWA5B1,0
RP4-745E8.2,1
LINC01141,0
RP4-749H3.2,0
CAMK2N1,11
MUL1,159
FAM43B,0
CDA,744
PINK1,69
PINK1-AS,14
DDOST,1607
KIF17,34
SH2D5,0
RP5-930J4.2,0
HP1BP3,2655
RP5-930J4.4,10
EIF4G3,447
ECE1,448
RP3-329E20.2,1
RP5-1071N3.1,4
RP11-293F5.1,0
NBPF3,46
ALPL,8
RP11-63N8.3,0
RAP1GAP,3
USP48,681
LDLRAD2,14
HSPG2,36
CELA3B,0
CELA3A,0
RP1-224A6.3,10
LINC00339,141
CDC42,8607
RP1-224A6.9,3
WNT4,1
ZBTB40,109
EPHA8,0
C1QA,3066
C1QC,1304
C1QB,3027
EPHB2,14
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,3
KDM1A,190
RP1-184J9.2,0
LUZP1,419
HTR1D,0
RP5-1057J7.6,149
HNRNPR,3028
ZNF436,17
C1orf213,67
RP5-1057J7.7,0
TCEA3,59
ASAP3,8
E2F2,324
RP1-150O5.3,1
ID3,301
MDS2,25
RPL11,101606
TCEB3,383
RP5-886K2.3,151
PITHD1,646
LYPLA2,653
GALE,215
HMGCL,415
FUCA1,152
CNR2,48
RP11-4M23.3,0
PNRC2,118
SRSF10,921
RP11-293P20.2,0
MYOM3,6
RP11-293P20.4,1
IL22RA1,0
IFNLR1,11
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,71
NIPAL3,325
RCAN3,200
RP4-594I10.3,69
NCMAP,28
SRRM1,4936
CLIC4,408
RUNX3,212
RP11-84D1.1,0
RP11-84D1.2,0
RP4-799D16.1,0
RP4-706G24.1,0
SYF2,2063
C1orf63,2899
RP3-465N24.6,18
RHD,29
TMEM50A,2992
RHCE,44
TMEM57,284
LDLRAP1,414
RP11-70P17.1,5
MAN1C1,21
RP1-187B23.1,52
SEPN1,139
RP1-317E23.6,0
RP1-317E23.3,6
MTFR1L,371
AL020996.1,2
RP1-317E23.7,0
AUNIP,75
RP1-125I3.2,11
PAQR7,75
STMN1,10201
PAFAH2,70
EXTL1,1
SLC30A2,9
TRIM63,0
PDIK1L,170
FAM110D,0
ZNF593,1649
RP11-96L14.7,2
CNKSR1,28
CATSPER4,0
CEP85,96
SH3BGRL3,41978
UBXN11,649
CD52,11412
AIM1L,5
ZNF683,3
LIN28A,6
DHDDS,191
RP3-476K8.3,2
HMGN2,16962
RPS6KA1,752
RP5-968P14.2,1
ARID1A,1183
PIGV,144
ZDHHC18,110
SFN,0
RP1-50O24.6,0
GPN2,375
GPATCH3,173
NUDC,2489
NR0B2,0
C1orf172,13
TRNP1,16
FAM46B,0
SLC9A1,80
RP11-40H20.4,1
WDTC1,164
TMEM222,318
SYTL1,313
MAP3K6,153
FCN3,1
CD164L2,4
GPR3,3
WASF2,3267
RP4-752I6.1,0
RP1-159A19.4,16
AHDC1,95
FGR,3542
RP11-288L9.1,5
IFI6,1656
RP11-288L9.4,0
FAM76A,339
STX12,675
PPP1R8,490
AL109927.1,0
THEMIS2,1884
RPA2,983
SMPDL3B,19
RP11-460I13.2,1
XKR8,119
EYA3,306
PTAFR,421
DNAJC8,2430
AL353354.1,0
AL353354.2,14
ATPIF1,6419
RP5-1092A3.4,103
RP5-1092A3.5,1
SESN2,91
MED18,59
PHACTR4,395
RCC1,429
TRNAU1AP,601
SNHG12,674
TAF12,953
RAB42,4
RP11-442N24__B.1,13
RNU11,11
GMEB1,247
YTHDF2,1567
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,4
EPB41,430
TMEM200B,0
RP11-242O24.3,0
SRSF4,894
RP11-242O24.5,6
MECR,239
RP11-467D18.2,0
PTPRU,3
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,1
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,0
MATN1-AS1,40
LAPTM5,6976
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,1
SDC3,38
PUM1,509
NKAIN1,0
SNRNP40,1179
ZCCHC17,891
RP11-266K22.2,12
FABP3,1
SERINC2,134
AC114494.1,0
RP11-439L8.3,4
RP11-439L8.4,8
RP11-73M7.1,0
TINAGL1,1
HCRTR1,0
PEF1,619
RP11-73M7.6,1
RP11-73M7.9,2
COL16A1,5
BAI2,2
RP11-84A19.3,0
SPOCD1,3
RP11-84A19.2,1
RP11-84A19.4,11
PTP4A2,2202
AL136115.1,0
RP4-534N18.2,0
KHDRBS1,1232
RP11-277A4.4,5
TMEM39B,190
KPNA6,486
TXLNA,292
CCDC28B,494
RP4-622L5.7,1
IQCC,53
DCDC2B,3
TMEM234,198
EIF3I,3019
FAM167B,5
LCK,598
HDAC1,853
MARCKSL1,358
RP4-811H24.9,0
TSSK3,5
FAM229A,29
BSDC1,390
RP1-27O5.3,0
ZBTB8B,27
ZBTB8A,103
ZBTB8OS,1029
RBBP4,2205
SYNC,332
RP11-114B7.6,4
KIAA1522,27
YARS,559
S100PBP,358
FNDC5,0
HPCA,1
TMEM54,9
RNF19B,77
FKSG48,1
RP1-117O3.2,0
AK2,1399
ADC,10
TRIM62,16
ZNF362,94
RP11-415J8.7,1
A3GALT2,0
RP11-415J8.3,1
PHC2,971
RP11-415J8.5,7
ZSCAN20,17
CSMD2,30
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,1051
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,34
RP5-997D16.2,0
DLGAP3,73
RP11-244H3.4,3
ZMYM6NB,0
ZMYM6,188
ZMYM1,186
SFPQ,2582
ZMYM4,288
ZMYM4-AS1,0
KIAA0319L,282
NCDN,15
RP4-728D4.2,172
TFAP2E,10
PSMB2,2482
C1orf216,152
CLSPN,653
RP11-435D7.3,0
AGO4,379
AGO1,216
RP4-789D17.5,0
AGO3,557
RP4-665N4.8,0
TEKT2,0
ADPRHL2,462
COL8A2,18
TRAPPC3,1237
MAP7D1,227
THRAP3,1882
SH3D21,72
EVA1B,47
RP11-268J15.5,18
STK40,180
LSM10,1813
OSCP1,23
MRPS15,2320
CSF3R,690
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,34
ZC3H12A,92
MEAF6,2104
SNIP1,111
DNALI1,2
GNL2,443
RSPO1,6
C1orf109,263
CDCA8,388
EPHA10,2
MANEAL,6
RP11-109P14.9,0
YRDC,52
C1orf122,690
MTF1,178
AL929472.1,0
RP11-109P14.10,38
INPP5B,139
SF3A3,661
FHL3,103
UTP11L,476
POU3F1,0
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,0
RRAGC,273
RP5-864K19.4,26
MYCBP,602
GJA9,0
RHBDL2,12
AKIRIN1,390
NDUFS5,9453
MACF1,903
RP11-420K8.1,0
KIAA0754,55
BMP8A,0
RP11-69E11.4,16
PABPC4,464
RP11-69E11.8,0
HEYL,0
RP1-144F13.3,0
NT5C1A,0
HPCAL4,0
PPIE,711
BMP8B,21
OXCT2,4
RP1-118J21.25,3
TRIT1,174
MYCL,48
RP1-118J21.5,0
MFSD2A,55
CAP1,3520
PPT1,1380
RLF,257
TMCO2,1
RP1-39G22.7,176
ZMPSTE24,673
COL9A2,36
SMAP2,2126
ZFP69B,21
ZFP69,16
RP11-656D10.3,15
EXO5,71
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,62
RIMS3,23
RP4-739H11.3,0
NFYC-AS1,29
NFYC,469
KCNQ4,1
CITED4,15
RP5-1066H13.4,0
CTPS1,243
SLFNL1,1
SCMH1,141
RP11-399E6.1,8
FOXO6,1
RP11-399E6.4,0
EDN2,0
HIVEP3,78
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,253
RIMKLA,9
ZMYND12,6
PPCS,1076
CCDC30,111
PPIH,1093
RP5-994D16.3,2
YBX1,5122
CLDN19,1
LEPRE1,254
C1orf50,491
RP5-994D16.9,0
CCDC23,775
ERMAP,174
RP11-342M1.3,33
ZNF691,107
SLC2A1,139
SLC2A1-AS1,15
FAM183A,1
EBNA1BP2,1271
WDR65,1
TMEM125,6
C1orf210,9
TIE1,23
MPL,0
RP1-92O14.3,45
CDC20,698
ELOVL1,801
MED8,654
RP1-92O14.6,1
SZT2,185
SZT2-AS1,1
HYI,233
HYI-AS1,2
PTPRF,45
KDM4A,132
KDM4A-AS1,57
ST3GAL3,67
RP11-184I16.4,2
ARTN,2
RP11-7O11.3,16
IPO13,110
DPH2,214
ATP6V0B,7382
B4GALT2,54
CCDC24,41
SLC6A9,14
RP5-1198O20.4,11
KLF17,1
DMAP1,458
ERI3,439
RNF220,475
TMEM53,111
C1orf228,681
KIF2C,253
RP11-269F19.2,2
RPS8,147796
BEST4,0
PLK3,166
TCTEX1D4,3
BTBD19,25
PTCH2,28
EIF2B3,311
HECTD3,83
UROD,1395
ZSWIM5,4
HPDL,114
MUTYH,315
TOE1,215
TESK2,59
CCDC163P,21
MMACHC,24
PRDX1,6212
AKR1A1,2194
NASP,2463
CCDC17,16
GPBP1L1,813
TMEM69,495
IPP,82
MAST2,37
PIK3R3,62
RP4-533D7.4,2
RP4-533D7.5,0
TSPAN1,130
RP11-322N21.2,0
POMGNT1,135
LURAP1,13
RAD54L,117
LRRC41,321
UQCRH,12270
NSUN4,134
FAAH,22
RP5-1109J22.2,0
LINC00505,3
DMBX1,2
MKNK1-AS1,0
KNCN,0
MKNK1,579
MOB3C,87
ATPAF1,122
EFCAB14,684
TEX38,1
EFCAB14-AS1,0
CYP4B1,1
CYP4A11,0
CYP4X1,1
CYP4Z1,0
CYP4A22-AS1,5
CYP4A22,0
LINC00853,22
PDZK1IP1,77
TAL1,162
RP1-18D14.7,4
STIL,111
CMPK1,859
RP11-511I2.2,0
FOXE3,0
FOXD2-AS1,18
FOXD2,5
RP11-543D5.1,0
TRABD2B,0
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,11
RP5-1024N4.4,1
SPATA6,152
AGBL4,0
BEND5,87
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,0
ELAVL4,2
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,4
FAF1,152
RP5-850O15.3,0
CDKN2C,159
C1orf185,0
RP11-296A18.3,5
RNF11,264
RP11-296A18.6,1
TTC39A,25
RP11-275F13.1,1
EPS15,965
RP11-253A20.1,1
RP11-191G24.1,17
OSBPL9,338
NRD1,1387
RP4-657D16.3,10
RP4-657D16.6,1
RAB3B,27
TXNDC12,1020
KTI12,211
RP11-91A18.4,0
TXNDC12-AS1,0
BTF3L4,2187
ZFYVE9,12
CC2D1B,89
RP11-155O18.6,0
ORC1,107
PRPF38A,1043
ZCCHC11,781
RP11-25O10.2,0
GPX7,286
FAM159A,32
COA7,108
ZYG11B,320
ZYG11A,3
RP4-631H13.2,0
ECHDC2,173
SCP2,1788
PODN,0
RP11-334A14.5,0
SLC1A7,3
RP11-334A14.8,0
CPT2,152
RP5-1024G6.2,2
C1orf123,829
RP5-1024G6.7,4
MAGOH,1601
RP5-1024G6.5,8
RP5-1024G6.8,33
LRP8,69
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,9
RP11-117D22.1,0
RP11-117D22.2,106
DMRTB1,0
GLIS1,0
NDC1,210
YIPF1,266
DIO1,0
HSPB11,1346
LRRC42,113
LDLRAD1,0
RP4-758J24.5,17
TMEM59,4663
TCEANC2,119
AL161915.1,5
CDCP2,0
RP11-446E24.4,0
AL357673.1,37
CYB5RL,117
MRPL37,1174
SSBP3,277
SSBP3-AS1,1
RP5-997D24.3,3
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,60
FAM151A,0
MROH7-TTC4,0
MROH7,1
TTC4,41
PARS2,46
TTC22,5
RP11-67L3.2,0
C1orf177,1
DHCR24,111
RP11-67L3.5,0
RP11-67L3.4,0
TMEM61,0
RP11-12C17.2,0
BSND,1
PCSK9,2
USP24,246
RP11-101C11.1,0
RP11-466L17.1,0
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,2
RP4-710M16.2,0
PPAP2B,22
PRKAA2,4
C1orf168,2
RP11-378I13.1,0
C8A,2
C8B,0
RP5-1103B4.3,0
DAB1,1
RP6-102O10.1,0
DAB1-AS1,0
RP11-393I23.4,0
OMA1,453
TACSTD2,36
MYSM1,292
JUN,1794
LINC01135,0
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,10
RP4-794H19.4,6
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,2
RP11-467C18.1,0
FGGY,86
RP4-782L23.2,2
RP4-782L23.1,0
HOOK1,96
CYP2J2,5
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,1
RP11-436K8.1,1
NFIA,808
RP4-668G5.1,3
RP5-833A20.1,0
TM2D1,1388
RP11-430G17.3,9
INADL,78
L1TD1,15
KANK4,1
USP1,1412
DOCK7,78
ANGPTL3,0
AL138847.1,2
RP11-230B22.1,5
ATG4C,418
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,0
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,9
FOXD3,0
ALG6,350
ITGB3BP,790
EFCAB7,52
DLEU2L,154
PGM1,242
ROR1,10
RP11-24J23.2,1
UBE2U,0
CACHD1,3
RAVER2,58
JAK1,840
RP11-182I10.3,4
RP4-535B20.4,0
RP4-535B20.1,1
AK4,154
DNAJC6,61
RP5-1044H5.1,0
LEPR,135
LEPROT,1247
PDE4B,111
RP11-397C12.1,0
SGIP1,5
AL139147.1,4
TCTEX1D1,170
INSL5,0
WDR78,21
RP11-342H21.2,0
MIER1,988
SLC35D1,160
C1orf141,5
IL23R,3
IL12RB2,26
SERBP1,6483
RP4-763G1.2,0
GADD45A,345
GNG12,16
GNG12-AS1,5
DIRAS3,3
WLS,10
RPE65,0
DEPDC1,451
RP4-694A7.2,0
RP4-694A7.4,11
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,49
RP11-181B18.1,0
LRRC40,268
SRSF11,3437
RP4-677H15.4,0
ANKRD13C,206
HHLA3,154
RP11-180O5.2,0
CTH,28
RP11-42O15.3,1
RP5-952N6.1,0
RP11-99H8.1,1
PTGER3,5
RP3-333A15.1,4
ZRANB2-AS1,2
ZRANB2,1857
RP11-386O9.2,0
NEGR1,101
RP11-82L20.1,0
RP4-660H19.1,0
RP11-262K1.1,0
RP4-598G3.1,8
RP4-788P17.1,0
LRRIQ3,45
FPGT,193
FPGT-TNNI3K,1
TNNI3K,1
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,0
RP4-612J11.1,0
RP11-17E13.2,5
CRYZ,91
TYW3,717
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,7
RP4-682C21.5,1
ACADM,1054
RABGGTB,837
MSH4,0
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,62
RP5-1102E8.3,1
RP11-415A20.1,0
ST6GALNAC5,0
RP4-564M11.2,0
PIGK,372
AK5,36
RP11-375A5.1,0
ZZZ3,268
USP33,513
FAM73A,230
NEXN-AS1,2
NEXN,91
FUBP1,1081
DNAJB4,161
GIPC2,28
RP11-386I14.4,44
PTGFR,46
IFI44L,111
IFI44,215
ELTD1,4
RP4-726F1.1,1
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,48
LPHN2,1
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,0
RP11-413G15.1,0
RP11-475O6.1,21
RP5-836J3.1,0
TTLL7,122
RP11-486G15.2,112
PRKACB,552
SAMD13,57
DNASE2B,0
RPF1,609
GNG5,7347
CTBS,572
C1orf180,0
SSX2IP,321
LPAR3,10
MCOLN2,78
WDR63,0
MCOLN3,7
SYDE2,27
C1orf52,724
BCL10,453
RP11-131L23.1,7
DDAH1,21
RP11-131L23.2,0
RP11-290M5.4,0
CYR61,1
RP11-290M5.2,0
ZNHIT6,274
COL24A1,46
ODF2L,677
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,0
RP4-612B15.3,20
SH3GLB1,1964
15-Sep,3917
HS2ST1,233
RP4-604K5.3,0
RP4-604K5.2,4
RP5-1052I5.2,0
LINC01140,0
LMO4,458
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,1
PKN2,789
GTF2B,471
CCBL2,278
RBMXL1,267
GBP3,124
GBP1,168
GBP2,412
GBP7,16
GBP4,186
GBP5,92
RP4-620F22.2,0
GBP6,1
LRRC8B,141
RP5-1007M22.2,51
LRRC8C,236
RP11-302M6.4,0
RP5-943J3.2,2
LRRC8D,230
RP11-302M6.5,2
ZNF326,730
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,9
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,880
HFM1,6
CDC7,158
TGFBR3,28
BRDT,13
EPHX4,4
BTBD8,38
KIAA1107,31
RP4-621B10.8,1
C1orf146,0
GLMN,414
RPAP2,381
GFI1,32
EVI5,455
RPL5,53569
FAM69A,25
MTF2,859
TMED5,1033
CCDC18,386
DR1,1082
FNBP1L,128
BCAR3,6
RP5-1033H22.2,2
RP4-561L24.3,1
DNTTIP2,555
GCLM,284
ABCA4,3
RP11-78O9.1,0
ARHGAP29,88
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,243
F3,5
RP11-86H7.6,0
RP11-86H7.7,0
LINC01057,3
SLC44A3,3
CNN3,91
RP4-639F20.1,5
ALG14,155
RP11-313A24.1,0
TMEM56,529
TMEM56-RWDD3,0
RP11-57H12.3,2
RWDD3,29
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,1
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,293
DPYD,761
DPYD-AS1,1
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,2
LPPR5,0
RP5-896L10.1,0
LPPR4,0
RP11-413P11.1,1
PALMD,0
FRRS1,23
AGL,217
RP5-884G6.2,8
SLC35A3,270
HIAT1,502
RP4-714D9.2,0
SASS6,361
TRMT13,630
LRRC39,3
DBT,219
RP11-305E17.6,5
RTCA,580
RP5-837M10.2,0
CDC14A,154
RP5-837M10.4,0
GPR88,1
RP11-84O12.4,0
VCAM1,6
EXTL2,209
RP4-549L20.3,23
SLC30A7,553
DPH5,613
AC093157.1,26
RP11-421L21.2,6
RP11-421L21.3,267
RP4-575N6.4,16
S1PR1,107
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,5
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,0
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,373
AMY2B,24
AMY2A,0
AMY1A,3
AMY1B,3
AMY1C,0
RP11-364B6.1,11
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,251
NTNG1,2
VAV3,231
VAV3-AS1,13
RP11-356N1.2,26
SLC25A24,623
