,BMET6_Involved
HES3,0
GPR153,2
ACOT7,171
RP1-202O8.3,12
HES2,15
ESPN,5
RP1-202O8.2,0
TNFRSF25,127
PLEKHG5,3
NOL9,132
TAS1R1,0
ZBTB48,48
KLHL21,49
PHF13,40
THAP3,119
DNAJC11,156
RP11-242F24.1,5
RP11-312B8.1,4
CAMTA1,896
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,1
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,341
PER3,6
RP3-467L1.4,1
UTS2,10
TNFRSF9,2
PARK7,2555
ERRFI1,3
RP11-431K24.1,1
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,0
RERE,134
RP5-1115A15.1,2
RP4-633I8.4,0
ENO1,2401
ENO1-AS1,13
CA6,5
SLC2A7,1
SLC2A5,38
GPR157,22
RP3-510D11.1,0
RP3-510D11.2,2
H6PD,72
SPSB1,1
RP13-392I16.1,0
SLC25A33,37
TMEM201,44
PIK3CD,96
C1orf200,3
RP11-558F24.4,35
CLSTN1,67
CTNNBIP1,53
RP11-84A14.5,0
LZIC,278
NMNAT1,78
RBP7,190
UBE4B,159
KIF1B,94
PGD,534
RP4-736L20.3,3
APITD1,143
APITD1-CORT,4
CORT,4
DFFA,288
RP5-1113E3.3,1
PEX14,63
CASZ1,14
RP4-734G22.3,0
C1orf127,1
TARDBP,727
MASP2,2
RP4-635E18.8,54
SRM,269
EXOSC10,179
RP4-635E18.7,5
RP4-635E18.6,11
MTOR,99
MTOR-AS1,2
ANGPTL7,0
UBIAD1,102
PTCHD2,1
RP1-69M21.2,0
FBXO2,5
FBXO44,72
FBXO6,78
MAD2L2,445
DRAXIN,34
AGTRAP,539
C1orf167,2
RP11-56N19.5,0
MTHFR,229
CLCN6,55
NPPA-AS1,2
NPPA,0
NPPB,0
KIAA2013,141
PLOD1,50
MFN2,99
MIIP,308
TNFRSF8,11
TNFRSF1B,238
VPS13D,153
RP5-888M10.2,0
DHRS3,123
RP11-474O21.5,1
AADACL4,0
AADACL3,0
C1orf158,3
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,5
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,0
RP4-597A16.2,0
PDPN,0
CTA-520D8.2,0
PRDM2,220
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,3
TMEM51,0
C1orf195,0
FHAD1,1
RP3-467K16.2,1
RP3-467K16.7,0
RP3-467K16.4,4
EFHD2,193
CTRC,2
CELA2A,2
CELA2B,0
CASP9,27
DNAJC16,79
RP4-680D5.8,1
AGMAT,28
RP4-680D5.2,3
DDI2,366
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,90
RP11-288I21.1,0
SLC25A34,1
RP11-169K16.4,0
TMEM82,0
FBLIM1,44
RP11-169K16.9,192
SPEN,335
ZBTB17,95
C1orf64,3
RP11-5P18.5,0
HSPB7,0
CLCNKA,0
CLCNKB,0
FAM131C,0
EPHA2,1
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,23
C1orf134,8
RSG1,22
FBXO42,133
SZRD1,274
SPATA21,3
NECAP2,422
RP4-798A10.2,10
RP4-798A10.7,41
RP4-798A10.4,0
U1,0
FAM231B,0
NBPF1,81
RP5-1182A14.5,0
CROCCP2,209
FAM231A,0
FAM231C,0
CROCC,13
RP11-108M9.1,0
RP11-108M9.2,0
U1,1
RP11-108M9.4,66
RP11-108M9.6,19
MFAP2,1
RP1-37C10.3,0
ATP13A2,43
SDHB,557
PADI2,34
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,153
AC004824.2,1
RP1-20B21.4,1
RCC2,369
ARHGEF10L,14
RP11-473A10.2,0
ACTL8,1
RP11-174G17.2,0
IGSF21,1
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,1
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,63
IFFO2,17
UBR4,355
RP1-43E13.2,29
EMC1,92
MRTO4,540
AKR7A3,3
AKR7A2,126
PQLC2,59
CAPZB,1057
RP5-1056L3.1,0
MINOS1-NBL1,1
MINOS1,2171
NBL1,21
HTR6,0
TMCO4,36
RNF186,0
RP11-91K11.2,0
OTUD3,47
PLA2G2E,0
PLA2G2A,34
PLA2G5,0
PLA2G2D,7
PLA2G2F,0
RP3-340N1.2,0
PLA2G2C,3
UBXN10-AS1,43
UBXN10,30
RP3-340N1.6,0
VWA5B1,1
RP4-745E8.2,0
LINC01141,0
RP4-749H3.2,0
CAMK2N1,7
MUL1,89
FAM43B,0
CDA,193
PINK1,34
PINK1-AS,9
DDOST,581
KIF17,20
SH2D5,0
RP5-930J4.2,0
HP1BP3,1446
RP5-930J4.4,10
EIF4G3,231
ECE1,79
RP3-329E20.2,1
RP5-1071N3.1,0
RP11-293F5.1,0
NBPF3,25
ALPL,0
RP11-63N8.3,0
RAP1GAP,5
USP48,509
LDLRAD2,11
HSPG2,34
CELA3B,0
CELA3A,0
RP1-224A6.3,5
LINC00339,142
CDC42,2076
RP1-224A6.9,0
WNT4,0
ZBTB40,88
EPHA8,0
C1QA,176
C1QC,129
C1QB,126
EPHB2,6
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,0
KDM1A,197
RP1-184J9.2,0
LUZP1,233
HTR1D,0
RP5-1057J7.6,91
HNRNPR,1859
ZNF436,8
C1orf213,42
RP5-1057J7.7,0
TCEA3,40
ASAP3,1
E2F2,66
RP1-150O5.3,0
ID3,21
MDS2,32
RPL11,66355
TCEB3,189
RP5-886K2.3,100
PITHD1,441
LYPLA2,211
GALE,70
HMGCL,205
FUCA1,72
CNR2,20
RP11-4M23.3,0
PNRC2,93
SRSF10,638
RP11-293P20.2,0
MYOM3,3
RP11-293P20.4,0
IL22RA1,0
IFNLR1,3
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,53
NIPAL3,213
RCAN3,109
RP4-594I10.3,84
NCMAP,20
SRRM1,2502
CLIC4,152
RUNX3,96
RP11-84D1.1,0
RP11-84D1.2,0
RP4-799D16.1,1
RP4-706G24.1,0
SYF2,1079
C1orf63,1766
RP3-465N24.6,7
RHD,38
TMEM50A,921
RHCE,66
TMEM57,211
LDLRAP1,198
RP11-70P17.1,4
MAN1C1,11
RP1-187B23.1,27
SEPN1,76
RP1-317E23.6,0
RP1-317E23.3,8
MTFR1L,192
AL020996.1,5
RP1-317E23.7,0
AUNIP,76
RP1-125I3.2,6
PAQR7,44
STMN1,5258
PAFAH2,34
EXTL1,2
SLC30A2,9
TRIM63,3
PDIK1L,150
FAM110D,4
ZNF593,623
RP11-96L14.7,1
CNKSR1,16
CATSPER4,0
CEP85,80
SH3BGRL3,4705
UBXN11,229
CD52,4103
AIM1L,1
ZNF683,44
LIN28A,8
DHDDS,93
RP3-476K8.3,0
HMGN2,9708
RPS6KA1,299
RP5-968P14.2,4
ARID1A,609
PIGV,54
ZDHHC18,50
SFN,0
RP1-50O24.6,0
GPN2,162
GPATCH3,63
NUDC,1156
NR0B2,0
C1orf172,3
TRNP1,1
FAM46B,2
SLC9A1,37
RP11-40H20.4,1
WDTC1,131
TMEM222,187
SYTL1,173
MAP3K6,29
FCN3,0
CD164L2,1
GPR3,0
WASF2,1011
RP4-752I6.1,2
RP1-159A19.4,5
AHDC1,41
FGR,312
RP11-288L9.1,2
IFI6,255
RP11-288L9.4,0
FAM76A,134
STX12,157
PPP1R8,239
AL109927.1,0
THEMIS2,198
RPA2,551
SMPDL3B,21
RP11-460I13.2,0
XKR8,66
EYA3,142
PTAFR,79
DNAJC8,1271
AL353354.1,0
AL353354.2,11
ATPIF1,6965
RP5-1092A3.4,43
RP5-1092A3.5,0
SESN2,25
MED18,19
PHACTR4,348
RCC1,221
TRNAU1AP,246
SNHG12,443
TAF12,460
RAB42,3
RP11-442N24__B.1,2
RNU11,4
GMEB1,133
YTHDF2,627
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,3
EPB41,593
TMEM200B,1
RP11-242O24.3,0
SRSF4,563
RP11-242O24.5,1
MECR,179
RP11-467D18.2,0
PTPRU,0
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,0
MATN1-AS1,18
LAPTM5,1609
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,1
SDC3,13
PUM1,345
NKAIN1,0
SNRNP40,633
ZCCHC17,488
RP11-266K22.2,27
FABP3,2
SERINC2,33
AC114494.1,0
RP11-439L8.3,2
RP11-439L8.4,0
RP11-73M7.1,0
TINAGL1,1
HCRTR1,0
PEF1,267
RP11-73M7.6,0
RP11-73M7.9,1
COL16A1,4
BAI2,2
RP11-84A19.3,0
SPOCD1,0
RP11-84A19.2,0
RP11-84A19.4,8
PTP4A2,1398
AL136115.1,1
RP4-534N18.2,2
KHDRBS1,888
RP11-277A4.4,7
TMEM39B,105
KPNA6,293
TXLNA,144
CCDC28B,449
RP4-622L5.7,9
IQCC,29
DCDC2B,0
TMEM234,66
EIF3I,1379
FAM167B,1
LCK,306
HDAC1,361
MARCKSL1,152
RP4-811H24.9,0
TSSK3,6
FAM229A,8
BSDC1,270
RP1-27O5.3,1
ZBTB8B,10
ZBTB8A,80
ZBTB8OS,418
RBBP4,1212
SYNC,208
RP11-114B7.6,2
KIAA1522,14
YARS,252
S100PBP,231
FNDC5,0
HPCA,0
TMEM54,0
RNF19B,32
FKSG48,0
RP1-117O3.2,1
AK2,699
ADC,6
TRIM62,3
ZNF362,66
RP11-415J8.7,1
A3GALT2,0
RP11-415J8.3,0
PHC2,166
RP11-415J8.5,0
ZSCAN20,7
CSMD2,13
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,338
GJB5,0
GJB4,0
RP1-34M23.5,1
GJB3,0
GJA4,13
RP5-997D16.2,0
DLGAP3,13
RP11-244H3.4,2
ZMYM6NB,1
ZMYM6,122
ZMYM1,89
SFPQ,1621
ZMYM4,279
ZMYM4-AS1,0
KIAA0319L,160
NCDN,11
RP4-728D4.2,69
TFAP2E,1
PSMB2,1011
C1orf216,89
CLSPN,442
RP11-435D7.3,0
AGO4,135
AGO1,113
RP4-789D17.5,0
AGO3,351
RP4-665N4.8,0
TEKT2,1
ADPRHL2,171
COL8A2,8
TRAPPC3,473
MAP7D1,72
THRAP3,973
SH3D21,76
EVA1B,36
RP11-268J15.5,14
STK40,51
LSM10,617
OSCP1,15
MRPS15,1245
CSF3R,663
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,24
ZC3H12A,22
MEAF6,1019
SNIP1,66
DNALI1,1
GNL2,277
RSPO1,18
C1orf109,180
CDCA8,209
EPHA10,4
MANEAL,2
RP11-109P14.9,0
YRDC,35
C1orf122,139
MTF1,108
AL929472.1,0
RP11-109P14.10,29
INPP5B,99
SF3A3,379
FHL3,60
UTP11L,262
POU3F1,0
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,0
RRAGC,127
RP5-864K19.4,9
MYCBP,282
GJA9,0
RHBDL2,3
AKIRIN1,165
NDUFS5,4731
MACF1,575
RP11-420K8.1,1
KIAA0754,22
BMP8A,1
RP11-69E11.4,36
PABPC4,582
RP11-69E11.8,0
HEYL,0
RP1-144F13.3,0
NT5C1A,0
HPCAL4,3
PPIE,320
BMP8B,12
OXCT2,5
RP1-118J21.25,1
TRIT1,125
MYCL,27
RP1-118J21.5,0
MFSD2A,9
CAP1,822
PPT1,470
RLF,179
TMCO2,0
RP1-39G22.7,138
ZMPSTE24,175
COL9A2,33
SMAP2,554
ZFP69B,21
ZFP69,16
RP11-656D10.3,11
EXO5,43
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,34
RIMS3,9
RP4-739H11.3,0
NFYC-AS1,29
NFYC,223
KCNQ4,6
CITED4,13
RP5-1066H13.4,0
CTPS1,129
SLFNL1,0
SCMH1,104
RP11-399E6.1,0
FOXO6,1
RP11-399E6.4,0
EDN2,0
HIVEP3,34
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,154
RIMKLA,8
ZMYND12,6
PPCS,536
CCDC30,62
PPIH,615
RP5-994D16.3,3
YBX1,5044
CLDN19,3
LEPRE1,132
C1orf50,171
RP5-994D16.9,0
CCDC23,458
ERMAP,183
RP11-342M1.3,21
ZNF691,49
SLC2A1,148
SLC2A1-AS1,37
FAM183A,1
EBNA1BP2,846
WDR65,4
TMEM125,12
C1orf210,7
TIE1,11
MPL,2
RP1-92O14.3,17
CDC20,353
ELOVL1,347
MED8,230
RP1-92O14.6,0
SZT2,152
SZT2-AS1,0
HYI,100
HYI-AS1,1
PTPRF,15
KDM4A,74
KDM4A-AS1,48
ST3GAL3,59
RP11-184I16.4,3
ARTN,0
RP11-7O11.3,15
IPO13,60
DPH2,168
ATP6V0B,1237
B4GALT2,73
CCDC24,9
SLC6A9,15
RP5-1198O20.4,2
KLF17,3
DMAP1,203
ERI3,249
RNF220,337
TMEM53,36
C1orf228,221
KIF2C,126
RP11-269F19.2,3
RPS8,96139
BEST4,6
PLK3,37
TCTEX1D4,1
BTBD19,7
PTCH2,22
EIF2B3,278
HECTD3,47
UROD,1404
ZSWIM5,5
HPDL,83
MUTYH,112
TOE1,125
TESK2,40
CCDC163P,22
MMACHC,17
PRDX1,1725
AKR1A1,753
NASP,1645
CCDC17,5
GPBP1L1,420
TMEM69,272
IPP,53
MAST2,28
PIK3R3,43
RP4-533D7.4,0
RP4-533D7.5,1
TSPAN1,8
RP11-322N21.2,0
POMGNT1,81
LURAP1,3
RAD54L,65
LRRC41,191
UQCRH,7224
NSUN4,86
FAAH,22
RP5-1109J22.2,0
LINC00505,3
DMBX1,0
MKNK1-AS1,0
KNCN,0
MKNK1,186
MOB3C,42
ATPAF1,106
EFCAB14,385
TEX38,0
EFCAB14-AS1,0
CYP4B1,0
CYP4A11,0
CYP4X1,0
CYP4Z1,0
CYP4A22-AS1,10
CYP4A22,0
LINC00853,21
PDZK1IP1,43
TAL1,206
RP1-18D14.7,9
STIL,91
CMPK1,473
RP11-511I2.2,0
FOXE3,0
FOXD2-AS1,1
FOXD2,0
RP11-543D5.1,0
TRABD2B,1
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,1
RP5-1024N4.4,0
SPATA6,52
AGBL4,0
BEND5,48
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,1
ELAVL4,0
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,2
FAF1,96
RP5-850O15.3,0
CDKN2C,87
C1orf185,0
RP11-296A18.3,0
RNF11,72
RP11-296A18.6,0
TTC39A,10
RP11-275F13.1,2
EPS15,568
RP11-253A20.1,0
RP11-191G24.1,16
OSBPL9,261
NRD1,825
RP4-657D16.3,3
RP4-657D16.6,0
RAB3B,27
TXNDC12,322
KTI12,101
RP11-91A18.4,0
TXNDC12-AS1,0
BTF3L4,757
ZFYVE9,9
CC2D1B,33
RP11-155O18.6,0
ORC1,95
PRPF38A,663
ZCCHC11,563
RP11-25O10.2,0
GPX7,143
FAM159A,25
COA7,108
ZYG11B,175
ZYG11A,1
RP4-631H13.2,0
ECHDC2,120
SCP2,923
PODN,0
RP11-334A14.5,0
SLC1A7,4
RP11-334A14.8,0
CPT2,72
RP5-1024G6.2,0
C1orf123,375
RP5-1024G6.7,1
MAGOH,792
RP5-1024G6.5,4
RP5-1024G6.8,16
LRP8,31
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,4
RP11-117D22.1,0
RP11-117D22.2,39
DMRTB1,0
GLIS1,0
NDC1,166
YIPF1,68
DIO1,0
HSPB11,659
LRRC42,72
LDLRAD1,0
RP4-758J24.5,6
TMEM59,1683
TCEANC2,77
AL161915.1,6
CDCP2,0
RP11-446E24.4,0
AL357673.1,42
CYB5RL,89
MRPL37,761
SSBP3,330
SSBP3-AS1,1
RP5-997D24.3,4
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,61
FAM151A,1
MROH7-TTC4,0
MROH7,9
TTC4,27
PARS2,23
TTC22,6
RP11-67L3.2,0
C1orf177,2
DHCR24,18
RP11-67L3.5,0
RP11-67L3.4,2
TMEM61,0
RP11-12C17.2,0
BSND,2
PCSK9,0
USP24,243
RP11-101C11.1,1
RP11-466L17.1,0
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,1
RP4-710M16.2,0
PPAP2B,11
PRKAA2,4
C1orf168,0
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,0
RP6-102O10.1,0
DAB1-AS1,0
RP11-393I23.4,0
OMA1,168
TACSTD2,10
MYSM1,232
JUN,615
LINC01135,2
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,1
RP4-794H19.4,2
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,2
RP11-467C18.1,1
FGGY,38
RP4-782L23.2,0
RP4-782L23.1,3
HOOK1,107
CYP2J2,1
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,0
RP11-436K8.1,1
NFIA,1121
RP4-668G5.1,2
RP5-833A20.1,2
TM2D1,497
RP11-430G17.3,6
INADL,50
L1TD1,8
KANK4,0
USP1,1019
DOCK7,57
ANGPTL3,5
AL138847.1,0
RP11-230B22.1,2
ATG4C,215
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,0
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,0
FOXD3,0
ALG6,100
ITGB3BP,674
EFCAB7,38
DLEU2L,79
PGM1,100
ROR1,0
RP11-24J23.2,3
UBE2U,0
CACHD1,6
RAVER2,49
JAK1,323
RP11-182I10.3,6
RP4-535B20.4,1
RP4-535B20.1,0
AK4,30
DNAJC6,92
RP5-1044H5.1,0
LEPR,145
LEPROT,1022
PDE4B,41
RP11-397C12.1,0
SGIP1,7
AL139147.1,4
TCTEX1D1,60
INSL5,0
WDR78,14
RP11-342H21.2,0
MIER1,597
SLC35D1,84
C1orf141,10
IL23R,9
IL12RB2,15
SERBP1,4007
RP4-763G1.2,0
GADD45A,442
GNG12,1
GNG12-AS1,0
DIRAS3,2
WLS,6
RPE65,0
DEPDC1,269
RP4-694A7.2,0
RP4-694A7.4,2
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,24
RP11-181B18.1,0
LRRC40,149
SRSF11,1826
RP4-677H15.4,0
ANKRD13C,98
HHLA3,82
RP11-180O5.2,0
CTH,31
RP11-42O15.3,2
RP5-952N6.1,0
RP11-99H8.1,0
PTGER3,1
RP3-333A15.1,0
ZRANB2-AS1,0
ZRANB2,1294
RP11-386O9.2,0
NEGR1,42
RP11-82L20.1,0
RP4-660H19.1,1
RP11-262K1.1,0
RP4-598G3.1,2
RP4-788P17.1,0
LRRIQ3,17
FPGT,110
FPGT-TNNI3K,5
TNNI3K,0
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,0
RP4-612J11.1,0
RP11-17E13.2,2
CRYZ,68
TYW3,498
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,0
RP4-682C21.5,0
ACADM,593
RABGGTB,407
MSH4,0
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,4
RP5-1102E8.3,1
RP11-415A20.1,0
ST6GALNAC5,1
RP4-564M11.2,0
PIGK,120
AK5,15
RP11-375A5.1,3
ZZZ3,224
USP33,358
FAM73A,121
NEXN-AS1,5
NEXN,51
FUBP1,703
DNAJB4,73
GIPC2,38
RP11-386I14.4,42
PTGFR,0
IFI44L,42
IFI44,147
ELTD1,1
RP4-726F1.1,1
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,54
LPHN2,2
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,0
RP11-413G15.1,0
RP11-475O6.1,20
RP5-836J3.1,0
TTLL7,81
RP11-486G15.2,128
PRKACB,519
SAMD13,60
DNASE2B,1
RPF1,246
GNG5,2426
CTBS,198
C1orf180,0
SSX2IP,372
LPAR3,14
MCOLN2,30
WDR63,0
MCOLN3,6
SYDE2,29
C1orf52,391
BCL10,147
RP11-131L23.1,3
DDAH1,9
RP11-131L23.2,0
RP11-290M5.4,0
CYR61,1
RP11-290M5.2,0
ZNHIT6,220
COL24A1,47
ODF2L,482
CLCA2,1
CLCA1,0
CLCA4,0
RP4-651E10.4,0
RP4-612B15.3,22
SH3GLB1,658
15-Sep,1540
HS2ST1,111
RP4-604K5.3,0
RP4-604K5.2,0
RP5-1052I5.2,0
LINC01140,0
LMO4,198
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,2
PKN2,537
GTF2B,158
CCBL2,170
RBMXL1,192
GBP3,86
GBP1,90
GBP2,159
GBP7,10
GBP4,129
GBP5,90
RP4-620F22.2,0
GBP6,1
LRRC8B,93
RP5-1007M22.2,26
LRRC8C,70
RP11-302M6.4,0
RP5-943J3.2,3
LRRC8D,119
RP11-302M6.5,0
ZNF326,479
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,7
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,548
HFM1,17
CDC7,95
TGFBR3,27
BRDT,8
EPHX4,0
BTBD8,26
KIAA1107,22
RP4-621B10.8,0
C1orf146,0
GLMN,248
RPAP2,298
GFI1,15
EVI5,211
RPL5,39021
FAM69A,10
MTF2,588
TMED5,262
CCDC18,250
DR1,516
FNBP1L,61
BCAR3,1
RP5-1033H22.2,3
RP4-561L24.3,0
DNTTIP2,403
GCLM,410
ABCA4,0
RP11-78O9.1,0
ARHGAP29,15
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,140
F3,2
RP11-86H7.6,0
RP11-86H7.7,0
LINC01057,1
SLC44A3,1
CNN3,47
RP4-639F20.1,4
ALG14,116
RP11-313A24.1,0
TMEM56,714
TMEM56-RWDD3,0
RP11-57H12.3,2
RWDD3,17
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,0
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,119
DPYD,181
DPYD-AS1,0
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,1
LPPR5,0
RP5-896L10.1,1
LPPR4,0
RP11-413P11.1,0
PALMD,1
FRRS1,38
AGL,195
RP5-884G6.2,9
SLC35A3,187
HIAT1,298
RP4-714D9.2,0
SASS6,235
TRMT13,388
LRRC39,0
DBT,123
RP11-305E17.6,6
RTCA,261
RP5-837M10.2,0
CDC14A,88
RP5-837M10.4,0
GPR88,1
RP11-84O12.4,0
VCAM1,12
EXTL2,230
RP4-549L20.3,18
SLC30A7,196
DPH5,415
AC093157.1,14
RP11-421L21.2,4
RP11-421L21.3,70
RP4-575N6.4,8
S1PR1,36
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,5
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,0
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,230
AMY2B,27
AMY2A,0
AMY1A,2
AMY1B,0
AMY1C,0
RP11-364B6.1,23
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,166
NTNG1,3
VAV3,118
VAV3-AS1,4
RP11-356N1.2,7
SLC25A24,87
RP11-483I13.5,8
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
