,BMET2_Involved
HES3,0
GPR153,6
ACOT7,19
RP1-202O8.3,3
HES2,18
ESPN,1
RP1-202O8.2,0
TNFRSF25,167
PLEKHG5,4
NOL9,52
TAS1R1,0
ZBTB48,43
KLHL21,28
PHF13,13
THAP3,67
DNAJC11,28
RP11-242F24.1,11
RP11-312B8.1,3
CAMTA1,514
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,251
PER3,32
RP3-467L1.4,3
UTS2,10
TNFRSF9,11
PARK7,1146
ERRFI1,7
RP11-431K24.1,3
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,0
RERE,90
RP5-1115A15.1,7
RP4-633I8.4,1
ENO1,841
ENO1-AS1,5
CA6,6
SLC2A7,0
SLC2A5,3
GPR157,16
RP3-510D11.1,1
RP3-510D11.2,1
H6PD,86
SPSB1,3
RP13-392I16.1,0
SLC25A33,30
TMEM201,4
PIK3CD,150
C1orf200,1
RP11-558F24.4,6
CLSTN1,61
CTNNBIP1,43
RP11-84A14.5,0
LZIC,154
NMNAT1,74
RBP7,662
UBE4B,101
KIF1B,86
PGD,326
RP4-736L20.3,0
APITD1,15
APITD1-CORT,0
CORT,0
DFFA,134
RP5-1113E3.3,2
PEX14,35
CASZ1,10
RP4-734G22.3,0
C1orf127,1
TARDBP,313
MASP2,2
RP4-635E18.8,31
SRM,45
EXOSC10,90
RP4-635E18.7,4
RP4-635E18.6,3
MTOR,34
MTOR-AS1,0
ANGPTL7,0
UBIAD1,77
PTCHD2,0
RP1-69M21.2,0
FBXO2,9
FBXO44,87
FBXO6,69
MAD2L2,165
DRAXIN,63
AGTRAP,629
C1orf167,1
RP11-56N19.5,1
MTHFR,98
CLCN6,47
NPPA-AS1,3
NPPA,1
NPPB,0
KIAA2013,121
PLOD1,26
MFN2,48
MIIP,215
TNFRSF8,30
TNFRSF1B,475
VPS13D,94
RP5-888M10.2,0
DHRS3,85
RP11-474O21.5,1
AADACL4,0
AADACL3,0
C1orf158,1
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,1
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,0
RP4-597A16.2,0
PDPN,4
CTA-520D8.2,1
PRDM2,198
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,0
TMEM51,3
C1orf195,0
FHAD1,4
RP3-467K16.2,0
RP3-467K16.7,0
RP3-467K16.4,6
EFHD2,400
CTRC,1
CELA2A,4
CELA2B,0
CASP9,11
DNAJC16,72
RP4-680D5.8,1
AGMAT,39
RP4-680D5.2,1
DDI2,111
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,42
RP11-288I21.1,0
SLC25A34,4
RP11-169K16.4,0
TMEM82,0
FBLIM1,33
RP11-169K16.9,114
SPEN,162
ZBTB17,53
C1orf64,4
RP11-5P18.5,0
HSPB7,1
CLCNKA,0
CLCNKB,0
FAM131C,0
EPHA2,0
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,22
C1orf134,4
RSG1,8
FBXO42,94
SZRD1,227
SPATA21,1
NECAP2,341
RP4-798A10.2,11
RP4-798A10.7,19
RP4-798A10.4,3
U1,0
FAM231B,0
NBPF1,146
RP5-1182A14.5,1
CROCCP2,124
FAM231A,0
FAM231C,0
CROCC,12
RP11-108M9.1,0
RP11-108M9.2,0
U1,2
RP11-108M9.4,46
RP11-108M9.6,15
MFAP2,0
RP1-37C10.3,0
ATP13A2,24
SDHB,309
PADI2,29
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,82
AC004824.2,0
RP1-20B21.4,1
RCC2,108
ARHGEF10L,35
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,1
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,2
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,7
IFFO2,16
UBR4,196
RP1-43E13.2,16
EMC1,31
MRTO4,77
AKR7A3,0
AKR7A2,32
PQLC2,20
CAPZB,1092
RP5-1056L3.1,0
MINOS1-NBL1,0
MINOS1,1227
NBL1,4
HTR6,0
TMCO4,33
RNF186,0
RP11-91K11.2,0
OTUD3,11
PLA2G2E,0
PLA2G2A,99
PLA2G5,1
PLA2G2D,2
PLA2G2F,0
RP3-340N1.2,1
PLA2G2C,4
UBXN10-AS1,15
UBXN10,3
RP3-340N1.6,0
VWA5B1,2
RP4-745E8.2,2
LINC01141,0
RP4-749H3.2,0
CAMK2N1,9
MUL1,41
FAM43B,0
CDA,432
PINK1,26
PINK1-AS,2
DDOST,220
KIF17,1
SH2D5,0
RP5-930J4.2,0
HP1BP3,630
RP5-930J4.4,8
EIF4G3,108
ECE1,70
RP3-329E20.2,0
RP5-1071N3.1,0
RP11-293F5.1,0
NBPF3,58
ALPL,1
RP11-63N8.3,0
RAP1GAP,5
USP48,154
LDLRAD2,2
HSPG2,7
CELA3B,0
CELA3A,0
RP1-224A6.3,3
LINC00339,29
CDC42,1801
RP1-224A6.9,0
WNT4,1
ZBTB40,42
EPHA8,0
C1QA,245
C1QC,161
C1QB,184
EPHB2,9
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,0
KDM1A,29
RP1-184J9.2,0
LUZP1,128
HTR1D,0
RP5-1057J7.6,42
HNRNPR,488
ZNF436,7
C1orf213,13
RP5-1057J7.7,1
TCEA3,66
ASAP3,3
E2F2,15
RP1-150O5.3,1
ID3,238
MDS2,81
RPL11,39411
TCEB3,114
RP5-886K2.3,27
PITHD1,56
LYPLA2,168
GALE,43
HMGCL,171
FUCA1,49
CNR2,19
RP11-4M23.3,1
PNRC2,16
SRSF10,208
RP11-293P20.2,1
MYOM3,1
RP11-293P20.4,0
IL22RA1,0
IFNLR1,4
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,14
NIPAL3,202
RCAN3,182
RP4-594I10.3,141
NCMAP,29
SRRM1,1216
CLIC4,37
RUNX3,194
RP11-84D1.1,0
RP11-84D1.2,0
RP4-799D16.1,0
RP4-706G24.1,0
SYF2,892
C1orf63,1791
RP3-465N24.6,4
RHD,10
TMEM50A,728
RHCE,0
TMEM57,74
LDLRAP1,263
RP11-70P17.1,3
MAN1C1,16
RP1-187B23.1,52
SEPN1,42
RP1-317E23.6,0
RP1-317E23.3,2
MTFR1L,121
AL020996.1,4
RP1-317E23.7,0
AUNIP,1
RP1-125I3.2,2
PAQR7,14
STMN1,375
PAFAH2,56
EXTL1,1
SLC30A2,7
TRIM63,0
PDIK1L,33
FAM110D,0
ZNF593,170
RP11-96L14.7,0
CNKSR1,11
CATSPER4,0
CEP85,21
SH3BGRL3,10577
UBXN11,310
CD52,9538
AIM1L,2
ZNF683,28
LIN28A,2
DHDDS,64
RP3-476K8.3,1
HMGN2,2485
RPS6KA1,209
RP5-968P14.2,2
ARID1A,303
PIGV,39
ZDHHC18,64
SFN,14
RP1-50O24.6,0
GPN2,89
GPATCH3,34
NUDC,314
NR0B2,0
C1orf172,12
TRNP1,0
FAM46B,0
SLC9A1,38
RP11-40H20.4,0
WDTC1,86
TMEM222,70
SYTL1,93
MAP3K6,29
FCN3,0
CD164L2,3
GPR3,0
WASF2,930
RP4-752I6.1,1
RP1-159A19.4,6
AHDC1,29
FGR,693
RP11-288L9.1,0
IFI6,600
RP11-288L9.4,0
FAM76A,84
STX12,257
PPP1R8,87
AL109927.1,0
THEMIS2,288
RPA2,240
SMPDL3B,0
RP11-460I13.2,0
XKR8,53
EYA3,47
PTAFR,181
DNAJC8,412
AL353354.1,0
AL353354.2,3
ATPIF1,1103
RP5-1092A3.4,41
RP5-1092A3.5,0
SESN2,21
MED18,29
PHACTR4,155
RCC1,48
TRNAU1AP,190
SNHG12,157
TAF12,269
RAB42,2
RP11-442N24__B.1,3
RNU11,1
GMEB1,82
YTHDF2,253
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,1
EPB41,348
TMEM200B,0
RP11-242O24.3,0
SRSF4,223
RP11-242O24.5,1
MECR,32
RP11-467D18.2,0
PTPRU,1
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,2
MATN1-AS1,23
LAPTM5,2772
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,0
SDC3,4
PUM1,219
NKAIN1,0
SNRNP40,149
ZCCHC17,176
RP11-266K22.2,0
FABP3,4
SERINC2,24
AC114494.1,0
RP11-439L8.3,0
RP11-439L8.4,0
RP11-73M7.1,0
TINAGL1,0
HCRTR1,0
PEF1,118
RP11-73M7.6,0
RP11-73M7.9,0
COL16A1,1
BAI2,1
RP11-84A19.3,0
SPOCD1,7
RP11-84A19.2,2
RP11-84A19.4,1
PTP4A2,701
AL136115.1,0
RP4-534N18.2,0
KHDRBS1,360
RP11-277A4.4,3
TMEM39B,53
KPNA6,169
TXLNA,72
CCDC28B,113
RP4-622L5.7,5
IQCC,10
DCDC2B,1
TMEM234,30
EIF3I,502
FAM167B,1
LCK,603
HDAC1,170
MARCKSL1,54
RP4-811H24.9,0
TSSK3,5
FAM229A,3
BSDC1,251
RP1-27O5.3,0
ZBTB8B,17
ZBTB8A,32
ZBTB8OS,287
RBBP4,359
SYNC,82
RP11-114B7.6,5
KIAA1522,13
YARS,89
S100PBP,95
FNDC5,1
HPCA,0
TMEM54,4
RNF19B,35
FKSG48,0
RP1-117O3.2,0
AK2,204
ADC,8
TRIM62,11
ZNF362,34
RP11-415J8.7,0
A3GALT2,0
RP11-415J8.3,0
PHC2,74
RP11-415J8.5,1
ZSCAN20,4
CSMD2,14
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,249
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,0
RP5-997D16.2,1
DLGAP3,7
RP11-244H3.4,2
ZMYM6NB,0
ZMYM6,92
ZMYM1,48
SFPQ,452
ZMYM4,102
ZMYM4-AS1,0
KIAA0319L,154
NCDN,1
RP4-728D4.2,99
TFAP2E,8
PSMB2,301
C1orf216,41
CLSPN,38
RP11-435D7.3,0
AGO4,163
AGO1,107
RP4-789D17.5,0
AGO3,251
RP4-665N4.8,0
TEKT2,0
ADPRHL2,87
COL8A2,1
TRAPPC3,314
MAP7D1,88
THRAP3,439
SH3D21,4
EVA1B,10
RP11-268J15.5,2
STK40,67
LSM10,611
OSCP1,6
MRPS15,320
CSF3R,752
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,14
ZC3H12A,58
MEAF6,650
SNIP1,26
DNALI1,16
GNL2,93
RSPO1,3
C1orf109,69
CDCA8,9
EPHA10,2
MANEAL,1
RP11-109P14.9,0
YRDC,19
C1orf122,151
MTF1,89
AL929472.1,0
RP11-109P14.10,25
INPP5B,53
SF3A3,110
FHL3,62
UTP11L,114
POU3F1,0
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,0
RRAGC,70
RP5-864K19.4,18
MYCBP,115
GJA9,0
RHBDL2,7
AKIRIN1,138
NDUFS5,1473
MACF1,398
RP11-420K8.1,0
KIAA0754,24
BMP8A,0
RP11-69E11.4,18
PABPC4,177
RP11-69E11.8,0
HEYL,0
RP1-144F13.3,0
NT5C1A,0
HPCAL4,6
PPIE,145
BMP8B,3
OXCT2,0
RP1-118J21.25,1
TRIT1,41
MYCL,61
RP1-118J21.5,0
MFSD2A,9
CAP1,1072
PPT1,483
RLF,88
TMCO2,0
RP1-39G22.7,72
ZMPSTE24,67
COL9A2,20
SMAP2,508
ZFP69B,9
ZFP69,6
RP11-656D10.3,6
EXO5,26
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,17
RIMS3,3
RP4-739H11.3,0
NFYC-AS1,23
NFYC,117
KCNQ4,0
CITED4,1
RP5-1066H13.4,0
CTPS1,25
SLFNL1,0
SCMH1,31
RP11-399E6.1,0
FOXO6,0
RP11-399E6.4,0
EDN2,2
HIVEP3,69
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,97
RIMKLA,1
ZMYND12,5
PPCS,523
CCDC30,37
PPIH,104
RP5-994D16.3,0
YBX1,967
CLDN19,2
LEPRE1,65
C1orf50,101
RP5-994D16.9,0
CCDC23,306
ERMAP,28
RP11-342M1.3,11
ZNF691,28
SLC2A1,19
SLC2A1-AS1,11
FAM183A,31
EBNA1BP2,129
WDR65,2
TMEM125,5
C1orf210,7
TIE1,3
MPL,0
RP1-92O14.3,41
CDC20,8
ELOVL1,138
MED8,122
RP1-92O14.6,0
SZT2,80
SZT2-AS1,0
HYI,4
HYI-AS1,1
PTPRF,16
KDM4A,31
KDM4A-AS1,13
ST3GAL3,8
RP11-184I16.4,0
ARTN,0
RP11-7O11.3,2
IPO13,16
DPH2,34
ATP6V0B,916
B4GALT2,3
CCDC24,10
SLC6A9,0
RP5-1198O20.4,0
KLF17,2
DMAP1,98
ERI3,44
RNF220,105
TMEM53,23
C1orf228,128
KIF2C,7
RP11-269F19.2,2
RPS8,40180
BEST4,0
PLK3,37
TCTEX1D4,0
BTBD19,11
PTCH2,5
EIF2B3,51
HECTD3,22
UROD,115
ZSWIM5,1
HPDL,2
MUTYH,53
TOE1,30
TESK2,20
CCDC163P,19
MMACHC,6
PRDX1,482
AKR1A1,458
NASP,215
CCDC17,1
GPBP1L1,246
TMEM69,112
IPP,28
MAST2,11
PIK3R3,32
RP4-533D7.4,0
RP4-533D7.5,2
TSPAN1,10
RP11-322N21.2,0
POMGNT1,58
LURAP1,0
RAD54L,5
LRRC41,63
UQCRH,2689
NSUN4,32
FAAH,20
RP5-1109J22.2,0
LINC00505,0
DMBX1,3
MKNK1-AS1,0
KNCN,0
MKNK1,145
MOB3C,43
ATPAF1,36
EFCAB14,260
TEX38,0
EFCAB14-AS1,0
CYP4B1,0
CYP4A11,0
CYP4X1,1
CYP4Z1,0
CYP4A22-AS1,6
CYP4A22,0
LINC00853,2
PDZK1IP1,3
TAL1,9
RP1-18D14.7,0
STIL,8
CMPK1,240
RP11-511I2.2,0
FOXE3,0
FOXD2-AS1,3
FOXD2,0
RP11-543D5.1,0
TRABD2B,0
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,1
RP5-1024N4.4,0
SPATA6,41
AGBL4,1
BEND5,14
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,0
ELAVL4,0
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,5
FAF1,31
RP5-850O15.3,0
CDKN2C,54
C1orf185,0
RP11-296A18.3,2
RNF11,81
RP11-296A18.6,0
TTC39A,11
RP11-275F13.1,1
EPS15,241
RP11-253A20.1,1
RP11-191G24.1,2
OSBPL9,88
NRD1,447
RP4-657D16.3,5
RP4-657D16.6,1
RAB3B,33
TXNDC12,217
KTI12,46
RP11-91A18.4,0
TXNDC12-AS1,0
BTF3L4,376
ZFYVE9,3
CC2D1B,34
RP11-155O18.6,0
ORC1,4
PRPF38A,347
ZCCHC11,368
RP11-25O10.2,0
GPX7,43
FAM159A,27
COA7,20
ZYG11B,78
ZYG11A,1
RP4-631H13.2,0
ECHDC2,152
SCP2,539
PODN,5
RP11-334A14.5,0
SLC1A7,7
RP11-334A14.8,0
CPT2,43
RP5-1024G6.2,0
C1orf123,198
RP5-1024G6.7,5
MAGOH,314
RP5-1024G6.5,1
RP5-1024G6.8,0
LRP8,23
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,1
RP11-117D22.1,0
RP11-117D22.2,39
DMRTB1,0
GLIS1,0
NDC1,23
YIPF1,59
DIO1,0
HSPB11,284
LRRC42,20
LDLRAD1,2
RP4-758J24.5,8
TMEM59,936
TCEANC2,50
AL161915.1,1
CDCP2,0
RP11-446E24.4,0
AL357673.1,25
CYB5RL,13
MRPL37,151
SSBP3,105
SSBP3-AS1,0
RP5-997D24.3,0
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,13
FAM151A,0
MROH7-TTC4,0
MROH7,0
TTC4,15
PARS2,13
TTC22,4
RP11-67L3.2,0
C1orf177,6
DHCR24,13
RP11-67L3.5,0
RP11-67L3.4,0
TMEM61,2
RP11-12C17.2,0
BSND,1
PCSK9,0
USP24,87
RP11-101C11.1,2
RP11-466L17.1,0
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,0
RP4-710M16.2,0
PPAP2B,2
PRKAA2,5
C1orf168,8
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,3
RP6-102O10.1,0
DAB1-AS1,0
RP11-393I23.4,0
OMA1,126
TACSTD2,36
MYSM1,129
JUN,32
LINC01135,1
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,2
RP4-794H19.4,2
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,0
RP11-467C18.1,0
FGGY,24
RP4-782L23.2,0
RP4-782L23.1,0
HOOK1,12
CYP2J2,2
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,0
RP11-436K8.1,0
NFIA,66
RP4-668G5.1,0
RP5-833A20.1,0
TM2D1,335
RP11-430G17.3,4
INADL,68
L1TD1,4
KANK4,0
USP1,296
DOCK7,24
ANGPTL3,0
AL138847.1,0
RP11-230B22.1,0
ATG4C,78
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,0
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,0
FOXD3,0
ALG6,66
ITGB3BP,166
EFCAB7,17
DLEU2L,23
PGM1,52
ROR1,1
RP11-24J23.2,6
UBE2U,0
CACHD1,2
RAVER2,6
JAK1,351
RP11-182I10.3,1
RP4-535B20.4,3
RP4-535B20.1,0
AK4,18
DNAJC6,2
RP5-1044H5.1,0
LEPR,14
LEPROT,386
PDE4B,98
RP11-397C12.1,0
SGIP1,0
AL139147.1,3
TCTEX1D1,6
INSL5,0
WDR78,9
RP11-342H21.2,0
MIER1,386
SLC35D1,31
C1orf141,1
IL23R,10
IL12RB2,5
SERBP1,1039
RP4-763G1.2,0
GADD45A,42
GNG12,10
GNG12-AS1,0
DIRAS3,0
WLS,33
RPE65,0
DEPDC1,4
RP4-694A7.2,0
RP4-694A7.4,0
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,14
RP11-181B18.1,0
LRRC40,49
SRSF11,815
RP4-677H15.4,0
ANKRD13C,69
HHLA3,20
RP11-180O5.2,0
CTH,6
RP11-42O15.3,1
RP5-952N6.1,0
RP11-99H8.1,0
PTGER3,2
RP3-333A15.1,1
ZRANB2-AS1,0
ZRANB2,717
RP11-386O9.2,0
NEGR1,24
RP11-82L20.1,0
RP4-660H19.1,0
RP11-262K1.1,0
RP4-598G3.1,0
RP4-788P17.1,0
LRRIQ3,21
FPGT,67
FPGT-TNNI3K,5
TNNI3K,1
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,1
RP4-612J11.1,0
RP11-17E13.2,0
CRYZ,39
TYW3,162
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,2
RP4-682C21.5,1
ACADM,165
RABGGTB,232
MSH4,0
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,7
RP5-1102E8.3,0
RP11-415A20.1,0
ST6GALNAC5,0
RP4-564M11.2,0
PIGK,60
AK5,50
RP11-375A5.1,1
ZZZ3,124
USP33,210
FAM73A,115
NEXN-AS1,8
NEXN,22
FUBP1,257
DNAJB4,33
GIPC2,2
RP11-386I14.4,5
PTGFR,5
IFI44L,341
IFI44,224
ELTD1,0
RP4-726F1.1,0
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,19
LPHN2,0
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,1
RP11-413G15.1,0
RP11-475O6.1,6
RP5-836J3.1,0
TTLL7,107
RP11-486G15.2,21
PRKACB,253
SAMD13,5
DNASE2B,1
RPF1,144
GNG5,1666
CTBS,179
C1orf180,0
SSX2IP,37
LPAR3,15
MCOLN2,12
WDR63,0
MCOLN3,7
SYDE2,6
C1orf52,193
BCL10,124
RP11-131L23.1,4
DDAH1,5
RP11-131L23.2,0
RP11-290M5.4,0
CYR61,1
RP11-290M5.2,0
ZNHIT6,126
COL24A1,4
ODF2L,423
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,1
RP4-612B15.3,9
SH3GLB1,411
15-Sep,991
HS2ST1,40
RP4-604K5.3,2
RP4-604K5.2,3
RP5-1052I5.2,0
LINC01140,0
LMO4,199
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,1
PKN2,354
GTF2B,134
CCBL2,124
RBMXL1,108
GBP3,131
GBP1,188
GBP2,425
GBP7,0
GBP4,107
GBP5,196
RP4-620F22.2,0
GBP6,3
LRRC8B,41
RP5-1007M22.2,22
LRRC8C,100
RP11-302M6.4,0
RP5-943J3.2,5
LRRC8D,70
RP11-302M6.5,0
ZNF326,148
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,2
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,289
HFM1,0
CDC7,10
TGFBR3,56
BRDT,7
EPHX4,7
BTBD8,22
KIAA1107,12
RP4-621B10.8,1
C1orf146,0
GLMN,182
RPAP2,180
GFI1,4
EVI5,170
RPL5,16829
FAM69A,22
MTF2,297
TMED5,278
CCDC18,83
DR1,319
FNBP1L,20
BCAR3,2
RP5-1033H22.2,1
RP4-561L24.3,2
DNTTIP2,250
GCLM,52
ABCA4,0
RP11-78O9.1,0
ARHGAP29,25
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,63
F3,67
RP11-86H7.6,0
RP11-86H7.7,0
LINC01057,2
SLC44A3,0
CNN3,22
RP4-639F20.1,5
ALG14,40
RP11-313A24.1,0
TMEM56,17
TMEM56-RWDD3,0
RP11-57H12.3,4
RWDD3,5
RP11-57H12.5,0
RP4-586O15.1,1
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,0
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,46
DPYD,284
DPYD-AS1,0
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,7
LPPR5,0
RP5-896L10.1,0
LPPR4,1
RP11-413P11.1,0
PALMD,2
FRRS1,9
AGL,95
RP5-884G6.2,3
SLC35A3,106
HIAT1,123
RP4-714D9.2,0
SASS6,50
TRMT13,249
LRRC39,4
DBT,76
RP11-305E17.6,4
RTCA,164
RP5-837M10.2,0
CDC14A,88
RP5-837M10.4,0
GPR88,0
RP11-84O12.4,0
VCAM1,2
EXTL2,22
RP4-549L20.3,6
SLC30A7,158
DPH5,183
AC093157.1,23
RP11-421L21.2,3
RP11-421L21.3,55
RP4-575N6.4,37
S1PR1,122
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,0
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,0
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,217
AMY2B,20
AMY2A,0
AMY1A,0
AMY1B,2
AMY1C,0
RP11-364B6.1,3
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,40
NTNG1,2
VAV3,75
VAV3-AS1,14
RP11-356N1.2,9
SLC25A24,100
RP11-483I13.5,4
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
FAM102B,39
HENMT1,108
PRPF38B,996
