,BMM6_Benign
HES3,0
GPR153,2
ACOT7,82
RP1-202O8.3,16
HES2,24
ESPN,1
RP1-202O8.2,0
TNFRSF25,374
PLEKHG5,2
NOL9,196
TAS1R1,0
ZBTB48,103
KLHL21,33
PHF13,68
THAP3,194
DNAJC11,65
RP11-242F24.1,20
RP11-312B8.1,1
CAMTA1,815
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,273
PER3,44
RP3-467L1.4,8
UTS2,31
TNFRSF9,62
PARK7,2569
ERRFI1,12
RP11-431K24.1,1
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,0
RERE,319
RP5-1115A15.1,9
RP4-633I8.4,1
ENO1,2017
ENO1-AS1,10
CA6,20
SLC2A7,0
SLC2A5,21
GPR157,33
RP3-510D11.1,0
RP3-510D11.2,3
H6PD,98
SPSB1,4
RP13-392I16.1,0
SLC25A33,28
TMEM201,17
PIK3CD,336
C1orf200,29
RP11-558F24.4,25
CLSTN1,150
CTNNBIP1,45
RP11-84A14.5,0
LZIC,361
NMNAT1,124
RBP7,121
UBE4B,216
KIF1B,80
PGD,244
RP4-736L20.3,2
APITD1,75
APITD1-CORT,2
CORT,1
DFFA,367
RP5-1113E3.3,5
PEX14,93
CASZ1,32
RP4-734G22.3,1
C1orf127,0
TARDBP,853
MASP2,0
RP4-635E18.8,114
SRM,68
EXOSC10,286
RP4-635E18.7,7
RP4-635E18.6,4
MTOR,118
MTOR-AS1,0
ANGPTL7,0
UBIAD1,176
PTCHD2,0
RP1-69M21.2,0
FBXO2,25
FBXO44,269
FBXO6,128
MAD2L2,935
DRAXIN,56
AGTRAP,406
C1orf167,4
RP11-56N19.5,2
MTHFR,142
CLCN6,81
NPPA-AS1,7
NPPA,0
NPPB,0
KIAA2013,158
PLOD1,24
MFN2,78
MIIP,383
TNFRSF8,3
TNFRSF1B,502
VPS13D,211
RP5-888M10.2,0
DHRS3,113
RP11-474O21.5,1
AADACL4,0
AADACL3,0
C1orf158,2
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,10
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,1
RP4-597A16.2,3
PDPN,0
CTA-520D8.2,0
PRDM2,564
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,4
TMEM51,0
C1orf195,0
FHAD1,2
RP3-467K16.2,2
RP3-467K16.7,0
RP3-467K16.4,5
EFHD2,279
CTRC,1
CELA2A,0
CELA2B,0
CASP9,55
DNAJC16,143
RP4-680D5.8,4
AGMAT,88
RP4-680D5.2,3
DDI2,181
RSC1A1,0
RP4-680D5.9,1
PLEKHM2,104
RP11-288I21.1,0
SLC25A34,4
RP11-169K16.4,0
TMEM82,0
FBLIM1,72
RP11-169K16.9,282
SPEN,338
ZBTB17,129
C1orf64,3
RP11-5P18.5,0
HSPB7,0
CLCNKA,0
CLCNKB,0
FAM131C,0
EPHA2,2
RP11-276H7.2,0
RP11-276H7.3,1
ARHGEF19-AS1,0
ARHGEF19,52
C1orf134,5
RSG1,16
FBXO42,237
SZRD1,435
SPATA21,6
NECAP2,669
RP4-798A10.2,23
RP4-798A10.7,26
RP4-798A10.4,0
U1,0
FAM231B,0
NBPF1,96
RP5-1182A14.5,0
CROCCP2,167
FAM231A,0
FAM231C,0
CROCC,42
RP11-108M9.1,0
RP11-108M9.2,0
U1,0
RP11-108M9.4,103
RP11-108M9.6,46
MFAP2,1
RP1-37C10.3,0
ATP13A2,60
SDHB,474
PADI2,26
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,194
AC004824.2,0
RP1-20B21.4,2
RCC2,242
ARHGEF10L,15
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,0
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,0
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,29
IFFO2,23
UBR4,251
RP1-43E13.2,34
EMC1,75
MRTO4,240
AKR7A3,0
AKR7A2,268
PQLC2,53
CAPZB,2329
RP5-1056L3.1,0
MINOS1-NBL1,0
MINOS1,1681
NBL1,10
HTR6,0
TMCO4,78
RNF186,0
RP11-91K11.2,0
OTUD3,89
PLA2G2E,0
PLA2G2A,0
PLA2G5,0
PLA2G2D,7
PLA2G2F,0
RP3-340N1.2,1
PLA2G2C,2
UBXN10-AS1,11
UBXN10,3
RP3-340N1.6,0
VWA5B1,1
RP4-745E8.2,1
LINC01141,0
RP4-749H3.2,0
CAMK2N1,9
MUL1,86
FAM43B,0
CDA,60
PINK1,37
PINK1-AS,10
DDOST,634
KIF17,22
SH2D5,0
RP5-930J4.2,0
HP1BP3,2019
RP5-930J4.4,14
EIF4G3,229
ECE1,103
RP3-329E20.2,0
RP5-1071N3.1,3
RP11-293F5.1,0
NBPF3,47
ALPL,1
RP11-63N8.3,0
RAP1GAP,0
USP48,605
LDLRAD2,6
HSPG2,11
CELA3B,0
CELA3A,0
RP1-224A6.3,7
LINC00339,177
CDC42,4179
RP1-224A6.9,3
WNT4,3
ZBTB40,141
EPHA8,0
C1QA,38
C1QC,11
C1QB,23
EPHB2,10
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,1
KDM1A,126
RP1-184J9.2,0
LUZP1,260
HTR1D,0
RP5-1057J7.6,178
HNRNPR,1822
ZNF436,18
C1orf213,46
RP5-1057J7.7,0
TCEA3,90
ASAP3,1
E2F2,228
RP1-150O5.3,1
ID3,689
MDS2,143
RPL11,71554
TCEB3,342
RP5-886K2.3,85
PITHD1,537
LYPLA2,395
GALE,53
HMGCL,232
FUCA1,144
CNR2,205
RP11-4M23.3,3
PNRC2,79
SRSF10,923
RP11-293P20.2,0
MYOM3,4
RP11-293P20.4,0
IL22RA1,0
IFNLR1,49
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,56
NIPAL3,430
RCAN3,351
RP4-594I10.3,274
NCMAP,96
SRRM1,2994
CLIC4,83
RUNX3,464
RP11-84D1.1,0
RP11-84D1.2,0
RP4-799D16.1,9
RP4-706G24.1,0
SYF2,1801
C1orf63,4011
RP3-465N24.6,5
RHD,15
TMEM50A,1176
RHCE,35
TMEM57,312
LDLRAP1,671
RP11-70P17.1,19
MAN1C1,41
RP1-187B23.1,96
SEPN1,37
RP1-317E23.6,0
RP1-317E23.3,5
MTFR1L,221
AL020996.1,22
RP1-317E23.7,0
AUNIP,17
RP1-125I3.2,1
PAQR7,26
STMN1,9303
PAFAH2,145
EXTL1,0
SLC30A2,6
TRIM63,1
PDIK1L,89
FAM110D,0
ZNF593,270
RP11-96L14.7,0
CNKSR1,21
CATSPER4,0
CEP85,39
SH3BGRL3,9414
UBXN11,246
CD52,14412
AIM1L,15
ZNF683,33
LIN28A,9
DHDDS,108
RP3-476K8.3,0
HMGN2,10368
RPS6KA1,573
RP5-968P14.2,6
ARID1A,604
PIGV,77
ZDHHC18,96
SFN,1
RP1-50O24.6,0
GPN2,233
GPATCH3,82
NUDC,1030
NR0B2,0
C1orf172,11
TRNP1,0
FAM46B,0
SLC9A1,51
RP11-40H20.4,0
WDTC1,179
TMEM222,288
SYTL1,631
MAP3K6,57
FCN3,0
CD164L2,0
GPR3,3
WASF2,2297
RP4-752I6.1,5
RP1-159A19.4,17
AHDC1,255
FGR,452
RP11-288L9.1,0
IFI6,426
RP11-288L9.4,0
FAM76A,291
STX12,379
PPP1R8,279
AL109927.1,0
THEMIS2,201
RPA2,756
SMPDL3B,2
RP11-460I13.2,0
XKR8,172
EYA3,219
PTAFR,56
DNAJC8,1331
AL353354.1,0
AL353354.2,21
ATPIF1,2144
RP5-1092A3.4,80
RP5-1092A3.5,0
SESN2,36
MED18,70
PHACTR4,349
RCC1,190
TRNAU1AP,375
SNHG12,528
TAF12,599
RAB42,3
RP11-442N24__B.1,7
RNU11,4
GMEB1,346
YTHDF2,656
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,6
EPB41,803
TMEM200B,1
RP11-242O24.3,0
SRSF4,932
RP11-242O24.5,8
MECR,94
RP11-467D18.2,0
PTPRU,0
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,2
MATN1-AS1,86
LAPTM5,9056
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,0
SDC3,6
PUM1,425
NKAIN1,0
SNRNP40,591
ZCCHC17,532
RP11-266K22.2,1
FABP3,3
SERINC2,71
AC114494.1,0
RP11-439L8.3,18
RP11-439L8.4,29
RP11-73M7.1,0
TINAGL1,6
HCRTR1,1
PEF1,451
RP11-73M7.6,0
RP11-73M7.9,0
COL16A1,1
BAI2,2
RP11-84A19.3,0
SPOCD1,3
RP11-84A19.2,2
RP11-84A19.4,10
PTP4A2,1311
AL136115.1,0
RP4-534N18.2,3
KHDRBS1,736
RP11-277A4.4,11
TMEM39B,170
KPNA6,443
TXLNA,166
CCDC28B,248
RP4-622L5.7,7
IQCC,34
DCDC2B,0
TMEM234,96
EIF3I,1287
FAM167B,1
LCK,2023
HDAC1,766
MARCKSL1,1101
RP4-811H24.9,0
TSSK3,14
FAM229A,31
BSDC1,638
RP1-27O5.3,0
ZBTB8B,52
ZBTB8A,61
ZBTB8OS,568
RBBP4,1139
SYNC,242
RP11-114B7.6,0
KIAA1522,4
YARS,230
S100PBP,371
FNDC5,4
HPCA,2
TMEM54,1
RNF19B,24
FKSG48,0
RP1-117O3.2,0
AK2,503
ADC,37
TRIM62,42
ZNF362,65
RP11-415J8.7,1
A3GALT2,0
RP11-415J8.3,0
PHC2,82
RP11-415J8.5,1
ZSCAN20,7
CSMD2,19
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,402
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,0
RP5-997D16.2,1
DLGAP3,12
RP11-244H3.4,7
ZMYM6NB,1
ZMYM6,177
ZMYM1,104
SFPQ,1064
ZMYM4,258
ZMYM4-AS1,0
KIAA0319L,245
NCDN,10
RP4-728D4.2,108
TFAP2E,6
PSMB2,907
C1orf216,81
CLSPN,280
RP11-435D7.3,0
AGO4,127
AGO1,199
RP4-789D17.5,3
AGO3,646
RP4-665N4.8,0
TEKT2,0
ADPRHL2,220
COL8A2,4
TRAPPC3,639
MAP7D1,109
THRAP3,1603
SH3D21,11
EVA1B,7
RP11-268J15.5,5
STK40,112
LSM10,955
OSCP1,8
MRPS15,688
CSF3R,209
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,61
ZC3H12A,113
MEAF6,1397
SNIP1,66
DNALI1,1
GNL2,234
RSPO1,6
C1orf109,175
CDCA8,209
EPHA10,1
MANEAL,0
RP11-109P14.9,0
YRDC,29
C1orf122,258
MTF1,164
AL929472.1,0
RP11-109P14.10,44
INPP5B,150
SF3A3,443
FHL3,50
UTP11L,198
POU3F1,1
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,1
RRAGC,220
RP5-864K19.4,15
MYCBP,220
GJA9,0
RHBDL2,10
AKIRIN1,459
NDUFS5,2523
MACF1,1002
RP11-420K8.1,2
KIAA0754,35
BMP8A,0
RP11-69E11.4,68
PABPC4,171
RP11-69E11.8,0
HEYL,2
RP1-144F13.3,0
NT5C1A,0
HPCAL4,25
PPIE,405
BMP8B,18
OXCT2,0
RP1-118J21.25,2
TRIT1,73
MYCL,24
RP1-118J21.5,0
MFSD2A,6
CAP1,2287
PPT1,348
RLF,236
TMCO2,0
RP1-39G22.7,149
ZMPSTE24,170
COL9A2,36
SMAP2,844
ZFP69B,31
ZFP69,16
RP11-656D10.3,23
EXO5,54
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,46
RIMS3,135
RP4-739H11.3,0
NFYC-AS1,43
NFYC,312
KCNQ4,1
CITED4,8
RP5-1066H13.4,0
CTPS1,166
SLFNL1,3
SCMH1,321
RP11-399E6.1,2
FOXO6,0
RP11-399E6.4,0
EDN2,0
HIVEP3,103
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,214
RIMKLA,4
ZMYND12,3
PPCS,795
CCDC30,130
PPIH,390
RP5-994D16.3,4
YBX1,2053
CLDN19,2
LEPRE1,262
C1orf50,177
RP5-994D16.9,0
CCDC23,513
ERMAP,43
RP11-342M1.3,10
ZNF691,53
SLC2A1,117
SLC2A1-AS1,42
FAM183A,0
EBNA1BP2,330
WDR65,2
TMEM125,2
C1orf210,1
TIE1,9
MPL,1
RP1-92O14.3,22
CDC20,231
ELOVL1,250
MED8,238
RP1-92O14.6,0
SZT2,219
SZT2-AS1,0
HYI,80
HYI-AS1,0
PTPRF,6
KDM4A,120
KDM4A-AS1,26
ST3GAL3,49
RP11-184I16.4,3
ARTN,0
RP11-7O11.3,3
IPO13,34
DPH2,134
ATP6V0B,1392
B4GALT2,7
CCDC24,23
SLC6A9,3
RP5-1198O20.4,1
KLF17,5
DMAP1,347
ERI3,207
RNF220,214
TMEM53,37
C1orf228,307
KIF2C,82
RP11-269F19.2,6
RPS8,80938
BEST4,19
PLK3,103
TCTEX1D4,1
BTBD19,16
PTCH2,14
EIF2B3,192
HECTD3,54
UROD,307
ZSWIM5,6
HPDL,13
MUTYH,181
TOE1,112
TESK2,56
CCDC163P,10
MMACHC,4
PRDX1,2760
AKR1A1,857
NASP,1382
CCDC17,3
GPBP1L1,624
TMEM69,247
IPP,118
MAST2,20
PIK3R3,100
RP4-533D7.4,1
RP4-533D7.5,1
TSPAN1,2
RP11-322N21.2,0
POMGNT1,140
LURAP1,2
RAD54L,42
LRRC41,181
UQCRH,4712
NSUN4,105
FAAH,16
RP5-1109J22.2,0
LINC00505,1
DMBX1,4
MKNK1-AS1,1
KNCN,0
MKNK1,271
MOB3C,61
ATPAF1,61
EFCAB14,754
TEX38,1
EFCAB14-AS1,0
CYP4B1,0
CYP4A11,1
CYP4X1,0
CYP4Z1,0
CYP4A22-AS1,14
CYP4A22,1
LINC00853,0
PDZK1IP1,11
TAL1,6
RP1-18D14.7,0
STIL,43
CMPK1,412
RP11-511I2.2,0
FOXE3,0
FOXD2-AS1,4
FOXD2,1
RP11-543D5.1,0
TRABD2B,0
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,0
RP5-1024N4.4,0
SPATA6,60
AGBL4,3
BEND5,159
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,0
ELAVL4,5
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,6
FAF1,71
RP5-850O15.3,0
CDKN2C,92
C1orf185,0
RP11-296A18.3,3
RNF11,222
RP11-296A18.6,3
TTC39A,12
RP11-275F13.1,3
EPS15,589
RP11-253A20.1,5
RP11-191G24.1,1
OSBPL9,312
NRD1,1103
RP4-657D16.3,12
RP4-657D16.6,1
RAB3B,40
TXNDC12,654
KTI12,153
RP11-91A18.4,0
TXNDC12-AS1,0
BTF3L4,784
ZFYVE9,23
CC2D1B,104
RP11-155O18.6,0
ORC1,34
PRPF38A,899
ZCCHC11,1330
RP11-25O10.2,1
GPX7,247
FAM159A,124
COA7,31
ZYG11B,157
ZYG11A,2
RP4-631H13.2,0
ECHDC2,474
SCP2,1203
PODN,1
RP11-334A14.5,0
SLC1A7,10
RP11-334A14.8,0
CPT2,104
RP5-1024G6.2,1
C1orf123,429
RP5-1024G6.7,11
MAGOH,1172
RP5-1024G6.5,0
RP5-1024G6.8,10
LRP8,29
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,4
RP11-117D22.1,0
RP11-117D22.2,98
DMRTB1,0
GLIS1,0
NDC1,58
YIPF1,144
DIO1,0
HSPB11,836
LRRC42,107
LDLRAD1,0
RP4-758J24.5,9
TMEM59,1774
TCEANC2,138
AL161915.1,7
CDCP2,0
RP11-446E24.4,0
AL357673.1,43
CYB5RL,35
MRPL37,375
SSBP3,163
SSBP3-AS1,0
RP5-997D24.3,0
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,24
FAM151A,0
MROH7-TTC4,0
MROH7,1
TTC4,26
PARS2,19
TTC22,13
RP11-67L3.2,0
C1orf177,1
DHCR24,3
RP11-67L3.5,0
RP11-67L3.4,0
TMEM61,0
RP11-12C17.2,0
BSND,0
PCSK9,25
USP24,193
RP11-101C11.1,1
RP11-466L17.1,0
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,0
RP4-710M16.2,0
PPAP2B,3
PRKAA2,2
C1orf168,0
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,6
RP6-102O10.1,0
DAB1-AS1,1
RP11-393I23.4,0
OMA1,311
TACSTD2,0
MYSM1,342
JUN,1063
LINC01135,1
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,4
RP4-794H19.4,6
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,0
RP11-467C18.1,0
FGGY,83
RP4-782L23.2,0
RP4-782L23.1,0
HOOK1,61
CYP2J2,0
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,0
RP11-436K8.1,0
NFIA,108
RP4-668G5.1,7
RP5-833A20.1,0
TM2D1,830
RP11-430G17.3,6
INADL,223
L1TD1,7
KANK4,0
USP1,1073
DOCK7,35
ANGPTL3,0
AL138847.1,2
RP11-230B22.1,0
ATG4C,213
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,2
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,23
FOXD3,1
ALG6,255
ITGB3BP,543
EFCAB7,95
DLEU2L,137
PGM1,188
ROR1,74
RP11-24J23.2,3
UBE2U,0
CACHD1,11
RAVER2,8
JAK1,1876
RP11-182I10.3,10
RP4-535B20.4,2
RP4-535B20.1,3
AK4,8
DNAJC6,5
RP5-1044H5.1,0
LEPR,18
LEPROT,503
PDE4B,275
RP11-397C12.1,0
SGIP1,1
AL139147.1,3
TCTEX1D1,8
INSL5,0
WDR78,20
RP11-342H21.2,0
MIER1,991
SLC35D1,168
C1orf141,1
IL23R,11
IL12RB2,15
SERBP1,2918
RP4-763G1.2,3
GADD45A,202
GNG12,0
GNG12-AS1,0
DIRAS3,3
WLS,8
RPE65,0
DEPDC1,116
RP4-694A7.2,0
RP4-694A7.4,1
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,75
RP11-181B18.1,1
LRRC40,132
SRSF11,2112
RP4-677H15.4,0
ANKRD13C,205
HHLA3,106
RP11-180O5.2,0
CTH,16
RP11-42O15.3,1
RP5-952N6.1,0
RP11-99H8.1,0
PTGER3,1
RP3-333A15.1,0
ZRANB2-AS1,3
ZRANB2,1998
RP11-386O9.2,0
NEGR1,52
RP11-82L20.1,0
RP4-660H19.1,0
RP11-262K1.1,0
RP4-598G3.1,2
RP4-788P17.1,0
LRRIQ3,49
FPGT,77
FPGT-TNNI3K,7
TNNI3K,1
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,0
RP4-612J11.1,0
RP11-17E13.2,3
CRYZ,124
TYW3,379
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,10
RP4-682C21.5,2
ACADM,649
RABGGTB,549
MSH4,1
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,29
RP5-1102E8.3,3
RP11-415A20.1,0
ST6GALNAC5,0
RP4-564M11.2,0
PIGK,103
AK5,71
RP11-375A5.1,0
ZZZ3,305
USP33,559
FAM73A,246
NEXN-AS1,6
NEXN,22
FUBP1,960
DNAJB4,59
GIPC2,7
RP11-386I14.4,57
PTGFR,0
IFI44L,98
IFI44,134
ELTD1,0
RP4-726F1.1,0
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,223
LPHN2,1
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,1
RP11-170N11.1,0
RP11-413G15.1,0
RP11-475O6.1,16
RP5-836J3.1,3
TTLL7,93
RP11-486G15.2,74
PRKACB,600
SAMD13,28
DNASE2B,0
RPF1,324
GNG5,2583
CTBS,356
C1orf180,0
SSX2IP,105
LPAR3,2
MCOLN2,92
WDR63,3
MCOLN3,7
SYDE2,30
C1orf52,516
BCL10,299
RP11-131L23.1,37
DDAH1,1
RP11-131L23.2,1
RP11-290M5.4,0
CYR61,0
RP11-290M5.2,0
ZNHIT6,306
COL24A1,21
ODF2L,1115
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,2
RP4-612B15.3,16
SH3GLB1,858
15-Sep,2430
HS2ST1,139
RP4-604K5.3,1
RP4-604K5.2,2
RP5-1052I5.2,0
LINC01140,0
LMO4,287
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,0
PKN2,728
GTF2B,301
CCBL2,196
RBMXL1,282
GBP3,300
GBP1,281
GBP2,498
GBP7,23
GBP4,260
GBP5,343
RP4-620F22.2,0
GBP6,3
LRRC8B,98
RP5-1007M22.2,73
LRRC8C,151
RP11-302M6.4,0
RP5-943J3.2,2
LRRC8D,120
RP11-302M6.5,1
ZNF326,570
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,0
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,844
HFM1,6
CDC7,69
TGFBR3,122
BRDT,8
EPHX4,4
BTBD8,24
KIAA1107,20
RP4-621B10.8,3
C1orf146,0
GLMN,399
RPAP2,590
GFI1,28
EVI5,182
RPL5,39253
FAM69A,50
MTF2,1027
TMED5,480
CCDC18,355
DR1,855
FNBP1L,95
BCAR3,11
RP5-1033H22.2,1
RP4-561L24.3,2
DNTTIP2,561
GCLM,104
ABCA4,0
RP11-78O9.1,0
ARHGAP29,16
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,129
F3,2
RP11-86H7.6,0
RP11-86H7.7,0
LINC01057,0
SLC44A3,3
CNN3,79
RP4-639F20.1,3
ALG14,97
RP11-313A24.1,0
TMEM56,53
TMEM56-RWDD3,0
RP11-57H12.3,4
RWDD3,32
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,0
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,145
DPYD,337
DPYD-AS1,0
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,3
LPPR5,0
RP5-896L10.1,0
LPPR4,0
RP11-413P11.1,0
PALMD,0
FRRS1,9
AGL,284
RP5-884G6.2,3
SLC35A3,224
HIAT1,386
RP4-714D9.2,0
SASS6,218
TRMT13,711
LRRC39,2
DBT,178
RP11-305E17.6,1
RTCA,353
RP5-837M10.2,0
CDC14A,218
RP5-837M10.4,0
GPR88,0
RP11-84O12.4,0
VCAM1,7
EXTL2,79
RP4-549L20.3,6
SLC30A7,355
DPH5,502
AC093157.1,19
RP11-421L21.2,11
RP11-421L21.3,185
RP4-575N6.4,26
S1PR1,170
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,0
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,0
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,401
AMY2B,41
AMY2A,0
AMY1A,0
AMY1B,1
AMY1C,0
RP11-364B6.1,1
RP11-251P6.1,1
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,144
NTNG1,2
VAV3,186
VAV3-AS1,14
RP11-356N1.2,5
SLC25A24,169
RP11-483I13.5,9
NBPF4,0
RP11-483I13.2,0
NBPF6,0
