,BMET11_Tumor
LINC00337,3
HES3,0
GPR153,12
ACOT7,280
RP1-202O8.3,12
HES2,58
ESPN,2
RP1-202O8.2,1
TNFRSF25,227
PLEKHG5,4
NOL9,187
TAS1R1,1
ZBTB48,125
KLHL21,168
PHF13,133
THAP3,162
DNAJC11,112
RP11-242F24.1,13
RP11-312B8.1,6
CAMTA1,1837
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,805
PER3,44
RP3-467L1.4,6
UTS2,15
TNFRSF9,219
PARK7,5006
ERRFI1,310
RP11-431K24.1,5
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,7
RERE,451
RP5-1115A15.1,5
RP4-633I8.4,3
ENO1,7905
ENO1-AS1,17
CA6,3
SLC2A7,0
SLC2A5,62
GPR157,76
RP3-510D11.1,1
RP3-510D11.2,11
H6PD,244
SPSB1,16
RP13-392I16.1,0
SLC25A33,100
TMEM201,48
PIK3CD,363
C1orf200,15
RP11-558F24.4,66
CLSTN1,225
CTNNBIP1,141
RP11-84A14.5,0
LZIC,520
NMNAT1,166
RBP7,2260
UBE4B,319
KIF1B,553
PGD,1859
RP4-736L20.3,1
APITD1,112
APITD1-CORT,7
CORT,4
DFFA,427
RP5-1113E3.3,0
PEX14,142
CASZ1,73
RP4-734G22.3,0
C1orf127,2
TARDBP,1135
MASP2,1
RP4-635E18.8,72
SRM,224
EXOSC10,351
RP4-635E18.7,3
RP4-635E18.6,29
MTOR,191
MTOR-AS1,0
ANGPTL7,0
UBIAD1,140
PTCHD2,2
RP1-69M21.2,2
FBXO2,22
FBXO44,144
FBXO6,276
MAD2L2,1052
DRAXIN,97
AGTRAP,1917
C1orf167,18
RP11-56N19.5,2
MTHFR,414
CLCN6,112
NPPA-AS1,34
NPPA,0
NPPB,0
KIAA2013,322
PLOD1,196
MFN2,171
MIIP,523
TNFRSF8,46
TNFRSF1B,2623
VPS13D,236
RP5-888M10.2,0
DHRS3,269
RP11-474O21.5,3
AADACL4,0
AADACL3,0
C1orf158,1
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,19
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,1
RP4-597A16.2,0
PDPN,2
CTA-520D8.2,0
PRDM2,1029
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,11
TMEM51,28
C1orf195,0
FHAD1,7
RP3-467K16.2,2
RP3-467K16.7,0
RP3-467K16.4,16
EFHD2,891
CTRC,1
CELA2A,2
CELA2B,0
CASP9,199
DNAJC16,200
RP4-680D5.8,0
AGMAT,83
RP4-680D5.2,4
DDI2,289
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,242
RP11-288I21.1,0
SLC25A34,6
RP11-169K16.4,0
TMEM82,0
FBLIM1,82
RP11-169K16.9,238
SPEN,853
ZBTB17,209
C1orf64,9
RP11-5P18.5,0
HSPB7,1
CLCNKA,0
CLCNKB,0
FAM131C,0
EPHA2,12
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,79
C1orf134,3
RSG1,14
FBXO42,259
SZRD1,636
SPATA21,8
NECAP2,851
RP4-798A10.2,23
RP4-798A10.7,24
RP4-798A10.4,3
U1,1
FAM231B,0
NBPF1,200
RP5-1182A14.5,1
CROCCP2,234
FAM231A,0
FAM231C,0
CROCC,46
RP11-108M9.1,0
RP11-108M9.2,0
U1,0
RP11-108M9.4,119
RP11-108M9.6,29
MFAP2,11
RP1-37C10.3,0
ATP13A2,129
SDHB,1418
PADI2,124
RP11-380J14.1,0
PADI1,0
PADI3,1
PADI4,427
AC004824.2,0
RP1-20B21.4,3
RCC2,733
ARHGEF10L,50
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,1
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,1
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,52
IFFO2,74
UBR4,847
RP1-43E13.2,64
EMC1,122
MRTO4,375
AKR7A3,2
AKR7A2,414
PQLC2,80
CAPZB,4283
RP5-1056L3.1,0
MINOS1-NBL1,0
MINOS1,2953
NBL1,26
HTR6,0
TMCO4,126
RNF186,0
RP11-91K11.2,0
OTUD3,77
PLA2G2E,0
PLA2G2A,1
PLA2G5,2
PLA2G2D,20
PLA2G2F,0
RP3-340N1.2,3
PLA2G2C,4
UBXN10-AS1,23
UBXN10,12
RP3-340N1.6,0
VWA5B1,3
RP4-745E8.2,1
LINC01141,0
RP4-749H3.2,0
CAMK2N1,151
MUL1,106
FAM43B,0
CDA,1262
PINK1,106
PINK1-AS,14
DDOST,1745
KIF17,30
SH2D5,0
RP5-930J4.2,0
HP1BP3,3364
RP5-930J4.4,10
EIF4G3,632
ECE1,270
RP3-329E20.2,0
RP5-1071N3.1,4
RP11-293F5.1,0
NBPF3,43
ALPL,20
RP11-63N8.3,0
RAP1GAP,26
USP48,1091
LDLRAD2,17
HSPG2,111
CELA3B,1
CELA3A,0
RP1-224A6.3,19
LINC00339,132
CDC42,8497
RP1-224A6.9,5
WNT4,1
ZBTB40,163
EPHA8,0
C1QA,7369
C1QC,4271
C1QB,6287
EPHB2,51
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,2
KDM1A,209
RP1-184J9.2,0
LUZP1,973
HTR1D,0
RP5-1057J7.6,52
HNRNPR,2648
ZNF436,11
C1orf213,41
RP5-1057J7.7,2
TCEA3,87
ASAP3,2
E2F2,250
RP1-150O5.3,0
ID3,888
MDS2,25
RPL11,111801
TCEB3,532
RP5-886K2.3,152
PITHD1,716
LYPLA2,479
GALE,131
HMGCL,457
FUCA1,317
CNR2,42
RP11-4M23.3,1
PNRC2,101
SRSF10,862
RP11-293P20.2,0
MYOM3,8
RP11-293P20.4,0
IL22RA1,1
IFNLR1,35
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,82
NIPAL3,373
RCAN3,294
RP4-594I10.3,114
NCMAP,64
SRRM1,4458
CLIC4,526
RUNX3,1158
RP11-84D1.1,1
RP11-84D1.2,0
RP4-799D16.1,2
RP4-706G24.1,0
SYF2,2615
C1orf63,5893
RP3-465N24.6,11
RHD,11
TMEM50A,2834
RHCE,9
TMEM57,561
LDLRAP1,299
RP11-70P17.1,32
MAN1C1,37
RP1-187B23.1,85
SEPN1,165
RP1-317E23.6,0
RP1-317E23.3,4
MTFR1L,316
AL020996.1,4
RP1-317E23.7,0
AUNIP,33
RP1-125I3.2,18
PAQR7,94
STMN1,9175
PAFAH2,62
EXTL1,3
SLC30A2,11
TRIM63,0
PDIK1L,127
FAM110D,0
ZNF593,952
RP11-96L14.7,1
CNKSR1,29
CATSPER4,0
CEP85,105
SH3BGRL3,18386
UBXN11,729
CD52,13489
AIM1L,2
ZNF683,47
LIN28A,16
DHDDS,154
RP3-476K8.3,0
HMGN2,15436
RPS6KA1,614
RP5-968P14.2,3
ARID1A,1400
PIGV,111
ZDHHC18,185
SFN,9
RP1-50O24.6,0
GPN2,270
GPATCH3,95
NUDC,1566
NR0B2,0
C1orf172,17
TRNP1,2
FAM46B,0
SLC9A1,134
RP11-40H20.4,1
WDTC1,255
TMEM222,238
SYTL1,603
MAP3K6,102
FCN3,9
CD164L2,3
GPR3,1
WASF2,3959
RP4-752I6.1,2
RP1-159A19.4,16
AHDC1,189
FGR,1911
RP11-288L9.1,4
IFI6,1710
RP11-288L9.4,0
FAM76A,299
STX12,1022
PPP1R8,311
AL109927.1,0
THEMIS2,1514
RPA2,783
SMPDL3B,34
RP11-460I13.2,1
XKR8,176
EYA3,366
PTAFR,373
DNAJC8,2074
AL353354.1,0
AL353354.2,12
ATPIF1,5726
RP5-1092A3.4,35
RP5-1092A3.5,2
SESN2,278
MED18,28
PHACTR4,693
RCC1,487
TRNAU1AP,497
SNHG12,1177
TAF12,1002
RAB42,11
RP11-442N24__B.1,4
RNU11,5
GMEB1,319
YTHDF2,1023
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,3
EPB41,910
TMEM200B,1
RP11-242O24.3,0
SRSF4,1300
RP11-242O24.5,6
MECR,156
RP11-467D18.2,0
PTPRU,1
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,10
MATN1-AS1,61
LAPTM5,11361
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,2
SDC3,115
PUM1,748
NKAIN1,0
SNRNP40,943
ZCCHC17,714
RP11-266K22.2,1
FABP3,22
SERINC2,250
AC114494.1,0
RP11-439L8.3,4
RP11-439L8.4,9
RP11-73M7.1,0
TINAGL1,63
HCRTR1,1
PEF1,564
RP11-73M7.6,4
RP11-73M7.9,4
COL16A1,5
BAI2,4
RP11-84A19.3,0
SPOCD1,1
RP11-84A19.2,6
RP11-84A19.4,25
PTP4A2,2447
AL136115.1,1
RP4-534N18.2,1
KHDRBS1,1509
RP11-277A4.4,7
TMEM39B,269
KPNA6,603
TXLNA,219
CCDC28B,395
RP4-622L5.7,3
IQCC,22
DCDC2B,1
TMEM234,138
EIF3I,2828
FAM167B,11
LCK,1347
HDAC1,896
MARCKSL1,1095
RP4-811H24.9,0
TSSK3,2
FAM229A,23
BSDC1,607
RP1-27O5.3,0
ZBTB8B,39
ZBTB8A,93
ZBTB8OS,901
RBBP4,1686
SYNC,263
RP11-114B7.6,5
KIAA1522,36
YARS,387
S100PBP,421
FNDC5,0
HPCA,1
TMEM54,12
RNF19B,275
FKSG48,0
RP1-117O3.2,0
AK2,1018
ADC,13
TRIM62,31
ZNF362,111
RP11-415J8.7,2
A3GALT2,0
RP11-415J8.3,0
PHC2,429
RP11-415J8.5,2
ZSCAN20,10
CSMD2,35
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,690
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,44
RP5-997D16.2,0
DLGAP3,28
RP11-244H3.4,3
ZMYM6NB,0
ZMYM6,175
ZMYM1,133
SFPQ,3612
ZMYM4,424
ZMYM4-AS1,0
KIAA0319L,560
NCDN,17
RP4-728D4.2,258
TFAP2E,17
PSMB2,1996
C1orf216,147
CLSPN,669
RP11-435D7.3,1
AGO4,372
AGO1,295
RP4-789D17.5,1
AGO3,794
RP4-665N4.8,2
TEKT2,0
ADPRHL2,237
COL8A2,39
TRAPPC3,1252
MAP7D1,320
THRAP3,2116
SH3D21,56
EVA1B,61
RP11-268J15.5,12
STK40,277
LSM10,1255
OSCP1,15
MRPS15,1967
CSF3R,1626
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,117
ZC3H12A,1859
MEAF6,2117
SNIP1,122
DNALI1,5
GNL2,486
RSPO1,22
C1orf109,151
CDCA8,353
EPHA10,4
MANEAL,5
RP11-109P14.9,0
YRDC,83
C1orf122,647
MTF1,429
AL929472.1,0
RP11-109P14.10,43
INPP5B,134
SF3A3,695
FHL3,178
UTP11L,472
POU3F1,13
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,0
RRAGC,398
RP5-864K19.4,42
MYCBP,386
GJA9,0
RHBDL2,25
AKIRIN1,890
NDUFS5,6449
MACF1,1373
RP11-420K8.1,2
KIAA0754,59
BMP8A,1
RP11-69E11.4,146
PABPC4,989
RP11-69E11.8,0
HEYL,5
RP1-144F13.3,0
NT5C1A,0
HPCAL4,9
PPIE,550
BMP8B,29
OXCT2,34
RP1-118J21.25,0
TRIT1,147
MYCL,54
RP1-118J21.5,0
MFSD2A,129
CAP1,3443
PPT1,1589
RLF,570
TMCO2,0
RP1-39G22.7,115
ZMPSTE24,369
COL9A2,142
SMAP2,3288
ZFP69B,29
ZFP69,16
RP11-656D10.3,10
EXO5,64
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,83
RIMS3,35
RP4-739H11.3,1
NFYC-AS1,47
NFYC,461
KCNQ4,0
CITED4,15
RP5-1066H13.4,0
CTPS1,205
SLFNL1,2
SCMH1,218
RP11-399E6.1,0
FOXO6,2
RP11-399E6.4,0
EDN2,1
HIVEP3,90
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,352
RIMKLA,11
ZMYND12,9
PPCS,761
CCDC30,105
PPIH,736
RP5-994D16.3,3
YBX1,5924
CLDN19,5
LEPRE1,251
C1orf50,279
RP5-994D16.9,0
CCDC23,781
ERMAP,98
RP11-342M1.3,20
ZNF691,43
SLC2A1,306
SLC2A1-AS1,25
FAM183A,0
EBNA1BP2,762
WDR65,5
TMEM125,27
C1orf210,3
TIE1,34
MPL,1
RP1-92O14.3,38
CDC20,564
ELOVL1,488
MED8,338
RP1-92O14.6,0
SZT2,168
SZT2-AS1,0
HYI,212
HYI-AS1,0
PTPRF,48
KDM4A,156
KDM4A-AS1,26
ST3GAL3,74
RP11-184I16.4,1
ARTN,0
RP11-7O11.3,16
IPO13,93
DPH2,127
ATP6V0B,4721
B4GALT2,35
CCDC24,29
SLC6A9,18
RP5-1198O20.4,3
KLF17,4
DMAP1,444
ERI3,269
RNF220,356
TMEM53,74
C1orf228,388
KIF2C,224
RP11-269F19.2,4
RPS8,129439
BEST4,13
PLK3,788
TCTEX1D4,12
BTBD19,148
PTCH2,49
EIF2B3,277
HECTD3,75
UROD,827
ZSWIM5,6
HPDL,25
MUTYH,227
TOE1,130
TESK2,97
CCDC163P,30
MMACHC,11
PRDX1,4493
AKR1A1,1733
NASP,2867
CCDC17,14
GPBP1L1,964
TMEM69,469
IPP,64
MAST2,68
PIK3R3,177
RP4-533D7.4,1
RP4-533D7.5,0
TSPAN1,138
RP11-322N21.2,0
POMGNT1,132
LURAP1,9
RAD54L,72
LRRC41,432
UQCRH,11293
NSUN4,233
FAAH,66
RP5-1109J22.2,0
LINC00505,3
DMBX1,6
MKNK1-AS1,0
KNCN,0
MKNK1,579
MOB3C,153
ATPAF1,110
EFCAB14,978
TEX38,2
EFCAB14-AS1,0
CYP4B1,0
CYP4A11,1
CYP4X1,10
CYP4Z1,0
CYP4A22-AS1,23
CYP4A22,0
LINC00853,9
PDZK1IP1,18
TAL1,126
RP1-18D14.7,6
STIL,145
CMPK1,1002
RP11-511I2.2,1
FOXE3,0
FOXD2-AS1,20
FOXD2,6
RP11-543D5.1,0
TRABD2B,2
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,8
RP5-1024N4.4,3
SPATA6,164
AGBL4,2
BEND5,82
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,2
ELAVL4,2
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,8
FAF1,218
RP5-850O15.3,0
CDKN2C,185
C1orf185,0
RP11-296A18.3,11
RNF11,511
RP11-296A18.6,0
TTC39A,32
RP11-275F13.1,2
EPS15,1416
RP11-253A20.1,1
RP11-191G24.1,20
OSBPL9,443
NRD1,1902
RP4-657D16.3,17
RP4-657D16.6,0
RAB3B,117
TXNDC12,1050
KTI12,151
RP11-91A18.4,0
TXNDC12-AS1,0
BTF3L4,1568
ZFYVE9,29
CC2D1B,96
RP11-155O18.6,1
ORC1,111
PRPF38A,1089
ZCCHC11,1487
RP11-25O10.2,0
GPX7,310
FAM159A,91
COA7,71
ZYG11B,275
ZYG11A,7
RP4-631H13.2,1
ECHDC2,435
SCP2,2502
PODN,13
RP11-334A14.5,0
SLC1A7,2
RP11-334A14.8,0
CPT2,171
RP5-1024G6.2,1
C1orf123,614
RP5-1024G6.7,7
MAGOH,1447
RP5-1024G6.5,12
RP5-1024G6.8,17
LRP8,67
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,20
RP11-117D22.1,0
RP11-117D22.2,63
DMRTB1,0
GLIS1,3
NDC1,160
YIPF1,256
DIO1,1
HSPB11,1448
LRRC42,158
LDLRAD1,0
RP4-758J24.5,15
TMEM59,4949
TCEANC2,86
AL161915.1,9
CDCP2,0
RP11-446E24.4,0
AL357673.1,104
CYB5RL,31
MRPL37,980
SSBP3,258
SSBP3-AS1,2
RP5-997D24.3,0
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,87
FAM151A,0
MROH7-TTC4,0
MROH7,6
TTC4,27
PARS2,3
TTC22,16
RP11-67L3.2,0
C1orf177,1
DHCR24,53
RP11-67L3.5,0
RP11-67L3.4,1
TMEM61,1
RP11-12C17.2,0
BSND,0
PCSK9,2
USP24,303
RP11-101C11.1,1
RP11-466L17.1,0
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,3
RP4-710M16.2,0
PPAP2B,84
PRKAA2,20
C1orf168,12
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,3
RP6-102O10.1,0
DAB1-AS1,0
RP11-393I23.4,0
OMA1,325
TACSTD2,103
MYSM1,465
JUN,10639
LINC01135,4
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,18
RP4-794H19.4,8
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,2
RP11-467C18.1,0
FGGY,108
RP4-782L23.2,0
RP4-782L23.1,5
HOOK1,86
CYP2J2,6
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,1
RP11-436K8.1,5
NFIA,753
RP4-668G5.1,3
RP5-833A20.1,1
TM2D1,1264
RP11-430G17.3,0
INADL,173
L1TD1,11
KANK4,1
USP1,1624
DOCK7,115
ANGPTL3,0
AL138847.1,1
RP11-230B22.1,0
ATG4C,434
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,3
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,2
FOXD3,0
ALG6,230
ITGB3BP,862
EFCAB7,71
DLEU2L,115
PGM1,358
ROR1,7
RP11-24J23.2,8
UBE2U,0
CACHD1,13
RAVER2,74
JAK1,1750
RP11-182I10.3,10
RP4-535B20.4,3
RP4-535B20.1,1
AK4,107
DNAJC6,46
RP5-1044H5.1,0
LEPR,235
LEPROT,1274
PDE4B,3196
RP11-397C12.1,0
SGIP1,8
AL139147.1,2
TCTEX1D1,86
INSL5,0
WDR78,18
RP11-342H21.2,0
MIER1,1410
SLC35D1,241
C1orf141,11
IL23R,11
IL12RB2,27
SERBP1,5979
RP4-763G1.2,0
GADD45A,840
GNG12,33
GNG12-AS1,0
DIRAS3,3
WLS,55
RPE65,0
DEPDC1,300
RP4-694A7.2,0
RP4-694A7.4,7
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,51
RP11-181B18.1,0
LRRC40,256
SRSF11,3443
RP4-677H15.4,0
ANKRD13C,314
HHLA3,91
RP11-180O5.2,0
CTH,93
RP11-42O15.3,2
RP5-952N6.1,0
RP11-99H8.1,0
PTGER3,2
RP3-333A15.1,0
ZRANB2-AS1,0
ZRANB2,1271
RP11-386O9.2,0
NEGR1,111
RP11-82L20.1,2
RP4-660H19.1,2
RP11-262K1.1,0
RP4-598G3.1,4
RP4-788P17.1,0
LRRIQ3,61
FPGT,138
FPGT-TNNI3K,13
TNNI3K,2
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,3
RP4-612J11.1,0
RP11-17E13.2,0
CRYZ,225
TYW3,798
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,2
RP4-682C21.5,0
ACADM,888
RABGGTB,1274
MSH4,1
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,108
RP5-1102E8.3,2
RP11-415A20.1,0
ST6GALNAC5,7
RP4-564M11.2,0
PIGK,316
AK5,53
RP11-375A5.1,0
ZZZ3,334
USP33,761
FAM73A,250
NEXN-AS1,10
NEXN,113
FUBP1,1302
DNAJB4,286
GIPC2,21
RP11-386I14.4,75
PTGFR,10
IFI44L,211
IFI44,376
ELTD1,43
RP4-726F1.1,0
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,267
LPHN2,11
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,2
RP11-413G15.1,0
RP11-475O6.1,50
RP5-836J3.1,0
TTLL7,224
RP11-486G15.2,27
PRKACB,928
SAMD13,76
DNASE2B,9
RPF1,469
GNG5,5344
CTBS,642
C1orf180,0
SSX2IP,360
LPAR3,5
MCOLN2,171
WDR63,3
MCOLN3,5
SYDE2,23
C1orf52,746
BCL10,611
RP11-131L23.1,36
DDAH1,12
RP11-131L23.2,1
RP11-290M5.4,0
CYR61,60
RP11-290M5.2,0
ZNHIT6,266
COL24A1,57
ODF2L,1328
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,0
RP4-612B15.3,19
SH3GLB1,1953
15-Sep,3443
HS2ST1,263
RP4-604K5.3,1
RP4-604K5.2,6
RP5-1052I5.2,0
LINC01140,0
LMO4,729
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,3
PKN2,1190
GTF2B,958
CCBL2,426
RBMXL1,485
GBP3,201
GBP1,706
GBP2,1616
GBP7,38
GBP4,564
GBP5,501
RP4-620F22.2,2
GBP6,2
LRRC8B,307
RP5-1007M22.2,70
LRRC8C,425
RP11-302M6.4,0
RP5-943J3.2,4
LRRC8D,255
RP11-302M6.5,1
ZNF326,713
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,22
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,1322
HFM1,8
CDC7,147
TGFBR3,118
BRDT,19
EPHX4,1
BTBD8,23
KIAA1107,57
RP4-621B10.8,0
C1orf146,0
GLMN,396
RPAP2,620
GFI1,44
EVI5,583
RPL5,60117
FAM69A,88
MTF2,1173
TMED5,1293
CCDC18,342
DR1,1295
FNBP1L,154
BCAR3,23
RP5-1033H22.2,2
RP4-561L24.3,3
DNTTIP2,1172
GCLM,236
ABCA4,1
RP11-78O9.1,0
ARHGAP29,201
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,225
F3,341
RP11-86H7.6,0
RP11-86H7.7,0
LINC01057,1
SLC44A3,15
CNN3,232
RP4-639F20.1,10
ALG14,163
RP11-313A24.1,0
TMEM56,250
TMEM56-RWDD3,0
RP11-57H12.3,2
RWDD3,16
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,1
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,274
DPYD,969
DPYD-AS1,2
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,1
RP5-1070A16.1,1
SNX7,11
LPPR5,0
RP5-896L10.1,0
LPPR4,3
RP11-413P11.1,0
PALMD,62
FRRS1,17
AGL,245
RP5-884G6.2,10
SLC35A3,370
HIAT1,617
RP4-714D9.2,0
SASS6,271
TRMT13,314
LRRC39,4
DBT,174
RP11-305E17.6,6
RTCA,706
RP5-837M10.2,0
CDC14A,249
RP5-837M10.4,1
GPR88,0
RP11-84O12.4,0
VCAM1,463
EXTL2,199
RP4-549L20.3,57
SLC30A7,598
DPH5,682
AC093157.1,29
RP11-421L21.2,10
RP11-421L21.3,119
RP4-575N6.4,27
S1PR1,142
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,4
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,8
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,338
AMY2B,44
AMY2A,1
AMY1A,1
AMY1B,2
AMY1C,0
RP11-364B6.1,8
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,112
NTNG1,18
VAV3,319
VAV3-AS1,16
