,BMET7_Distal
HES3,0
GPR153,1
ACOT7,112
RP1-202O8.3,18
HES2,9
ESPN,13
RP1-202O8.2,0
TNFRSF25,147
PLEKHG5,3
NOL9,131
TAS1R1,0
ZBTB48,38
KLHL21,37
PHF13,28
THAP3,92
DNAJC11,127
RP11-242F24.1,11
RP11-312B8.1,8
CAMTA1,922
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,265
PER3,34
RP3-467L1.4,17
UTS2,7
TNFRSF9,3
PARK7,1857
ERRFI1,1
RP11-431K24.1,1
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,2
RERE,174
RP5-1115A15.1,6
RP4-633I8.4,1
ENO1,1532
ENO1-AS1,11
CA6,2
SLC2A7,0
SLC2A5,23
GPR157,15
RP3-510D11.1,0
RP3-510D11.2,3
H6PD,98
SPSB1,0
RP13-392I16.1,0
SLC25A33,30
TMEM201,38
PIK3CD,95
C1orf200,7
RP11-558F24.4,60
CLSTN1,87
CTNNBIP1,47
RP11-84A14.5,0
LZIC,252
NMNAT1,74
RBP7,239
UBE4B,206
KIF1B,102
PGD,379
RP4-736L20.3,0
APITD1,123
APITD1-CORT,0
CORT,4
DFFA,293
RP5-1113E3.3,2
PEX14,42
CASZ1,14
RP4-734G22.3,1
C1orf127,1
TARDBP,582
MASP2,1
RP4-635E18.8,64
SRM,235
EXOSC10,190
RP4-635E18.7,3
RP4-635E18.6,5
MTOR,126
MTOR-AS1,0
ANGPTL7,1
UBIAD1,122
PTCHD2,0
RP1-69M21.2,0
FBXO2,2
FBXO44,90
FBXO6,52
MAD2L2,420
DRAXIN,38
AGTRAP,345
C1orf167,4
RP11-56N19.5,0
MTHFR,209
CLCN6,51
NPPA-AS1,6
NPPA,0
NPPB,0
KIAA2013,135
PLOD1,46
MFN2,87
MIIP,224
TNFRSF8,8
TNFRSF1B,313
VPS13D,138
RP5-888M10.2,0
DHRS3,117
RP11-474O21.5,0
AADACL4,0
AADACL3,0
C1orf158,1
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,4
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,0
RP4-597A16.2,0
PDPN,1
CTA-520D8.2,0
PRDM2,315
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,7
TMEM51,3
C1orf195,0
FHAD1,1
RP3-467K16.2,0
RP3-467K16.7,0
RP3-467K16.4,9
EFHD2,266
CTRC,1
CELA2A,0
CELA2B,0
CASP9,18
DNAJC16,93
RP4-680D5.8,1
AGMAT,33
RP4-680D5.2,0
DDI2,349
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,88
RP11-288I21.1,0
SLC25A34,2
RP11-169K16.4,0
TMEM82,0
FBLIM1,19
RP11-169K16.9,197
SPEN,342
ZBTB17,68
C1orf64,3
RP11-5P18.5,0
HSPB7,0
CLCNKA,1
CLCNKB,1
FAM131C,0
EPHA2,1
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,28
C1orf134,7
RSG1,17
FBXO42,171
SZRD1,290
SPATA21,3
NECAP2,439
RP4-798A10.2,28
RP4-798A10.7,26
RP4-798A10.4,1
U1,0
FAM231B,0
NBPF1,106
RP5-1182A14.5,0
CROCCP2,199
FAM231A,0
FAM231C,0
CROCC,17
RP11-108M9.1,0
RP11-108M9.2,0
U1,1
RP11-108M9.4,67
RP11-108M9.6,25
MFAP2,1
RP1-37C10.3,0
ATP13A2,59
SDHB,367
PADI2,23
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,74
AC004824.2,0
RP1-20B21.4,2
RCC2,376
ARHGEF10L,16
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,0
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,0
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,26
IFFO2,13
UBR4,295
RP1-43E13.2,20
EMC1,72
MRTO4,370
AKR7A3,3
AKR7A2,126
PQLC2,31
CAPZB,846
RP5-1056L3.1,0
MINOS1-NBL1,2
MINOS1,1811
NBL1,24
HTR6,0
TMCO4,45
RNF186,0
RP11-91K11.2,0
OTUD3,44
PLA2G2E,0
PLA2G2A,0
PLA2G5,0
PLA2G2D,4
PLA2G2F,0
RP3-340N1.2,2
PLA2G2C,4
UBXN10-AS1,47
UBXN10,34
RP3-340N1.6,0
VWA5B1,1
RP4-745E8.2,1
LINC01141,0
RP4-749H3.2,0
CAMK2N1,3
MUL1,44
FAM43B,0
CDA,113
PINK1,33
PINK1-AS,6
DDOST,410
KIF17,10
SH2D5,0
RP5-930J4.2,0
HP1BP3,1694
RP5-930J4.4,11
EIF4G3,244
ECE1,90
RP3-329E20.2,0
RP5-1071N3.1,2
RP11-293F5.1,0
NBPF3,37
ALPL,2
RP11-63N8.3,0
RAP1GAP,0
USP48,452
LDLRAD2,8
HSPG2,16
CELA3B,0
CELA3A,0
RP1-224A6.3,8
LINC00339,100
CDC42,2043
RP1-224A6.9,0
WNT4,0
ZBTB40,103
EPHA8,0
C1QA,121
C1QC,22
C1QB,51
EPHB2,7
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,1
KDM1A,142
RP1-184J9.2,0
LUZP1,196
HTR1D,0
RP5-1057J7.6,113
HNRNPR,1517
ZNF436,9
C1orf213,54
RP5-1057J7.7,0
TCEA3,49
ASAP3,0
E2F2,40
RP1-150O5.3,0
ID3,110
MDS2,48
RPL11,64834
TCEB3,184
RP5-886K2.3,117
PITHD1,351
LYPLA2,173
GALE,68
HMGCL,211
FUCA1,50
CNR2,24
RP11-4M23.3,1
PNRC2,37
SRSF10,605
RP11-293P20.2,0
MYOM3,4
RP11-293P20.4,0
IL22RA1,0
IFNLR1,11
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,3
STPG1,68
NIPAL3,254
RCAN3,167
RP4-594I10.3,97
NCMAP,14
SRRM1,2510
CLIC4,136
RUNX3,155
RP11-84D1.1,0
RP11-84D1.2,0
RP4-799D16.1,0
RP4-706G24.1,0
SYF2,960
C1orf63,2445
RP3-465N24.6,14
RHD,28
TMEM50A,755
RHCE,24
TMEM57,207
LDLRAP1,249
RP11-70P17.1,13
MAN1C1,19
RP1-187B23.1,50
SEPN1,77
RP1-317E23.6,0
RP1-317E23.3,1
MTFR1L,170
AL020996.1,9
RP1-317E23.7,0
AUNIP,56
RP1-125I3.2,3
PAQR7,61
STMN1,3794
PAFAH2,35
EXTL1,0
SLC30A2,6
TRIM63,0
PDIK1L,146
FAM110D,0
ZNF593,543
RP11-96L14.7,1
CNKSR1,11
CATSPER4,0
CEP85,64
SH3BGRL3,4716
UBXN11,225
CD52,4276
AIM1L,3
ZNF683,1
LIN28A,7
DHDDS,111
RP3-476K8.3,1
HMGN2,9687
RPS6KA1,249
RP5-968P14.2,9
ARID1A,649
PIGV,52
ZDHHC18,49
SFN,1
RP1-50O24.6,1
GPN2,144
GPATCH3,52
NUDC,710
NR0B2,1
C1orf172,7
TRNP1,1
FAM46B,0
SLC9A1,27
RP11-40H20.4,0
WDTC1,135
TMEM222,162
SYTL1,280
MAP3K6,21
FCN3,0
CD164L2,1
GPR3,0
WASF2,1158
RP4-752I6.1,1
RP1-159A19.4,5
AHDC1,69
FGR,302
RP11-288L9.1,0
IFI6,176
RP11-288L9.4,0
FAM76A,168
STX12,224
PPP1R8,219
AL109927.1,0
THEMIS2,202
RPA2,390
SMPDL3B,14
RP11-460I13.2,0
XKR8,46
EYA3,137
PTAFR,99
DNAJC8,1027
AL353354.1,0
AL353354.2,4
ATPIF1,5271
RP5-1092A3.4,54
RP5-1092A3.5,0
SESN2,14
MED18,22
PHACTR4,379
RCC1,212
TRNAU1AP,220
SNHG12,359
TAF12,393
RAB42,2
RP11-442N24__B.1,6
RNU11,1
GMEB1,144
YTHDF2,583
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,2
EPB41,609
TMEM200B,0
RP11-242O24.3,0
SRSF4,518
RP11-242O24.5,3
MECR,125
RP11-467D18.2,0
PTPRU,2
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,1
MATN1-AS1,33
LAPTM5,2119
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,2
SDC3,13
PUM1,300
NKAIN1,0
SNRNP40,393
ZCCHC17,479
RP11-266K22.2,14
FABP3,1
SERINC2,19
AC114494.1,0
RP11-439L8.3,7
RP11-439L8.4,4
RP11-73M7.1,0
TINAGL1,1
HCRTR1,0
PEF1,229
RP11-73M7.6,0
RP11-73M7.9,0
COL16A1,2
BAI2,1
RP11-84A19.3,0
SPOCD1,0
RP11-84A19.2,1
RP11-84A19.4,15
PTP4A2,1399
AL136115.1,0
RP4-534N18.2,3
KHDRBS1,920
RP11-277A4.4,6
TMEM39B,71
KPNA6,323
TXLNA,127
CCDC28B,322
RP4-622L5.7,1
IQCC,30
DCDC2B,0
TMEM234,57
EIF3I,978
FAM167B,4
LCK,341
HDAC1,273
MARCKSL1,254
RP4-811H24.9,0
TSSK3,7
FAM229A,8
BSDC1,353
RP1-27O5.3,0
ZBTB8B,26
ZBTB8A,81
ZBTB8OS,486
RBBP4,1211
SYNC,263
RP11-114B7.6,3
KIAA1522,15
YARS,152
S100PBP,249
FNDC5,1
HPCA,0
TMEM54,1
RNF19B,20
FKSG48,0
RP1-117O3.2,0
AK2,468
ADC,4
TRIM62,2
ZNF362,59
RP11-415J8.7,2
A3GALT2,0
RP11-415J8.3,0
PHC2,155
RP11-415J8.5,1
ZSCAN20,24
CSMD2,14
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,295
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,6
RP5-997D16.2,0
DLGAP3,11
RP11-244H3.4,2
ZMYM6NB,1
ZMYM6,144
ZMYM1,114
SFPQ,1347
ZMYM4,237
ZMYM4-AS1,0
KIAA0319L,204
NCDN,8
RP4-728D4.2,53
TFAP2E,4
PSMB2,589
C1orf216,57
CLSPN,422
RP11-435D7.3,1
AGO4,140
AGO1,151
RP4-789D17.5,3
AGO3,404
RP4-665N4.8,0
TEKT2,0
ADPRHL2,110
COL8A2,2
TRAPPC3,410
MAP7D1,89
THRAP3,916
SH3D21,32
EVA1B,14
RP11-268J15.5,3
STK40,73
LSM10,622
OSCP1,6
MRPS15,856
CSF3R,734
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,24
ZC3H12A,42
MEAF6,840
SNIP1,81
DNALI1,2
GNL2,259
RSPO1,13
C1orf109,183
CDCA8,195
EPHA10,0
MANEAL,4
RP11-109P14.9,0
YRDC,36
C1orf122,192
MTF1,103
AL929472.1,0
RP11-109P14.10,35
INPP5B,92
SF3A3,302
FHL3,42
UTP11L,209
POU3F1,1
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,1
RRAGC,100
RP5-864K19.4,15
MYCBP,238
GJA9,0
RHBDL2,3
AKIRIN1,197
NDUFS5,3330
MACF1,701
RP11-420K8.1,2
KIAA0754,25
BMP8A,0
RP11-69E11.4,31
PABPC4,567
RP11-69E11.8,1
HEYL,0
RP1-144F13.3,0
NT5C1A,0
HPCAL4,0
PPIE,238
BMP8B,10
OXCT2,2
RP1-118J21.25,4
TRIT1,68
MYCL,39
RP1-118J21.5,0
MFSD2A,9
CAP1,841
PPT1,356
RLF,169
TMCO2,1
RP1-39G22.7,139
ZMPSTE24,137
COL9A2,54
SMAP2,730
ZFP69B,28
ZFP69,15
RP11-656D10.3,6
EXO5,55
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,38
RIMS3,21
RP4-739H11.3,0
NFYC-AS1,58
NFYC,156
KCNQ4,2
CITED4,7
RP5-1066H13.4,0
CTPS1,114
SLFNL1,1
SCMH1,143
RP11-399E6.1,0
FOXO6,0
RP11-399E6.4,1
EDN2,0
HIVEP3,40
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,169
RIMKLA,7
ZMYND12,4
PPCS,554
CCDC30,63
PPIH,407
RP5-994D16.3,1
YBX1,5039
CLDN19,1
LEPRE1,86
C1orf50,170
RP5-994D16.9,0
CCDC23,444
ERMAP,150
RP11-342M1.3,21
ZNF691,26
SLC2A1,111
SLC2A1-AS1,21
FAM183A,0
EBNA1BP2,466
WDR65,0
TMEM125,14
C1orf210,0
TIE1,8
MPL,0
RP1-92O14.3,31
CDC20,220
ELOVL1,269
MED8,200
RP1-92O14.6,0
SZT2,163
SZT2-AS1,0
HYI,119
HYI-AS1,0
PTPRF,5
KDM4A,65
KDM4A-AS1,44
ST3GAL3,56
RP11-184I16.4,3
ARTN,0
RP11-7O11.3,13
IPO13,45
DPH2,139
ATP6V0B,892
B4GALT2,72
CCDC24,16
SLC6A9,19
RP5-1198O20.4,2
KLF17,1
DMAP1,176
ERI3,187
RNF220,286
TMEM53,42
C1orf228,234
KIF2C,123
RP11-269F19.2,0
RPS8,91015
BEST4,6
PLK3,51
TCTEX1D4,1
BTBD19,15
PTCH2,24
EIF2B3,182
HECTD3,58
UROD,736
ZSWIM5,4
HPDL,47
MUTYH,138
TOE1,94
TESK2,71
CCDC163P,15
MMACHC,16
PRDX1,1147
AKR1A1,805
NASP,1404
CCDC17,3
GPBP1L1,382
TMEM69,211
IPP,72
MAST2,27
PIK3R3,67
RP4-533D7.4,1
RP4-533D7.5,1
TSPAN1,0
RP11-322N21.2,0
POMGNT1,66
LURAP1,7
RAD54L,45
LRRC41,143
UQCRH,6683
NSUN4,91
FAAH,21
RP5-1109J22.2,0
LINC00505,0
DMBX1,2
MKNK1-AS1,0
KNCN,0
MKNK1,202
MOB3C,27
ATPAF1,98
EFCAB14,395
TEX38,0
EFCAB14-AS1,0
CYP4B1,0
CYP4A11,0
CYP4X1,1
CYP4Z1,0
CYP4A22-AS1,9
CYP4A22,0
LINC00853,12
PDZK1IP1,17
TAL1,186
RP1-18D14.7,3
STIL,96
CMPK1,409
RP11-511I2.2,1
FOXE3,0
FOXD2-AS1,2
FOXD2,0
RP11-543D5.1,0
TRABD2B,2
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,2
RP5-1024N4.4,1
SPATA6,50
AGBL4,0
BEND5,57
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,0
ELAVL4,1
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,2
FAF1,72
RP5-850O15.3,0
CDKN2C,67
C1orf185,0
RP11-296A18.3,8
RNF11,89
RP11-296A18.6,0
TTC39A,8
RP11-275F13.1,0
EPS15,548
RP11-253A20.1,1
RP11-191G24.1,19
OSBPL9,256
NRD1,872
RP4-657D16.3,7
RP4-657D16.6,0
RAB3B,30
TXNDC12,301
KTI12,88
RP11-91A18.4,1
TXNDC12-AS1,0
BTF3L4,553
ZFYVE9,11
CC2D1B,26
RP11-155O18.6,0
ORC1,70
PRPF38A,605
ZCCHC11,681
RP11-25O10.2,1
GPX7,110
FAM159A,46
COA7,67
ZYG11B,197
ZYG11A,3
RP4-631H13.2,0
ECHDC2,157
SCP2,732
PODN,2
RP11-334A14.5,0
SLC1A7,3
RP11-334A14.8,0
CPT2,75
RP5-1024G6.2,0
C1orf123,294
RP5-1024G6.7,2
MAGOH,492
RP5-1024G6.5,4
RP5-1024G6.8,19
LRP8,44
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,7
RP11-117D22.1,0
RP11-117D22.2,62
DMRTB1,0
GLIS1,0
NDC1,124
YIPF1,68
DIO1,1
HSPB11,584
LRRC42,52
LDLRAD1,0
RP4-758J24.5,10
TMEM59,1188
TCEANC2,88
AL161915.1,4
CDCP2,0
RP11-446E24.4,0
AL357673.1,30
CYB5RL,61
MRPL37,418
SSBP3,301
SSBP3-AS1,1
RP5-997D24.3,1
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,32
FAM151A,0
MROH7-TTC4,0
MROH7,4
TTC4,46
PARS2,15
TTC22,7
RP11-67L3.2,0
C1orf177,2
DHCR24,7
RP11-67L3.5,0
RP11-67L3.4,0
TMEM61,0
RP11-12C17.2,0
BSND,0
PCSK9,0
USP24,242
RP11-101C11.1,0
RP11-466L17.1,0
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,0
RP4-710M16.2,0
PPAP2B,19
PRKAA2,3
C1orf168,0
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,2
RP6-102O10.1,0
DAB1-AS1,0
RP11-393I23.4,0
OMA1,158
TACSTD2,0
MYSM1,259
JUN,520
LINC01135,0
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,0
RP4-794H19.4,2
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,1
RP11-467C18.1,0
FGGY,47
RP4-782L23.2,0
RP4-782L23.1,0
HOOK1,124
CYP2J2,1
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,0
RP11-436K8.1,0
NFIA,1163
RP4-668G5.1,6
RP5-833A20.1,0
TM2D1,453
RP11-430G17.3,6
INADL,78
L1TD1,11
KANK4,0
USP1,897
DOCK7,61
ANGPTL3,0
AL138847.1,0
RP11-230B22.1,5
ATG4C,199
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,0
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,1
RP4-792G4.2,0
FOXD3,0
ALG6,136
ITGB3BP,556
EFCAB7,50
DLEU2L,76
PGM1,83
ROR1,4
RP11-24J23.2,4
UBE2U,0
CACHD1,3
RAVER2,49
JAK1,517
RP11-182I10.3,11
RP4-535B20.4,2
RP4-535B20.1,0
AK4,36
DNAJC6,77
RP5-1044H5.1,0
LEPR,216
LEPROT,966
PDE4B,65
RP11-397C12.1,0
SGIP1,4
AL139147.1,1
TCTEX1D1,57
INSL5,0
WDR78,10
RP11-342H21.2,0
MIER1,663
SLC35D1,92
C1orf141,9
IL23R,6
IL12RB2,16
SERBP1,3177
RP4-763G1.2,0
GADD45A,297
GNG12,1
GNG12-AS1,0
DIRAS3,1
WLS,7
RPE65,0
DEPDC1,201
RP4-694A7.2,0
RP4-694A7.4,3
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,31
RP11-181B18.1,0
LRRC40,117
SRSF11,1780
RP4-677H15.4,0
ANKRD13C,114
HHLA3,57
RP11-180O5.2,0
CTH,17
RP11-42O15.3,1
RP5-952N6.1,0
RP11-99H8.1,1
PTGER3,6
RP3-333A15.1,0
ZRANB2-AS1,0
ZRANB2,1490
RP11-386O9.2,0
NEGR1,33
RP11-82L20.1,0
RP4-660H19.1,0
RP11-262K1.1,0
RP4-598G3.1,2
RP4-788P17.1,0
LRRIQ3,53
FPGT,81
FPGT-TNNI3K,6
TNNI3K,1
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,0
RP4-612J11.1,0
RP11-17E13.2,0
CRYZ,40
TYW3,437
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,1
RP4-682C21.5,0
ACADM,486
RABGGTB,403
MSH4,1
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,12
RP5-1102E8.3,1
RP11-415A20.1,0
ST6GALNAC5,1
RP4-564M11.2,0
PIGK,115
AK5,45
RP11-375A5.1,1
ZZZ3,289
USP33,336
FAM73A,151
NEXN-AS1,11
NEXN,38
FUBP1,641
DNAJB4,86
GIPC2,13
RP11-386I14.4,34
PTGFR,1
IFI44L,41
IFI44,97
ELTD1,0
RP4-726F1.1,1
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,200
LPHN2,1
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,0
RP11-413G15.1,0
RP11-475O6.1,19
RP5-836J3.1,0
TTLL7,90
RP11-486G15.2,96
PRKACB,482
SAMD13,45
DNASE2B,0
RPF1,166
GNG5,2332
CTBS,233
C1orf180,0
SSX2IP,356
LPAR3,3
MCOLN2,35
WDR63,3
MCOLN3,16
SYDE2,42
C1orf52,335
BCL10,197
RP11-131L23.1,2
DDAH1,4
RP11-131L23.2,0
RP11-290M5.4,1
CYR61,0
RP11-290M5.2,0
ZNHIT6,257
COL24A1,20
ODF2L,614
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,1
RP4-612B15.3,18
SH3GLB1,676
15-Sep,1428
HS2ST1,151
RP4-604K5.3,1
RP4-604K5.2,3
RP5-1052I5.2,0
LINC01140,0
LMO4,266
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,2
PKN2,692
GTF2B,130
CCBL2,161
RBMXL1,164
GBP3,123
GBP1,79
GBP2,166
GBP7,4
GBP4,96
GBP5,113
RP4-620F22.2,0
GBP6,0
LRRC8B,81
RP5-1007M22.2,43
LRRC8C,68
RP11-302M6.4,0
RP5-943J3.2,5
LRRC8D,93
RP11-302M6.5,0
ZNF326,447
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,5
RP4-665J23.2,0
RP4-665J23.4,1
ZNF644,550
HFM1,19
CDC7,106
TGFBR3,28
BRDT,9
EPHX4,1
BTBD8,34
KIAA1107,19
RP4-621B10.8,0
C1orf146,0
GLMN,278
RPAP2,285
GFI1,18
EVI5,215
RPL5,38944
FAM69A,31
MTF2,631
TMED5,287
CCDC18,318
DR1,536
FNBP1L,61
BCAR3,3
RP5-1033H22.2,0
RP4-561L24.3,1
DNTTIP2,355
GCLM,291
ABCA4,1
RP11-78O9.1,0
ARHGAP29,11
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,115
F3,3
RP11-86H7.6,1
RP11-86H7.7,0
LINC01057,2
SLC44A3,0
CNN3,19
RP4-639F20.1,2
ALG14,108
RP11-313A24.1,0
TMEM56,615
TMEM56-RWDD3,0
RP11-57H12.3,0
RWDD3,20
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,0
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,127
DPYD,201
DPYD-AS1,0
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,7
LPPR5,0
RP5-896L10.1,0
LPPR4,0
RP11-413P11.1,0
PALMD,0
FRRS1,38
AGL,225
RP5-884G6.2,6
SLC35A3,189
HIAT1,222
RP4-714D9.2,0
SASS6,233
TRMT13,407
LRRC39,4
DBT,162
RP11-305E17.6,7
RTCA,208
RP5-837M10.2,0
CDC14A,118
RP5-837M10.4,0
GPR88,1
RP11-84O12.4,1
VCAM1,29
EXTL2,143
RP4-549L20.3,11
SLC30A7,212
DPH5,344
AC093157.1,37
RP11-421L21.2,0
RP11-421L21.3,86
RP4-575N6.4,21
S1PR1,65
RP11-157N3.1,1
RP11-411H5.1,0
OLFM3,2
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,0
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,324
AMY2B,26
AMY2A,0
AMY1A,1
AMY1B,2
AMY1C,0
RP11-364B6.1,12
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,124
NTNG1,2
VAV3,129
VAV3-AS1,5
RP11-356N1.2,8
SLC25A24,77
RP11-483I13.5,3
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
FAM102B,48
