,BMM4_Benign
HES3,0
GPR153,3
ACOT7,39
RP1-202O8.3,9
HES2,24
ESPN,1
RP1-202O8.2,0
TNFRSF25,190
PLEKHG5,1
NOL9,78
TAS1R1,0
ZBTB48,38
KLHL21,27
PHF13,18
THAP3,76
DNAJC11,39
RP11-242F24.1,15
RP11-312B8.1,0
CAMTA1,321
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,156
PER3,15
RP3-467L1.4,2
UTS2,19
TNFRSF9,24
PARK7,1022
ERRFI1,9
RP11-431K24.1,4
RP11-431K24.3,0
RP11-431K24.4,1
SLC45A1,3
RERE,111
RP5-1115A15.1,5
RP4-633I8.4,0
ENO1,816
ENO1-AS1,8
CA6,12
SLC2A7,2
SLC2A5,7
GPR157,17
RP3-510D11.1,0
RP3-510D11.2,0
H6PD,62
SPSB1,2
RP13-392I16.1,0
SLC25A33,17
TMEM201,6
PIK3CD,137
C1orf200,7
RP11-558F24.4,12
CLSTN1,69
CTNNBIP1,37
RP11-84A14.5,0
LZIC,162
NMNAT1,107
RBP7,146
UBE4B,106
KIF1B,71
PGD,179
RP4-736L20.3,1
APITD1,28
APITD1-CORT,0
CORT,0
DFFA,147
RP5-1113E3.3,2
PEX14,33
CASZ1,12
RP4-734G22.3,0
C1orf127,1
TARDBP,303
MASP2,0
RP4-635E18.8,40
SRM,45
EXOSC10,103
RP4-635E18.7,4
RP4-635E18.6,4
MTOR,48
MTOR-AS1,0
ANGPTL7,0
UBIAD1,97
PTCHD2,0
RP1-69M21.2,0
FBXO2,10
FBXO44,134
FBXO6,56
MAD2L2,305
DRAXIN,40
AGTRAP,218
C1orf167,8
RP11-56N19.5,1
MTHFR,82
CLCN6,33
NPPA-AS1,1
NPPA,0
NPPB,0
KIAA2013,99
PLOD1,15
MFN2,40
MIIP,162
TNFRSF8,7
TNFRSF1B,268
VPS13D,88
RP5-888M10.2,0
DHRS3,82
RP11-474O21.5,0
AADACL4,0
AADACL3,0
C1orf158,2
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,12
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,1
RP4-597A16.2,0
PDPN,0
CTA-520D8.2,0
PRDM2,221
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,0
TMEM51,0
C1orf195,0
FHAD1,2
RP3-467K16.2,0
RP3-467K16.7,0
RP3-467K16.4,5
EFHD2,164
CTRC,0
CELA2A,2
CELA2B,0
CASP9,17
DNAJC16,49
RP4-680D5.8,2
AGMAT,50
RP4-680D5.2,1
DDI2,67
RSC1A1,0
RP4-680D5.9,1
PLEKHM2,39
RP11-288I21.1,0
SLC25A34,2
RP11-169K16.4,0
TMEM82,0
FBLIM1,52
RP11-169K16.9,98
SPEN,172
ZBTB17,63
C1orf64,4
RP11-5P18.5,0
HSPB7,0
CLCNKA,0
CLCNKB,0
FAM131C,0
EPHA2,4
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,24
C1orf134,3
RSG1,8
FBXO42,95
SZRD1,185
SPATA21,3
NECAP2,280
RP4-798A10.2,12
RP4-798A10.7,14
RP4-798A10.4,0
U1,0
FAM231B,0
NBPF1,189
RP5-1182A14.5,0
CROCCP2,151
FAM231A,0
FAM231C,0
CROCC,11
RP11-108M9.1,0
RP11-108M9.2,0
U1,1
RP11-108M9.4,104
RP11-108M9.6,8
MFAP2,0
RP1-37C10.3,0
ATP13A2,31
SDHB,228
PADI2,17
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,60
AC004824.2,0
RP1-20B21.4,1
RCC2,107
ARHGEF10L,8
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,0
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,4
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,6
IFFO2,12
UBR4,129
RP1-43E13.2,10
EMC1,43
MRTO4,93
AKR7A3,0
AKR7A2,44
PQLC2,28
CAPZB,811
RP5-1056L3.1,0
MINOS1-NBL1,0
MINOS1,838
NBL1,4
HTR6,0
TMCO4,36
RNF186,0
RP11-91K11.2,0
OTUD3,24
PLA2G2E,0
PLA2G2A,0
PLA2G5,0
PLA2G2D,12
PLA2G2F,0
RP3-340N1.2,0
PLA2G2C,1
UBXN10-AS1,8
UBXN10,0
RP3-340N1.6,0
VWA5B1,1
RP4-745E8.2,0
LINC01141,0
RP4-749H3.2,0
CAMK2N1,2
MUL1,46
FAM43B,0
CDA,123
PINK1,18
PINK1-AS,9
DDOST,329
KIF17,5
SH2D5,0
RP5-930J4.2,0
HP1BP3,670
RP5-930J4.4,9
EIF4G3,93
ECE1,80
RP3-329E20.2,0
RP5-1071N3.1,3
RP11-293F5.1,0
NBPF3,57
ALPL,2
RP11-63N8.3,0
RAP1GAP,0
USP48,240
LDLRAD2,7
HSPG2,7
CELA3B,0
CELA3A,0
RP1-224A6.3,1
LINC00339,49
CDC42,1434
RP1-224A6.9,1
WNT4,0
ZBTB40,65
EPHA8,0
C1QA,33
C1QC,6
C1QB,12
EPHB2,6
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,0
KDM1A,50
RP1-184J9.2,0
LUZP1,134
HTR1D,0
RP5-1057J7.6,79
HNRNPR,580
ZNF436,5
C1orf213,14
RP5-1057J7.7,1
TCEA3,40
ASAP3,0
E2F2,61
RP1-150O5.3,0
ID3,174
MDS2,90
RPL11,31845
TCEB3,106
RP5-886K2.3,42
PITHD1,106
LYPLA2,131
GALE,20
HMGCL,170
FUCA1,38
CNR2,50
RP11-4M23.3,3
PNRC2,48
SRSF10,368
RP11-293P20.2,0
MYOM3,7
RP11-293P20.4,0
IL22RA1,0
IFNLR1,11
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,23
NIPAL3,220
RCAN3,179
RP4-594I10.3,143
NCMAP,69
SRRM1,1136
CLIC4,39
RUNX3,252
RP11-84D1.1,0
RP11-84D1.2,1
RP4-799D16.1,5
RP4-706G24.1,0
SYF2,724
C1orf63,1497
RP3-465N24.6,1
RHD,5
TMEM50A,458
RHCE,0
TMEM57,92
LDLRAP1,308
RP11-70P17.1,17
MAN1C1,20
RP1-187B23.1,37
SEPN1,39
RP1-317E23.6,0
RP1-317E23.3,2
MTFR1L,100
AL020996.1,8
RP1-317E23.7,0
AUNIP,9
RP1-125I3.2,2
PAQR7,12
STMN1,2069
PAFAH2,54
EXTL1,0
SLC30A2,2
TRIM63,0
PDIK1L,28
FAM110D,0
ZNF593,138
RP11-96L14.7,1
CNKSR1,16
CATSPER4,1
CEP85,27
SH3BGRL3,4813
UBXN11,189
CD52,6449
AIM1L,9
ZNF683,10
LIN28A,7
DHDDS,55
RP3-476K8.3,1
HMGN2,3397
RPS6KA1,187
RP5-968P14.2,3
ARID1A,227
PIGV,31
ZDHHC18,51
SFN,1
RP1-50O24.6,0
GPN2,114
GPATCH3,36
NUDC,325
NR0B2,0
C1orf172,3
TRNP1,0
FAM46B,0
SLC9A1,23
RP11-40H20.4,0
WDTC1,66
TMEM222,94
SYTL1,188
MAP3K6,31
FCN3,0
CD164L2,0
GPR3,0
WASF2,762
RP4-752I6.1,4
RP1-159A19.4,10
AHDC1,71
FGR,297
RP11-288L9.1,0
IFI6,174
RP11-288L9.4,0
FAM76A,115
STX12,144
PPP1R8,113
AL109927.1,0
THEMIS2,188
RPA2,270
SMPDL3B,1
RP11-460I13.2,0
XKR8,51
EYA3,73
PTAFR,45
DNAJC8,492
AL353354.1,0
AL353354.2,13
ATPIF1,849
RP5-1092A3.4,34
RP5-1092A3.5,0
SESN2,20
MED18,19
PHACTR4,244
RCC1,64
TRNAU1AP,157
SNHG12,253
TAF12,201
RAB42,1
RP11-442N24__B.1,4
RNU11,5
GMEB1,139
YTHDF2,221
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,1
EPB41,301
TMEM200B,1
RP11-242O24.3,0
SRSF4,280
RP11-242O24.5,2
MECR,35
RP11-467D18.2,0
PTPRU,0
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,1
MATN1-AS1,46
LAPTM5,2727
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,1
SDC3,3
PUM1,211
NKAIN1,0
SNRNP40,195
ZCCHC17,175
RP11-266K22.2,1
FABP3,0
SERINC2,15
AC114494.1,0
RP11-439L8.3,15
RP11-439L8.4,10
RP11-73M7.1,0
TINAGL1,3
HCRTR1,0
PEF1,118
RP11-73M7.6,1
RP11-73M7.9,2
COL16A1,1
BAI2,3
RP11-84A19.3,0
SPOCD1,2
RP11-84A19.2,2
RP11-84A19.4,5
PTP4A2,521
AL136115.1,2
RP4-534N18.2,1
KHDRBS1,325
RP11-277A4.4,5
TMEM39B,55
KPNA6,183
TXLNA,76
CCDC28B,107
RP4-622L5.7,2
IQCC,22
DCDC2B,1
TMEM234,50
EIF3I,433
FAM167B,3
LCK,733
HDAC1,260
MARCKSL1,61
RP4-811H24.9,0
TSSK3,1
FAM229A,3
BSDC1,243
RP1-27O5.3,0
ZBTB8B,39
ZBTB8A,46
ZBTB8OS,230
RBBP4,416
SYNC,82
RP11-114B7.6,0
KIAA1522,2
YARS,81
S100PBP,147
FNDC5,2
HPCA,0
TMEM54,0
RNF19B,17
FKSG48,0
RP1-117O3.2,0
AK2,179
ADC,18
TRIM62,12
ZNF362,31
RP11-415J8.7,0
A3GALT2,0
RP11-415J8.3,0
PHC2,74
RP11-415J8.5,0
ZSCAN20,8
CSMD2,12
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,168
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,0
RP5-997D16.2,0
DLGAP3,13
RP11-244H3.4,1
ZMYM6NB,0
ZMYM6,85
ZMYM1,41
SFPQ,380
ZMYM4,84
ZMYM4-AS1,0
KIAA0319L,131
NCDN,10
RP4-728D4.2,41
TFAP2E,2
PSMB2,348
C1orf216,37
CLSPN,126
RP11-435D7.3,0
AGO4,82
AGO1,82
RP4-789D17.5,0
AGO3,277
RP4-665N4.8,0
TEKT2,0
ADPRHL2,85
COL8A2,5
TRAPPC3,223
MAP7D1,60
THRAP3,623
SH3D21,11
EVA1B,9
RP11-268J15.5,2
STK40,40
LSM10,343
OSCP1,4
MRPS15,318
CSF3R,268
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,34
ZC3H12A,51
MEAF6,392
SNIP1,44
DNALI1,0
GNL2,73
RSPO1,9
C1orf109,75
CDCA8,46
EPHA10,2
MANEAL,2
RP11-109P14.9,0
YRDC,14
C1orf122,101
MTF1,76
AL929472.1,0
RP11-109P14.10,53
INPP5B,92
SF3A3,186
FHL3,19
UTP11L,85
POU3F1,0
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,0
RRAGC,67
RP5-864K19.4,11
MYCBP,104
GJA9,0
RHBDL2,4
AKIRIN1,111
NDUFS5,1284
MACF1,402
RP11-420K8.1,0
KIAA0754,20
BMP8A,0
RP11-69E11.4,30
PABPC4,145
RP11-69E11.8,0
HEYL,1
RP1-144F13.3,0
NT5C1A,0
HPCAL4,8
PPIE,172
BMP8B,14
OXCT2,0
RP1-118J21.25,0
TRIT1,41
MYCL,33
RP1-118J21.5,0
MFSD2A,16
CAP1,896
PPT1,219
RLF,95
TMCO2,0
RP1-39G22.7,78
ZMPSTE24,61
COL9A2,29
SMAP2,475
ZFP69B,9
ZFP69,7
RP11-656D10.3,10
EXO5,25
RP11-656D10.5,0
RP11-656D10.6,1
ZNF684,13
RIMS3,30
RP4-739H11.3,0
NFYC-AS1,32
NFYC,102
KCNQ4,0
CITED4,5
RP5-1066H13.4,0
CTPS1,45
SLFNL1,2
SCMH1,118
RP11-399E6.1,1
FOXO6,1
RP11-399E6.4,0
EDN2,0
HIVEP3,52
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,92
RIMKLA,2
ZMYND12,2
PPCS,395
CCDC30,40
PPIH,150
RP5-994D16.3,1
YBX1,785
CLDN19,1
LEPRE1,74
C1orf50,98
RP5-994D16.9,0
CCDC23,194
ERMAP,17
RP11-342M1.3,10
ZNF691,26
SLC2A1,30
SLC2A1-AS1,14
FAM183A,0
EBNA1BP2,124
WDR65,1
TMEM125,7
C1orf210,0
TIE1,8
MPL,0
RP1-92O14.3,20
CDC20,36
ELOVL1,113
MED8,96
RP1-92O14.6,1
SZT2,85
SZT2-AS1,0
HYI,45
HYI-AS1,0
PTPRF,7
KDM4A,36
KDM4A-AS1,16
ST3GAL3,25
RP11-184I16.4,0
ARTN,0
RP11-7O11.3,4
IPO13,22
DPH2,37
ATP6V0B,556
B4GALT2,5
CCDC24,8
SLC6A9,0
RP5-1198O20.4,0
KLF17,5
DMAP1,123
ERI3,66
RNF220,90
TMEM53,19
C1orf228,164
KIF2C,20
RP11-269F19.2,3
RPS8,29175
BEST4,4
PLK3,59
TCTEX1D4,1
BTBD19,6
PTCH2,20
EIF2B3,79
HECTD3,25
UROD,100
ZSWIM5,0
HPDL,5
MUTYH,64
TOE1,50
TESK2,32
CCDC163P,8
MMACHC,8
PRDX1,777
AKR1A1,412
NASP,361
CCDC17,2
GPBP1L1,263
TMEM69,84
IPP,49
MAST2,9
PIK3R3,39
RP4-533D7.4,0
RP4-533D7.5,0
TSPAN1,0
RP11-322N21.2,0
POMGNT1,60
LURAP1,4
RAD54L,12
LRRC41,62
UQCRH,1901
NSUN4,43
FAAH,16
RP5-1109J22.2,0
LINC00505,0
DMBX1,3
MKNK1-AS1,0
KNCN,0
MKNK1,116
MOB3C,29
ATPAF1,26
EFCAB14,269
TEX38,0
EFCAB14-AS1,1
CYP4B1,1
CYP4A11,0
CYP4X1,0
CYP4Z1,0
CYP4A22-AS1,4
CYP4A22,0
LINC00853,2
PDZK1IP1,0
TAL1,1
RP1-18D14.7,0
STIL,19
CMPK1,164
RP11-511I2.2,1
FOXE3,0
FOXD2-AS1,9
FOXD2,2
RP11-543D5.1,0
TRABD2B,0
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,1
RP5-1024N4.4,1
SPATA6,25
AGBL4,0
BEND5,48
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,0
ELAVL4,0
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,2
FAF1,31
RP5-850O15.3,0
CDKN2C,34
C1orf185,0
RP11-296A18.3,4
RNF11,49
RP11-296A18.6,2
TTC39A,30
RP11-275F13.1,3
EPS15,182
RP11-253A20.1,2
RP11-191G24.1,0
OSBPL9,150
NRD1,398
RP4-657D16.3,2
RP4-657D16.6,0
RAB3B,41
TXNDC12,230
KTI12,50
RP11-91A18.4,0
TXNDC12-AS1,0
BTF3L4,223
ZFYVE9,4
CC2D1B,44
RP11-155O18.6,0
ORC1,6
PRPF38A,328
ZCCHC11,514
RP11-25O10.2,1
GPX7,87
FAM159A,43
COA7,17
ZYG11B,62
ZYG11A,1
RP4-631H13.2,0
ECHDC2,230
SCP2,390
PODN,0
RP11-334A14.5,0
SLC1A7,2
RP11-334A14.8,0
CPT2,45
RP5-1024G6.2,0
C1orf123,163
RP5-1024G6.7,5
MAGOH,337
RP5-1024G6.5,2
RP5-1024G6.8,2
LRP8,34
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,6
RP11-117D22.1,0
RP11-117D22.2,112
DMRTB1,0
GLIS1,0
NDC1,41
YIPF1,48
DIO1,1
HSPB11,313
LRRC42,34
LDLRAD1,0
RP4-758J24.5,1
TMEM59,730
TCEANC2,53
AL161915.1,4
CDCP2,0
RP11-446E24.4,1
AL357673.1,36
CYB5RL,20
MRPL37,147
SSBP3,76
SSBP3-AS1,0
RP5-997D24.3,0
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,22
FAM151A,0
MROH7-TTC4,0
MROH7,2
TTC4,18
PARS2,12
TTC22,5
RP11-67L3.2,0
C1orf177,1
DHCR24,8
RP11-67L3.5,0
RP11-67L3.4,0
TMEM61,0
RP11-12C17.2,0
BSND,3
PCSK9,9
USP24,105
RP11-101C11.1,2
RP11-466L17.1,1
RP11-90C4.1,1
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,1
RP4-710M16.2,0
PPAP2B,13
PRKAA2,7
C1orf168,0
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,7
RP6-102O10.1,1
DAB1-AS1,0
RP11-393I23.4,0
OMA1,141
TACSTD2,0
MYSM1,106
JUN,145
LINC01135,2
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,1
RP4-794H19.4,9
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,1
RP11-467C18.1,0
FGGY,25
RP4-782L23.2,0
RP4-782L23.1,1
HOOK1,17
CYP2J2,1
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,0
RP11-436K8.1,0
NFIA,33
RP4-668G5.1,3
RP5-833A20.1,0
TM2D1,313
RP11-430G17.3,3
INADL,94
L1TD1,11
KANK4,0
USP1,375
DOCK7,17
ANGPTL3,0
AL138847.1,0
RP11-230B22.1,0
ATG4C,84
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,1
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,3
FOXD3,1
ALG6,55
ITGB3BP,166
EFCAB7,35
DLEU2L,34
PGM1,72
ROR1,8
RP11-24J23.2,4
UBE2U,0
CACHD1,2
RAVER2,9
JAK1,362
RP11-182I10.3,2
RP4-535B20.4,1
RP4-535B20.1,0
AK4,10
DNAJC6,2
RP5-1044H5.1,0
LEPR,21
LEPROT,208
PDE4B,98
RP11-397C12.1,0
SGIP1,1
AL139147.1,2
TCTEX1D1,13
INSL5,0
WDR78,12
RP11-342H21.2,0
MIER1,366
SLC35D1,61
C1orf141,1
IL23R,29
IL12RB2,6
SERBP1,1028
RP4-763G1.2,1
GADD45A,73
GNG12,1
GNG12-AS1,0
DIRAS3,0
WLS,12
RPE65,0
DEPDC1,26
RP4-694A7.2,0
RP4-694A7.4,1
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,16
RP11-181B18.1,0
LRRC40,47
SRSF11,735
RP4-677H15.4,0
ANKRD13C,79
HHLA3,62
RP11-180O5.2,0
CTH,9
RP11-42O15.3,2
RP5-952N6.1,0
RP11-99H8.1,0
PTGER3,1
RP3-333A15.1,0
ZRANB2-AS1,0
ZRANB2,784
RP11-386O9.2,0
NEGR1,37
RP11-82L20.1,0
RP4-660H19.1,1
RP11-262K1.1,0
RP4-598G3.1,4
RP4-788P17.1,0
LRRIQ3,13
FPGT,28
FPGT-TNNI3K,0
TNNI3K,0
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,0
RP4-612J11.1,0
RP11-17E13.2,2
CRYZ,42
TYW3,130
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,0
RP4-682C21.5,0
ACADM,187
RABGGTB,228
MSH4,1
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,7
RP5-1102E8.3,1
RP11-415A20.1,0
ST6GALNAC5,0
RP4-564M11.2,0
PIGK,61
AK5,76
RP11-375A5.1,0
ZZZ3,84
USP33,199
FAM73A,128
NEXN-AS1,5
NEXN,20
FUBP1,318
DNAJB4,20
GIPC2,4
RP11-386I14.4,37
PTGFR,0
IFI44L,98
IFI44,89
ELTD1,1
RP4-726F1.1,0
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,104
LPHN2,0
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,1
RP11-413G15.1,0
RP11-475O6.1,22
RP5-836J3.1,1
TTLL7,157
RP11-486G15.2,23
PRKACB,273
SAMD13,11
DNASE2B,0
RPF1,120
GNG5,1121
CTBS,163
C1orf180,0
SSX2IP,52
LPAR3,13
MCOLN2,43
WDR63,1
MCOLN3,22
SYDE2,12
C1orf52,199
BCL10,95
RP11-131L23.1,21
DDAH1,3
RP11-131L23.2,0
RP11-290M5.4,0
CYR61,2
RP11-290M5.2,0
ZNHIT6,127
COL24A1,7
ODF2L,580
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,0
RP4-612B15.3,7
SH3GLB1,338
15-Sep,787
HS2ST1,38
RP4-604K5.3,1
RP4-604K5.2,4
RP5-1052I5.2,0
LINC01140,0
LMO4,157
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,2
PKN2,315
GTF2B,103
CCBL2,96
RBMXL1,96
GBP3,169
GBP1,225
GBP2,253
GBP7,23
GBP4,155
GBP5,183
RP4-620F22.2,0
GBP6,2
LRRC8B,54
RP5-1007M22.2,26
LRRC8C,70
RP11-302M6.4,0
RP5-943J3.2,1
LRRC8D,66
RP11-302M6.5,0
ZNF326,168
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,3
RP4-665J23.2,0
RP4-665J23.4,3
ZNF644,248
HFM1,2
CDC7,23
TGFBR3,49
BRDT,6
EPHX4,4
BTBD8,20
KIAA1107,12
RP4-621B10.8,0
C1orf146,1
GLMN,176
RPAP2,248
GFI1,16
EVI5,102
RPL5,15623
FAM69A,18
MTF2,439
TMED5,220
CCDC18,167
DR1,299
FNBP1L,25
BCAR3,5
RP5-1033H22.2,0
RP4-561L24.3,3
DNTTIP2,228
GCLM,57
ABCA4,1
RP11-78O9.1,0
ARHGAP29,6
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,50
F3,1
RP11-86H7.6,0
RP11-86H7.7,0
LINC01057,2
SLC44A3,3
CNN3,32
RP4-639F20.1,4
ALG14,43
RP11-313A24.1,0
TMEM56,10
TMEM56-RWDD3,0
RP11-57H12.3,1
RWDD3,12
RP11-57H12.5,1
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,0
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,62
DPYD,178
DPYD-AS1,0
DPYD-AS2,1
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,1
RP5-1070A16.1,0
SNX7,0
LPPR5,0
RP5-896L10.1,0
LPPR4,0
RP11-413P11.1,0
PALMD,1
FRRS1,11
AGL,97
RP5-884G6.2,5
SLC35A3,121
HIAT1,179
RP4-714D9.2,0
SASS6,64
TRMT13,265
LRRC39,0
DBT,81
RP11-305E17.6,7
RTCA,110
RP5-837M10.2,0
CDC14A,147
RP5-837M10.4,0
GPR88,1
RP11-84O12.4,0
VCAM1,32
EXTL2,32
RP4-549L20.3,0
SLC30A7,125
DPH5,181
AC093157.1,27
RP11-421L21.2,3
RP11-421L21.3,57
RP4-575N6.4,19
S1PR1,67
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,0
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,0
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,192
AMY2B,25
AMY2A,0
AMY1A,2
AMY1B,3
AMY1C,0
RP11-364B6.1,6
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,36
NTNG1,3
VAV3,73
VAV3-AS1,10
RP11-356N1.2,2
SLC25A24,91
RP11-483I13.5,9
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
FAM102B,27
HENMT1,108
PRPF38B,989
