,BMM2_Benign
HES3,0
GPR153,6
ACOT7,64
RP1-202O8.3,21
HES2,37
ESPN,9
RP1-202O8.2,1
TNFRSF25,818
PLEKHG5,9
NOL9,148
TAS1R1,0
ZBTB48,91
KLHL21,41
PHF13,38
THAP3,171
DNAJC11,82
RP11-242F24.1,22
RP11-312B8.1,2
CAMTA1,683
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,262
PER3,35
RP3-467L1.4,3
UTS2,34
TNFRSF9,50
PARK7,2294
ERRFI1,3
RP11-431K24.1,2
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,6
RERE,175
RP5-1115A15.1,13
RP4-633I8.4,0
ENO1,2094
ENO1-AS1,8
CA6,44
SLC2A7,0
SLC2A5,12
GPR157,37
RP3-510D11.1,0
RP3-510D11.2,1
H6PD,122
SPSB1,2
RP13-392I16.1,0
SLC25A33,30
TMEM201,19
PIK3CD,263
C1orf200,19
RP11-558F24.4,17
CLSTN1,182
CTNNBIP1,44
RP11-84A14.5,0
LZIC,335
NMNAT1,114
RBP7,21
UBE4B,157
KIF1B,93
PGD,160
RP4-736L20.3,0
APITD1,55
APITD1-CORT,4
CORT,1
DFFA,350
RP5-1113E3.3,4
PEX14,87
CASZ1,38
RP4-734G22.3,2
C1orf127,1
TARDBP,737
MASP2,3
RP4-635E18.8,110
SRM,49
EXOSC10,219
RP4-635E18.7,6
RP4-635E18.6,4
MTOR,101
MTOR-AS1,0
ANGPTL7,1
UBIAD1,231
PTCHD2,0
RP1-69M21.2,1
FBXO2,18
FBXO44,409
FBXO6,135
MAD2L2,684
DRAXIN,62
AGTRAP,338
C1orf167,10
RP11-56N19.5,2
MTHFR,120
CLCN6,79
NPPA-AS1,5
NPPA,0
NPPB,0
KIAA2013,133
PLOD1,12
MFN2,64
MIIP,351
TNFRSF8,3
TNFRSF1B,313
VPS13D,202
RP5-888M10.2,1
DHRS3,163
RP11-474O21.5,1
AADACL4,0
AADACL3,0
C1orf158,2
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,15
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,0
RP4-597A16.2,1
PDPN,1
CTA-520D8.2,0
PRDM2,422
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,2
TMEM51,0
C1orf195,0
FHAD1,2
RP3-467K16.2,0
RP3-467K16.7,0
RP3-467K16.4,6
EFHD2,191
CTRC,1
CELA2A,2
CELA2B,0
CASP9,25
DNAJC16,120
RP4-680D5.8,1
AGMAT,95
RP4-680D5.2,5
DDI2,159
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,71
RP11-288I21.1,0
SLC25A34,5
RP11-169K16.4,0
TMEM82,0
FBLIM1,100
RP11-169K16.9,224
SPEN,233
ZBTB17,140
C1orf64,0
RP11-5P18.5,0
HSPB7,0
CLCNKA,0
CLCNKB,0
FAM131C,0
EPHA2,3
RP11-276H7.2,1
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,58
C1orf134,5
RSG1,20
FBXO42,197
SZRD1,381
SPATA21,12
NECAP2,793
RP4-798A10.2,27
RP4-798A10.7,35
RP4-798A10.4,1
U1,1
FAM231B,0
NBPF1,237
RP5-1182A14.5,0
CROCCP2,352
FAM231A,0
FAM231C,0
CROCC,39
RP11-108M9.1,0
RP11-108M9.2,0
U1,2
RP11-108M9.4,143
RP11-108M9.6,39
MFAP2,0
RP1-37C10.3,0
ATP13A2,71
SDHB,456
PADI2,6
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,114
AC004824.2,1
RP1-20B21.4,3
RCC2,173
ARHGEF10L,0
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,0
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,0
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,13
IFFO2,39
UBR4,203
RP1-43E13.2,23
EMC1,66
MRTO4,188
AKR7A3,1
AKR7A2,45
PQLC2,46
CAPZB,2320
RP5-1056L3.1,0
MINOS1-NBL1,1
MINOS1,1927
NBL1,14
HTR6,0
TMCO4,79
RNF186,0
RP11-91K11.2,0
OTUD3,28
PLA2G2E,0
PLA2G2A,0
PLA2G5,0
PLA2G2D,13
PLA2G2F,0
RP3-340N1.2,0
PLA2G2C,2
UBXN10-AS1,14
UBXN10,4
RP3-340N1.6,0
VWA5B1,1
RP4-745E8.2,2
LINC01141,0
RP4-749H3.2,0
CAMK2N1,14
MUL1,103
FAM43B,0
CDA,22
PINK1,29
PINK1-AS,13
DDOST,745
KIF17,7
SH2D5,0
RP5-930J4.2,0
HP1BP3,1547
RP5-930J4.4,24
EIF4G3,150
ECE1,197
RP3-329E20.2,0
RP5-1071N3.1,8
RP11-293F5.1,0
NBPF3,54
ALPL,1
RP11-63N8.3,0
RAP1GAP,0
USP48,385
LDLRAD2,4
HSPG2,8
CELA3B,0
CELA3A,0
RP1-224A6.3,4
LINC00339,116
CDC42,3472
RP1-224A6.9,0
WNT4,1
ZBTB40,122
EPHA8,0
C1QA,2
C1QC,1
C1QB,2
EPHB2,8
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,0
KDM1A,93
RP1-184J9.2,0
LUZP1,252
HTR1D,1
RP5-1057J7.6,88
HNRNPR,1488
ZNF436,12
C1orf213,29
RP5-1057J7.7,2
TCEA3,207
ASAP3,1
E2F2,97
RP1-150O5.3,0
ID3,1437
MDS2,126
RPL11,76795
TCEB3,192
RP5-886K2.3,82
PITHD1,214
LYPLA2,432
GALE,57
HMGCL,311
FUCA1,111
CNR2,86
RP11-4M23.3,2
PNRC2,20
SRSF10,539
RP11-293P20.2,0
MYOM3,1
RP11-293P20.4,0
IL22RA1,0
IFNLR1,11
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,61
NIPAL3,411
RCAN3,484
RP4-594I10.3,522
NCMAP,141
SRRM1,2701
CLIC4,35
RUNX3,472
RP11-84D1.1,0
RP11-84D1.2,0
RP4-799D16.1,4
RP4-706G24.1,0
SYF2,1789
C1orf63,3694
RP3-465N24.6,4
RHD,8
TMEM50A,1331
RHCE,6
TMEM57,220
LDLRAP1,698
RP11-70P17.1,19
MAN1C1,43
RP1-187B23.1,119
SEPN1,47
RP1-317E23.6,0
RP1-317E23.3,4
MTFR1L,253
AL020996.1,18
RP1-317E23.7,0
AUNIP,11
RP1-125I3.2,17
PAQR7,15
STMN1,4903
PAFAH2,116
EXTL1,1
SLC30A2,10
TRIM63,0
PDIK1L,67
FAM110D,0
ZNF593,313
RP11-96L14.7,1
CNKSR1,12
CATSPER4,1
CEP85,43
SH3BGRL3,11260
UBXN11,424
CD52,18874
AIM1L,32
ZNF683,94
LIN28A,14
DHDDS,114
RP3-476K8.3,2
HMGN2,6160
RPS6KA1,443
RP5-968P14.2,2
ARID1A,433
PIGV,69
ZDHHC18,139
SFN,0
RP1-50O24.6,0
GPN2,236
GPATCH3,77
NUDC,917
NR0B2,0
C1orf172,25
TRNP1,0
FAM46B,1
SLC9A1,40
RP11-40H20.4,0
WDTC1,137
TMEM222,274
SYTL1,385
MAP3K6,90
FCN3,0
CD164L2,0
GPR3,1
WASF2,1426
RP4-752I6.1,3
RP1-159A19.4,34
AHDC1,137
FGR,258
RP11-288L9.1,3
IFI6,436
RP11-288L9.4,0
FAM76A,231
STX12,284
PPP1R8,242
AL109927.1,0
THEMIS2,104
RPA2,699
SMPDL3B,3
RP11-460I13.2,0
XKR8,84
EYA3,186
PTAFR,24
DNAJC8,1243
AL353354.1,0
AL353354.2,21
ATPIF1,2302
RP5-1092A3.4,68
RP5-1092A3.5,0
SESN2,66
MED18,58
PHACTR4,264
RCC1,145
TRNAU1AP,406
SNHG12,524
TAF12,552
RAB42,6
RP11-442N24__B.1,6
RNU11,4
GMEB1,250
YTHDF2,498
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,2
EPB41,779
TMEM200B,0
RP11-242O24.3,0
SRSF4,540
RP11-242O24.5,4
MECR,90
RP11-467D18.2,0
PTPRU,2
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,1
MATN1-AS1,93
LAPTM5,6774
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,0
SDC3,4
PUM1,307
NKAIN1,0
SNRNP40,522
ZCCHC17,439
RP11-266K22.2,0
FABP3,4
SERINC2,30
AC114494.1,0
RP11-439L8.3,9
RP11-439L8.4,6
RP11-73M7.1,0
TINAGL1,1
HCRTR1,1
PEF1,304
RP11-73M7.6,2
RP11-73M7.9,1
COL16A1,1
BAI2,4
RP11-84A19.3,0
SPOCD1,4
RP11-84A19.2,2
RP11-84A19.4,7
PTP4A2,980
AL136115.1,0
RP4-534N18.2,2
KHDRBS1,571
RP11-277A4.4,15
TMEM39B,139
KPNA6,332
TXLNA,152
CCDC28B,253
RP4-622L5.7,11
IQCC,39
DCDC2B,4
TMEM234,109
EIF3I,1059
FAM167B,16
LCK,2896
HDAC1,733
MARCKSL1,125
RP4-811H24.9,0
TSSK3,5
FAM229A,12
BSDC1,520
RP1-27O5.3,0
ZBTB8B,41
ZBTB8A,78
ZBTB8OS,632
RBBP4,895
SYNC,318
RP11-114B7.6,3
KIAA1522,4
YARS,199
S100PBP,278
FNDC5,3
HPCA,1
TMEM54,1
RNF19B,30
FKSG48,0
RP1-117O3.2,0
AK2,393
ADC,39
TRIM62,20
ZNF362,43
RP11-415J8.7,0
A3GALT2,0
RP11-415J8.3,0
PHC2,61
RP11-415J8.5,0
ZSCAN20,7
CSMD2,15
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,368
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,0
RP5-997D16.2,1
DLGAP3,15
RP11-244H3.4,10
ZMYM6NB,1
ZMYM6,138
ZMYM1,83
SFPQ,685
ZMYM4,182
ZMYM4-AS1,0
KIAA0319L,186
NCDN,25
RP4-728D4.2,111
TFAP2E,6
PSMB2,740
C1orf216,108
CLSPN,170
RP11-435D7.3,0
AGO4,87
AGO1,103
RP4-789D17.5,0
AGO3,543
RP4-665N4.8,1
TEKT2,0
ADPRHL2,207
COL8A2,1
TRAPPC3,578
MAP7D1,140
THRAP3,1288
SH3D21,8
EVA1B,5
RP11-268J15.5,6
STK40,86
LSM10,779
OSCP1,3
MRPS15,571
CSF3R,71
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,99
ZC3H12A,174
MEAF6,1338
SNIP1,71
DNALI1,2
GNL2,211
RSPO1,10
C1orf109,163
CDCA8,95
EPHA10,1
MANEAL,2
RP11-109P14.9,0
YRDC,24
C1orf122,178
MTF1,109
AL929472.1,0
RP11-109P14.10,116
INPP5B,162
SF3A3,385
FHL3,37
UTP11L,231
POU3F1,0
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,0
RRAGC,136
RP5-864K19.4,6
MYCBP,207
GJA9,0
RHBDL2,8
AKIRIN1,260
NDUFS5,2736
MACF1,947
RP11-420K8.1,1
KIAA0754,34
BMP8A,0
RP11-69E11.4,38
PABPC4,178
RP11-69E11.8,0
HEYL,0
RP1-144F13.3,0
NT5C1A,0
HPCAL4,33
PPIE,438
BMP8B,20
OXCT2,0
RP1-118J21.25,0
TRIT1,79
MYCL,12
RP1-118J21.5,0
MFSD2A,2
CAP1,1979
PPT1,415
RLF,206
TMCO2,0
RP1-39G22.7,155
ZMPSTE24,133
COL9A2,41
SMAP2,397
ZFP69B,33
ZFP69,12
RP11-656D10.3,8
EXO5,52
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,27
RIMS3,54
RP4-739H11.3,0
NFYC-AS1,41
NFYC,271
KCNQ4,1
CITED4,2
RP5-1066H13.4,0
CTPS1,110
SLFNL1,6
SCMH1,252
RP11-399E6.1,2
FOXO6,4
RP11-399E6.4,2
EDN2,0
HIVEP3,120
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,183
RIMKLA,12
ZMYND12,4
PPCS,766
CCDC30,100
PPIH,357
RP5-994D16.3,2
YBX1,1176
CLDN19,1
LEPRE1,180
C1orf50,176
RP5-994D16.9,0
CCDC23,493
ERMAP,27
RP11-342M1.3,14
ZNF691,66
SLC2A1,93
SLC2A1-AS1,19
FAM183A,0
EBNA1BP2,343
WDR65,1
TMEM125,1
C1orf210,1
TIE1,12
MPL,0
RP1-92O14.3,29
CDC20,102
ELOVL1,288
MED8,230
RP1-92O14.6,2
SZT2,212
SZT2-AS1,1
HYI,41
HYI-AS1,0
PTPRF,4
KDM4A,58
KDM4A-AS1,31
ST3GAL3,32
RP11-184I16.4,1
ARTN,0
RP11-7O11.3,8
IPO13,33
DPH2,104
ATP6V0B,1175
B4GALT2,2
CCDC24,19
SLC6A9,1
RP5-1198O20.4,0
KLF17,4
DMAP1,324
ERI3,136
RNF220,195
TMEM53,39
C1orf228,176
KIF2C,26
RP11-269F19.2,2
RPS8,68440
BEST4,14
PLK3,172
TCTEX1D4,1
BTBD19,21
PTCH2,18
EIF2B3,168
HECTD3,49
UROD,265
ZSWIM5,6
HPDL,12
MUTYH,204
TOE1,124
TESK2,58
CCDC163P,102
MMACHC,11
PRDX1,2121
AKR1A1,751
NASP,725
CCDC17,6
GPBP1L1,369
TMEM69,218
IPP,116
MAST2,15
PIK3R3,135
RP4-533D7.4,0
RP4-533D7.5,1
TSPAN1,0
RP11-322N21.2,0
POMGNT1,119
LURAP1,4
RAD54L,16
LRRC41,142
UQCRH,3482
NSUN4,61
FAAH,34
RP5-1109J22.2,0
LINC00505,1
DMBX1,4
MKNK1-AS1,0
KNCN,0
MKNK1,253
MOB3C,72
ATPAF1,50
EFCAB14,520
TEX38,1
EFCAB14-AS1,0
CYP4B1,2
CYP4A11,0
CYP4X1,0
CYP4Z1,0
CYP4A22-AS1,15
CYP4A22,0
LINC00853,1
PDZK1IP1,4
TAL1,5
RP1-18D14.7,0
STIL,23
CMPK1,333
RP11-511I2.2,1
FOXE3,0
FOXD2-AS1,7
FOXD2,6
RP11-543D5.1,0
TRABD2B,1
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,0
RP5-1024N4.4,0
SPATA6,38
AGBL4,2
BEND5,78
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,0
ELAVL4,0
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,10
FAF1,51
RP5-850O15.3,0
CDKN2C,70
C1orf185,0
RP11-296A18.3,6
RNF11,88
RP11-296A18.6,1
TTC39A,22
RP11-275F13.1,3
EPS15,438
RP11-253A20.1,0
RP11-191G24.1,2
OSBPL9,257
NRD1,762
RP4-657D16.3,4
RP4-657D16.6,1
RAB3B,56
TXNDC12,643
KTI12,132
RP11-91A18.4,1
TXNDC12-AS1,0
BTF3L4,655
ZFYVE9,15
CC2D1B,75
RP11-155O18.6,0
ORC1,16
PRPF38A,780
ZCCHC11,1165
RP11-25O10.2,1
GPX7,179
FAM159A,114
COA7,24
ZYG11B,108
ZYG11A,8
RP4-631H13.2,0
ECHDC2,469
SCP2,985
PODN,1
RP11-334A14.5,0
SLC1A7,10
RP11-334A14.8,0
CPT2,96
RP5-1024G6.2,1
C1orf123,409
RP5-1024G6.7,7
MAGOH,858
RP5-1024G6.5,3
RP5-1024G6.8,5
LRP8,32
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,16
RP11-117D22.1,0
RP11-117D22.2,59
DMRTB1,0
GLIS1,0
NDC1,59
YIPF1,132
DIO1,0
HSPB11,681
LRRC42,75
LDLRAD1,0
RP4-758J24.5,6
TMEM59,1812
TCEANC2,106
AL161915.1,6
CDCP2,0
RP11-446E24.4,2
AL357673.1,44
CYB5RL,30
MRPL37,284
SSBP3,153
SSBP3-AS1,0
RP5-997D24.3,7
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,34
FAM151A,0
MROH7-TTC4,0
MROH7,4
TTC4,48
PARS2,26
TTC22,16
RP11-67L3.2,0
C1orf177,5
DHCR24,6
RP11-67L3.5,0
RP11-67L3.4,0
TMEM61,0
RP11-12C17.2,0
BSND,0
PCSK9,0
USP24,160
RP11-101C11.1,4
RP11-466L17.1,0
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,0
RP4-710M16.2,0
PPAP2B,4
PRKAA2,4
C1orf168,0
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,10
RP6-102O10.1,1
DAB1-AS1,0
RP11-393I23.4,0
OMA1,306
TACSTD2,1
MYSM1,293
JUN,264
LINC01135,1
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,2
RP4-794H19.4,11
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,0
RP11-467C18.1,0
FGGY,49
RP4-782L23.2,0
RP4-782L23.1,1
HOOK1,83
CYP2J2,3
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,0
RP11-436K8.1,2
NFIA,89
RP4-668G5.1,12
RP5-833A20.1,0
TM2D1,675
RP11-430G17.3,5
INADL,239
L1TD1,14
KANK4,0
USP1,822
DOCK7,34
ANGPTL3,0
AL138847.1,1
RP11-230B22.1,0
ATG4C,128
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,2
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,15
FOXD3,0
ALG6,155
ITGB3BP,366
EFCAB7,84
DLEU2L,67
PGM1,179
ROR1,31
RP11-24J23.2,10
UBE2U,0
CACHD1,7
RAVER2,15
JAK1,675
RP11-182I10.3,2
RP4-535B20.4,1
RP4-535B20.1,1
AK4,3
DNAJC6,4
RP5-1044H5.1,0
LEPR,21
LEPROT,376
PDE4B,249
RP11-397C12.1,0
SGIP1,1
AL139147.1,1
TCTEX1D1,1
INSL5,0
WDR78,12
RP11-342H21.2,0
MIER1,774
SLC35D1,98
C1orf141,0
IL23R,35
IL12RB2,24
SERBP1,2119
RP4-763G1.2,1
GADD45A,93
GNG12,1
GNG12-AS1,0
DIRAS3,0
WLS,1
RPE65,0
DEPDC1,43
RP4-694A7.2,0
RP4-694A7.4,0
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,40
RP11-181B18.1,0
LRRC40,95
SRSF11,1955
RP4-677H15.4,0
ANKRD13C,163
HHLA3,113
RP11-180O5.2,0
CTH,13
RP11-42O15.3,0
RP5-952N6.1,0
RP11-99H8.1,1
PTGER3,0
RP3-333A15.1,0
ZRANB2-AS1,2
ZRANB2,1768
RP11-386O9.2,0
NEGR1,44
RP11-82L20.1,0
RP4-660H19.1,0
RP11-262K1.1,0
RP4-598G3.1,5
RP4-788P17.1,0
LRRIQ3,49
FPGT,51
FPGT-TNNI3K,0
TNNI3K,0
RP11-439H8.4,1
RP4-650F12.2,0
LRRC53,0
C1orf173,0
RP4-612J11.1,0
RP11-17E13.2,2
CRYZ,103
TYW3,320
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,3
RP4-682C21.5,0
ACADM,481
RABGGTB,537
MSH4,1
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,7
RP5-1102E8.3,0
RP11-415A20.1,0
ST6GALNAC5,0
RP4-564M11.2,0
PIGK,113
AK5,69
RP11-375A5.1,0
ZZZ3,227
USP33,484
FAM73A,268
NEXN-AS1,11
NEXN,23
FUBP1,667
DNAJB4,83
GIPC2,2
RP11-386I14.4,29
PTGFR,0
IFI44L,124
IFI44,157
ELTD1,0
RP4-726F1.1,1
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,187
LPHN2,2
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,2
RP11-170N11.1,0
RP11-413G15.1,0
RP11-475O6.1,36
RP5-836J3.1,2
TTLL7,177
RP11-486G15.2,54
PRKACB,581
SAMD13,6
DNASE2B,0
RPF1,330
GNG5,1888
CTBS,233
C1orf180,0
SSX2IP,85
LPAR3,13
MCOLN2,114
WDR63,4
MCOLN3,51
SYDE2,17
C1orf52,481
BCL10,257
RP11-131L23.1,29
DDAH1,1
RP11-131L23.2,0
RP11-290M5.4,0
CYR61,0
RP11-290M5.2,0
ZNHIT6,280
COL24A1,7
ODF2L,1182
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,1
RP4-612B15.3,20
SH3GLB1,598
15-Sep,2080
HS2ST1,80
RP4-604K5.3,3
RP4-604K5.2,4
RP5-1052I5.2,0
LINC01140,0
LMO4,199
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,0
PKN2,592
GTF2B,293
CCBL2,196
RBMXL1,193
GBP3,384
GBP1,365
GBP2,559
GBP7,40
GBP4,270
GBP5,456
RP4-620F22.2,1
GBP6,3
LRRC8B,87
RP5-1007M22.2,72
LRRC8C,160
RP11-302M6.4,0
RP5-943J3.2,0
LRRC8D,86
RP11-302M6.5,0
ZNF326,409
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,2
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,724
HFM1,2
CDC7,29
TGFBR3,115
BRDT,10
EPHX4,7
BTBD8,27
KIAA1107,20
RP4-621B10.8,0
C1orf146,0
GLMN,456
RPAP2,524
GFI1,24
EVI5,82
RPL5,35839
FAM69A,49
MTF2,935
TMED5,437
CCDC18,255
DR1,562
FNBP1L,41
BCAR3,8
RP5-1033H22.2,0
RP4-561L24.3,4
DNTTIP2,615
GCLM,118
ABCA4,0
RP11-78O9.1,0
ARHGAP29,4
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,87
F3,4
RP11-86H7.6,0
RP11-86H7.7,0
LINC01057,2
SLC44A3,1
CNN3,57
RP4-639F20.1,0
ALG14,82
RP11-313A24.1,0
TMEM56,30
TMEM56-RWDD3,0
RP11-57H12.3,2
RWDD3,23
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,0
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,125
DPYD,234
DPYD-AS1,2
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,7
LPPR5,0
RP5-896L10.1,0
LPPR4,0
RP11-413P11.1,0
PALMD,0
FRRS1,7
AGL,250
RP5-884G6.2,4
SLC35A3,202
HIAT1,379
RP4-714D9.2,0
SASS6,145
TRMT13,605
LRRC39,1
DBT,157
RP11-305E17.6,10
RTCA,334
RP5-837M10.2,0
CDC14A,309
RP5-837M10.4,0
GPR88,0
RP11-84O12.4,0
VCAM1,5
EXTL2,42
RP4-549L20.3,4
SLC30A7,238
DPH5,422
AC093157.1,42
RP11-421L21.2,8
RP11-421L21.3,177
RP4-575N6.4,96
S1PR1,279
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,0
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,0
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,403
AMY2B,35
AMY2A,0
AMY1A,0
AMY1B,1
AMY1C,0
RP11-364B6.1,7
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,1
RP11-233E12.1,0
PRMT6,112
NTNG1,5
VAV3,113
VAV3-AS1,5
RP11-356N1.2,1
SLC25A24,103
RP11-483I13.5,16
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
