,BMET3_Distal
HES3,0
GPR153,2
ACOT7,80
RP1-202O8.3,12
HES2,15
ESPN,3
RP1-202O8.2,0
TNFRSF25,206
PLEKHG5,5
NOL9,91
TAS1R1,1
ZBTB48,72
KLHL21,47
PHF13,30
THAP3,130
DNAJC11,90
RP11-242F24.1,9
RP11-312B8.1,4
CAMTA1,797
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,1
VAMP3,377
PER3,18
RP3-467L1.4,1
UTS2,11
TNFRSF9,0
PARK7,1891
ERRFI1,0
RP11-431K24.1,0
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,0
RERE,173
RP5-1115A15.1,10
RP4-633I8.4,0
ENO1,2809
ENO1-AS1,3
CA6,3
SLC2A7,1
SLC2A5,21
GPR157,25
RP3-510D11.1,0
RP3-510D11.2,2
H6PD,129
SPSB1,1
RP13-392I16.1,0
SLC25A33,24
TMEM201,20
PIK3CD,161
C1orf200,10
RP11-558F24.4,44
CLSTN1,119
CTNNBIP1,51
RP11-84A14.5,0
LZIC,279
NMNAT1,81
RBP7,986
UBE4B,158
KIF1B,124
PGD,565
RP4-736L20.3,0
APITD1,70
APITD1-CORT,2
CORT,1
DFFA,171
RP5-1113E3.3,2
PEX14,43
CASZ1,13
RP4-734G22.3,1
C1orf127,2
TARDBP,588
MASP2,2
RP4-635E18.8,73
SRM,143
EXOSC10,176
RP4-635E18.7,8
RP4-635E18.6,8
MTOR,82
MTOR-AS1,0
ANGPTL7,0
UBIAD1,88
PTCHD2,0
RP1-69M21.2,0
FBXO2,8
FBXO44,113
FBXO6,113
MAD2L2,333
DRAXIN,37
AGTRAP,911
C1orf167,7
RP11-56N19.5,0
MTHFR,190
CLCN6,60
NPPA-AS1,13
NPPA,0
NPPB,0
KIAA2013,132
PLOD1,48
MFN2,64
MIIP,264
TNFRSF8,24
TNFRSF1B,577
VPS13D,126
RP5-888M10.2,1
DHRS3,87
RP11-474O21.5,0
AADACL4,0
AADACL3,0
C1orf158,0
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,12
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,0
RP4-597A16.2,0
PDPN,2
CTA-520D8.2,0
PRDM2,346
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,2
TMEM51,0
C1orf195,0
FHAD1,4
RP3-467K16.2,3
RP3-467K16.7,0
RP3-467K16.4,6
EFHD2,390
CTRC,2
CELA2A,2
CELA2B,0
CASP9,45
DNAJC16,109
RP4-680D5.8,1
AGMAT,46
RP4-680D5.2,3
DDI2,217
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,94
RP11-288I21.1,0
SLC25A34,7
RP11-169K16.4,0
TMEM82,0
FBLIM1,35
RP11-169K16.9,173
SPEN,290
ZBTB17,96
C1orf64,3
RP11-5P18.5,0
HSPB7,0
CLCNKA,0
CLCNKB,0
FAM131C,0
EPHA2,0
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,38
C1orf134,6
RSG1,19
FBXO42,130
SZRD1,224
SPATA21,0
NECAP2,378
RP4-798A10.2,18
RP4-798A10.7,27
RP4-798A10.4,1
U1,0
FAM231B,0
NBPF1,97
RP5-1182A14.5,0
CROCCP2,148
FAM231A,0
FAM231C,0
CROCC,33
RP11-108M9.1,0
RP11-108M9.2,0
U1,1
RP11-108M9.4,114
RP11-108M9.6,13
MFAP2,5
RP1-37C10.3,0
ATP13A2,62
SDHB,516
PADI2,79
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,151
AC004824.2,0
RP1-20B21.4,0
RCC2,166
ARHGEF10L,14
RP11-473A10.2,0
ACTL8,3
RP11-174G17.2,0
IGSF21,0
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,0
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,23
IFFO2,16
UBR4,344
RP1-43E13.2,28
EMC1,84
MRTO4,217
AKR7A3,0
AKR7A2,103
PQLC2,34
CAPZB,1697
RP5-1056L3.1,0
MINOS1-NBL1,0
MINOS1,1621
NBL1,23
HTR6,0
TMCO4,67
RNF186,0
RP11-91K11.2,0
OTUD3,29
PLA2G2E,0
PLA2G2A,0
PLA2G5,0
PLA2G2D,8
PLA2G2F,0
RP3-340N1.2,0
PLA2G2C,5
UBXN10-AS1,22
UBXN10,20
RP3-340N1.6,0
VWA5B1,1
RP4-745E8.2,2
LINC01141,0
RP4-749H3.2,0
CAMK2N1,12
MUL1,63
FAM43B,0
CDA,605
PINK1,47
PINK1-AS,9
DDOST,633
KIF17,1
SH2D5,0
RP5-930J4.2,0
HP1BP3,1226
RP5-930J4.4,7
EIF4G3,247
ECE1,162
RP3-329E20.2,0
RP5-1071N3.1,3
RP11-293F5.1,0
NBPF3,22
ALPL,0
RP11-63N8.3,0
RAP1GAP,0
USP48,362
LDLRAD2,1
HSPG2,5
CELA3B,0
CELA3A,0
RP1-224A6.3,3
LINC00339,157
CDC42,2836
RP1-224A6.9,4
WNT4,1
ZBTB40,84
EPHA8,0
C1QA,102
C1QC,35
C1QB,73
EPHB2,9
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,0
KDM1A,104
RP1-184J9.2,0
LUZP1,182
HTR1D,0
RP5-1057J7.6,86
HNRNPR,1221
ZNF436,17
C1orf213,36
RP5-1057J7.7,1
TCEA3,37
ASAP3,0
E2F2,23
RP1-150O5.3,0
ID3,141
MDS2,79
RPL11,75139
TCEB3,177
RP5-886K2.3,76
PITHD1,258
LYPLA2,224
GALE,60
HMGCL,247
FUCA1,90
CNR2,58
RP11-4M23.3,0
PNRC2,38
SRSF10,358
RP11-293P20.2,0
MYOM3,1
RP11-293P20.4,0
IL22RA1,0
IFNLR1,12
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,47
NIPAL3,203
RCAN3,197
RP4-594I10.3,138
NCMAP,22
SRRM1,2275
CLIC4,162
RUNX3,247
RP11-84D1.1,0
RP11-84D1.2,1
RP4-799D16.1,3
RP4-706G24.1,0
SYF2,1298
C1orf63,2317
RP3-465N24.6,11
RHD,12
TMEM50A,1121
RHCE,17
TMEM57,163
LDLRAP1,298
RP11-70P17.1,8
MAN1C1,26
RP1-187B23.1,53
SEPN1,71
RP1-317E23.6,0
RP1-317E23.3,4
MTFR1L,161
AL020996.1,5
RP1-317E23.7,0
AUNIP,28
RP1-125I3.2,5
PAQR7,45
STMN1,2069
PAFAH2,60
EXTL1,0
SLC30A2,9
TRIM63,0
PDIK1L,100
FAM110D,0
ZNF593,533
RP11-96L14.7,0
CNKSR1,7
CATSPER4,0
CEP85,40
SH3BGRL3,10248
UBXN11,331
CD52,10478
AIM1L,9
ZNF683,30
LIN28A,10
DHDDS,84
RP3-476K8.3,0
HMGN2,5089
RPS6KA1,263
RP5-968P14.2,0
ARID1A,549
PIGV,62
ZDHHC18,72
SFN,0
RP1-50O24.6,1
GPN2,155
GPATCH3,77
NUDC,823
NR0B2,0
C1orf172,12
TRNP1,0
FAM46B,0
SLC9A1,35
RP11-40H20.4,1
WDTC1,139
TMEM222,166
SYTL1,312
MAP3K6,47
FCN3,0
CD164L2,0
GPR3,0
WASF2,1327
RP4-752I6.1,1
RP1-159A19.4,9
AHDC1,52
FGR,787
RP11-288L9.1,0
IFI6,526
RP11-288L9.4,0
FAM76A,154
STX12,262
PPP1R8,208
AL109927.1,0
THEMIS2,428
RPA2,493
SMPDL3B,7
RP11-460I13.2,0
XKR8,54
EYA3,100
PTAFR,126
DNAJC8,1029
AL353354.1,0
AL353354.2,3
ATPIF1,3208
RP5-1092A3.4,47
RP5-1092A3.5,0
SESN2,24
MED18,24
PHACTR4,240
RCC1,146
TRNAU1AP,246
SNHG12,414
TAF12,464
RAB42,2
RP11-442N24__B.1,3
RNU11,5
GMEB1,120
YTHDF2,527
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,1
EPB41,493
TMEM200B,0
RP11-242O24.3,0
SRSF4,457
RP11-242O24.5,4
MECR,113
RP11-467D18.2,0
PTPRU,1
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,2
MATN1-AS1,43
LAPTM5,3688
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,2
SDC3,6
PUM1,319
NKAIN1,0
SNRNP40,433
ZCCHC17,372
RP11-266K22.2,2
FABP3,1
SERINC2,37
AC114494.1,0
RP11-439L8.3,1
RP11-439L8.4,3
RP11-73M7.1,0
TINAGL1,0
HCRTR1,0
PEF1,250
RP11-73M7.6,0
RP11-73M7.9,1
COL16A1,2
BAI2,3
RP11-84A19.3,0
SPOCD1,2
RP11-84A19.2,1
RP11-84A19.4,15
PTP4A2,1169
AL136115.1,0
RP4-534N18.2,2
KHDRBS1,709
RP11-277A4.4,3
TMEM39B,101
KPNA6,248
TXLNA,124
CCDC28B,260
RP4-622L5.7,2
IQCC,25
DCDC2B,0
TMEM234,75
EIF3I,1152
FAM167B,2
LCK,646
HDAC1,334
MARCKSL1,88
RP4-811H24.9,0
TSSK3,4
FAM229A,12
BSDC1,237
RP1-27O5.3,0
ZBTB8B,22
ZBTB8A,55
ZBTB8OS,507
RBBP4,967
SYNC,182
RP11-114B7.6,4
KIAA1522,12
YARS,184
S100PBP,205
FNDC5,0
HPCA,0
TMEM54,1
RNF19B,39
FKSG48,0
RP1-117O3.2,0
AK2,418
ADC,5
TRIM62,16
ZNF362,69
RP11-415J8.7,0
A3GALT2,0
RP11-415J8.3,0
PHC2,338
RP11-415J8.5,1
ZSCAN20,3
CSMD2,12
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,423
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,17
RP5-997D16.2,0
DLGAP3,28
RP11-244H3.4,7
ZMYM6NB,0
ZMYM6,141
ZMYM1,104
SFPQ,1227
ZMYM4,199
ZMYM4-AS1,1
KIAA0319L,274
NCDN,11
RP4-728D4.2,101
TFAP2E,3
PSMB2,692
C1orf216,72
CLSPN,160
RP11-435D7.3,0
AGO4,198
AGO1,130
RP4-789D17.5,0
AGO3,408
RP4-665N4.8,0
TEKT2,0
ADPRHL2,177
COL8A2,3
TRAPPC3,452
MAP7D1,102
THRAP3,796
SH3D21,21
EVA1B,30
RP11-268J15.5,6
STK40,58
LSM10,851
OSCP1,7
MRPS15,778
CSF3R,824
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,42
ZC3H12A,62
MEAF6,1179
SNIP1,55
DNALI1,1
GNL2,208
RSPO1,8
C1orf109,132
CDCA8,63
EPHA10,3
MANEAL,3
RP11-109P14.9,0
YRDC,34
C1orf122,249
MTF1,108
AL929472.1,0
RP11-109P14.10,29
INPP5B,95
SF3A3,252
FHL3,87
UTP11L,168
POU3F1,0
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,0
RRAGC,147
RP5-864K19.4,16
MYCBP,232
GJA9,0
RHBDL2,6
AKIRIN1,234
NDUFS5,3641
MACF1,593
RP11-420K8.1,2
KIAA0754,23
BMP8A,0
RP11-69E11.4,18
PABPC4,370
RP11-69E11.8,0
HEYL,1
RP1-144F13.3,0
NT5C1A,0
HPCAL4,10
PPIE,317
BMP8B,12
OXCT2,5
RP1-118J21.25,3
TRIT1,74
MYCL,46
RP1-118J21.5,1
MFSD2A,4
CAP1,1219
PPT1,617
RLF,187
TMCO2,2
RP1-39G22.7,92
ZMPSTE24,201
COL9A2,35
SMAP2,1071
ZFP69B,10
ZFP69,8
RP11-656D10.3,11
EXO5,29
RP11-656D10.5,1
RP11-656D10.6,0
ZNF684,45
RIMS3,5
RP4-739H11.3,0
NFYC-AS1,30
NFYC,205
KCNQ4,7
CITED4,8
RP5-1066H13.4,0
CTPS1,74
SLFNL1,0
SCMH1,61
RP11-399E6.1,0
FOXO6,0
RP11-399E6.4,0
EDN2,0
HIVEP3,34
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,163
RIMKLA,7
ZMYND12,2
PPCS,576
CCDC30,66
PPIH,399
RP5-994D16.3,2
YBX1,2511
CLDN19,2
LEPRE1,142
C1orf50,184
RP5-994D16.9,0
CCDC23,324
ERMAP,94
RP11-342M1.3,11
ZNF691,39
SLC2A1,73
SLC2A1-AS1,5
FAM183A,0
EBNA1BP2,418
WDR65,0
TMEM125,13
C1orf210,0
TIE1,11
MPL,0
RP1-92O14.3,21
CDC20,90
ELOVL1,226
MED8,197
RP1-92O14.6,0
SZT2,116
SZT2-AS1,0
HYI,58
HYI-AS1,4
PTPRF,3
KDM4A,61
KDM4A-AS1,23
ST3GAL3,37
RP11-184I16.4,0
ARTN,0
RP11-7O11.3,14
IPO13,39
DPH2,83
ATP6V0B,1561
B4GALT2,38
CCDC24,8
SLC6A9,6
RP5-1198O20.4,0
KLF17,3
DMAP1,259
ERI3,148
RNF220,195
TMEM53,29
C1orf228,178
KIF2C,55
RP11-269F19.2,4
RPS8,90220
BEST4,2
PLK3,82
TCTEX1D4,2
BTBD19,9
PTCH2,15
EIF2B3,129
HECTD3,25
UROD,653
ZSWIM5,3
HPDL,32
MUTYH,85
TOE1,54
TESK2,57
CCDC163P,19
MMACHC,7
PRDX1,1591
AKR1A1,755
NASP,944
CCDC17,3
GPBP1L1,389
TMEM69,288
IPP,40
MAST2,13
PIK3R3,50
RP4-533D7.4,0
RP4-533D7.5,0
TSPAN1,1
RP11-322N21.2,0
POMGNT1,73
LURAP1,7
RAD54L,21
LRRC41,127
UQCRH,5620
NSUN4,71
FAAH,18
RP5-1109J22.2,0
LINC00505,0
DMBX1,2
MKNK1-AS1,0
KNCN,0
MKNK1,184
MOB3C,56
ATPAF1,78
EFCAB14,405
TEX38,1
EFCAB14-AS1,0
CYP4B1,0
CYP4A11,0
CYP4X1,0
CYP4Z1,0
CYP4A22-AS1,7
CYP4A22,0
LINC00853,7
PDZK1IP1,22
TAL1,58
RP1-18D14.7,1
STIL,37
CMPK1,527
RP11-511I2.2,0
FOXE3,0
FOXD2-AS1,4
FOXD2,5
RP11-543D5.1,0
TRABD2B,0
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,4
RP5-1024N4.4,2
SPATA6,84
AGBL4,0
BEND5,51
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,0
ELAVL4,0
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,5
FAF1,89
RP5-850O15.3,0
CDKN2C,77
C1orf185,0
RP11-296A18.3,1
RNF11,141
RP11-296A18.6,2
TTC39A,10
RP11-275F13.1,0
EPS15,611
RP11-253A20.1,1
RP11-191G24.1,11
OSBPL9,170
NRD1,677
RP4-657D16.3,3
RP4-657D16.6,2
RAB3B,21
TXNDC12,360
KTI12,102
RP11-91A18.4,0
TXNDC12-AS1,0
BTF3L4,736
ZFYVE9,11
CC2D1B,37
RP11-155O18.6,0
ORC1,38
PRPF38A,549
ZCCHC11,674
RP11-25O10.2,0
GPX7,120
FAM159A,54
COA7,49
ZYG11B,162
ZYG11A,6
RP4-631H13.2,0
ECHDC2,231
SCP2,1119
PODN,0
RP11-334A14.5,0
SLC1A7,6
RP11-334A14.8,0
CPT2,84
RP5-1024G6.2,1
C1orf123,355
RP5-1024G6.7,2
MAGOH,599
RP5-1024G6.5,6
RP5-1024G6.8,14
LRP8,26
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,7
RP11-117D22.1,0
RP11-117D22.2,51
DMRTB1,0
GLIS1,0
NDC1,88
YIPF1,92
DIO1,0
HSPB11,607
LRRC42,44
LDLRAD1,0
RP4-758J24.5,14
TMEM59,2164
TCEANC2,76
AL161915.1,5
CDCP2,0
RP11-446E24.4,0
AL357673.1,39
CYB5RL,38
MRPL37,404
SSBP3,260
SSBP3-AS1,0
RP5-997D24.3,0
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,29
FAM151A,0
MROH7-TTC4,0
MROH7,2
TTC4,19
PARS2,14
TTC22,10
RP11-67L3.2,0
C1orf177,2
DHCR24,20
RP11-67L3.5,0
RP11-67L3.4,0
TMEM61,0
RP11-12C17.2,0
BSND,1
PCSK9,1
USP24,166
RP11-101C11.1,0
RP11-466L17.1,0
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,1
RP4-710M16.2,0
PPAP2B,17
PRKAA2,2
C1orf168,0
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,5
RP6-102O10.1,0
DAB1-AS1,0
RP11-393I23.4,0
OMA1,231
TACSTD2,1
MYSM1,217
JUN,1673
LINC01135,2
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,10
RP4-794H19.4,10
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,0
RP11-467C18.1,0
FGGY,50
RP4-782L23.2,0
RP4-782L23.1,2
HOOK1,79
CYP2J2,2
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,0
RP11-436K8.1,0
NFIA,456
RP4-668G5.1,0
RP5-833A20.1,1
TM2D1,594
RP11-430G17.3,2
INADL,100
L1TD1,5
KANK4,0
USP1,595
DOCK7,39
ANGPTL3,0
AL138847.1,0
RP11-230B22.1,2
ATG4C,234
RP4-771M4.3,1
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,0
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,0
FOXD3,0
ALG6,134
ITGB3BP,462
EFCAB7,33
DLEU2L,48
PGM1,141
ROR1,0
RP11-24J23.2,5
UBE2U,0
CACHD1,7
RAVER2,32
JAK1,571
RP11-182I10.3,4
RP4-535B20.4,3
RP4-535B20.1,1
AK4,16
DNAJC6,26
RP5-1044H5.1,0
LEPR,52
LEPROT,601
PDE4B,124
RP11-397C12.1,0
SGIP1,0
AL139147.1,2
TCTEX1D1,23
INSL5,0
WDR78,3
RP11-342H21.2,0
MIER1,611
SLC35D1,118
C1orf141,5
IL23R,6
IL12RB2,18
SERBP1,2493
RP4-763G1.2,0
GADD45A,148
GNG12,1
GNG12-AS1,0
DIRAS3,0
WLS,31
RPE65,0
DEPDC1,88
RP4-694A7.2,0
RP4-694A7.4,0
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,26
RP11-181B18.1,0
LRRC40,123
SRSF11,1815
RP4-677H15.4,0
ANKRD13C,134
HHLA3,70
RP11-180O5.2,0
CTH,26
RP11-42O15.3,1
RP5-952N6.1,0
RP11-99H8.1,0
PTGER3,3
RP3-333A15.1,0
ZRANB2-AS1,2
ZRANB2,1144
RP11-386O9.2,0
NEGR1,28
RP11-82L20.1,0
RP4-660H19.1,0
RP11-262K1.1,0
RP4-598G3.1,2
RP4-788P17.1,0
LRRIQ3,36
FPGT,106
FPGT-TNNI3K,10
TNNI3K,1
RP11-439H8.4,0
RP4-650F12.2,2
LRRC53,0
C1orf173,1
RP4-612J11.1,0
RP11-17E13.2,2
CRYZ,105
TYW3,354
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,3
RP4-682C21.5,1
ACADM,392
RABGGTB,465
MSH4,1
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,22
RP5-1102E8.3,0
RP11-415A20.1,0
ST6GALNAC5,0
RP4-564M11.2,0
PIGK,124
AK5,29
RP11-375A5.1,0
ZZZ3,205
USP33,359
FAM73A,168
NEXN-AS1,8
NEXN,48
FUBP1,532
DNAJB4,72
GIPC2,12
RP11-386I14.4,65
PTGFR,1
IFI44L,57
IFI44,167
ELTD1,0
RP4-726F1.1,0
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,424
LPHN2,0
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,1
RP11-413G15.1,0
RP11-475O6.1,15
RP5-836J3.1,0
TTLL7,87
RP11-486G15.2,53
PRKACB,536
SAMD13,31
DNASE2B,0
RPF1,254
GNG5,1925
CTBS,320
C1orf180,0
SSX2IP,155
LPAR3,8
MCOLN2,35
WDR63,2
MCOLN3,11
SYDE2,25
C1orf52,294
BCL10,186
RP11-131L23.1,11
DDAH1,2
RP11-131L23.2,1
RP11-290M5.4,0
CYR61,0
RP11-290M5.2,0
ZNHIT6,184
COL24A1,12
ODF2L,734
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,0
RP4-612B15.3,8
SH3GLB1,757
15-Sep,1604
HS2ST1,134
RP4-604K5.3,1
RP4-604K5.2,1
RP5-1052I5.2,0
LINC01140,0
LMO4,241
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,1
PKN2,582
GTF2B,227
CCBL2,195
RBMXL1,169
GBP3,201
GBP1,200
GBP2,391
GBP7,19
GBP4,148
GBP5,192
RP4-620F22.2,2
GBP6,2
LRRC8B,110
RP5-1007M22.2,58
LRRC8C,172
RP11-302M6.4,0
RP5-943J3.2,4
LRRC8D,126
RP11-302M6.5,0
ZNF326,325
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,5
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,602
HFM1,6
CDC7,86
TGFBR3,67
BRDT,4
EPHX4,4
BTBD8,37
KIAA1107,29
RP4-621B10.8,0
C1orf146,0
GLMN,245
RPAP2,278
GFI1,13
EVI5,233
RPL5,34769
FAM69A,31
MTF2,486
TMED5,379
CCDC18,134
DR1,541
FNBP1L,44
BCAR3,9
RP5-1033H22.2,0
RP4-561L24.3,1
DNTTIP2,279
GCLM,188
ABCA4,0
RP11-78O9.1,0
ARHGAP29,41
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,135
F3,1
RP11-86H7.6,0
RP11-86H7.7,0
LINC01057,1
SLC44A3,1
CNN3,52
RP4-639F20.1,2
ALG14,85
RP11-313A24.1,0
TMEM56,269
TMEM56-RWDD3,0
RP11-57H12.3,0
RWDD3,17
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,0
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,175
DPYD,405
DPYD-AS1,0
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,0
LPPR5,0
RP5-896L10.1,0
LPPR4,0
RP11-413P11.1,0
PALMD,0
FRRS1,28
AGL,204
RP5-884G6.2,7
SLC35A3,211
HIAT1,276
RP4-714D9.2,0
SASS6,123
TRMT13,387
LRRC39,1
DBT,123
RP11-305E17.6,6
RTCA,231
RP5-837M10.2,0
CDC14A,153
RP5-837M10.4,0
GPR88,0
RP11-84O12.4,0
VCAM1,3
EXTL2,99
RP4-549L20.3,13
SLC30A7,261
DPH5,409
AC093157.1,29
RP11-421L21.2,1
RP11-421L21.3,106
RP4-575N6.4,26
S1PR1,123
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,1
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,0
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,356
AMY2B,40
AMY2A,1
AMY1A,1
AMY1B,0
AMY1C,0
RP11-364B6.1,4
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,96
NTNG1,2
VAV3,134
VAV3-AS1,14
RP11-356N1.2,13
SLC25A24,205
RP11-483I13.5,9
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
