,BMM9_Benign
HES3,0
GPR153,2
ACOT7,79
RP1-202O8.3,18
HES2,15
ESPN,0
RP1-202O8.2,0
TNFRSF25,235
PLEKHG5,4
NOL9,91
TAS1R1,0
ZBTB48,84
KLHL21,36
PHF13,48
THAP3,155
DNAJC11,60
RP11-242F24.1,10
RP11-312B8.1,3
CAMTA1,580
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,220
PER3,62
RP3-467L1.4,18
UTS2,19
TNFRSF9,39
PARK7,2226
ERRFI1,6
RP11-431K24.1,1
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,5
RERE,158
RP5-1115A15.1,8
RP4-633I8.4,0
ENO1,2683
ENO1-AS1,8
CA6,10
SLC2A7,2
SLC2A5,19
GPR157,19
RP3-510D11.1,0
RP3-510D11.2,1
H6PD,92
SPSB1,3
RP13-392I16.1,0
SLC25A33,13
TMEM201,7
PIK3CD,189
C1orf200,12
RP11-558F24.4,19
CLSTN1,115
CTNNBIP1,29
RP11-84A14.5,0
LZIC,259
NMNAT1,107
RBP7,43
UBE4B,122
KIF1B,67
PGD,191
RP4-736L20.3,0
APITD1,44
APITD1-CORT,2
CORT,0
DFFA,261
RP5-1113E3.3,0
PEX14,72
CASZ1,15
RP4-734G22.3,0
C1orf127,0
TARDBP,600
MASP2,3
RP4-635E18.8,46
SRM,69
EXOSC10,197
RP4-635E18.7,9
RP4-635E18.6,7
MTOR,78
MTOR-AS1,0
ANGPTL7,0
UBIAD1,142
PTCHD2,0
RP1-69M21.2,0
FBXO2,15
FBXO44,213
FBXO6,115
MAD2L2,483
DRAXIN,57
AGTRAP,330
C1orf167,5
RP11-56N19.5,0
MTHFR,127
CLCN6,70
NPPA-AS1,2
NPPA,1
NPPB,0
KIAA2013,133
PLOD1,16
MFN2,42
MIIP,261
TNFRSF8,4
TNFRSF1B,366
VPS13D,167
RP5-888M10.2,0
DHRS3,105
RP11-474O21.5,0
AADACL4,0
AADACL3,0
C1orf158,0
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,9
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,0
RP4-597A16.2,0
PDPN,2
CTA-520D8.2,0
PRDM2,488
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,3
TMEM51,2
C1orf195,0
FHAD1,0
RP3-467K16.2,0
RP3-467K16.7,0
RP3-467K16.4,6
EFHD2,208
CTRC,1
CELA2A,0
CELA2B,0
CASP9,36
DNAJC16,60
RP4-680D5.8,1
AGMAT,52
RP4-680D5.2,2
DDI2,126
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,55
RP11-288I21.1,0
SLC25A34,3
RP11-169K16.4,0
TMEM82,0
FBLIM1,37
RP11-169K16.9,184
SPEN,227
ZBTB17,122
C1orf64,0
RP11-5P18.5,0
HSPB7,0
CLCNKA,0
CLCNKB,0
FAM131C,0
EPHA2,5
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,57
C1orf134,3
RSG1,11
FBXO42,165
SZRD1,265
SPATA21,4
NECAP2,557
RP4-798A10.2,10
RP4-798A10.7,21
RP4-798A10.4,0
U1,0
FAM231B,0
NBPF1,71
RP5-1182A14.5,0
CROCCP2,150
FAM231A,0
FAM231C,0
CROCC,41
RP11-108M9.1,0
RP11-108M9.2,0
U1,0
RP11-108M9.4,89
RP11-108M9.6,17
MFAP2,3
RP1-37C10.3,0
ATP13A2,54
SDHB,497
PADI2,6
RP11-380J14.1,0
PADI1,0
PADI3,2
PADI4,76
AC004824.2,0
RP1-20B21.4,0
RCC2,172
ARHGEF10L,8
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,0
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,0
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,15
IFFO2,14
UBR4,173
RP1-43E13.2,14
EMC1,56
MRTO4,216
AKR7A3,0
AKR7A2,165
PQLC2,46
CAPZB,1727
RP5-1056L3.1,0
MINOS1-NBL1,0
MINOS1,1446
NBL1,11
HTR6,0
TMCO4,79
RNF186,0
RP11-91K11.2,0
OTUD3,31
PLA2G2E,0
PLA2G2A,0
PLA2G5,0
PLA2G2D,6
PLA2G2F,0
RP3-340N1.2,0
PLA2G2C,2
UBXN10-AS1,11
UBXN10,2
RP3-340N1.6,0
VWA5B1,0
RP4-745E8.2,3
LINC01141,1
RP4-749H3.2,0
CAMK2N1,14
MUL1,88
FAM43B,0
CDA,36
PINK1,20
PINK1-AS,12
DDOST,685
KIF17,7
SH2D5,0
RP5-930J4.2,0
HP1BP3,1269
RP5-930J4.4,8
EIF4G3,169
ECE1,69
RP3-329E20.2,0
RP5-1071N3.1,3
RP11-293F5.1,0
NBPF3,53
ALPL,0
RP11-63N8.3,0
RAP1GAP,0
USP48,488
LDLRAD2,5
HSPG2,27
CELA3B,0
CELA3A,0
RP1-224A6.3,4
LINC00339,86
CDC42,1945
RP1-224A6.9,2
WNT4,0
ZBTB40,109
EPHA8,0
C1QA,8
C1QC,2
C1QB,0
EPHB2,9
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,1
KDM1A,90
RP1-184J9.2,0
LUZP1,232
HTR1D,0
RP5-1057J7.6,70
HNRNPR,1488
ZNF436,11
C1orf213,26
RP5-1057J7.7,1
TCEA3,69
ASAP3,0
E2F2,80
RP1-150O5.3,2
ID3,1617
MDS2,127
RPL11,61234
TCEB3,202
RP5-886K2.3,62
PITHD1,446
LYPLA2,296
GALE,40
HMGCL,259
FUCA1,99
CNR2,143
RP11-4M23.3,2
PNRC2,49
SRSF10,715
RP11-293P20.2,0
MYOM3,1
RP11-293P20.4,0
IL22RA1,0
IFNLR1,14
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,46
NIPAL3,262
RCAN3,233
RP4-594I10.3,168
NCMAP,37
SRRM1,2598
CLIC4,67
RUNX3,315
RP11-84D1.1,0
RP11-84D1.2,1
RP4-799D16.1,4
RP4-706G24.1,0
SYF2,1355
C1orf63,2685
RP3-465N24.6,5
RHD,6
TMEM50A,1015
RHCE,26
TMEM57,209
LDLRAP1,377
RP11-70P17.1,12
MAN1C1,26
RP1-187B23.1,51
SEPN1,33
RP1-317E23.6,0
RP1-317E23.3,6
MTFR1L,164
AL020996.1,10
RP1-317E23.7,0
AUNIP,13
RP1-125I3.2,7
PAQR7,11
STMN1,4124
PAFAH2,68
EXTL1,1
SLC30A2,8
TRIM63,0
PDIK1L,62
FAM110D,0
ZNF593,247
RP11-96L14.7,0
CNKSR1,22
CATSPER4,0
CEP85,35
SH3BGRL3,6909
UBXN11,171
CD52,12553
AIM1L,16
ZNF683,32
LIN28A,6
DHDDS,104
RP3-476K8.3,1
HMGN2,6568
RPS6KA1,293
RP5-968P14.2,1
ARID1A,442
PIGV,50
ZDHHC18,66
SFN,2
RP1-50O24.6,1
GPN2,193
GPATCH3,65
NUDC,818
NR0B2,0
C1orf172,14
TRNP1,0
FAM46B,0
SLC9A1,30
RP11-40H20.4,0
WDTC1,107
TMEM222,196
SYTL1,464
MAP3K6,58
FCN3,1
CD164L2,0
GPR3,0
WASF2,1181
RP4-752I6.1,2
RP1-159A19.4,9
AHDC1,101
FGR,343
RP11-288L9.1,0
IFI6,373
RP11-288L9.4,0
FAM76A,112
STX12,272
PPP1R8,211
AL109927.1,0
THEMIS2,199
RPA2,737
SMPDL3B,8
RP11-460I13.2,0
XKR8,112
EYA3,85
PTAFR,57
DNAJC8,1188
AL353354.1,0
AL353354.2,1
ATPIF1,2078
RP5-1092A3.4,56
RP5-1092A3.5,0
SESN2,45
MED18,52
PHACTR4,331
RCC1,138
TRNAU1AP,268
SNHG12,434
TAF12,414
RAB42,2
RP11-442N24__B.1,5
RNU11,3
GMEB1,184
YTHDF2,510
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,4
EPB41,629
TMEM200B,0
RP11-242O24.3,0
SRSF4,673
RP11-242O24.5,1
MECR,61
RP11-467D18.2,0
PTPRU,0
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,1
MATN1-AS1,48
LAPTM5,5224
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,91
SDC3,1
PUM1,384
NKAIN1,0
SNRNP40,547
ZCCHC17,422
RP11-266K22.2,1
FABP3,0
SERINC2,57
AC114494.1,0
RP11-439L8.3,18
RP11-439L8.4,8
RP11-73M7.1,0
TINAGL1,4
HCRTR1,0
PEF1,356
RP11-73M7.6,2
RP11-73M7.9,0
COL16A1,2
BAI2,0
RP11-84A19.3,0
SPOCD1,1
RP11-84A19.2,3
RP11-84A19.4,6
PTP4A2,1848
AL136115.1,1
RP4-534N18.2,2
KHDRBS1,501
RP11-277A4.4,1
TMEM39B,140
KPNA6,227
TXLNA,132
CCDC28B,173
RP4-622L5.7,1
IQCC,19
DCDC2B,2
TMEM234,77
EIF3I,1087
FAM167B,6
LCK,1323
HDAC1,604
MARCKSL1,460
RP4-811H24.9,0
TSSK3,7
FAM229A,11
BSDC1,382
RP1-27O5.3,0
ZBTB8B,28
ZBTB8A,49
ZBTB8OS,522
RBBP4,818
SYNC,166
RP11-114B7.6,1
KIAA1522,4
YARS,184
S100PBP,199
FNDC5,1
HPCA,1
TMEM54,0
RNF19B,22
FKSG48,0
RP1-117O3.2,0
AK2,384
ADC,29
TRIM62,21
ZNF362,59
RP11-415J8.7,0
A3GALT2,0
RP11-415J8.3,0
PHC2,55
RP11-415J8.5,1
ZSCAN20,10
CSMD2,13
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,282
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,1
RP5-997D16.2,0
DLGAP3,17
RP11-244H3.4,8
ZMYM6NB,0
ZMYM6,107
ZMYM1,81
SFPQ,720
ZMYM4,173
ZMYM4-AS1,1
KIAA0319L,150
NCDN,10
RP4-728D4.2,103
TFAP2E,5
PSMB2,788
C1orf216,74
CLSPN,155
RP11-435D7.3,0
AGO4,97
AGO1,113
RP4-789D17.5,0
AGO3,367
RP4-665N4.8,0
TEKT2,1
ADPRHL2,187
COL8A2,1
TRAPPC3,433
MAP7D1,89
THRAP3,1193
SH3D21,49
EVA1B,12
RP11-268J15.5,12
STK40,52
LSM10,766
OSCP1,3
MRPS15,534
CSF3R,240
RP4-614N24.1,0
GRIK3,4
RP5-1180C18.1,7
LINC01137,55
ZC3H12A,113
MEAF6,966
SNIP1,69
DNALI1,0
GNL2,193
RSPO1,4
C1orf109,141
CDCA8,77
EPHA10,2
MANEAL,4
RP11-109P14.9,0
YRDC,31
C1orf122,151
MTF1,113
AL929472.1,0
RP11-109P14.10,70
INPP5B,118
SF3A3,356
FHL3,15
UTP11L,199
POU3F1,0
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,5
RRAGC,125
RP5-864K19.4,5
MYCBP,135
GJA9,0
RHBDL2,4
AKIRIN1,249
NDUFS5,2339
MACF1,761
RP11-420K8.1,0
KIAA0754,17
BMP8A,0
RP11-69E11.4,24
PABPC4,181
RP11-69E11.8,0
HEYL,0
RP1-144F13.3,0
NT5C1A,0
HPCAL4,8
PPIE,356
BMP8B,17
OXCT2,0
RP1-118J21.25,2
TRIT1,78
MYCL,20
RP1-118J21.5,1
MFSD2A,11
CAP1,1715
PPT1,389
RLF,178
TMCO2,0
RP1-39G22.7,104
ZMPSTE24,115
COL9A2,94
SMAP2,510
ZFP69B,21
ZFP69,14
RP11-656D10.3,7
EXO5,40
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,49
RIMS3,18
RP4-739H11.3,0
NFYC-AS1,29
NFYC,247
KCNQ4,0
CITED4,6
RP5-1066H13.4,0
CTPS1,99
SLFNL1,5
SCMH1,217
RP11-399E6.1,0
FOXO6,6
RP11-399E6.4,1
EDN2,0
HIVEP3,55
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,184
RIMKLA,2
ZMYND12,3
PPCS,706
CCDC30,79
PPIH,373
RP5-994D16.3,1
YBX1,1187
CLDN19,2
LEPRE1,130
C1orf50,144
RP5-994D16.9,0
CCDC23,400
ERMAP,23
RP11-342M1.3,14
ZNF691,41
SLC2A1,73
SLC2A1-AS1,9
FAM183A,0
EBNA1BP2,329
WDR65,4
TMEM125,4
C1orf210,1
TIE1,22
MPL,0
RP1-92O14.3,33
CDC20,116
ELOVL1,239
MED8,221
RP1-92O14.6,1
SZT2,110
SZT2-AS1,0
HYI,89
HYI-AS1,0
PTPRF,9
KDM4A,79
KDM4A-AS1,25
ST3GAL3,33
RP11-184I16.4,2
ARTN,0
RP11-7O11.3,11
IPO13,20
DPH2,96
ATP6V0B,1106
B4GALT2,20
CCDC24,17
SLC6A9,3
RP5-1198O20.4,2
KLF17,3
DMAP1,265
ERI3,156
RNF220,202
TMEM53,28
C1orf228,245
KIF2C,45
RP11-269F19.2,6
RPS8,61829
BEST4,12
PLK3,78
TCTEX1D4,2
BTBD19,15
PTCH2,28
EIF2B3,183
HECTD3,44
UROD,282
ZSWIM5,13
HPDL,14
MUTYH,136
TOE1,116
TESK2,43
CCDC163P,10
MMACHC,8
PRDX1,3134
AKR1A1,782
NASP,1091
CCDC17,4
GPBP1L1,322
TMEM69,206
IPP,92
MAST2,13
PIK3R3,47
RP4-533D7.4,1
RP4-533D7.5,0
TSPAN1,2
RP11-322N21.2,0
POMGNT1,92
LURAP1,9
RAD54L,34
LRRC41,157
UQCRH,3748
NSUN4,54
FAAH,7
RP5-1109J22.2,0
LINC00505,0
DMBX1,3
MKNK1-AS1,0
KNCN,0
MKNK1,113
MOB3C,55
ATPAF1,53
EFCAB14,481
TEX38,0
EFCAB14-AS1,0
CYP4B1,0
CYP4A11,0
CYP4X1,0
CYP4Z1,0
CYP4A22-AS1,11
CYP4A22,0
LINC00853,2
PDZK1IP1,34
TAL1,20
RP1-18D14.7,2
STIL,26
CMPK1,256
RP11-511I2.2,1
FOXE3,0
FOXD2-AS1,1
FOXD2,2
RP11-543D5.1,0
TRABD2B,0
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,0
RP5-1024N4.4,0
SPATA6,45
AGBL4,1
BEND5,109
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,0
ELAVL4,3
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,3
FAF1,49
RP5-850O15.3,0
CDKN2C,68
C1orf185,0
RP11-296A18.3,3
RNF11,110
RP11-296A18.6,2
TTC39A,22
RP11-275F13.1,2
EPS15,376
RP11-253A20.1,1
RP11-191G24.1,1
OSBPL9,223
NRD1,696
RP4-657D16.3,4
RP4-657D16.6,0
RAB3B,18
TXNDC12,548
KTI12,140
RP11-91A18.4,0
TXNDC12-AS1,0
BTF3L4,456
ZFYVE9,25
CC2D1B,78
RP11-155O18.6,0
ORC1,14
PRPF38A,606
ZCCHC11,1011
RP11-25O10.2,2
GPX7,167
FAM159A,63
COA7,29
ZYG11B,101
ZYG11A,2
RP4-631H13.2,0
ECHDC2,276
SCP2,872
PODN,0
RP11-334A14.5,0
SLC1A7,2
RP11-334A14.8,0
CPT2,73
RP5-1024G6.2,1
C1orf123,348
RP5-1024G6.7,8
MAGOH,825
RP5-1024G6.5,5
RP5-1024G6.8,12
LRP8,28
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,6
RP11-117D22.1,0
RP11-117D22.2,109
DMRTB1,0
GLIS1,0
NDC1,52
YIPF1,98
DIO1,0
HSPB11,711
LRRC42,70
LDLRAD1,0
RP4-758J24.5,7
TMEM59,1584
TCEANC2,105
AL161915.1,1
CDCP2,0
RP11-446E24.4,0
AL357673.1,24
CYB5RL,20
MRPL37,294
SSBP3,115
SSBP3-AS1,1
RP5-997D24.3,2
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,52
FAM151A,0
MROH7-TTC4,0
MROH7,1
TTC4,44
PARS2,27
TTC22,14
RP11-67L3.2,0
C1orf177,4
DHCR24,17
RP11-67L3.5,0
RP11-67L3.4,1
TMEM61,0
RP11-12C17.2,0
BSND,2
PCSK9,9
USP24,114
RP11-101C11.1,4
RP11-466L17.1,0
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,0
RP4-710M16.2,0
PPAP2B,5
PRKAA2,1
C1orf168,0
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,7
RP6-102O10.1,0
DAB1-AS1,0
RP11-393I23.4,0
OMA1,241
TACSTD2,2
MYSM1,299
JUN,2267
LINC01135,3
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,2
RP4-794H19.4,7
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,2
RP11-467C18.1,1
FGGY,59
RP4-782L23.2,0
RP4-782L23.1,2
HOOK1,70
CYP2J2,3
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,0
RP11-436K8.1,0
NFIA,96
RP4-668G5.1,4
RP5-833A20.1,0
TM2D1,542
RP11-430G17.3,8
INADL,156
L1TD1,5
KANK4,0
USP1,778
DOCK7,34
ANGPTL3,0
AL138847.1,1
RP11-230B22.1,1
ATG4C,170
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,0
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,4
FOXD3,1
ALG6,103
ITGB3BP,331
EFCAB7,72
DLEU2L,78
PGM1,155
ROR1,39
RP11-24J23.2,7
UBE2U,0
CACHD1,1
RAVER2,25
JAK1,1197
RP11-182I10.3,4
RP4-535B20.4,1
RP4-535B20.1,0
AK4,7
DNAJC6,5
RP5-1044H5.1,0
LEPR,17
LEPROT,516
PDE4B,261
RP11-397C12.1,0
SGIP1,2
AL139147.1,1
TCTEX1D1,51
INSL5,0
WDR78,19
RP11-342H21.2,0
MIER1,709
SLC35D1,99
C1orf141,0
IL23R,24
IL12RB2,21
SERBP1,2351
RP4-763G1.2,0
GADD45A,108
GNG12,1
GNG12-AS1,0
DIRAS3,5
WLS,7
RPE65,0
DEPDC1,55
RP4-694A7.2,0
RP4-694A7.4,1
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,25
RP11-181B18.1,0
LRRC40,77
SRSF11,1714
RP4-677H15.4,0
ANKRD13C,103
HHLA3,76
RP11-180O5.2,0
CTH,17
RP11-42O15.3,0
RP5-952N6.1,0
RP11-99H8.1,1
PTGER3,4
RP3-333A15.1,0
ZRANB2-AS1,0
ZRANB2,1657
RP11-386O9.2,0
NEGR1,30
RP11-82L20.1,0
RP4-660H19.1,1
RP11-262K1.1,0
RP4-598G3.1,0
RP4-788P17.1,0
LRRIQ3,54
FPGT,50
FPGT-TNNI3K,6
TNNI3K,1
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,0
RP4-612J11.1,0
RP11-17E13.2,1
CRYZ,103
TYW3,326
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,5
RP4-682C21.5,2
ACADM,627
RABGGTB,399
MSH4,0
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,10
RP5-1102E8.3,1
RP11-415A20.1,0
ST6GALNAC5,0
RP4-564M11.2,0
PIGK,114
AK5,28
RP11-375A5.1,0
ZZZ3,201
USP33,349
FAM73A,178
NEXN-AS1,6
NEXN,35
FUBP1,787
DNAJB4,55
GIPC2,5
RP11-386I14.4,61
PTGFR,0
IFI44L,141
IFI44,146
ELTD1,0
RP4-726F1.1,0
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,191
LPHN2,0
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,1
RP11-170N11.1,2
RP11-413G15.1,0
RP11-475O6.1,31
RP5-836J3.1,2
TTLL7,94
RP11-486G15.2,73
PRKACB,453
SAMD13,14
DNASE2B,0
RPF1,319
GNG5,1677
CTBS,221
C1orf180,0
SSX2IP,61
LPAR3,17
MCOLN2,103
WDR63,5
MCOLN3,1
SYDE2,10
C1orf52,389
BCL10,203
RP11-131L23.1,19
DDAH1,2
RP11-131L23.2,0
RP11-290M5.4,0
CYR61,2
RP11-290M5.2,0
ZNHIT6,269
COL24A1,26
ODF2L,860
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,0
RP4-612B15.3,19
SH3GLB1,564
15-Sep,1505
HS2ST1,109
RP4-604K5.3,1
RP4-604K5.2,5
RP5-1052I5.2,0
LINC01140,0
LMO4,242
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,1
PKN2,624
GTF2B,314
CCBL2,181
RBMXL1,138
GBP3,182
GBP1,321
GBP2,457
GBP7,39
GBP4,329
GBP5,338
RP4-620F22.2,0
GBP6,1
LRRC8B,57
RP5-1007M22.2,61
LRRC8C,76
RP11-302M6.4,0
RP5-943J3.2,2
LRRC8D,78
RP11-302M6.5,1
ZNF326,418
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,2
RP4-665J23.2,0
RP4-665J23.4,1
ZNF644,589
HFM1,2
CDC7,50
TGFBR3,61
BRDT,7
EPHX4,3
BTBD8,39
KIAA1107,19
RP4-621B10.8,1
C1orf146,0
GLMN,366
RPAP2,485
GFI1,23
EVI5,89
RPL5,32038
FAM69A,56
MTF2,797
TMED5,322
CCDC18,252
DR1,498
FNBP1L,56
BCAR3,5
RP5-1033H22.2,1
RP4-561L24.3,2
DNTTIP2,537
GCLM,76
ABCA4,0
RP11-78O9.1,0
ARHGAP29,6
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,74
F3,1
RP11-86H7.6,1
RP11-86H7.7,0
LINC01057,0
SLC44A3,1
CNN3,49
RP4-639F20.1,4
ALG14,68
RP11-313A24.1,0
TMEM56,43
TMEM56-RWDD3,0
RP11-57H12.3,6
RWDD3,33
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,0
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,77
DPYD,214
DPYD-AS1,0
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,1
LPPR5,0
RP5-896L10.1,0
LPPR4,0
RP11-413P11.1,0
PALMD,0
FRRS1,14
AGL,219
RP5-884G6.2,4
SLC35A3,132
HIAT1,232
RP4-714D9.2,0
SASS6,122
TRMT13,491
LRRC39,4
DBT,105
RP11-305E17.6,4
RTCA,234
RP5-837M10.2,0
CDC14A,122
RP5-837M10.4,1
GPR88,1
RP11-84O12.4,0
VCAM1,4
EXTL2,78
RP4-549L20.3,4
SLC30A7,160
DPH5,353
AC093157.1,33
RP11-421L21.2,3
RP11-421L21.3,93
RP4-575N6.4,15
S1PR1,98
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,0
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,0
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,287
AMY2B,20
AMY2A,0
AMY1A,2
AMY1B,1
AMY1C,0
RP11-364B6.1,7
RP11-251P6.1,1
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,90
NTNG1,6
VAV3,130
VAV3-AS1,30
RP11-356N1.2,2
SLC25A24,104
RP11-483I13.5,5
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
