,BMET3_Tumor
MEGF6,4
RP11-46F15.2,1
TPRG1L,18
WRAP73,35
TP73,1
RP5-1092A11.5,3
RP5-1092A11.2,0
TP73-AS1,12
CCDC27,0
SMIM1,12
LRRC47,15
RP1-286D6.5,0
CEP104,34
DFFB,12
C1orf174,71
LINC01134,8
RP13-614K11.1,0
RP13-614K11.2,0
RP5-1166F10.1,0
RP1-37J18.1,0
RP1-37J18.2,0
AJAP1,0
RP11-542C10.1,0
RP1-58B11.1,0
RP11-154H17.1,0
NPHP4,3
KCNAB2,124
AL035406.1,0
CHD5,0
RPL22,5812
RP1-120G22.11,1
RNF207,5
ICMT,27
LINC00337,2
HES3,0
GPR153,4
ACOT7,16
RP1-202O8.3,1
HES2,24
ESPN,0
RP1-202O8.2,0
TNFRSF25,55
PLEKHG5,2
NOL9,26
TAS1R1,0
ZBTB48,20
KLHL21,36
PHF13,12
THAP3,33
DNAJC11,13
RP11-242F24.1,11
RP11-312B8.1,1
CAMTA1,321
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,140
PER3,10
RP3-467L1.4,1
UTS2,2
TNFRSF9,28
PARK7,611
ERRFI1,91
RP11-431K24.1,1
RP11-431K24.3,0
RP11-431K24.4,1
SLC45A1,4
RERE,59
RP5-1115A15.1,2
RP4-633I8.4,0
ENO1,575
ENO1-AS1,7
CA6,1
SLC2A7,0
SLC2A5,0
GPR157,13
RP3-510D11.1,0
RP3-510D11.2,0
H6PD,39
SPSB1,3
RP13-392I16.1,0
SLC25A33,23
TMEM201,3
PIK3CD,48
C1orf200,1
RP11-558F24.4,11
CLSTN1,57
CTNNBIP1,14
RP11-84A14.5,0
LZIC,65
NMNAT1,56
RBP7,433
UBE4B,58
KIF1B,84
PGD,134
RP4-736L20.3,0
APITD1,6
APITD1-CORT,3
CORT,0
DFFA,73
RP5-1113E3.3,0
PEX14,19
CASZ1,20
RP4-734G22.3,1
C1orf127,0
TARDBP,169
MASP2,1
RP4-635E18.8,4
SRM,26
EXOSC10,60
RP4-635E18.7,0
RP4-635E18.6,2
MTOR,29
MTOR-AS1,0
ANGPTL7,3
UBIAD1,26
PTCHD2,0
RP1-69M21.2,1
FBXO2,2
FBXO44,45
FBXO6,35
MAD2L2,111
DRAXIN,33
AGTRAP,265
C1orf167,7
RP11-56N19.5,1
MTHFR,43
CLCN6,27
NPPA-AS1,3
NPPA,0
NPPB,1
KIAA2013,41
PLOD1,33
MFN2,27
MIIP,67
TNFRSF8,13
TNFRSF1B,446
VPS13D,61
RP5-888M10.2,0
DHRS3,62
RP11-474O21.5,1
AADACL4,0
AADACL3,0
C1orf158,2
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,12
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,0
RP4-597A16.2,0
PDPN,12
CTA-520D8.2,0
PRDM2,132
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,2
TMEM51,3
C1orf195,0
FHAD1,2
RP3-467K16.2,1
RP3-467K16.7,0
RP3-467K16.4,5
EFHD2,207
CTRC,1
CELA2A,0
CELA2B,0
CASP9,12
DNAJC16,14
RP4-680D5.8,0
AGMAT,14
RP4-680D5.2,2
DDI2,44
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,40
RP11-288I21.1,1
SLC25A34,0
RP11-169K16.4,0
TMEM82,0
FBLIM1,44
RP11-169K16.9,51
SPEN,94
ZBTB17,26
C1orf64,1
RP11-5P18.5,0
HSPB7,0
CLCNKA,0
CLCNKB,0
FAM131C,0
EPHA2,12
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,43
C1orf134,1
RSG1,2
FBXO42,52
SZRD1,101
SPATA21,1
NECAP2,136
RP4-798A10.2,2
RP4-798A10.7,9
RP4-798A10.4,3
U1,0
FAM231B,0
NBPF1,57
RP5-1182A14.5,0
CROCCP2,39
FAM231A,0
FAM231C,0
CROCC,7
RP11-108M9.1,0
RP11-108M9.2,0
U1,0
RP11-108M9.4,40
RP11-108M9.6,23
MFAP2,8
RP1-37C10.3,0
ATP13A2,17
SDHB,146
PADI2,20
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,28
AC004824.2,0
RP1-20B21.4,0
RCC2,35
ARHGEF10L,7
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,6
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,1
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,5
IFFO2,9
UBR4,90
RP1-43E13.2,15
EMC1,21
MRTO4,39
AKR7A3,1
AKR7A2,18
PQLC2,13
CAPZB,713
RP5-1056L3.1,0
MINOS1-NBL1,0
MINOS1,465
NBL1,54
HTR6,0
TMCO4,22
RNF186,0
RP11-91K11.2,0
OTUD3,8
PLA2G2E,0
PLA2G2A,291
PLA2G5,7
PLA2G2D,7
PLA2G2F,0
RP3-340N1.2,0
PLA2G2C,3
UBXN10-AS1,5
UBXN10,2
RP3-340N1.6,0
VWA5B1,0
RP4-745E8.2,0
LINC01141,0
RP4-749H3.2,0
CAMK2N1,14
MUL1,10
FAM43B,0
CDA,157
PINK1,25
PINK1-AS,5
DDOST,212
KIF17,7
SH2D5,0
RP5-930J4.2,0
HP1BP3,425
RP5-930J4.4,5
EIF4G3,79
ECE1,104
RP3-329E20.2,0
RP5-1071N3.1,1
RP11-293F5.1,0
NBPF3,48
ALPL,66
RP11-63N8.3,1
RAP1GAP,0
USP48,85
LDLRAD2,0
HSPG2,150
CELA3B,0
CELA3A,0
RP1-224A6.3,6
LINC00339,21
CDC42,773
RP1-224A6.9,0
WNT4,0
ZBTB40,26
EPHA8,0
C1QA,274
C1QC,221
C1QB,203
EPHB2,4
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,0
KDM1A,16
RP1-184J9.2,0
LUZP1,209
HTR1D,2
RP5-1057J7.6,2
HNRNPR,251
ZNF436,3
C1orf213,7
RP5-1057J7.7,1
TCEA3,21
ASAP3,5
E2F2,0
RP1-150O5.3,0
ID3,796
MDS2,14
RPL11,17417
TCEB3,60
RP5-886K2.3,27
PITHD1,39
LYPLA2,70
GALE,17
HMGCL,156
FUCA1,23
CNR2,12
RP11-4M23.3,1
PNRC2,16
SRSF10,195
RP11-293P20.2,1
MYOM3,4
RP11-293P20.4,0
IL22RA1,0
IFNLR1,1
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,19
NIPAL3,57
RCAN3,81
RP4-594I10.3,59
NCMAP,17
SRRM1,755
CLIC4,72
RUNX3,411
RP11-84D1.1,0
RP11-84D1.2,0
RP4-799D16.1,6
RP4-706G24.1,0
SYF2,438
C1orf63,1776
RP3-465N24.6,2
RHD,1
TMEM50A,497
RHCE,0
TMEM57,53
LDLRAP1,66
RP11-70P17.1,1
MAN1C1,14
RP1-187B23.1,38
SEPN1,37
RP1-317E23.6,0
RP1-317E23.3,2
MTFR1L,56
AL020996.1,1
RP1-317E23.7,0
AUNIP,0
RP1-125I3.2,5
PAQR7,7
STMN1,237
PAFAH2,35
EXTL1,2
SLC30A2,6
TRIM63,0
PDIK1L,5
FAM110D,0
ZNF593,113
RP11-96L14.7,1
CNKSR1,2
CATSPER4,0
CEP85,10
SH3BGRL3,3190
UBXN11,76
CD52,2426
AIM1L,0
ZNF683,24
LIN28A,2
DHDDS,17
RP3-476K8.3,1
HMGN2,909
RPS6KA1,72
RP5-968P14.2,0
ARID1A,100
PIGV,12
ZDHHC18,38
SFN,1
RP1-50O24.6,0
GPN2,42
GPATCH3,15
NUDC,240
NR0B2,0
C1orf172,1
TRNP1,1
FAM46B,0
SLC9A1,23
RP11-40H20.4,0
WDTC1,33
TMEM222,40
SYTL1,39
MAP3K6,11
FCN3,16
CD164L2,0
GPR3,1
WASF2,512
RP4-752I6.1,0
RP1-159A19.4,2
AHDC1,30
FGR,222
RP11-288L9.1,0
IFI6,124
RP11-288L9.4,0
FAM76A,33
STX12,121
PPP1R8,38
AL109927.1,0
THEMIS2,191
RPA2,109
SMPDL3B,2
RP11-460I13.2,0
XKR8,14
EYA3,19
PTAFR,34
DNAJC8,277
AL353354.1,0
AL353354.2,2
ATPIF1,482
RP5-1092A3.4,1
RP5-1092A3.5,0
SESN2,61
MED18,3
PHACTR4,146
RCC1,43
TRNAU1AP,72
SNHG12,172
TAF12,124
RAB42,2
RP11-442N24__B.1,2
RNU11,0
GMEB1,55
YTHDF2,113
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,0
EPB41,149
TMEM200B,1
RP11-242O24.3,0
SRSF4,127
RP11-242O24.5,1
MECR,12
RP11-467D18.2,0
PTPRU,1
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,2
MATN1-AS1,13
LAPTM5,1615
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,0
SDC3,9
PUM1,116
NKAIN1,1
SNRNP40,97
ZCCHC17,91
RP11-266K22.2,0
FABP3,5
SERINC2,14
AC114494.1,0
RP11-439L8.3,0
RP11-439L8.4,0
RP11-73M7.1,0
TINAGL1,11
HCRTR1,0
PEF1,95
RP11-73M7.6,2
RP11-73M7.9,1
COL16A1,23
BAI2,0
RP11-84A19.3,0
SPOCD1,5
RP11-84A19.2,0
RP11-84A19.4,1
PTP4A2,336
AL136115.1,0
RP4-534N18.2,0
KHDRBS1,121
RP11-277A4.4,6
TMEM39B,30
KPNA6,94
TXLNA,44
CCDC28B,41
RP4-622L5.7,0
IQCC,13
DCDC2B,0
TMEM234,11
EIF3I,309
FAM167B,28
LCK,318
HDAC1,97
MARCKSL1,46
RP4-811H24.9,0
TSSK3,0
FAM229A,3
BSDC1,130
RP1-27O5.3,0
ZBTB8B,11
ZBTB8A,51
ZBTB8OS,136
RBBP4,154
SYNC,44
RP11-114B7.6,2
KIAA1522,10
YARS,60
S100PBP,41
FNDC5,0
HPCA,2
TMEM54,4
RNF19B,34
FKSG48,0
RP1-117O3.2,0
AK2,101
ADC,13
TRIM62,3
ZNF362,18
RP11-415J8.7,0
A3GALT2,0
RP11-415J8.3,0
PHC2,94
RP11-415J8.5,0
ZSCAN20,3
CSMD2,2
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,107
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,22
RP5-997D16.2,0
DLGAP3,5
RP11-244H3.4,0
ZMYM6NB,0
ZMYM6,21
ZMYM1,24
SFPQ,461
ZMYM4,57
ZMYM4-AS1,0
KIAA0319L,74
NCDN,3
RP4-728D4.2,46
TFAP2E,0
PSMB2,183
C1orf216,17
CLSPN,26
RP11-435D7.3,0
AGO4,41
AGO1,29
RP4-789D17.5,0
AGO3,138
RP4-665N4.8,0
TEKT2,1
ADPRHL2,36
COL8A2,2
TRAPPC3,149
MAP7D1,56
THRAP3,229
SH3D21,3
EVA1B,12
RP11-268J15.5,3
STK40,45
LSM10,207
OSCP1,1
MRPS15,166
CSF3R,225
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,17
ZC3H12A,298
MEAF6,263
SNIP1,21
DNALI1,5
GNL2,80
RSPO1,6
C1orf109,31
CDCA8,3
EPHA10,1
MANEAL,4
RP11-109P14.9,0
YRDC,10
C1orf122,73
MTF1,55
AL929472.1,0
RP11-109P14.10,18
INPP5B,46
SF3A3,75
FHL3,33
UTP11L,49
POU3F1,1
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,0
RRAGC,58
RP5-864K19.4,5
MYCBP,39
GJA9,0
RHBDL2,10
AKIRIN1,166
NDUFS5,996
MACF1,272
RP11-420K8.1,0
KIAA0754,6
BMP8A,0
RP11-69E11.4,15
PABPC4,133
RP11-69E11.8,0
HEYL,3
RP1-144F13.3,0
NT5C1A,0
HPCAL4,1
PPIE,61
BMP8B,16
OXCT2,0
RP1-118J21.25,0
TRIT1,14
MYCL,4
RP1-118J21.5,0
MFSD2A,22
CAP1,448
PPT1,188
RLF,108
TMCO2,0
RP1-39G22.7,6
ZMPSTE24,49
COL9A2,16
SMAP2,522
ZFP69B,2
ZFP69,0
RP11-656D10.3,4
EXO5,14
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,10
RIMS3,2
RP4-739H11.3,0
NFYC-AS1,10
NFYC,62
KCNQ4,0
CITED4,2
RP5-1066H13.4,0
CTPS1,18
SLFNL1,0
SCMH1,22
RP11-399E6.1,0
FOXO6,0
RP11-399E6.4,0
EDN2,0
HIVEP3,15
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,60
RIMKLA,2
ZMYND12,1
PPCS,121
CCDC30,23
PPIH,55
RP5-994D16.3,1
YBX1,494
CLDN19,0
LEPRE1,100
C1orf50,33
RP5-994D16.9,0
CCDC23,84
ERMAP,2
RP11-342M1.3,7
ZNF691,6
SLC2A1,22
SLC2A1-AS1,1
FAM183A,0
EBNA1BP2,74
WDR65,0
TMEM125,5
C1orf210,0
TIE1,27
MPL,0
RP1-92O14.3,7
CDC20,2
ELOVL1,75
MED8,36
RP1-92O14.6,0
SZT2,31
SZT2-AS1,0
HYI,9
HYI-AS1,0
PTPRF,12
KDM4A,15
KDM4A-AS1,6
ST3GAL3,4
RP11-184I16.4,0
ARTN,0
RP11-7O11.3,3
IPO13,9
DPH2,25
ATP6V0B,522
B4GALT2,4
CCDC24,6
SLC6A9,0
RP5-1198O20.4,0
KLF17,1
DMAP1,64
ERI3,31
RNF220,46
TMEM53,10
C1orf228,36
KIF2C,4
RP11-269F19.2,0
RPS8,17888
BEST4,0
PLK3,172
TCTEX1D4,0
BTBD19,35
PTCH2,15
EIF2B3,30
HECTD3,15
UROD,57
ZSWIM5,1
HPDL,0
MUTYH,23
TOE1,19
TESK2,14
CCDC163P,2
MMACHC,2
PRDX1,462
AKR1A1,184
NASP,254
CCDC17,3
GPBP1L1,98
TMEM69,38
IPP,17
MAST2,16
PIK3R3,158
RP4-533D7.4,0
RP4-533D7.5,0
TSPAN1,3
RP11-322N21.2,0
POMGNT1,31
LURAP1,5
RAD54L,0
LRRC41,45
UQCRH,1465
NSUN4,33
FAAH,5
RP5-1109J22.2,0
LINC00505,3
DMBX1,4
MKNK1-AS1,0
KNCN,0
MKNK1,77
MOB3C,25
ATPAF1,13
EFCAB14,159
TEX38,0
EFCAB14-AS1,0
CYP4B1,0
CYP4A11,0
CYP4X1,1
CYP4Z1,0
CYP4A22-AS1,7
CYP4A22,0
LINC00853,1
PDZK1IP1,1
TAL1,10
RP1-18D14.7,1
STIL,3
CMPK1,121
RP11-511I2.2,0
FOXE3,0
FOXD2-AS1,2
FOXD2,3
RP11-543D5.1,0
TRABD2B,1
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,3
RP5-1024N4.4,0
SPATA6,38
AGBL4,1
BEND5,2
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,0
ELAVL4,0
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,1
FAF1,22
RP5-850O15.3,0
CDKN2C,31
C1orf185,0
RP11-296A18.3,1
RNF11,63
RP11-296A18.6,1
TTC39A,22
RP11-275F13.1,0
EPS15,153
RP11-253A20.1,0
RP11-191G24.1,2
OSBPL9,44
NRD1,214
RP4-657D16.3,2
RP4-657D16.6,1
RAB3B,58
TXNDC12,150
KTI12,21
RP11-91A18.4,0
TXNDC12-AS1,0
BTF3L4,147
ZFYVE9,5
CC2D1B,18
RP11-155O18.6,0
ORC1,0
PRPF38A,140
ZCCHC11,247
RP11-25O10.2,1
GPX7,35
FAM159A,15
COA7,8
ZYG11B,39
ZYG11A,0
RP4-631H13.2,1
ECHDC2,141
SCP2,276
PODN,16
RP11-334A14.5,0
SLC1A7,6
RP11-334A14.8,1
CPT2,22
RP5-1024G6.2,0
C1orf123,88
RP5-1024G6.7,1
MAGOH,209
RP5-1024G6.5,1
RP5-1024G6.8,0
LRP8,3
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,0
RP11-117D22.1,0
RP11-117D22.2,1
DMRTB1,0
GLIS1,1
NDC1,17
YIPF1,25
DIO1,0
HSPB11,159
LRRC42,11
LDLRAD1,0
RP4-758J24.5,2
TMEM59,660
TCEANC2,13
AL161915.1,2
CDCP2,0
RP11-446E24.4,0
AL357673.1,39
CYB5RL,8
MRPL37,57
SSBP3,35
SSBP3-AS1,1
RP5-997D24.3,0
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,14
FAM151A,0
MROH7-TTC4,0
MROH7,0
TTC4,3
PARS2,1
TTC22,1
RP11-67L3.2,0
C1orf177,3
DHCR24,7
RP11-67L3.5,0
RP11-67L3.4,0
TMEM61,1
RP11-12C17.2,0
BSND,0
PCSK9,0
USP24,41
RP11-101C11.1,3
RP11-466L17.1,0
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,1
RP4-710M16.2,1
PPAP2B,42
PRKAA2,1
C1orf168,0
RP11-378I13.1,1
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,1
RP6-102O10.1,0
DAB1-AS1,0
RP11-393I23.4,0
OMA1,67
TACSTD2,4
MYSM1,90
JUN,592
LINC01135,1
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,2
RP4-794H19.4,1
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,0
RP11-467C18.1,0
FGGY,20
RP4-782L23.2,0
RP4-782L23.1,0
HOOK1,16
CYP2J2,0
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,0
RP11-436K8.1,0
NFIA,134
RP4-668G5.1,0
RP5-833A20.1,0
TM2D1,124
RP11-430G17.3,0
INADL,43
L1TD1,1
KANK4,0
USP1,166
DOCK7,13
ANGPTL3,0
AL138847.1,1
RP11-230B22.1,0
ATG4C,25
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,0
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,1
FOXD3,0
ALG6,10
ITGB3BP,70
EFCAB7,8
DLEU2L,10
PGM1,54
ROR1,5
RP11-24J23.2,3
UBE2U,0
CACHD1,4
RAVER2,10
JAK1,206
RP11-182I10.3,2
RP4-535B20.4,1
RP4-535B20.1,1
AK4,10
DNAJC6,1
RP5-1044H5.1,0
LEPR,59
LEPROT,216
PDE4B,687
RP11-397C12.1,0
SGIP1,9
AL139147.1,2
TCTEX1D1,7
INSL5,0
WDR78,5
RP11-342H21.2,0
MIER1,229
SLC35D1,34
C1orf141,0
IL23R,10
IL12RB2,6
SERBP1,653
RP4-763G1.2,0
GADD45A,113
GNG12,22
GNG12-AS1,2
DIRAS3,1
WLS,31
RPE65,0
DEPDC1,2
RP4-694A7.2,0
RP4-694A7.4,0
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,6
RP11-181B18.1,0
LRRC40,17
SRSF11,537
RP4-677H15.4,0
ANKRD13C,56
HHLA3,27
RP11-180O5.2,0
CTH,32
RP11-42O15.3,1
RP5-952N6.1,1
RP11-99H8.1,0
PTGER3,0
RP3-333A15.1,0
ZRANB2-AS1,0
ZRANB2,195
RP11-386O9.2,0
NEGR1,11
RP11-82L20.1,0
RP4-660H19.1,0
RP11-262K1.1,0
RP4-598G3.1,3
RP4-788P17.1,0
LRRIQ3,4
FPGT,10
FPGT-TNNI3K,1
TNNI3K,0
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,0
RP4-612J11.1,0
RP11-17E13.2,1
CRYZ,19
TYW3,67
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,3
RP4-682C21.5,0
ACADM,81
RABGGTB,151
MSH4,0
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,10
RP5-1102E8.3,1
RP11-415A20.1,0
ST6GALNAC5,5
RP4-564M11.2,0
PIGK,27
AK5,3
RP11-375A5.1,0
ZZZ3,58
USP33,91
FAM73A,55
NEXN-AS1,6
NEXN,27
FUBP1,125
DNAJB4,103
GIPC2,2
RP11-386I14.4,23
PTGFR,5
IFI44L,35
IFI44,56
ELTD1,51
RP4-726F1.1,0
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,74
LPHN2,13
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,0
RP11-413G15.1,0
RP11-475O6.1,11
RP5-836J3.1,0
TTLL7,107
RP11-486G15.2,4
PRKACB,93
SAMD13,2
DNASE2B,1
RPF1,71
GNG5,659
CTBS,78
C1orf180,0
SSX2IP,22
LPAR3,13
MCOLN2,18
WDR63,2
MCOLN3,3
SYDE2,2
C1orf52,129
BCL10,52
RP11-131L23.1,10
DDAH1,15
RP11-131L23.2,0
RP11-290M5.4,0
CYR61,116
RP11-290M5.2,0
ZNHIT6,44
COL24A1,5
ODF2L,500
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,0
RP4-612B15.3,8
SH3GLB1,234
15-Sep,467
HS2ST1,29
RP4-604K5.3,0
RP4-604K5.2,1
RP5-1052I5.2,0
LINC01140,0
LMO4,123
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,2
PKN2,197
GTF2B,160
CCBL2,41
RBMXL1,69
GBP3,36
GBP1,54
GBP2,190
GBP7,6
GBP4,59
GBP5,40
RP4-620F22.2,0
GBP6,0
LRRC8B,22
RP5-1007M22.2,10
LRRC8C,59
RP11-302M6.4,0
RP5-943J3.2,0
LRRC8D,15
RP11-302M6.5,0
ZNF326,81
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,9
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,220
HFM1,0
CDC7,5
TGFBR3,72
BRDT,19
EPHX4,4
BTBD8,5
KIAA1107,13
RP4-621B10.8,0
C1orf146,0
GLMN,131
RPAP2,168
GFI1,6
EVI5,70
RPL5,7779
FAM69A,20
MTF2,157
TMED5,160
CCDC18,46
DR1,120
FNBP1L,27
BCAR3,7
RP5-1033H22.2,1
RP4-561L24.3,2
DNTTIP2,359
GCLM,55
ABCA4,0
RP11-78O9.1,0
ARHGAP29,140
RP11-148B18.1,0
RP11-148B18.4,1
RP11-148B18.3,0
ABCD3,30
F3,26
RP11-86H7.6,1
RP11-86H7.7,1
LINC01057,0
SLC44A3,2
CNN3,225
RP4-639F20.1,2
ALG14,40
RP11-313A24.1,0
TMEM56,4
TMEM56-RWDD3,0
RP11-57H12.3,1
RWDD3,6
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,0
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,23
DPYD,126
DPYD-AS1,0
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,15
LPPR5,0
RP5-896L10.1,0
LPPR4,1
RP11-413P11.1,0
PALMD,52
FRRS1,4
AGL,78
RP5-884G6.2,0
SLC35A3,48
HIAT1,93
RP4-714D9.2,0
SASS6,26
TRMT13,76
LRRC39,1
DBT,21
RP11-305E17.6,1
RTCA,69
RP5-837M10.2,0
CDC14A,109
RP5-837M10.4,0
GPR88,0
RP11-84O12.4,0
VCAM1,19
EXTL2,12
RP4-549L20.3,12
SLC30A7,58
DPH5,80
AC093157.1,17
RP11-421L21.2,3
RP11-421L21.3,16
RP4-575N6.4,12
S1PR1,82
RP11-157N3.1,0
RP11-411H5.1,1
OLFM3,0
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,16
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,95
AMY2B,12
AMY2A,0
AMY1A,0
AMY1B,1
AMY1C,0
RP11-364B6.1,10
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,11
NTNG1,2
VAV3,116
VAV3-AS1,1
RP11-356N1.2,2
SLC25A24,45
RP11-483I13.5,4
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
FAM102B,32
HENMT1,39
PRPF38B,533
FNDC7,2
