,BMET1_Involved
HES3,0
GPR153,3
ACOT7,38
RP1-202O8.3,4
HES2,15
ESPN,4
RP1-202O8.2,0
TNFRSF25,186
PLEKHG5,0
NOL9,73
TAS1R1,0
ZBTB48,32
KLHL21,77
PHF13,27
THAP3,41
DNAJC11,45
RP11-242F24.1,20
RP11-312B8.1,1
CAMTA1,302
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,130
PER3,21
RP3-467L1.4,5
UTS2,13
TNFRSF9,40
PARK7,1334
ERRFI1,188
RP11-431K24.1,4
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,3
RERE,149
RP5-1115A15.1,5
RP4-633I8.4,1
ENO1,1862
ENO1-AS1,6
CA6,9
SLC2A7,0
SLC2A5,3
GPR157,36
RP3-510D11.1,0
RP3-510D11.2,3
H6PD,49
SPSB1,7
RP13-392I16.1,0
SLC25A33,41
TMEM201,7
PIK3CD,109
C1orf200,3
RP11-558F24.4,10
CLSTN1,90
CTNNBIP1,24
RP11-84A14.5,0
LZIC,129
NMNAT1,100
RBP7,163
UBE4B,82
KIF1B,119
PGD,166
RP4-736L20.3,1
APITD1,18
APITD1-CORT,1
CORT,0
DFFA,176
RP5-1113E3.3,0
PEX14,27
CASZ1,20
RP4-734G22.3,0
C1orf127,0
TARDBP,294
MASP2,3
RP4-635E18.8,17
SRM,34
EXOSC10,96
RP4-635E18.7,0
RP4-635E18.6,0
MTOR,45
MTOR-AS1,0
ANGPTL7,0
UBIAD1,77
PTCHD2,3
RP1-69M21.2,1
FBXO2,8
FBXO44,98
FBXO6,87
MAD2L2,158
DRAXIN,49
AGTRAP,262
C1orf167,2
RP11-56N19.5,2
MTHFR,53
CLCN6,29
NPPA-AS1,2
NPPA,0
NPPB,0
KIAA2013,100
PLOD1,32
MFN2,57
MIIP,108
TNFRSF8,13
TNFRSF1B,789
VPS13D,96
RP5-888M10.2,0
DHRS3,107
RP11-474O21.5,0
AADACL4,0
AADACL3,0
C1orf158,2
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,17
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,1
RP4-597A16.2,0
PDPN,1
CTA-520D8.2,0
PRDM2,228
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,7
TMEM51,1
C1orf195,0
FHAD1,2
RP3-467K16.2,1
RP3-467K16.7,0
RP3-467K16.4,9
EFHD2,290
CTRC,2
CELA2A,1
CELA2B,1
CASP9,37
DNAJC16,52
RP4-680D5.8,0
AGMAT,40
RP4-680D5.2,1
DDI2,122
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,43
RP11-288I21.1,0
SLC25A34,2
RP11-169K16.4,0
TMEM82,0
FBLIM1,32
RP11-169K16.9,79
SPEN,200
ZBTB17,45
C1orf64,4
RP11-5P18.5,0
HSPB7,1
CLCNKA,0
CLCNKB,0
FAM131C,0
EPHA2,0
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,22
C1orf134,2
RSG1,4
FBXO42,110
SZRD1,177
SPATA21,2
NECAP2,355
RP4-798A10.2,22
RP4-798A10.7,8
RP4-798A10.4,1
U1,0
FAM231B,0
NBPF1,105
RP5-1182A14.5,0
CROCCP2,130
FAM231A,0
FAM231C,0
CROCC,19
RP11-108M9.1,0
RP11-108M9.2,0
U1,0
RP11-108M9.4,95
RP11-108M9.6,53
MFAP2,0
RP1-37C10.3,0
ATP13A2,53
SDHB,276
PADI2,22
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,38
AC004824.2,0
RP1-20B21.4,0
RCC2,108
ARHGEF10L,7
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,3
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,0
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,17
IFFO2,19
UBR4,190
RP1-43E13.2,8
EMC1,35
MRTO4,100
AKR7A3,1
AKR7A2,49
PQLC2,9
CAPZB,1225
RP5-1056L3.1,0
MINOS1-NBL1,0
MINOS1,952
NBL1,2
HTR6,0
TMCO4,37
RNF186,0
RP11-91K11.2,0
OTUD3,14
PLA2G2E,0
PLA2G2A,91
PLA2G5,0
PLA2G2D,7
PLA2G2F,0
RP3-340N1.2,0
PLA2G2C,1
UBXN10-AS1,10
UBXN10,2
RP3-340N1.6,0
VWA5B1,2
RP4-745E8.2,1
LINC01141,0
RP4-749H3.2,0
CAMK2N1,29
MUL1,33
FAM43B,0
CDA,65
PINK1,28
PINK1-AS,8
DDOST,345
KIF17,2
SH2D5,0
RP5-930J4.2,0
HP1BP3,725
RP5-930J4.4,9
EIF4G3,85
ECE1,78
RP3-329E20.2,0
RP5-1071N3.1,1
RP11-293F5.1,0
NBPF3,51
ALPL,1
RP11-63N8.3,0
RAP1GAP,8
USP48,201
LDLRAD2,0
HSPG2,8
CELA3B,0
CELA3A,0
RP1-224A6.3,7
LINC00339,65
CDC42,1460
RP1-224A6.9,1
WNT4,0
ZBTB40,65
EPHA8,0
C1QA,83
C1QC,51
C1QB,61
EPHB2,10
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,1
KDM1A,40
RP1-184J9.2,0
LUZP1,199
HTR1D,0
RP5-1057J7.6,27
HNRNPR,620
ZNF436,8
C1orf213,11
RP5-1057J7.7,0
TCEA3,80
ASAP3,1
E2F2,8
RP1-150O5.3,0
ID3,56
MDS2,25
RPL11,30092
TCEB3,129
RP5-886K2.3,30
PITHD1,181
LYPLA2,150
GALE,37
HMGCL,200
FUCA1,52
CNR2,23
RP11-4M23.3,3
PNRC2,67
SRSF10,300
RP11-293P20.2,0
MYOM3,3
RP11-293P20.4,0
IL22RA1,0
IFNLR1,10
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,22
NIPAL3,147
RCAN3,186
RP4-594I10.3,148
NCMAP,40
SRRM1,1135
CLIC4,38
RUNX3,762
RP11-84D1.1,0
RP11-84D1.2,0
RP4-799D16.1,2
RP4-706G24.1,0
SYF2,680
C1orf63,2234
RP3-465N24.6,5
RHD,1
TMEM50A,637
RHCE,2
TMEM57,103
LDLRAP1,249
RP11-70P17.1,7
MAN1C1,22
RP1-187B23.1,77
SEPN1,34
RP1-317E23.6,0
RP1-317E23.3,0
MTFR1L,84
AL020996.1,2
RP1-317E23.7,0
AUNIP,5
RP1-125I3.2,1
PAQR7,6
STMN1,690
PAFAH2,47
EXTL1,0
SLC30A2,6
TRIM63,0
PDIK1L,18
FAM110D,0
ZNF593,199
RP11-96L14.7,0
CNKSR1,7
CATSPER4,0
CEP85,21
SH3BGRL3,4615
UBXN11,158
CD52,6644
AIM1L,6
ZNF683,92
LIN28A,15
DHDDS,49
RP3-476K8.3,0
HMGN2,1724
RPS6KA1,168
RP5-968P14.2,0
ARID1A,243
PIGV,39
ZDHHC18,76
SFN,41
RP1-50O24.6,1
GPN2,91
GPATCH3,27
NUDC,462
NR0B2,0
C1orf172,9
TRNP1,0
FAM46B,0
SLC9A1,24
RP11-40H20.4,1
WDTC1,93
TMEM222,67
SYTL1,264
MAP3K6,25
FCN3,0
CD164L2,2
GPR3,0
WASF2,771
RP4-752I6.1,1
RP1-159A19.4,11
AHDC1,42
FGR,391
RP11-288L9.1,0
IFI6,573
RP11-288L9.4,0
FAM76A,84
STX12,211
PPP1R8,99
AL109927.1,0
THEMIS2,253
RPA2,217
SMPDL3B,3
RP11-460I13.2,0
XKR8,53
EYA3,80
PTAFR,47
DNAJC8,585
AL353354.1,0
AL353354.2,0
ATPIF1,1053
RP5-1092A3.4,22
RP5-1092A3.5,0
SESN2,92
MED18,30
PHACTR4,251
RCC1,68
TRNAU1AP,140
SNHG12,201
TAF12,193
RAB42,1
RP11-442N24__B.1,6
RNU11,3
GMEB1,110
YTHDF2,237
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,0
EPB41,451
TMEM200B,0
RP11-242O24.3,0
SRSF4,265
RP11-242O24.5,3
MECR,40
RP11-467D18.2,0
PTPRU,1
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,4
MATN1-AS1,19
LAPTM5,2578
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,0
SDC3,3
PUM1,180
NKAIN1,1
SNRNP40,202
ZCCHC17,193
RP11-266K22.2,0
FABP3,5
SERINC2,14
AC114494.1,0
RP11-439L8.3,0
RP11-439L8.4,2
RP11-73M7.1,0
TINAGL1,0
HCRTR1,0
PEF1,127
RP11-73M7.6,1
RP11-73M7.9,1
COL16A1,0
BAI2,2
RP11-84A19.3,0
SPOCD1,5
RP11-84A19.2,5
RP11-84A19.4,9
PTP4A2,615
AL136115.1,0
RP4-534N18.2,2
KHDRBS1,289
RP11-277A4.4,4
TMEM39B,38
KPNA6,189
TXLNA,61
CCDC28B,114
RP4-622L5.7,0
IQCC,15
DCDC2B,1
TMEM234,24
EIF3I,665
FAM167B,4
LCK,745
HDAC1,313
MARCKSL1,131
RP4-811H24.9,0
TSSK3,0
FAM229A,13
BSDC1,298
RP1-27O5.3,0
ZBTB8B,14
ZBTB8A,32
ZBTB8OS,277
RBBP4,413
SYNC,99
RP11-114B7.6,3
KIAA1522,11
YARS,109
S100PBP,100
FNDC5,0
HPCA,6
TMEM54,15
RNF19B,72
FKSG48,0
RP1-117O3.2,0
AK2,202
ADC,9
TRIM62,12
ZNF362,32
RP11-415J8.7,0
A3GALT2,0
RP11-415J8.3,0
PHC2,80
RP11-415J8.5,0
ZSCAN20,9
CSMD2,7
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,175
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,0
RP5-997D16.2,0
DLGAP3,6
RP11-244H3.4,1
ZMYM6NB,0
ZMYM6,53
ZMYM1,29
SFPQ,700
ZMYM4,66
ZMYM4-AS1,0
KIAA0319L,121
NCDN,4
RP4-728D4.2,67
TFAP2E,1
PSMB2,386
C1orf216,34
CLSPN,70
RP11-435D7.3,0
AGO4,64
AGO1,88
RP4-789D17.5,1
AGO3,272
RP4-665N4.8,1
TEKT2,2
ADPRHL2,120
COL8A2,3
TRAPPC3,235
MAP7D1,98
THRAP3,615
SH3D21,7
EVA1B,11
RP11-268J15.5,4
STK40,69
LSM10,267
OSCP1,7
MRPS15,260
CSF3R,195
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,1
LINC01137,21
ZC3H12A,293
MEAF6,544
SNIP1,52
DNALI1,0
GNL2,128
RSPO1,2
C1orf109,80
CDCA8,16
EPHA10,1
MANEAL,9
RP11-109P14.9,0
YRDC,22
C1orf122,141
MTF1,86
AL929472.1,0
RP11-109P14.10,16
INPP5B,63
SF3A3,149
FHL3,20
UTP11L,96
POU3F1,1
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,0
RRAGC,93
RP5-864K19.4,9
MYCBP,87
GJA9,0
RHBDL2,13
AKIRIN1,209
NDUFS5,1413
MACF1,600
RP11-420K8.1,0
KIAA0754,12
BMP8A,0
RP11-69E11.4,40
PABPC4,182
RP11-69E11.8,0
HEYL,0
RP1-144F13.3,0
NT5C1A,0
HPCAL4,3
PPIE,166
BMP8B,7
OXCT2,4
RP1-118J21.25,0
TRIT1,30
MYCL,5
RP1-118J21.5,0
MFSD2A,17
CAP1,927
PPT1,309
RLF,130
TMCO2,1
RP1-39G22.7,19
ZMPSTE24,95
COL9A2,11
SMAP2,1269
ZFP69B,9
ZFP69,7
RP11-656D10.3,8
EXO5,16
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,14
RIMS3,4
RP4-739H11.3,0
NFYC-AS1,7
NFYC,101
KCNQ4,0
CITED4,3
RP5-1066H13.4,0
CTPS1,55
SLFNL1,0
SCMH1,38
RP11-399E6.1,0
FOXO6,0
RP11-399E6.4,1
EDN2,10
HIVEP3,39
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,106
RIMKLA,4
ZMYND12,2
PPCS,248
CCDC30,44
PPIH,177
RP5-994D16.3,1
YBX1,934
CLDN19,4
LEPRE1,111
C1orf50,86
RP5-994D16.9,0
CCDC23,154
ERMAP,13
RP11-342M1.3,18
ZNF691,12
SLC2A1,36
SLC2A1-AS1,5
FAM183A,0
EBNA1BP2,139
WDR65,0
TMEM125,3
C1orf210,1
TIE1,11
MPL,0
RP1-92O14.3,7
CDC20,35
ELOVL1,87
MED8,86
RP1-92O14.6,0
SZT2,76
SZT2-AS1,0
HYI,26
HYI-AS1,0
PTPRF,17
KDM4A,48
KDM4A-AS1,12
ST3GAL3,27
RP11-184I16.4,3
ARTN,1
RP11-7O11.3,3
IPO13,17
DPH2,46
ATP6V0B,793
B4GALT2,5
CCDC24,5
SLC6A9,0
RP5-1198O20.4,0
KLF17,2
DMAP1,113
ERI3,63
RNF220,80
TMEM53,24
C1orf228,64
KIF2C,17
RP11-269F19.2,1
RPS8,25630
BEST4,8
PLK3,227
TCTEX1D4,2
BTBD19,36
PTCH2,12
EIF2B3,68
HECTD3,25
UROD,100
ZSWIM5,1
HPDL,1
MUTYH,62
TOE1,51
TESK2,20
CCDC163P,4
MMACHC,3
PRDX1,761
AKR1A1,270
NASP,396
CCDC17,3
GPBP1L1,249
TMEM69,92
IPP,35
MAST2,13
PIK3R3,80
RP4-533D7.4,0
RP4-533D7.5,1
TSPAN1,118
RP11-322N21.2,0
POMGNT1,73
LURAP1,1
RAD54L,3
LRRC41,105
UQCRH,1967
NSUN4,68
FAAH,11
RP5-1109J22.2,0
LINC00505,1
DMBX1,1
MKNK1-AS1,0
KNCN,0
MKNK1,109
MOB3C,41
ATPAF1,45
EFCAB14,354
TEX38,0
EFCAB14-AS1,0
CYP4B1,0
CYP4A11,0
CYP4X1,10
CYP4Z1,0
CYP4A22-AS1,13
CYP4A22,0
LINC00853,0
PDZK1IP1,5
TAL1,7
RP1-18D14.7,0
STIL,22
CMPK1,284
RP11-511I2.2,0
FOXE3,0
FOXD2-AS1,3
FOXD2,1
RP11-543D5.1,0
TRABD2B,0
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,0
RP5-1024N4.4,0
SPATA6,45
AGBL4,2
BEND5,13
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,1
ELAVL4,3
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,2
FAF1,35
RP5-850O15.3,0
CDKN2C,34
C1orf185,0
RP11-296A18.3,4
RNF11,111
RP11-296A18.6,1
TTC39A,34
RP11-275F13.1,0
EPS15,249
RP11-253A20.1,0
RP11-191G24.1,0
OSBPL9,126
NRD1,398
RP4-657D16.3,4
RP4-657D16.6,1
RAB3B,117
TXNDC12,208
KTI12,41
RP11-91A18.4,0
TXNDC12-AS1,0
BTF3L4,310
ZFYVE9,4
CC2D1B,40
RP11-155O18.6,0
ORC1,4
PRPF38A,360
ZCCHC11,536
RP11-25O10.2,0
GPX7,33
FAM159A,43
COA7,16
ZYG11B,57
ZYG11A,2
RP4-631H13.2,0
ECHDC2,281
SCP2,589
PODN,3
RP11-334A14.5,0
SLC1A7,15
RP11-334A14.8,0
CPT2,38
RP5-1024G6.2,0
C1orf123,142
RP5-1024G6.7,7
MAGOH,410
RP5-1024G6.5,2
RP5-1024G6.8,3
LRP8,13
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,2
RP11-117D22.1,0
RP11-117D22.2,7
DMRTB1,0
GLIS1,0
NDC1,20
YIPF1,47
DIO1,0
HSPB11,323
LRRC42,30
LDLRAD1,0
RP4-758J24.5,4
TMEM59,919
TCEANC2,25
AL161915.1,0
CDCP2,0
RP11-446E24.4,0
AL357673.1,34
CYB5RL,17
MRPL37,139
SSBP3,93
SSBP3-AS1,1
RP5-997D24.3,0
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,22
FAM151A,0
MROH7-TTC4,0
MROH7,1
TTC4,12
PARS2,6
TTC22,6
RP11-67L3.2,0
C1orf177,2
DHCR24,6
RP11-67L3.5,0
RP11-67L3.4,0
TMEM61,0
RP11-12C17.2,0
BSND,1
PCSK9,0
USP24,92
RP11-101C11.1,1
RP11-466L17.1,1
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,0
RP4-710M16.2,0
PPAP2B,3
PRKAA2,4
C1orf168,5
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,4
RP6-102O10.1,0
DAB1-AS1,0
RP11-393I23.4,0
OMA1,106
TACSTD2,49
MYSM1,147
JUN,537
LINC01135,0
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,0
RP4-794H19.4,1
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,1
RP11-467C18.1,0
FGGY,21
RP4-782L23.2,0
RP4-782L23.1,2
HOOK1,26
CYP2J2,0
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,3
RP11-436K8.1,0
NFIA,88
RP4-668G5.1,0
RP5-833A20.1,0
TM2D1,265
RP11-430G17.3,1
INADL,86
L1TD1,5
KANK4,0
USP1,261
DOCK7,18
ANGPTL3,1
AL138847.1,1
RP11-230B22.1,0
ATG4C,40
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,3
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,0
FOXD3,0
ALG6,56
ITGB3BP,106
EFCAB7,22
DLEU2L,21
PGM1,89
ROR1,1
RP11-24J23.2,3
UBE2U,0
CACHD1,0
RAVER2,4
JAK1,533
RP11-182I10.3,0
RP4-535B20.4,0
RP4-535B20.1,0
AK4,40
DNAJC6,6
RP5-1044H5.1,0
LEPR,14
LEPROT,251
PDE4B,1291
RP11-397C12.1,0
SGIP1,3
AL139147.1,0
TCTEX1D1,1
INSL5,0
WDR78,4
RP11-342H21.2,0
MIER1,459
SLC35D1,75
C1orf141,0
IL23R,11
IL12RB2,11
SERBP1,1295
RP4-763G1.2,0
GADD45A,326
GNG12,24
GNG12-AS1,1
DIRAS3,0
WLS,1
RPE65,0
DEPDC1,21
RP4-694A7.2,0
RP4-694A7.4,0
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,20
RP11-181B18.1,0
LRRC40,80
SRSF11,895
RP4-677H15.4,0
ANKRD13C,102
HHLA3,30
RP11-180O5.2,0
CTH,20
RP11-42O15.3,1
RP5-952N6.1,0
RP11-99H8.1,1
PTGER3,0
RP3-333A15.1,0
ZRANB2-AS1,0
ZRANB2,473
RP11-386O9.2,0
NEGR1,13
RP11-82L20.1,0
RP4-660H19.1,0
RP11-262K1.1,0
RP4-598G3.1,4
RP4-788P17.1,0
LRRIQ3,3
FPGT,22
FPGT-TNNI3K,5
TNNI3K,0
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,0
RP4-612J11.1,0
RP11-17E13.2,1
CRYZ,33
TYW3,160
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,9
RP4-682C21.5,0
ACADM,162
RABGGTB,236
MSH4,2
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,5
RP5-1102E8.3,0
RP11-415A20.1,0
ST6GALNAC5,0
RP4-564M11.2,0
PIGK,86
AK5,76
RP11-375A5.1,0
ZZZ3,133
USP33,237
FAM73A,97
NEXN-AS1,9
NEXN,13
FUBP1,327
DNAJB4,59
GIPC2,0
RP11-386I14.4,10
PTGFR,0
IFI44L,289
IFI44,166
ELTD1,0
RP4-726F1.1,0
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,41
LPHN2,2
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,0
RP11-413G15.1,0
RP11-475O6.1,14
RP5-836J3.1,0
TTLL7,171
RP11-486G15.2,2
PRKACB,269
SAMD13,23
DNASE2B,11
RPF1,180
GNG5,840
CTBS,117
C1orf180,0
SSX2IP,61
LPAR3,17
MCOLN2,44
WDR63,6
MCOLN3,9
SYDE2,14
C1orf52,227
BCL10,131
RP11-131L23.1,14
DDAH1,13
RP11-131L23.2,0
RP11-290M5.4,0
CYR61,4
RP11-290M5.2,0
ZNHIT6,101
COL24A1,4
ODF2L,622
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,0
RP4-612B15.3,8
SH3GLB1,472
15-Sep,784
HS2ST1,35
RP4-604K5.3,1
RP4-604K5.2,2
RP5-1052I5.2,0
LINC01140,0
LMO4,190
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,2
PKN2,249
GTF2B,298
CCBL2,81
RBMXL1,136
GBP3,77
GBP1,166
GBP2,366
GBP7,13
GBP4,149
GBP5,192
RP4-620F22.2,0
GBP6,1
LRRC8B,52
RP5-1007M22.2,15
LRRC8C,164
RP11-302M6.4,0
RP5-943J3.2,1
LRRC8D,46
RP11-302M6.5,0
ZNF326,168
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,0
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,298
HFM1,0
CDC7,23
TGFBR3,117
BRDT,19
EPHX4,5
BTBD8,13
KIAA1107,17
RP4-621B10.8,1
C1orf146,0
GLMN,189
RPAP2,265
GFI1,13
EVI5,72
RPL5,13168
FAM69A,44
MTF2,307
TMED5,260
CCDC18,69
DR1,337
FNBP1L,47
BCAR3,4
RP5-1033H22.2,1
RP4-561L24.3,0
DNTTIP2,460
GCLM,67
ABCA4,0
RP11-78O9.1,0
ARHGAP29,24
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,48
F3,17
RP11-86H7.6,0
RP11-86H7.7,0
LINC01057,3
SLC44A3,3
CNN3,13
RP4-639F20.1,1
ALG14,54
RP11-313A24.1,0
TMEM56,37
TMEM56-RWDD3,0
RP11-57H12.3,1
RWDD3,18
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,1
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,44
DPYD,190
DPYD-AS1,1
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,1
SNX7,1
LPPR5,0
RP5-896L10.1,0
LPPR4,0
RP11-413P11.1,0
PALMD,2
FRRS1,5
AGL,101
RP5-884G6.2,4
SLC35A3,133
HIAT1,182
RP4-714D9.2,0
SASS6,39
TRMT13,127
LRRC39,1
DBT,70
RP11-305E17.6,3
RTCA,125
RP5-837M10.2,0
CDC14A,208
RP5-837M10.4,0
GPR88,0
RP11-84O12.4,0
VCAM1,14
EXTL2,33
RP4-549L20.3,8
SLC30A7,174
DPH5,138
AC093157.1,21
RP11-421L21.2,2
RP11-421L21.3,22
RP4-575N6.4,47
S1PR1,255
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,1
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,0
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,117
AMY2B,15
AMY2A,1
AMY1A,1
AMY1B,1
AMY1C,0
RP11-364B6.1,2
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,24
NTNG1,2
VAV3,141
VAV3-AS1,4
RP11-356N1.2,3
SLC25A24,83
RP11-483I13.5,3
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
FAM102B,42
HENMT1,109
PRPF38B,1047
