,BMET5_Tumor
HES3,0
GPR153,4
ACOT7,112
RP1-202O8.3,4
HES2,19
ESPN,4
RP1-202O8.2,1
TNFRSF25,264
PLEKHG5,6
NOL9,68
TAS1R1,1
ZBTB48,94
KLHL21,72
PHF13,35
THAP3,115
DNAJC11,52
RP11-242F24.1,12
RP11-312B8.1,7
CAMTA1,958
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,1
RP11-338N10.1,0
RP11-338N10.2,1
RP11-338N10.3,0
VAMP3,340
PER3,24
RP3-467L1.4,5
UTS2,220
TNFRSF9,45
PARK7,2309
ERRFI1,162
RP11-431K24.1,4
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,8
RERE,195
RP5-1115A15.1,12
RP4-633I8.4,0
ENO1,4479
ENO1-AS1,14
CA6,3
SLC2A7,0
SLC2A5,26
GPR157,21
RP3-510D11.1,1
RP3-510D11.2,15
H6PD,75
SPSB1,8
RP13-392I16.1,0
SLC25A33,31
TMEM201,9
PIK3CD,102
C1orf200,3
RP11-558F24.4,14
CLSTN1,109
CTNNBIP1,100
RP11-84A14.5,1
LZIC,251
NMNAT1,92
RBP7,503
UBE4B,184
KIF1B,160
PGD,433
RP4-736L20.3,0
APITD1,64
APITD1-CORT,0
CORT,1
DFFA,216
RP5-1113E3.3,3
PEX14,74
CASZ1,19
RP4-734G22.3,1
C1orf127,5
TARDBP,524
MASP2,2
RP4-635E18.8,31
SRM,93
EXOSC10,174
RP4-635E18.7,2
RP4-635E18.6,24
MTOR,70
MTOR-AS1,0
ANGPTL7,0
UBIAD1,74
PTCHD2,0
RP1-69M21.2,0
FBXO2,5
FBXO44,150
FBXO6,125
MAD2L2,375
DRAXIN,28
AGTRAP,718
C1orf167,11
RP11-56N19.5,2
MTHFR,110
CLCN6,52
NPPA-AS1,4
NPPA,0
NPPB,0
KIAA2013,115
PLOD1,116
MFN2,69
MIIP,219
TNFRSF8,7
TNFRSF1B,254
VPS13D,154
RP5-888M10.2,0
DHRS3,197
RP11-474O21.5,4
AADACL4,0
AADACL3,0
C1orf158,1
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,31
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,1
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,1
RP4-597A16.2,0
PDPN,17
CTA-520D8.2,0
PRDM2,248
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,10
TMEM51,18
C1orf195,0
FHAD1,8
RP3-467K16.2,2
RP3-467K16.7,0
RP3-467K16.4,1
EFHD2,355
CTRC,3
CELA2A,2
CELA2B,0
CASP9,36
DNAJC16,59
RP4-680D5.8,0
AGMAT,31
RP4-680D5.2,3
DDI2,103
RSC1A1,0
RP4-680D5.9,2
PLEKHM2,96
RP11-288I21.1,0
SLC25A34,5
RP11-169K16.4,0
TMEM82,2
FBLIM1,70
RP11-169K16.9,180
SPEN,258
ZBTB17,101
C1orf64,3
RP11-5P18.5,0
HSPB7,51
CLCNKA,2
CLCNKB,0
FAM131C,0
EPHA2,12
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,54
C1orf134,3
RSG1,10
FBXO42,109
SZRD1,281
SPATA21,2
NECAP2,434
RP4-798A10.2,16
RP4-798A10.7,26
RP4-798A10.4,2
U1,26
FAM231B,0
NBPF1,158
RP5-1182A14.5,0
CROCCP2,74
FAM231A,0
FAM231C,0
CROCC,20
RP11-108M9.1,0
RP11-108M9.2,0
U1,12
RP11-108M9.4,209
RP11-108M9.6,55
MFAP2,10
RP1-37C10.3,0
ATP13A2,55
SDHB,712
PADI2,34
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,85
AC004824.2,1
RP1-20B21.4,2
RCC2,178
ARHGEF10L,15
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,7
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,3
PAX7,2
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,49
IFFO2,28
UBR4,277
RP1-43E13.2,25
EMC1,70
MRTO4,214
AKR7A3,8
AKR7A2,84
PQLC2,55
CAPZB,2241
RP5-1056L3.1,0
MINOS1-NBL1,0
MINOS1,1954
NBL1,54
HTR6,0
TMCO4,83
RNF186,0
RP11-91K11.2,0
OTUD3,31
PLA2G2E,0
PLA2G2A,1208
PLA2G5,3
PLA2G2D,6
PLA2G2F,0
RP3-340N1.2,2
PLA2G2C,3
UBXN10-AS1,14
UBXN10,6
RP3-340N1.6,0
VWA5B1,2
RP4-745E8.2,3
LINC01141,0
RP4-749H3.2,0
CAMK2N1,34
MUL1,66
FAM43B,1
CDA,255
PINK1,56
PINK1-AS,7
DDOST,851
KIF17,15
SH2D5,0
RP5-930J4.2,0
HP1BP3,1054
RP5-930J4.4,20
EIF4G3,204
ECE1,126
RP3-329E20.2,0
RP5-1071N3.1,4
RP11-293F5.1,0
NBPF3,34
ALPL,144
RP11-63N8.3,1
RAP1GAP,9
USP48,286
LDLRAD2,9
HSPG2,101
CELA3B,0
CELA3A,0
RP1-224A6.3,8
LINC00339,76
CDC42,2371
RP1-224A6.9,2
WNT4,2
ZBTB40,58
EPHA8,1
C1QA,1454
C1QC,1202
C1QB,1447
EPHB2,15
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,0
KDM1A,82
RP1-184J9.2,0
LUZP1,228
HTR1D,0
RP5-1057J7.6,36
HNRNPR,1041
ZNF436,20
C1orf213,24
RP5-1057J7.7,0
TCEA3,190
ASAP3,15
E2F2,16
RP1-150O5.3,2
ID3,1061
MDS2,29
RPL11,57841
TCEB3,139
RP5-886K2.3,59
PITHD1,188
LYPLA2,310
GALE,81
HMGCL,309
FUCA1,135
CNR2,25
RP11-4M23.3,1
PNRC2,29
SRSF10,371
RP11-293P20.2,0
MYOM3,1
RP11-293P20.4,0
IL22RA1,0
IFNLR1,14
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,28
NIPAL3,134
RCAN3,199
RP4-594I10.3,217
NCMAP,26
SRRM1,1839
CLIC4,109
RUNX3,328
RP11-84D1.1,0
RP11-84D1.2,1
RP4-799D16.1,2
RP4-706G24.1,0
SYF2,1170
C1orf63,2978
RP3-465N24.6,5
RHD,5
TMEM50A,1255
RHCE,2
TMEM57,189
LDLRAP1,174
RP11-70P17.1,13
MAN1C1,18
RP1-187B23.1,34
SEPN1,80
RP1-317E23.6,0
RP1-317E23.3,7
MTFR1L,189
AL020996.1,3
RP1-317E23.7,0
AUNIP,9
RP1-125I3.2,13
PAQR7,16
STMN1,2130
PAFAH2,47
EXTL1,1
SLC30A2,8
TRIM63,17
PDIK1L,40
FAM110D,0
ZNF593,353
RP11-96L14.7,2
CNKSR1,18
CATSPER4,0
CEP85,27
SH3BGRL3,9952
UBXN11,284
CD52,9266
AIM1L,10
ZNF683,125
LIN28A,7
DHDDS,72
RP3-476K8.3,1
HMGN2,5534
RPS6KA1,222
RP5-968P14.2,2
ARID1A,382
PIGV,57
ZDHHC18,74
SFN,2
RP1-50O24.6,0
GPN2,145
GPATCH3,51
NUDC,927
NR0B2,1
C1orf172,30
TRNP1,3
FAM46B,2
SLC9A1,50
RP11-40H20.4,1
WDTC1,78
TMEM222,179
SYTL1,158
MAP3K6,76
FCN3,3
CD164L2,1
GPR3,3
WASF2,1098
RP4-752I6.1,4
RP1-159A19.4,13
AHDC1,62
FGR,347
RP11-288L9.1,1
IFI6,540
RP11-288L9.4,1
FAM76A,87
STX12,241
PPP1R8,143
AL109927.1,0
THEMIS2,352
RPA2,521
SMPDL3B,24
RP11-460I13.2,1
XKR8,40
EYA3,71
PTAFR,87
DNAJC8,898
AL353354.1,0
AL353354.2,10
ATPIF1,2363
RP5-1092A3.4,35
RP5-1092A3.5,0
SESN2,74
MED18,31
PHACTR4,287
RCC1,182
TRNAU1AP,221
SNHG12,502
TAF12,499
RAB42,2
RP11-442N24__B.1,5
RNU11,4
GMEB1,84
YTHDF2,412
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,5
EPB41,319
TMEM200B,1
RP11-242O24.3,0
SRSF4,405
RP11-242O24.5,2
MECR,103
RP11-467D18.2,0
PTPRU,2
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,4
MATN1-AS1,23
LAPTM5,5159
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,0
SDC3,9
PUM1,272
NKAIN1,0
SNRNP40,469
ZCCHC17,361
RP11-266K22.2,1
FABP3,5
SERINC2,151
AC114494.1,0
RP11-439L8.3,2
RP11-439L8.4,5
RP11-73M7.1,0
TINAGL1,6
HCRTR1,0
PEF1,294
RP11-73M7.6,3
RP11-73M7.9,4
COL16A1,39
BAI2,1
RP11-84A19.3,0
SPOCD1,10
RP11-84A19.2,1
RP11-84A19.4,7
PTP4A2,663
AL136115.1,0
RP4-534N18.2,0
KHDRBS1,517
RP11-277A4.4,2
TMEM39B,111
KPNA6,185
TXLNA,110
CCDC28B,240
RP4-622L5.7,4
IQCC,19
DCDC2B,0
TMEM234,68
EIF3I,1324
FAM167B,15
LCK,965
HDAC1,490
MARCKSL1,147
RP4-811H24.9,0
TSSK3,3
FAM229A,18
BSDC1,265
RP1-27O5.3,0
ZBTB8B,13
ZBTB8A,65
ZBTB8OS,434
RBBP4,647
SYNC,138
RP11-114B7.6,4
KIAA1522,46
YARS,211
S100PBP,153
FNDC5,1
HPCA,0
TMEM54,20
RNF19B,68
FKSG48,0
RP1-117O3.2,0
AK2,447
ADC,14
TRIM62,13
ZNF362,48
RP11-415J8.7,0
A3GALT2,0
RP11-415J8.3,0
PHC2,202
RP11-415J8.5,3
ZSCAN20,6
CSMD2,11
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,279
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,16
RP5-997D16.2,0
DLGAP3,11
RP11-244H3.4,5
ZMYM6NB,0
ZMYM6,103
ZMYM1,88
SFPQ,1014
ZMYM4,171
ZMYM4-AS1,0
KIAA0319L,159
NCDN,16
RP4-728D4.2,68
TFAP2E,7
PSMB2,894
C1orf216,60
CLSPN,120
RP11-435D7.3,1
AGO4,87
AGO1,113
RP4-789D17.5,0
AGO3,328
RP4-665N4.8,0
TEKT2,1
ADPRHL2,115
COL8A2,9
TRAPPC3,577
MAP7D1,126
THRAP3,718
SH3D21,31
EVA1B,32
RP11-268J15.5,8
STK40,43
LSM10,505
OSCP1,27
MRPS15,877
CSF3R,323
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,73
ZC3H12A,348
MEAF6,891
SNIP1,49
DNALI1,82
GNL2,227
RSPO1,9
C1orf109,115
CDCA8,74
EPHA10,3
MANEAL,5
RP11-109P14.9,0
YRDC,29
C1orf122,320
MTF1,96
AL929472.1,0
RP11-109P14.10,27
INPP5B,62
SF3A3,311
FHL3,90
UTP11L,236
POU3F1,5
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,1
RRAGC,140
RP5-864K19.4,20
MYCBP,110
GJA9,0
RHBDL2,27
AKIRIN1,186
NDUFS5,4095
MACF1,634
RP11-420K8.1,0
KIAA0754,17
BMP8A,1
RP11-69E11.4,91
PABPC4,358
RP11-69E11.8,0
HEYL,4
RP1-144F13.3,0
NT5C1A,0
HPCAL4,2
PPIE,336
BMP8B,15
OXCT2,1
RP1-118J21.25,1
TRIT1,84
MYCL,22
RP1-118J21.5,0
MFSD2A,16
CAP1,1776
PPT1,774
RLF,237
TMCO2,0
RP1-39G22.7,90
ZMPSTE24,158
COL9A2,40
SMAP2,850
ZFP69B,14
ZFP69,17
RP11-656D10.3,6
EXO5,19
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,31
RIMS3,3
RP4-739H11.3,0
NFYC-AS1,14
NFYC,259
KCNQ4,2
CITED4,5
RP5-1066H13.4,0
CTPS1,81
SLFNL1,0
SCMH1,66
RP11-399E6.1,3
FOXO6,0
RP11-399E6.4,1
EDN2,3
HIVEP3,61
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,144
RIMKLA,5
ZMYND12,7
PPCS,577
CCDC30,60
PPIH,335
RP5-994D16.3,2
YBX1,1868
CLDN19,3
LEPRE1,154
C1orf50,165
RP5-994D16.9,1
CCDC23,322
ERMAP,34
RP11-342M1.3,21
ZNF691,33
SLC2A1,52
SLC2A1-AS1,10
FAM183A,0
EBNA1BP2,335
WDR65,0
TMEM125,37
C1orf210,8
TIE1,9
MPL,2
RP1-92O14.3,30
CDC20,137
ELOVL1,280
MED8,172
RP1-92O14.6,0
SZT2,72
SZT2-AS1,0
HYI,40
HYI-AS1,3
PTPRF,81
KDM4A,70
KDM4A-AS1,17
ST3GAL3,28
RP11-184I16.4,1
ARTN,0
RP11-7O11.3,8
IPO13,29
DPH2,89
ATP6V0B,2512
B4GALT2,26
CCDC24,25
SLC6A9,6
RP5-1198O20.4,6
KLF17,5
DMAP1,289
ERI3,220
RNF220,124
TMEM53,62
C1orf228,158
KIF2C,41
RP11-269F19.2,1
RPS8,59208
BEST4,5
PLK3,168
TCTEX1D4,2
BTBD19,22
PTCH2,18
EIF2B3,150
HECTD3,21
UROD,308
ZSWIM5,4
HPDL,22
MUTYH,93
TOE1,59
TESK2,54
CCDC163P,25
MMACHC,5
PRDX1,2776
AKR1A1,926
NASP,727
CCDC17,3
GPBP1L1,273
TMEM69,217
IPP,68
MAST2,18
PIK3R3,436
RP4-533D7.4,3
RP4-533D7.5,1
TSPAN1,651
RP11-322N21.2,0
POMGNT1,81
LURAP1,6
RAD54L,7
LRRC41,154
UQCRH,5895
NSUN4,61
FAAH,18
RP5-1109J22.2,0
LINC00505,8
DMBX1,3
MKNK1-AS1,0
KNCN,0
MKNK1,264
MOB3C,57
ATPAF1,64
EFCAB14,307
TEX38,1
EFCAB14-AS1,0
CYP4B1,51
CYP4A11,0
CYP4X1,15
CYP4Z1,1
CYP4A22-AS1,12
CYP4A22,0
LINC00853,18
PDZK1IP1,57
TAL1,20
RP1-18D14.7,1
STIL,39
CMPK1,436
RP11-511I2.2,0
FOXE3,0
FOXD2-AS1,6
FOXD2,1
RP11-543D5.1,0
TRABD2B,3
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,1
RP5-1024N4.4,0
SPATA6,46
AGBL4,1
BEND5,47
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,0
ELAVL4,1
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,2
FAF1,70
RP5-850O15.3,0
CDKN2C,184
C1orf185,0
RP11-296A18.3,3
RNF11,108
RP11-296A18.6,0
TTC39A,158
RP11-275F13.1,14
EPS15,454
RP11-253A20.1,0
RP11-191G24.1,9
OSBPL9,183
NRD1,709
RP4-657D16.3,10
RP4-657D16.6,0
RAB3B,82
TXNDC12,563
KTI12,50
RP11-91A18.4,1
TXNDC12-AS1,0
BTF3L4,724
ZFYVE9,20
CC2D1B,40
RP11-155O18.6,0
ORC1,21
PRPF38A,502
ZCCHC11,641
RP11-25O10.2,0
GPX7,146
FAM159A,38
COA7,45
ZYG11B,88
ZYG11A,8
RP4-631H13.2,0
ECHDC2,381
SCP2,1345
PODN,13
RP11-334A14.5,1
SLC1A7,18
RP11-334A14.8,0
CPT2,52
RP5-1024G6.2,0
C1orf123,352
RP5-1024G6.7,11
MAGOH,787
RP5-1024G6.5,7
RP5-1024G6.8,10
LRP8,20
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,3
RP11-117D22.1,0
RP11-117D22.2,27
DMRTB1,0
GLIS1,2
NDC1,55
YIPF1,111
DIO1,0
HSPB11,712
LRRC42,87
LDLRAD1,0
RP4-758J24.5,16
TMEM59,2368
TCEANC2,53
AL161915.1,4
CDCP2,0
RP11-446E24.4,2
AL357673.1,50
CYB5RL,18
MRPL37,406
SSBP3,152
SSBP3-AS1,0
RP5-997D24.3,0
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,65
FAM151A,0
MROH7-TTC4,0
MROH7,6
TTC4,14
PARS2,12
TTC22,5
RP11-67L3.2,0
C1orf177,2
DHCR24,46
RP11-67L3.5,0
RP11-67L3.4,4
TMEM61,3
RP11-12C17.2,0
BSND,0
PCSK9,0
USP24,135
RP11-101C11.1,4
RP11-466L17.1,2
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,1
RP4-710M16.2,0
PPAP2B,53
PRKAA2,7
C1orf168,2
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,3
RP6-102O10.1,0
DAB1-AS1,0
RP11-393I23.4,0
OMA1,179
TACSTD2,56
MYSM1,261
JUN,1930
LINC01135,2
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,5
RP4-794H19.4,8
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,5
RP11-467C18.1,0
FGGY,49
RP4-782L23.2,0
RP4-782L23.1,2
HOOK1,71
CYP2J2,9
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,2
RP11-436K8.1,1
NFIA,217
RP4-668G5.1,1
RP5-833A20.1,0
TM2D1,479
RP11-430G17.3,1
INADL,124
L1TD1,11
KANK4,4
USP1,476
DOCK7,66
ANGPTL3,22
AL138847.1,0
RP11-230B22.1,0
ATG4C,159
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,1
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,1
FOXD3,0
ALG6,117
ITGB3BP,256
EFCAB7,77
DLEU2L,35
PGM1,190
ROR1,1
RP11-24J23.2,3
UBE2U,0
CACHD1,9
RAVER2,21
JAK1,473
RP11-182I10.3,2
RP4-535B20.4,3
RP4-535B20.1,0
AK4,59
DNAJC6,6
RP5-1044H5.1,0
LEPR,87
LEPROT,615
PDE4B,312
RP11-397C12.1,0
SGIP1,9
AL139147.1,1
TCTEX1D1,38
INSL5,0
WDR78,8
RP11-342H21.2,0
MIER1,509
SLC35D1,87
C1orf141,0
IL23R,15
IL12RB2,16
SERBP1,2179
RP4-763G1.2,1
GADD45A,220
GNG12,49
GNG12-AS1,0
DIRAS3,6
WLS,54
RPE65,0
DEPDC1,59
RP4-694A7.2,0
RP4-694A7.4,1
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,18
RP11-181B18.1,0
LRRC40,109
SRSF11,1540
RP4-677H15.4,0
ANKRD13C,136
HHLA3,82
RP11-180O5.2,0
CTH,22
RP11-42O15.3,1
RP5-952N6.1,1
RP11-99H8.1,1
PTGER3,4
RP3-333A15.1,0
ZRANB2-AS1,2
ZRANB2,707
RP11-386O9.2,0
NEGR1,54
RP11-82L20.1,0
RP4-660H19.1,0
RP11-262K1.1,0
RP4-598G3.1,5
RP4-788P17.1,0
LRRIQ3,18
FPGT,82
FPGT-TNNI3K,2
TNNI3K,1
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,2
RP4-612J11.1,0
RP11-17E13.2,2
CRYZ,106
TYW3,303
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,8
RP4-682C21.5,1
ACADM,361
RABGGTB,512
MSH4,2
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,19
RP5-1102E8.3,1
RP11-415A20.1,0
ST6GALNAC5,0
RP4-564M11.2,0
PIGK,141
AK5,129
RP11-375A5.1,0
ZZZ3,200
USP33,309
FAM73A,129
NEXN-AS1,7
NEXN,50
FUBP1,482
DNAJB4,342
GIPC2,7
RP11-386I14.4,35
PTGFR,17
IFI44L,103
IFI44,214
ELTD1,18
RP4-726F1.1,0
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,112
LPHN2,11
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,1
RP11-413G15.1,0
RP11-475O6.1,16
RP5-836J3.1,0
TTLL7,126
RP11-486G15.2,26
PRKACB,478
SAMD13,33
DNASE2B,3
RPF1,257
GNG5,2170
CTBS,245
C1orf180,0
SSX2IP,45
LPAR3,11
MCOLN2,98
WDR63,1
MCOLN3,16
SYDE2,14
C1orf52,372
BCL10,224
RP11-131L23.1,21
DDAH1,29
RP11-131L23.2,0
RP11-290M5.4,0
CYR61,74
RP11-290M5.2,0
ZNHIT6,150
COL24A1,17
ODF2L,809
CLCA2,1
CLCA1,1
CLCA4,1
RP4-651E10.4,1
RP4-612B15.3,10
SH3GLB1,709
15-Sep,1593
HS2ST1,102
RP4-604K5.3,1
RP4-604K5.2,1
RP5-1052I5.2,0
LINC01140,0
LMO4,326
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,3
PKN2,498
GTF2B,257
CCBL2,170
RBMXL1,105
GBP3,120
GBP1,129
GBP2,521
GBP7,0
GBP4,122
GBP5,157
RP4-620F22.2,0
GBP6,2
LRRC8B,70
RP5-1007M22.2,31
LRRC8C,135
RP11-302M6.4,0
RP5-943J3.2,1
LRRC8D,68
RP11-302M6.5,1
ZNF326,356
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,14
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,469
HFM1,5
CDC7,34
TGFBR3,96
BRDT,12
EPHX4,12
BTBD8,17
KIAA1107,21
RP4-621B10.8,3
C1orf146,1
GLMN,193
RPAP2,407
GFI1,18
EVI5,119
RPL5,26869
FAM69A,45
MTF2,358
TMED5,478
CCDC18,165
DR1,344
FNBP1L,185
BCAR3,18
RP5-1033H22.2,1
RP4-561L24.3,1
DNTTIP2,493
GCLM,70
ABCA4,0
RP11-78O9.1,0
ARHGAP29,104
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,94
F3,67
RP11-86H7.6,0
RP11-86H7.7,0
LINC01057,4
SLC44A3,7
CNN3,222
RP4-639F20.1,4
ALG14,128
RP11-313A24.1,0
TMEM56,35
TMEM56-RWDD3,0
RP11-57H12.3,1
RWDD3,16
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,0
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,87
DPYD,253
DPYD-AS1,0
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,35
LPPR5,0
RP5-896L10.1,0
LPPR4,1
RP11-413P11.1,0
PALMD,9
FRRS1,24
AGL,149
RP5-884G6.2,4
SLC35A3,163
HIAT1,222
RP4-714D9.2,0
SASS6,94
TRMT13,209
LRRC39,8
DBT,137
RP11-305E17.6,4
RTCA,317
RP5-837M10.2,0
CDC14A,179
RP5-837M10.4,0
GPR88,9
RP11-84O12.4,0
VCAM1,49
EXTL2,87
RP4-549L20.3,49
SLC30A7,167
DPH5,304
AC093157.1,20
RP11-421L21.2,7
RP11-421L21.3,80
RP4-575N6.4,18
S1PR1,74
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,1
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,52
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,199
AMY2B,35
AMY2A,1
AMY1A,1
AMY1B,3
AMY1C,0
RP11-364B6.1,12
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,52
NTNG1,1
VAV3,170
VAV3-AS1,14
RP11-356N1.2,2
SLC25A24,182
RP11-483I13.5,3
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
