,BMET5_Distal
HES3,0
GPR153,7
ACOT7,43
RP1-202O8.3,10
HES2,22
ESPN,1
RP1-202O8.2,0
TNFRSF25,110
PLEKHG5,0
NOL9,45
TAS1R1,0
ZBTB48,34
KLHL21,23
PHF13,10
THAP3,75
DNAJC11,30
RP11-242F24.1,7
RP11-312B8.1,3
CAMTA1,262
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,106
PER3,12
RP3-467L1.4,6
UTS2,167
TNFRSF9,3
PARK7,849
ERRFI1,7
RP11-431K24.1,1
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,3
RERE,83
RP5-1115A15.1,5
RP4-633I8.4,3
ENO1,976
ENO1-AS1,9
CA6,3
SLC2A7,0
SLC2A5,10
GPR157,15
RP3-510D11.1,1
RP3-510D11.2,2
H6PD,68
SPSB1,1
RP13-392I16.1,0
SLC25A33,19
TMEM201,7
PIK3CD,89
C1orf200,3
RP11-558F24.4,13
CLSTN1,74
CTNNBIP1,38
RP11-84A14.5,0
LZIC,105
NMNAT1,61
RBP7,173
UBE4B,95
KIF1B,77
PGD,132
RP4-736L20.3,0
APITD1,10
APITD1-CORT,3
CORT,0
DFFA,134
RP5-1113E3.3,1
PEX14,37
CASZ1,18
RP4-734G22.3,1
C1orf127,0
TARDBP,314
MASP2,2
RP4-635E18.8,50
SRM,32
EXOSC10,103
RP4-635E18.7,4
RP4-635E18.6,4
MTOR,48
MTOR-AS1,0
ANGPTL7,1
UBIAD1,64
PTCHD2,1
RP1-69M21.2,0
FBXO2,15
FBXO44,134
FBXO6,121
MAD2L2,189
DRAXIN,50
AGTRAP,348
C1orf167,5
RP11-56N19.5,1
MTHFR,110
CLCN6,30
NPPA-AS1,3
NPPA,0
NPPB,0
KIAA2013,82
PLOD1,35
MFN2,31
MIIP,131
TNFRSF8,5
TNFRSF1B,323
VPS13D,86
RP5-888M10.2,0
DHRS3,69
RP11-474O21.5,0
AADACL4,0
AADACL3,0
C1orf158,2
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,1
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,0
RP4-597A16.2,0
PDPN,2
CTA-520D8.2,0
PRDM2,265
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,0
TMEM51,0
C1orf195,0
FHAD1,5
RP3-467K16.2,1
RP3-467K16.7,1
RP3-467K16.4,10
EFHD2,453
CTRC,4
CELA2A,3
CELA2B,0
CASP9,12
DNAJC16,38
RP4-680D5.8,0
AGMAT,21
RP4-680D5.2,0
DDI2,75
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,33
RP11-288I21.1,0
SLC25A34,3
RP11-169K16.4,0
TMEM82,0
FBLIM1,30
RP11-169K16.9,121
SPEN,113
ZBTB17,55
C1orf64,2
RP11-5P18.5,0
HSPB7,0
CLCNKA,0
CLCNKB,0
FAM131C,0
EPHA2,0
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,24
C1orf134,3
RSG1,8
FBXO42,107
SZRD1,148
SPATA21,4
NECAP2,227
RP4-798A10.2,14
RP4-798A10.7,15
RP4-798A10.4,0
U1,0
FAM231B,0
NBPF1,91
RP5-1182A14.5,0
CROCCP2,115
FAM231A,0
FAM231C,0
CROCC,11
RP11-108M9.1,0
RP11-108M9.2,0
U1,1
RP11-108M9.4,122
RP11-108M9.6,46
MFAP2,3
RP1-37C10.3,0
ATP13A2,27
SDHB,182
PADI2,9
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,50
AC004824.2,0
RP1-20B21.4,1
RCC2,84
ARHGEF10L,5
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,0
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,0
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,7
IFFO2,23
UBR4,126
RP1-43E13.2,11
EMC1,45
MRTO4,74
AKR7A3,0
AKR7A2,29
PQLC2,22
CAPZB,1081
RP5-1056L3.1,0
MINOS1-NBL1,1
MINOS1,648
NBL1,4
HTR6,0
TMCO4,38
RNF186,0
RP11-91K11.2,0
OTUD3,17
PLA2G2E,0
PLA2G2A,1
PLA2G5,0
PLA2G2D,6
PLA2G2F,0
RP3-340N1.2,0
PLA2G2C,0
UBXN10-AS1,9
UBXN10,2
RP3-340N1.6,0
VWA5B1,2
RP4-745E8.2,5
LINC01141,0
RP4-749H3.2,0
CAMK2N1,12
MUL1,38
FAM43B,0
CDA,79
PINK1,28
PINK1-AS,9
DDOST,268
KIF17,3
SH2D5,0
RP5-930J4.2,0
HP1BP3,655
RP5-930J4.4,10
EIF4G3,121
ECE1,56
RP3-329E20.2,0
RP5-1071N3.1,3
RP11-293F5.1,0
NBPF3,31
ALPL,0
RP11-63N8.3,0
RAP1GAP,0
USP48,202
LDLRAD2,4
HSPG2,10
CELA3B,0
CELA3A,0
RP1-224A6.3,4
LINC00339,65
CDC42,1399
RP1-224A6.9,1
WNT4,0
ZBTB40,60
EPHA8,0
C1QA,42
C1QC,9
C1QB,19
EPHB2,10
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,0
KDM1A,39
RP1-184J9.2,0
LUZP1,115
HTR1D,0
RP5-1057J7.6,42
HNRNPR,585
ZNF436,5
C1orf213,19
RP5-1057J7.7,0
TCEA3,8
ASAP3,0
E2F2,7
RP1-150O5.3,0
ID3,40
MDS2,28
RPL11,25243
TCEB3,106
RP5-886K2.3,38
PITHD1,129
LYPLA2,143
GALE,21
HMGCL,204
FUCA1,37
CNR2,33
RP11-4M23.3,1
PNRC2,29
SRSF10,275
RP11-293P20.2,1
MYOM3,2
RP11-293P20.4,1
IL22RA1,0
IFNLR1,2
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,20
NIPAL3,162
RCAN3,46
RP4-594I10.3,73
NCMAP,25
SRRM1,1155
CLIC4,14
RUNX3,514
RP11-84D1.1,0
RP11-84D1.2,0
RP4-799D16.1,2
RP4-706G24.1,0
SYF2,719
C1orf63,1540
RP3-465N24.6,3
RHD,4
TMEM50A,568
RHCE,1
TMEM57,81
LDLRAP1,146
RP11-70P17.1,4
MAN1C1,10
RP1-187B23.1,17
SEPN1,22
RP1-317E23.6,0
RP1-317E23.3,6
MTFR1L,75
AL020996.1,9
RP1-317E23.7,0
AUNIP,1
RP1-125I3.2,4
PAQR7,12
STMN1,317
PAFAH2,70
EXTL1,0
SLC30A2,3
TRIM63,0
PDIK1L,29
FAM110D,0
ZNF593,90
RP11-96L14.7,0
CNKSR1,5
CATSPER4,0
CEP85,12
SH3BGRL3,5018
UBXN11,133
CD52,8074
AIM1L,8
ZNF683,234
LIN28A,8
DHDDS,50
RP3-476K8.3,1
HMGN2,1631
RPS6KA1,195
RP5-968P14.2,1
ARID1A,248
PIGV,31
ZDHHC18,67
SFN,0
RP1-50O24.6,0
GPN2,90
GPATCH3,38
NUDC,347
NR0B2,0
C1orf172,2
TRNP1,1
FAM46B,0
SLC9A1,21
RP11-40H20.4,0
WDTC1,95
TMEM222,87
SYTL1,244
MAP3K6,59
FCN3,0
CD164L2,0
GPR3,0
WASF2,689
RP4-752I6.1,4
RP1-159A19.4,5
AHDC1,41
FGR,411
RP11-288L9.1,0
IFI6,270
RP11-288L9.4,1
FAM76A,140
STX12,140
PPP1R8,108
AL109927.1,0
THEMIS2,237
RPA2,378
SMPDL3B,2
RP11-460I13.2,1
XKR8,50
EYA3,41
PTAFR,35
DNAJC8,489
AL353354.1,0
AL353354.2,4
ATPIF1,889
RP5-1092A3.4,49
RP5-1092A3.5,1
SESN2,26
MED18,24
PHACTR4,205
RCC1,35
TRNAU1AP,155
SNHG12,260
TAF12,261
RAB42,4
RP11-442N24__B.1,5
RNU11,4
GMEB1,123
YTHDF2,200
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,4
EPB41,370
TMEM200B,0
RP11-242O24.3,0
SRSF4,273
RP11-242O24.5,4
MECR,28
RP11-467D18.2,0
PTPRU,0
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,1
MATN1-AS1,18
LAPTM5,1642
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,4
SDC3,4
PUM1,162
NKAIN1,0
SNRNP40,237
ZCCHC17,219
RP11-266K22.2,0
FABP3,2
SERINC2,10
AC114494.1,0
RP11-439L8.3,0
RP11-439L8.4,3
RP11-73M7.1,0
TINAGL1,2
HCRTR1,0
PEF1,140
RP11-73M7.6,0
RP11-73M7.9,4
COL16A1,1
BAI2,3
RP11-84A19.3,0
SPOCD1,1
RP11-84A19.2,3
RP11-84A19.4,1
PTP4A2,713
AL136115.1,0
RP4-534N18.2,1
KHDRBS1,241
RP11-277A4.4,3
TMEM39B,35
KPNA6,179
TXLNA,50
CCDC28B,102
RP4-622L5.7,2
IQCC,26
DCDC2B,0
TMEM234,34
EIF3I,422
FAM167B,10
LCK,794
HDAC1,249
MARCKSL1,20
RP4-811H24.9,0
TSSK3,1
FAM229A,12
BSDC1,214
RP1-27O5.3,0
ZBTB8B,24
ZBTB8A,52
ZBTB8OS,311
RBBP4,353
SYNC,118
RP11-114B7.6,9
KIAA1522,1
YARS,105
S100PBP,144
FNDC5,0
HPCA,0
TMEM54,0
RNF19B,13
FKSG48,1
RP1-117O3.2,1
AK2,149
ADC,7
TRIM62,9
ZNF362,38
RP11-415J8.7,0
A3GALT2,0
RP11-415J8.3,0
PHC2,87
RP11-415J8.5,0
ZSCAN20,10
CSMD2,22
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,159
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,1
RP5-997D16.2,0
DLGAP3,8
RP11-244H3.4,1
ZMYM6NB,0
ZMYM6,82
ZMYM1,63
SFPQ,350
ZMYM4,74
ZMYM4-AS1,0
KIAA0319L,128
NCDN,9
RP4-728D4.2,90
TFAP2E,6
PSMB2,296
C1orf216,49
CLSPN,23
RP11-435D7.3,0
AGO4,70
AGO1,73
RP4-789D17.5,1
AGO3,281
RP4-665N4.8,0
TEKT2,0
ADPRHL2,63
COL8A2,0
TRAPPC3,183
MAP7D1,58
THRAP3,513
SH3D21,12
EVA1B,13
RP11-268J15.5,2
STK40,42
LSM10,342
OSCP1,0
MRPS15,244
CSF3R,288
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,26
ZC3H12A,38
MEAF6,574
SNIP1,35
DNALI1,3
GNL2,71
RSPO1,2
C1orf109,66
CDCA8,6
EPHA10,0
MANEAL,1
RP11-109P14.9,0
YRDC,14
C1orf122,108
MTF1,58
AL929472.1,0
RP11-109P14.10,28
INPP5B,69
SF3A3,148
FHL3,29
UTP11L,89
POU3F1,0
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,0
RRAGC,53
RP5-864K19.4,6
MYCBP,61
GJA9,0
RHBDL2,9
AKIRIN1,89
NDUFS5,1043
MACF1,670
RP11-420K8.1,1
KIAA0754,19
BMP8A,0
RP11-69E11.4,66
PABPC4,97
RP11-69E11.8,0
HEYL,0
RP1-144F13.3,0
NT5C1A,0
HPCAL4,2
PPIE,170
BMP8B,12
OXCT2,1
RP1-118J21.25,0
TRIT1,44
MYCL,11
RP1-118J21.5,0
MFSD2A,2
CAP1,893
PPT1,171
RLF,100
TMCO2,0
RP1-39G22.7,63
ZMPSTE24,77
COL9A2,11
SMAP2,617
ZFP69B,5
ZFP69,5
RP11-656D10.3,3
EXO5,19
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,23
RIMS3,8
RP4-739H11.3,0
NFYC-AS1,20
NFYC,86
KCNQ4,0
CITED4,1
RP5-1066H13.4,0
CTPS1,26
SLFNL1,0
SCMH1,39
RP11-399E6.1,0
FOXO6,0
RP11-399E6.4,0
EDN2,0
HIVEP3,70
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,97
RIMKLA,7
ZMYND12,0
PPCS,338
CCDC30,53
PPIH,137
RP5-994D16.3,0
YBX1,579
CLDN19,1
LEPRE1,194
C1orf50,97
RP5-994D16.9,0
CCDC23,135
ERMAP,13
RP11-342M1.3,12
ZNF691,18
SLC2A1,52
SLC2A1-AS1,17
FAM183A,0
EBNA1BP2,141
WDR65,0
TMEM125,1
C1orf210,0
TIE1,10
MPL,1
RP1-92O14.3,15
CDC20,2
ELOVL1,119
MED8,79
RP1-92O14.6,0
SZT2,88
SZT2-AS1,0
HYI,22
HYI-AS1,0
PTPRF,8
KDM4A,39
KDM4A-AS1,15
ST3GAL3,9
RP11-184I16.4,1
ARTN,0
RP11-7O11.3,5
IPO13,20
DPH2,36
ATP6V0B,408
B4GALT2,2
CCDC24,12
SLC6A9,0
RP5-1198O20.4,0
KLF17,0
DMAP1,141
ERI3,60
RNF220,129
TMEM53,14
C1orf228,45
KIF2C,2
RP11-269F19.2,3
RPS8,22120
BEST4,5
PLK3,60
TCTEX1D4,0
BTBD19,5
PTCH2,15
EIF2B3,93
HECTD3,24
UROD,108
ZSWIM5,5
HPDL,6
MUTYH,62
TOE1,40
TESK2,23
CCDC163P,9
MMACHC,6
PRDX1,561
AKR1A1,303
NASP,288
CCDC17,1
GPBP1L1,223
TMEM69,100
IPP,52
MAST2,15
PIK3R3,55
RP4-533D7.4,0
RP4-533D7.5,2
TSPAN1,13
RP11-322N21.2,0
POMGNT1,53
LURAP1,2
RAD54L,3
LRRC41,48
UQCRH,1307
NSUN4,22
FAAH,4
RP5-1109J22.2,0
LINC00505,2
DMBX1,0
MKNK1-AS1,1
KNCN,0
MKNK1,152
MOB3C,22
ATPAF1,28
EFCAB14,289
TEX38,0
EFCAB14-AS1,0
CYP4B1,1
CYP4A11,0
CYP4X1,0
CYP4Z1,0
CYP4A22-AS1,10
CYP4A22,1
LINC00853,2
PDZK1IP1,22
TAL1,9
RP1-18D14.7,0
STIL,6
CMPK1,198
RP11-511I2.2,0
FOXE3,0
FOXD2-AS1,8
FOXD2,5
RP11-543D5.1,0
TRABD2B,0
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,1
RP5-1024N4.4,1
SPATA6,19
AGBL4,1
BEND5,27
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,0
ELAVL4,1
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,5
FAF1,35
RP5-850O15.3,0
CDKN2C,47
C1orf185,0
RP11-296A18.3,2
RNF11,62
RP11-296A18.6,1
TTC39A,21
RP11-275F13.1,1
EPS15,280
RP11-253A20.1,4
RP11-191G24.1,1
OSBPL9,111
NRD1,352
RP4-657D16.3,4
RP4-657D16.6,1
RAB3B,30
TXNDC12,196
KTI12,57
RP11-91A18.4,0
TXNDC12-AS1,0
BTF3L4,197
ZFYVE9,3
CC2D1B,45
RP11-155O18.6,0
ORC1,2
PRPF38A,287
ZCCHC11,536
RP11-25O10.2,0
GPX7,45
FAM159A,49
COA7,9
ZYG11B,62
ZYG11A,4
RP4-631H13.2,0
ECHDC2,212
SCP2,588
PODN,2
RP11-334A14.5,0
SLC1A7,32
RP11-334A14.8,0
CPT2,46
RP5-1024G6.2,2
C1orf123,173
RP5-1024G6.7,4
MAGOH,308
RP5-1024G6.5,1
RP5-1024G6.8,4
LRP8,8
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,7
RP11-117D22.1,0
RP11-117D22.2,12
DMRTB1,0
GLIS1,0
NDC1,22
YIPF1,48
DIO1,0
HSPB11,320
LRRC42,21
LDLRAD1,0
RP4-758J24.5,5
TMEM59,879
TCEANC2,40
AL161915.1,3
CDCP2,0
RP11-446E24.4,0
AL357673.1,28
CYB5RL,6
MRPL37,95
SSBP3,119
SSBP3-AS1,1
RP5-997D24.3,0
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,34
FAM151A,0
MROH7-TTC4,0
MROH7,2
TTC4,14
PARS2,6
TTC22,13
RP11-67L3.2,0
C1orf177,23
DHCR24,3
RP11-67L3.5,0
RP11-67L3.4,0
TMEM61,0
RP11-12C17.2,0
BSND,0
PCSK9,0
USP24,112
RP11-101C11.1,0
RP11-466L17.1,0
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,0
RP4-710M16.2,0
PPAP2B,4
PRKAA2,0
C1orf168,0
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,2
RP6-102O10.1,0
DAB1-AS1,0
RP11-393I23.4,0
OMA1,128
TACSTD2,2
MYSM1,178
JUN,597
LINC01135,2
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,3
RP4-794H19.4,8
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,1
RP11-467C18.1,0
FGGY,26
RP4-782L23.2,0
RP4-782L23.1,1
HOOK1,11
CYP2J2,1
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,0
RP11-436K8.1,2
NFIA,82
RP4-668G5.1,0
RP5-833A20.1,0
TM2D1,319
RP11-430G17.3,5
INADL,71
L1TD1,7
KANK4,0
USP1,247
DOCK7,13
ANGPTL3,4
AL138847.1,0
RP11-230B22.1,0
ATG4C,69
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,3
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,0
FOXD3,0
ALG6,70
ITGB3BP,132
EFCAB7,33
DLEU2L,23
PGM1,88
ROR1,0
RP11-24J23.2,8
UBE2U,0
CACHD1,1
RAVER2,4
JAK1,396
RP11-182I10.3,7
RP4-535B20.4,0
RP4-535B20.1,0
AK4,6
DNAJC6,4
RP5-1044H5.1,0
LEPR,12
LEPROT,218
PDE4B,94
RP11-397C12.1,0
SGIP1,1
AL139147.1,5
TCTEX1D1,31
INSL5,0
WDR78,5
RP11-342H21.2,0
MIER1,373
SLC35D1,78
C1orf141,0
IL23R,2
IL12RB2,13
SERBP1,819
RP4-763G1.2,0
GADD45A,53
GNG12,1
GNG12-AS1,0
DIRAS3,1
WLS,2
RPE65,0
DEPDC1,2
RP4-694A7.2,0
RP4-694A7.4,1
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,13
RP11-181B18.1,0
LRRC40,54
SRSF11,870
RP4-677H15.4,0
ANKRD13C,75
HHLA3,38
RP11-180O5.2,0
CTH,3
RP11-42O15.3,1
RP5-952N6.1,0
RP11-99H8.1,0
PTGER3,0
RP3-333A15.1,0
ZRANB2-AS1,0
ZRANB2,725
RP11-386O9.2,0
NEGR1,20
RP11-82L20.1,0
RP4-660H19.1,0
RP11-262K1.1,0
RP4-598G3.1,4
RP4-788P17.1,0
LRRIQ3,20
FPGT,40
FPGT-TNNI3K,5
TNNI3K,2
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,1
RP4-612J11.1,0
RP11-17E13.2,0
CRYZ,65
TYW3,120
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,7
RP4-682C21.5,0
ACADM,163
RABGGTB,214
MSH4,0
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,10
RP5-1102E8.3,1
RP11-415A20.1,0
ST6GALNAC5,0
RP4-564M11.2,0
PIGK,64
AK5,49
RP11-375A5.1,0
ZZZ3,99
USP33,217
FAM73A,124
NEXN-AS1,9
NEXN,18
FUBP1,308
DNAJB4,29
GIPC2,6
RP11-386I14.4,32
PTGFR,0
IFI44L,33
IFI44,76
ELTD1,0
RP4-726F1.1,0
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,52
LPHN2,0
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,0
RP11-413G15.1,0
RP11-475O6.1,13
RP5-836J3.1,0
TTLL7,95
RP11-486G15.2,26
PRKACB,342
SAMD13,8
DNASE2B,0
RPF1,123
GNG5,753
CTBS,115
C1orf180,0
SSX2IP,51
LPAR3,12
MCOLN2,62
WDR63,4
MCOLN3,4
SYDE2,17
C1orf52,167
BCL10,110
RP11-131L23.1,5
DDAH1,0
RP11-131L23.2,0
RP11-290M5.4,0
CYR61,0
RP11-290M5.2,0
ZNHIT6,146
COL24A1,15
ODF2L,666
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,0
RP4-612B15.3,14
SH3GLB1,305
15-Sep,638
HS2ST1,42
RP4-604K5.3,3
RP4-604K5.2,2
RP5-1052I5.2,0
LINC01140,0
LMO4,133
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,0
PKN2,292
GTF2B,108
CCBL2,91
RBMXL1,69
GBP3,97
GBP1,165
GBP2,285
GBP7,0
GBP4,140
GBP5,256
RP4-620F22.2,0
GBP6,2
LRRC8B,33
RP5-1007M22.2,34
LRRC8C,100
RP11-302M6.4,0
RP5-943J3.2,2
LRRC8D,36
RP11-302M6.5,0
ZNF326,160
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,3
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,349
HFM1,0
CDC7,23
TGFBR3,193
BRDT,10
EPHX4,3
BTBD8,21
KIAA1107,20
RP4-621B10.8,1
C1orf146,0
GLMN,244
RPAP2,261
GFI1,16
EVI5,30
RPL5,11991
FAM69A,31
MTF2,302
TMED5,208
CCDC18,95
DR1,278
FNBP1L,24
BCAR3,2
RP5-1033H22.2,1
RP4-561L24.3,1
DNTTIP2,171
GCLM,87
ABCA4,0
RP11-78O9.1,0
ARHGAP29,13
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,64
F3,1
RP11-86H7.6,0
RP11-86H7.7,0
LINC01057,0
SLC44A3,2
CNN3,28
RP4-639F20.1,4
ALG14,31
RP11-313A24.1,0
TMEM56,10
TMEM56-RWDD3,0
RP11-57H12.3,0
RWDD3,15
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,1
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,67
DPYD,148
DPYD-AS1,0
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,1
LPPR5,0
RP5-896L10.1,0
LPPR4,0
RP11-413P11.1,0
PALMD,0
FRRS1,2
AGL,115
RP5-884G6.2,2
SLC35A3,141
HIAT1,144
RP4-714D9.2,0
SASS6,37
TRMT13,250
LRRC39,1
DBT,86
RP11-305E17.6,4
RTCA,128
RP5-837M10.2,0
CDC14A,97
RP5-837M10.4,0
GPR88,0
RP11-84O12.4,0
VCAM1,0
EXTL2,40
RP4-549L20.3,3
SLC30A7,153
DPH5,183
AC093157.1,31
RP11-421L21.2,5
RP11-421L21.3,32
RP4-575N6.4,37
S1PR1,159
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,0
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,0
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,174
AMY2B,29
AMY2A,0
AMY1A,1
AMY1B,1
AMY1C,0
RP11-364B6.1,3
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,36
NTNG1,0
VAV3,130
VAV3-AS1,11
RP11-356N1.2,3
SLC25A24,82
RP11-483I13.5,10
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
FAM102B,23
HENMT1,156
PRPF38B,1124
FNDC7,2
