,BMET2_Distal
HES3,0
GPR153,2
ACOT7,14
RP1-202O8.3,4
HES2,53
ESPN,4
RP1-202O8.2,1
TNFRSF25,299
PLEKHG5,3
NOL9,123
TAS1R1,0
ZBTB48,58
KLHL21,30
PHF13,19
THAP3,107
DNAJC11,47
RP11-242F24.1,43
RP11-312B8.1,6
CAMTA1,524
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,233
PER3,44
RP3-467L1.4,12
UTS2,29
TNFRSF9,5
PARK7,1539
ERRFI1,1
RP11-431K24.1,3
RP11-431K24.3,0
RP11-431K24.4,1
SLC45A1,1
RERE,120
RP5-1115A15.1,8
RP4-633I8.4,3
ENO1,942
ENO1-AS1,12
CA6,18
SLC2A7,1
SLC2A5,3
GPR157,41
RP3-510D11.1,0
RP3-510D11.2,3
H6PD,84
SPSB1,3
RP13-392I16.1,0
SLC25A33,71
TMEM201,9
PIK3CD,172
C1orf200,2
RP11-558F24.4,10
CLSTN1,80
CTNNBIP1,51
RP11-84A14.5,1
LZIC,173
NMNAT1,189
RBP7,605
UBE4B,136
KIF1B,161
PGD,344
RP4-736L20.3,1
APITD1,28
APITD1-CORT,0
CORT,2
DFFA,275
RP5-1113E3.3,2
PEX14,39
CASZ1,20
RP4-734G22.3,0
C1orf127,1
TARDBP,349
MASP2,10
RP4-635E18.8,63
SRM,62
EXOSC10,112
RP4-635E18.7,4
RP4-635E18.6,8
MTOR,55
MTOR-AS1,0
ANGPTL7,0
UBIAD1,124
PTCHD2,0
RP1-69M21.2,1
FBXO2,14
FBXO44,128
FBXO6,134
MAD2L2,229
DRAXIN,161
AGTRAP,640
C1orf167,13
RP11-56N19.5,0
MTHFR,149
CLCN6,66
NPPA-AS1,6
NPPA,1
NPPB,0
KIAA2013,152
PLOD1,41
MFN2,52
MIIP,224
TNFRSF8,27
TNFRSF1B,599
VPS13D,98
RP5-888M10.2,2
DHRS3,78
RP11-474O21.5,1
AADACL4,0
AADACL3,0
C1orf158,8
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,29
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,0
RP4-597A16.2,0
PDPN,8
CTA-520D8.2,0
PRDM2,299
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,2
TMEM51,2
C1orf195,0
FHAD1,8
RP3-467K16.2,2
RP3-467K16.7,0
RP3-467K16.4,10
EFHD2,451
CTRC,3
CELA2A,16
CELA2B,0
CASP9,23
DNAJC16,111
RP4-680D5.8,0
AGMAT,94
RP4-680D5.2,3
DDI2,152
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,70
RP11-288I21.1,0
SLC25A34,6
RP11-169K16.4,0
TMEM82,0
FBLIM1,92
RP11-169K16.9,163
SPEN,194
ZBTB17,63
C1orf64,14
RP11-5P18.5,0
HSPB7,0
CLCNKA,0
CLCNKB,0
FAM131C,0
EPHA2,0
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,30
C1orf134,3
RSG1,9
FBXO42,115
SZRD1,221
SPATA21,4
NECAP2,436
RP4-798A10.2,18
RP4-798A10.7,11
RP4-798A10.4,6
U1,1
FAM231B,0
NBPF1,251
RP5-1182A14.5,0
CROCCP2,214
FAM231A,0
FAM231C,0
CROCC,24
RP11-108M9.1,0
RP11-108M9.2,0
U1,1
RP11-108M9.4,155
RP11-108M9.6,18
MFAP2,0
RP1-37C10.3,0
ATP13A2,39
SDHB,319
PADI2,18
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,101
AC004824.2,1
RP1-20B21.4,3
RCC2,159
ARHGEF10L,42
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,0
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,0
PAX7,1
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,7
IFFO2,33
UBR4,246
RP1-43E13.2,23
EMC1,51
MRTO4,115
AKR7A3,0
AKR7A2,59
PQLC2,41
CAPZB,1273
RP5-1056L3.1,0
MINOS1-NBL1,0
MINOS1,1322
NBL1,3
HTR6,0
TMCO4,35
RNF186,0
RP11-91K11.2,0
OTUD3,20
PLA2G2E,0
PLA2G2A,0
PLA2G5,0
PLA2G2D,16
PLA2G2F,0
RP3-340N1.2,3
PLA2G2C,6
UBXN10-AS1,19
UBXN10,3
RP3-340N1.6,0
VWA5B1,1
RP4-745E8.2,3
LINC01141,1
RP4-749H3.2,0
CAMK2N1,4
MUL1,33
FAM43B,0
CDA,390
PINK1,25
PINK1-AS,12
DDOST,281
KIF17,6
SH2D5,0
RP5-930J4.2,0
HP1BP3,843
RP5-930J4.4,17
EIF4G3,125
ECE1,103
RP3-329E20.2,0
RP5-1071N3.1,2
RP11-293F5.1,0
NBPF3,258
ALPL,0
RP11-63N8.3,0
RAP1GAP,0
USP48,231
LDLRAD2,1
HSPG2,8
CELA3B,0
CELA3A,0
RP1-224A6.3,13
LINC00339,44
CDC42,2064
RP1-224A6.9,0
WNT4,0
ZBTB40,59
EPHA8,0
C1QA,44
C1QC,0
C1QB,6
EPHB2,14
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,1
KDM1A,58
RP1-184J9.2,0
LUZP1,165
HTR1D,1
RP5-1057J7.6,65
HNRNPR,576
ZNF436,8
C1orf213,38
RP5-1057J7.7,2
TCEA3,74
ASAP3,0
E2F2,21
RP1-150O5.3,0
ID3,303
MDS2,113
RPL11,44407
TCEB3,127
RP5-886K2.3,43
PITHD1,142
LYPLA2,175
GALE,31
HMGCL,548
FUCA1,75
CNR2,52
RP11-4M23.3,2
PNRC2,61
SRSF10,332
RP11-293P20.2,0
MYOM3,14
RP11-293P20.4,0
IL22RA1,0
IFNLR1,4
RP11-10N16.2,0
RP11-10N16.3,0
GRHL3,0
STPG1,35
NIPAL3,292
RCAN3,273
RP4-594I10.3,201
NCMAP,107
SRRM1,1473
CLIC4,48
RUNX3,243
RP11-84D1.1,0
RP11-84D1.2,0
RP4-799D16.1,2
RP4-706G24.1,0
SYF2,1201
C1orf63,2059
RP3-465N24.6,2
RHD,13
TMEM50A,717
RHCE,0
TMEM57,84
LDLRAP1,385
RP11-70P17.1,9
MAN1C1,47
RP1-187B23.1,86
SEPN1,42
RP1-317E23.6,0
RP1-317E23.3,4
MTFR1L,149
AL020996.1,11
RP1-317E23.7,0
AUNIP,4
RP1-125I3.2,16
PAQR7,8
STMN1,629
PAFAH2,85
EXTL1,0
SLC30A2,23
TRIM63,0
PDIK1L,41
FAM110D,1
ZNF593,186
RP11-96L14.7,4
CNKSR1,5
CATSPER4,0
CEP85,27
SH3BGRL3,10287
UBXN11,461
CD52,11193
AIM1L,11
ZNF683,20
LIN28A,24
DHDDS,52
RP3-476K8.3,1
HMGN2,2859
RPS6KA1,295
RP5-968P14.2,1
ARID1A,331
PIGV,40
ZDHHC18,65
SFN,2
RP1-50O24.6,0
GPN2,205
GPATCH3,35
NUDC,375
NR0B2,0
C1orf172,3
TRNP1,1
FAM46B,0
SLC9A1,39
RP11-40H20.4,2
WDTC1,100
TMEM222,105
SYTL1,236
MAP3K6,38
FCN3,0
CD164L2,0
GPR3,0
WASF2,963
RP4-752I6.1,2
RP1-159A19.4,18
AHDC1,59
FGR,789
RP11-288L9.1,1
IFI6,664
RP11-288L9.4,0
FAM76A,151
STX12,216
PPP1R8,116
AL109927.1,1
THEMIS2,299
RPA2,370
SMPDL3B,1
RP11-460I13.2,0
XKR8,69
EYA3,82
PTAFR,187
DNAJC8,515
AL353354.1,0
AL353354.2,29
ATPIF1,1357
RP5-1092A3.4,41
RP5-1092A3.5,0
SESN2,30
MED18,32
PHACTR4,244
RCC1,54
TRNAU1AP,218
SNHG12,188
TAF12,302
RAB42,10
RP11-442N24__B.1,3
RNU11,2
GMEB1,155
YTHDF2,270
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,2
EPB41,436
TMEM200B,1
RP11-242O24.3,0
SRSF4,309
RP11-242O24.5,1
MECR,38
RP11-467D18.2,0
PTPRU,1
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,0
MATN1-AS1,25
LAPTM5,3365
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,0
SDC3,10
PUM1,224
NKAIN1,0
SNRNP40,200
ZCCHC17,207
RP11-266K22.2,2
FABP3,0
SERINC2,12
AC114494.1,0
RP11-439L8.3,0
RP11-439L8.4,2
RP11-73M7.1,0
TINAGL1,0
HCRTR1,0
PEF1,127
RP11-73M7.6,2
RP11-73M7.9,3
COL16A1,1
BAI2,1
RP11-84A19.3,0
SPOCD1,11
RP11-84A19.2,8
RP11-84A19.4,2
PTP4A2,785
AL136115.1,0
RP4-534N18.2,3
KHDRBS1,440
RP11-277A4.4,8
TMEM39B,72
KPNA6,272
TXLNA,79
CCDC28B,185
RP4-622L5.7,4
IQCC,26
DCDC2B,1
TMEM234,44
EIF3I,535
FAM167B,4
LCK,820
HDAC1,217
MARCKSL1,61
RP4-811H24.9,0
TSSK3,3
FAM229A,14
BSDC1,293
RP1-27O5.3,0
ZBTB8B,64
ZBTB8A,90
ZBTB8OS,408
RBBP4,507
SYNC,122
RP11-114B7.6,13
KIAA1522,2
YARS,138
S100PBP,150
FNDC5,0
HPCA,0
TMEM54,1
RNF19B,54
FKSG48,0
RP1-117O3.2,0
AK2,232
ADC,11
TRIM62,12
ZNF362,34
RP11-415J8.7,0
A3GALT2,0
RP11-415J8.3,0
PHC2,77
RP11-415J8.5,0
ZSCAN20,11
CSMD2,58
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,288
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,0
RP5-997D16.2,0
DLGAP3,13
RP11-244H3.4,7
ZMYM6NB,0
ZMYM6,113
ZMYM1,68
SFPQ,527
ZMYM4,135
ZMYM4-AS1,0
KIAA0319L,200
NCDN,9
RP4-728D4.2,105
TFAP2E,9
PSMB2,398
C1orf216,42
CLSPN,114
RP11-435D7.3,0
AGO4,166
AGO1,100
RP4-789D17.5,0
AGO3,447
RP4-665N4.8,0
TEKT2,0
ADPRHL2,122
COL8A2,13
TRAPPC3,299
MAP7D1,143
THRAP3,642
SH3D21,5
EVA1B,18
RP11-268J15.5,1
STK40,80
LSM10,678
OSCP1,2
MRPS15,376
CSF3R,999
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,31
ZC3H12A,41
MEAF6,697
SNIP1,57
DNALI1,0
GNL2,105
RSPO1,5
C1orf109,73
CDCA8,12
EPHA10,4
MANEAL,1
RP11-109P14.9,0
YRDC,22
C1orf122,151
MTF1,118
AL929472.1,0
RP11-109P14.10,73
INPP5B,119
SF3A3,187
FHL3,57
UTP11L,131
POU3F1,0
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,0
RRAGC,91
RP5-864K19.4,8
MYCBP,139
GJA9,1
RHBDL2,29
AKIRIN1,173
NDUFS5,1668
MACF1,497
RP11-420K8.1,7
KIAA0754,23
BMP8A,0
RP11-69E11.4,20
PABPC4,204
RP11-69E11.8,0
HEYL,1
RP1-144F13.3,0
NT5C1A,0
HPCAL4,3
PPIE,217
BMP8B,23
OXCT2,1
RP1-118J21.25,3
TRIT1,53
MYCL,80
RP1-118J21.5,0
MFSD2A,6
CAP1,1351
PPT1,504
RLF,126
TMCO2,1
RP1-39G22.7,85
ZMPSTE24,85
COL9A2,32
SMAP2,618
ZFP69B,8
ZFP69,9
RP11-656D10.3,11
EXO5,28
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,28
RIMS3,4
RP4-739H11.3,1
NFYC-AS1,15
NFYC,179
KCNQ4,0
CITED4,2
RP5-1066H13.4,0
CTPS1,28
SLFNL1,3
SCMH1,28
RP11-399E6.1,1
FOXO6,0
RP11-399E6.4,1
EDN2,0
HIVEP3,93
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,123
RIMKLA,12
ZMYND12,2
PPCS,510
CCDC30,108
PPIH,134
RP5-994D16.3,1
YBX1,1265
CLDN19,1
LEPRE1,155
C1orf50,137
RP5-994D16.9,0
CCDC23,306
ERMAP,38
RP11-342M1.3,35
ZNF691,30
SLC2A1,30
SLC2A1-AS1,27
FAM183A,0
EBNA1BP2,141
WDR65,0
TMEM125,1
C1orf210,1
TIE1,26
MPL,0
RP1-92O14.3,29
CDC20,15
ELOVL1,163
MED8,146
RP1-92O14.6,1
SZT2,104
SZT2-AS1,1
HYI,38
HYI-AS1,3
PTPRF,13
KDM4A,41
KDM4A-AS1,33
ST3GAL3,20
RP11-184I16.4,2
ARTN,0
RP11-7O11.3,4
IPO13,23
DPH2,56
ATP6V0B,1009
B4GALT2,2
CCDC24,5
SLC6A9,2
RP5-1198O20.4,4
KLF17,9
DMAP1,121
ERI3,60
RNF220,143
TMEM53,28
C1orf228,185
KIF2C,15
RP11-269F19.2,1
RPS8,45343
BEST4,5
PLK3,89
TCTEX1D4,0
BTBD19,25
PTCH2,11
EIF2B3,65
HECTD3,28
UROD,186
ZSWIM5,8
HPDL,5
MUTYH,95
TOE1,48
TESK2,29
CCDC163P,22
MMACHC,22
PRDX1,556
AKR1A1,549
NASP,294
CCDC17,5
GPBP1L1,277
TMEM69,111
IPP,59
MAST2,10
PIK3R3,78
RP4-533D7.4,0
RP4-533D7.5,0
TSPAN1,0
RP11-322N21.2,0
POMGNT1,106
LURAP1,1
RAD54L,5
LRRC41,64
UQCRH,2830
NSUN4,69
FAAH,15
RP5-1109J22.2,0
LINC00505,0
DMBX1,9
MKNK1-AS1,0
KNCN,0
MKNK1,195
MOB3C,29
ATPAF1,31
EFCAB14,375
TEX38,0
EFCAB14-AS1,0
CYP4B1,0
CYP4A11,0
CYP4X1,0
CYP4Z1,0
CYP4A22-AS1,19
CYP4A22,0
LINC00853,3
PDZK1IP1,3
TAL1,17
RP1-18D14.7,1
STIL,11
CMPK1,263
RP11-511I2.2,0
FOXE3,0
FOXD2-AS1,5
FOXD2,2
RP11-543D5.1,0
TRABD2B,0
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,3
RP5-1024N4.4,0
SPATA6,46
AGBL4,0
BEND5,33
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,2
ELAVL4,0
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,1
FAF1,39
RP5-850O15.3,0
CDKN2C,42
C1orf185,0
RP11-296A18.3,13
RNF11,82
RP11-296A18.6,2
TTC39A,44
RP11-275F13.1,0
EPS15,298
RP11-253A20.1,1
RP11-191G24.1,0
OSBPL9,115
NRD1,467
RP4-657D16.3,0
RP4-657D16.6,0
RAB3B,69
TXNDC12,271
KTI12,49
RP11-91A18.4,0
TXNDC12-AS1,0
BTF3L4,386
ZFYVE9,5
CC2D1B,45
RP11-155O18.6,0
ORC1,8
PRPF38A,433
ZCCHC11,539
RP11-25O10.2,0
GPX7,59
FAM159A,45
COA7,23
ZYG11B,98
ZYG11A,8
RP4-631H13.2,0
ECHDC2,296
SCP2,620
PODN,15
RP11-334A14.5,1
SLC1A7,11
RP11-334A14.8,0
CPT2,62
RP5-1024G6.2,2
C1orf123,196
RP5-1024G6.7,8
MAGOH,394
RP5-1024G6.5,1
RP5-1024G6.8,0
LRP8,71
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,3
RP11-117D22.1,0
RP11-117D22.2,49
DMRTB1,0
GLIS1,0
NDC1,40
YIPF1,88
DIO1,0
HSPB11,362
LRRC42,19
LDLRAD1,0
RP4-758J24.5,16
TMEM59,1145
TCEANC2,53
AL161915.1,4
CDCP2,1
RP11-446E24.4,2
AL357673.1,56
CYB5RL,28
MRPL37,143
SSBP3,145
SSBP3-AS1,0
RP5-997D24.3,1
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,22
FAM151A,0
MROH7-TTC4,0
MROH7,3
TTC4,27
PARS2,8
TTC22,14
RP11-67L3.2,0
C1orf177,8
DHCR24,7
RP11-67L3.5,0
RP11-67L3.4,0
TMEM61,0
RP11-12C17.2,0
BSND,5
PCSK9,0
USP24,138
RP11-101C11.1,0
RP11-466L17.1,1
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,0
RP4-710M16.2,0
PPAP2B,1
PRKAA2,7
C1orf168,0
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,5
RP6-102O10.1,0
DAB1-AS1,0
RP11-393I23.4,0
OMA1,168
TACSTD2,14
MYSM1,170
JUN,30
LINC01135,0
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,2
RP4-794H19.4,6
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,1
RP11-467C18.1,0
FGGY,28
RP4-782L23.2,0
RP4-782L23.1,1
HOOK1,21
CYP2J2,0
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,0
RP11-436K8.1,1
NFIA,120
RP4-668G5.1,0
RP5-833A20.1,0
TM2D1,421
RP11-430G17.3,6
INADL,92
L1TD1,22
KANK4,0
USP1,356
DOCK7,40
ANGPTL3,0
AL138847.1,2
RP11-230B22.1,0
ATG4C,95
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,3
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,0
FOXD3,0
ALG6,62
ITGB3BP,210
EFCAB7,23
DLEU2L,31
PGM1,80
ROR1,0
RP11-24J23.2,21
UBE2U,0
CACHD1,2
RAVER2,10
JAK1,476
RP11-182I10.3,10
RP4-535B20.4,4
RP4-535B20.1,1
AK4,11
DNAJC6,11
RP5-1044H5.1,0
LEPR,43
LEPROT,392
PDE4B,111
RP11-397C12.1,0
SGIP1,0
AL139147.1,3
TCTEX1D1,6
INSL5,0
WDR78,6
RP11-342H21.2,0
MIER1,482
SLC35D1,84
C1orf141,1
IL23R,10
IL12RB2,7
SERBP1,1331
RP4-763G1.2,0
GADD45A,75
GNG12,0
GNG12-AS1,0
DIRAS3,1
WLS,26
RPE65,0
DEPDC1,11
RP4-694A7.2,0
RP4-694A7.4,0
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,20
RP11-181B18.1,0
LRRC40,56
SRSF11,1001
RP4-677H15.4,0
ANKRD13C,82
HHLA3,45
RP11-180O5.2,0
CTH,14
RP11-42O15.3,1
RP5-952N6.1,0
RP11-99H8.1,1
PTGER3,4
RP3-333A15.1,0
ZRANB2-AS1,0
ZRANB2,877
RP11-386O9.2,0
NEGR1,33
RP11-82L20.1,0
RP4-660H19.1,0
RP11-262K1.1,0
RP4-598G3.1,13
RP4-788P17.1,0
LRRIQ3,37
FPGT,43
FPGT-TNNI3K,8
TNNI3K,0
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,0
RP4-612J11.1,0
RP11-17E13.2,1
CRYZ,40
TYW3,205
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,2
RP4-682C21.5,2
ACADM,209
RABGGTB,261
MSH4,0
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,13
RP5-1102E8.3,0
RP11-415A20.1,0
ST6GALNAC5,0
RP4-564M11.2,0
PIGK,66
AK5,79
RP11-375A5.1,0
ZZZ3,139
USP33,220
FAM73A,182
NEXN-AS1,43
NEXN,35
FUBP1,312
DNAJB4,50
GIPC2,1
RP11-386I14.4,7
PTGFR,3
IFI44L,305
IFI44,212
ELTD1,0
RP4-726F1.1,1
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,27
LPHN2,0
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,0
RP11-413G15.1,0
RP11-475O6.1,42
RP5-836J3.1,0
TTLL7,435
RP11-486G15.2,28
PRKACB,405
SAMD13,3
DNASE2B,0
RPF1,203
GNG5,1574
CTBS,227
C1orf180,0
SSX2IP,47
LPAR3,41
MCOLN2,22
WDR63,1
MCOLN3,21
SYDE2,14
C1orf52,287
BCL10,144
RP11-131L23.1,7
DDAH1,1
RP11-131L23.2,0
RP11-290M5.4,0
CYR61,0
RP11-290M5.2,0
ZNHIT6,131
COL24A1,6
ODF2L,496
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,0
RP4-612B15.3,25
SH3GLB1,539
15-Sep,1072
HS2ST1,61
RP4-604K5.3,1
RP4-604K5.2,8
RP5-1052I5.2,0
LINC01140,0
LMO4,237
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,1
PKN2,396
GTF2B,137
CCBL2,162
RBMXL1,140
GBP3,206
GBP1,223
GBP2,405
GBP7,2
GBP4,149
GBP5,225
RP4-620F22.2,1
GBP6,1
LRRC8B,60
RP5-1007M22.2,41
LRRC8C,111
RP11-302M6.4,0
RP5-943J3.2,2
LRRC8D,108
RP11-302M6.5,1
ZNF326,209
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,2
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,337
HFM1,4
CDC7,31
TGFBR3,88
BRDT,35
EPHX4,12
BTBD8,33
KIAA1107,21
RP4-621B10.8,0
C1orf146,0
GLMN,200
RPAP2,323
GFI1,4
EVI5,167
RPL5,20077
FAM69A,24
MTF2,416
TMED5,319
CCDC18,104
DR1,373
FNBP1L,12
BCAR3,3
RP5-1033H22.2,0
RP4-561L24.3,2
DNTTIP2,278
GCLM,98
ABCA4,0
RP11-78O9.1,0
ARHGAP29,14
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,49
F3,1
RP11-86H7.6,1
RP11-86H7.7,0
LINC01057,0
SLC44A3,0
CNN3,9
RP4-639F20.1,4
ALG14,72
RP11-313A24.1,0
TMEM56,43
TMEM56-RWDD3,0
RP11-57H12.3,1
RWDD3,21
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,0
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,71
DPYD,336
DPYD-AS1,0
DPYD-AS2,0
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,4
LPPR5,0
RP5-896L10.1,0
LPPR4,0
RP11-413P11.1,0
PALMD,0
FRRS1,15
AGL,129
RP5-884G6.2,6
SLC35A3,161
HIAT1,157
RP4-714D9.2,0
SASS6,64
TRMT13,309
LRRC39,2
DBT,133
RP11-305E17.6,10
RTCA,149
RP5-837M10.2,0
CDC14A,146
RP5-837M10.4,0
GPR88,0
RP11-84O12.4,0
VCAM1,2
EXTL2,20
RP4-549L20.3,10
SLC30A7,203
DPH5,203
AC093157.1,33
RP11-421L21.2,1
RP11-421L21.3,79
RP4-575N6.4,61
S1PR1,147
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,1
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,0
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,265
AMY2B,36
AMY2A,2
AMY1A,6
AMY1B,2
AMY1C,0
RP11-364B6.1,10
RP11-251P6.1,1
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,56
NTNG1,0
VAV3,110
VAV3-AS1,5
RP11-356N1.2,5
SLC25A24,117
RP11-483I13.5,5
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
FAM102B,31
HENMT1,130
