,BMET8_Tumor
HES3,0
GPR153,2
ACOT7,89
RP1-202O8.3,3
HES2,11
ESPN,5
RP1-202O8.2,1
TNFRSF25,90
PLEKHG5,4
NOL9,56
TAS1R1,0
ZBTB48,31
KLHL21,64
PHF13,25
THAP3,56
DNAJC11,63
RP11-242F24.1,4
RP11-312B8.1,3
CAMTA1,677
RP11-334N17.1,0
RP3-453P22.2,0
RP4-549F15.1,0
RP11-338N10.1,0
RP11-338N10.2,0
RP11-338N10.3,0
VAMP3,182
PER3,25
RP3-467L1.4,0
UTS2,8
TNFRSF9,34
PARK7,1540
ERRFI1,80
RP11-431K24.1,2
RP11-431K24.3,0
RP11-431K24.4,0
SLC45A1,1
RERE,146
RP5-1115A15.1,2
RP4-633I8.4,0
ENO1,2350
ENO1-AS1,6
CA6,3
SLC2A7,0
SLC2A5,11
GPR157,17
RP3-510D11.1,0
RP3-510D11.2,0
H6PD,48
SPSB1,2
RP13-392I16.1,0
SLC25A33,39
TMEM201,13
PIK3CD,121
C1orf200,4
RP11-558F24.4,21
CLSTN1,68
CTNNBIP1,50
RP11-84A14.5,0
LZIC,161
NMNAT1,49
RBP7,337
UBE4B,115
KIF1B,93
PGD,494
RP4-736L20.3,1
APITD1,71
APITD1-CORT,2
CORT,1
DFFA,131
RP5-1113E3.3,0
PEX14,39
CASZ1,10
RP4-734G22.3,0
C1orf127,0
TARDBP,394
MASP2,2
RP4-635E18.8,19
SRM,98
EXOSC10,115
RP4-635E18.7,2
RP4-635E18.6,7
MTOR,60
MTOR-AS1,0
ANGPTL7,0
UBIAD1,69
PTCHD2,0
RP1-69M21.2,0
FBXO2,4
FBXO44,82
FBXO6,70
MAD2L2,398
DRAXIN,26
AGTRAP,629
C1orf167,9
RP11-56N19.5,0
MTHFR,106
CLCN6,39
NPPA-AS1,6
NPPA,0
NPPB,0
KIAA2013,86
PLOD1,68
MFN2,80
MIIP,223
TNFRSF8,5
TNFRSF1B,392
VPS13D,83
RP5-888M10.2,0
DHRS3,97
RP11-474O21.5,1
AADACL4,0
AADACL3,0
C1orf158,1
PRAMEF12,0
PRAMEF1,0
RP5-845O24.8,0
PRAMEF11,0
HNRNPCL1,12
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
PRAMEF6,0
PRAMEF22,0
WI2-3308P17.2,0
RP13-221M14.2,0
PRAMEF26,0
PRAMEF3,0
PRAMEF5,0
PRAMEF8,0
PRAMEF9,0
RP11-219C24.10,0
PRAMEF13,0
PRAMEF18,0
PRAMEF16,0
PRAMEF21,0
PRAMEF15,0
PRAMEF14,0
PRAMEF19,0
PRAMEF17,0
PRAMEF20,0
LRRC38,0
RP4-597A16.2,0
PDPN,1
CTA-520D8.2,0
PRDM2,193
RP11-344F13.1,0
RP4-704D23.1,0
KAZN,4
TMEM51,1
C1orf195,0
FHAD1,3
RP3-467K16.2,0
RP3-467K16.7,1
RP3-467K16.4,1
EFHD2,322
CTRC,2
CELA2A,1
CELA2B,0
CASP9,31
DNAJC16,32
RP4-680D5.8,0
AGMAT,23
RP4-680D5.2,0
DDI2,107
RSC1A1,0
RP4-680D5.9,0
PLEKHM2,66
RP11-288I21.1,0
SLC25A34,4
RP11-169K16.4,0
TMEM82,0
FBLIM1,47
RP11-169K16.9,97
SPEN,224
ZBTB17,56
C1orf64,2
RP11-5P18.5,0
HSPB7,0
CLCNKA,0
CLCNKB,1
FAM131C,0
EPHA2,3
RP11-276H7.2,0
RP11-276H7.3,0
ARHGEF19-AS1,0
ARHGEF19,20
C1orf134,1
RSG1,8
FBXO42,72
SZRD1,200
SPATA21,1
NECAP2,270
RP4-798A10.2,15
RP4-798A10.7,8
RP4-798A10.4,0
U1,9
FAM231B,0
NBPF1,93
RP5-1182A14.5,0
CROCCP2,79
FAM231A,0
FAM231C,0
CROCC,6
RP11-108M9.1,0
RP11-108M9.2,0
U1,5
RP11-108M9.4,63
RP11-108M9.6,12
MFAP2,1
RP1-37C10.3,0
ATP13A2,40
SDHB,330
PADI2,42
RP11-380J14.1,0
PADI1,0
PADI3,0
PADI4,191
AC004824.2,1
RP1-20B21.4,4
RCC2,254
ARHGEF10L,11
RP11-473A10.2,0
ACTL8,0
RP11-174G17.2,0
IGSF21,0
RP11-174G17,0
RP11-422P22.1,0
KLHDC7A,1
PAX7,0
TAS1R2,0
RP13-279N23.2,0
ALDH4A1,38
IFFO2,21
UBR4,326
RP1-43E13.2,28
EMC1,54
MRTO4,158
AKR7A3,1
AKR7A2,58
PQLC2,30
CAPZB,1248
RP5-1056L3.1,0
MINOS1-NBL1,0
MINOS1,1325
NBL1,12
HTR6,0
TMCO4,26
RNF186,0
RP11-91K11.2,0
OTUD3,21
PLA2G2E,0
PLA2G2A,0
PLA2G5,1
PLA2G2D,27
PLA2G2F,0
RP3-340N1.2,0
PLA2G2C,3
UBXN10-AS1,12
UBXN10,11
RP3-340N1.6,0
VWA5B1,0
RP4-745E8.2,0
LINC01141,0
RP4-749H3.2,0
CAMK2N1,7
MUL1,35
FAM43B,0
CDA,414
PINK1,38
PINK1-AS,6
DDOST,645
KIF17,17
SH2D5,0
RP5-930J4.2,0
HP1BP3,820
RP5-930J4.4,16
EIF4G3,161
ECE1,82
RP3-329E20.2,0
RP5-1071N3.1,3
RP11-293F5.1,0
NBPF3,23
ALPL,5
RP11-63N8.3,0
RAP1GAP,4
USP48,279
LDLRAD2,4
HSPG2,19
CELA3B,1
CELA3A,0
RP1-224A6.3,4
LINC00339,65
CDC42,1709
RP1-224A6.9,2
WNT4,3
ZBTB40,44
EPHA8,0
C1QA,79
C1QC,28
C1QB,44
EPHB2,4
RP11-69E9.1,0
RP1-74M1.3,0
LACTBL1,0
C1orf234,1
KDM1A,79
RP1-184J9.2,0
LUZP1,197
HTR1D,0
RP5-1057J7.6,16
HNRNPR,675
ZNF436,4
C1orf213,14
RP5-1057J7.7,0
TCEA3,69
ASAP3,0
E2F2,55
RP1-150O5.3,0
ID3,198
MDS2,33
RPL11,39147
TCEB3,110
RP5-886K2.3,37
PITHD1,158
LYPLA2,167
GALE,41
HMGCL,125
FUCA1,54
CNR2,14
RP11-4M23.3,1
PNRC2,58
SRSF10,377
RP11-293P20.2,0
MYOM3,4
RP11-293P20.4,2
IL22RA1,0
IFNLR1,6
RP11-10N16.2,1
RP11-10N16.3,0
GRHL3,0
STPG1,29
NIPAL3,114
RCAN3,124
RP4-594I10.3,105
NCMAP,16
SRRM1,1358
CLIC4,114
RUNX3,329
RP11-84D1.1,0
RP11-84D1.2,0
RP4-799D16.1,5
RP4-706G24.1,0
SYF2,734
C1orf63,1983
RP3-465N24.6,4
RHD,8
TMEM50A,706
RHCE,5
TMEM57,130
LDLRAP1,135
RP11-70P17.1,11
MAN1C1,18
RP1-187B23.1,28
SEPN1,62
RP1-317E23.6,0
RP1-317E23.3,0
MTFR1L,122
AL020996.1,3
RP1-317E23.7,0
AUNIP,22
RP1-125I3.2,17
PAQR7,13
STMN1,2548
PAFAH2,34
EXTL1,0
SLC30A2,4
TRIM63,0
PDIK1L,40
FAM110D,0
ZNF593,292
RP11-96L14.7,1
CNKSR1,16
CATSPER4,0
CEP85,28
SH3BGRL3,7312
UBXN11,218
CD52,2456
AIM1L,1
ZNF683,3
LIN28A,7
DHDDS,51
RP3-476K8.3,0
HMGN2,6196
RPS6KA1,209
RP5-968P14.2,3
ARID1A,379
PIGV,34
ZDHHC18,68
SFN,0
RP1-50O24.6,0
GPN2,85
GPATCH3,21
NUDC,688
NR0B2,0
C1orf172,9
TRNP1,0
FAM46B,3
SLC9A1,54
RP11-40H20.4,1
WDTC1,77
TMEM222,85
SYTL1,128
MAP3K6,13
FCN3,1
CD164L2,1
GPR3,1
WASF2,781
RP4-752I6.1,2
RP1-159A19.4,3
AHDC1,59
FGR,450
RP11-288L9.1,1
IFI6,299
RP11-288L9.4,0
FAM76A,70
STX12,207
PPP1R8,62
AL109927.1,0
THEMIS2,321
RPA2,273
SMPDL3B,12
RP11-460I13.2,0
XKR8,51
EYA3,59
PTAFR,70
DNAJC8,620
AL353354.1,0
AL353354.2,13
ATPIF1,2145
RP5-1092A3.4,30
RP5-1092A3.5,1
SESN2,61
MED18,10
PHACTR4,273
RCC1,231
TRNAU1AP,128
SNHG12,427
TAF12,227
RAB42,4
RP11-442N24__B.1,0
RNU11,9
GMEB1,99
YTHDF2,290
OPRD1,0
RP1-212P9.2,0
RP1-212P9.3,6
EPB41,278
TMEM200B,1
RP11-242O24.3,0
SRSF4,255
RP11-242O24.5,0
MECR,74
RP11-467D18.2,0
PTPRU,0
RP3-437I16.1,0
RP4-656G21.1,0
RP11-111I12.1,0
RP5-893G23.1,0
RP4-591L5.1,0
RP4-591L5.2,0
MATN1,2
MATN1-AS1,22
LAPTM5,3183
RP5-1125N11.1,0
RP1-65J11.1,0
RP1-65J11.5,0
SDC3,6
PUM1,189
NKAIN1,0
SNRNP40,261
ZCCHC17,211
RP11-266K22.2,0
FABP3,1
SERINC2,21
AC114494.1,0
RP11-439L8.3,5
RP11-439L8.4,10
RP11-73M7.1,0
TINAGL1,1
HCRTR1,0
PEF1,165
RP11-73M7.6,0
RP11-73M7.9,2
COL16A1,4
BAI2,5
RP11-84A19.3,0
SPOCD1,4
RP11-84A19.2,4
RP11-84A19.4,8
PTP4A2,726
AL136115.1,1
RP4-534N18.2,2
KHDRBS1,516
RP11-277A4.4,1
TMEM39B,68
KPNA6,175
TXLNA,95
CCDC28B,167
RP4-622L5.7,1
IQCC,12
DCDC2B,0
TMEM234,35
EIF3I,879
FAM167B,6
LCK,366
HDAC1,289
MARCKSL1,109
RP4-811H24.9,0
TSSK3,0
FAM229A,7
BSDC1,221
RP1-27O5.3,0
ZBTB8B,20
ZBTB8A,44
ZBTB8OS,255
RBBP4,601
SYNC,53
RP11-114B7.6,2
KIAA1522,12
YARS,181
S100PBP,83
FNDC5,0
HPCA,0
TMEM54,1
RNF19B,40
FKSG48,0
RP1-117O3.2,0
AK2,404
ADC,7
TRIM62,7
ZNF362,63
RP11-415J8.7,0
A3GALT2,0
RP11-415J8.3,0
PHC2,174
RP11-415J8.5,4
ZSCAN20,5
CSMD2,4
HMGB4,0
RP5-1007G16.1,0
C1orf94,0
SMIM12,191
GJB5,0
GJB4,0
RP1-34M23.5,0
GJB3,0
GJA4,6
RP5-997D16.2,0
DLGAP3,16
RP11-244H3.4,2
ZMYM6NB,0
ZMYM6,58
ZMYM1,42
SFPQ,1052
ZMYM4,145
ZMYM4-AS1,0
KIAA0319L,118
NCDN,15
RP4-728D4.2,80
TFAP2E,3
PSMB2,447
C1orf216,36
CLSPN,183
RP11-435D7.3,0
AGO4,88
AGO1,80
RP4-789D17.5,0
AGO3,269
RP4-665N4.8,1
TEKT2,3
ADPRHL2,60
COL8A2,5
TRAPPC3,314
MAP7D1,108
THRAP3,519
SH3D21,22
EVA1B,11
RP11-268J15.5,4
STK40,64
LSM10,330
OSCP1,10
MRPS15,637
CSF3R,442
RP4-614N24.1,0
GRIK3,0
RP5-1180C18.1,0
LINC01137,26
ZC3H12A,464
MEAF6,519
SNIP1,36
DNALI1,0
GNL2,169
RSPO1,7
C1orf109,66
CDCA8,86
EPHA10,1
MANEAL,1
RP11-109P14.9,0
YRDC,23
C1orf122,174
MTF1,93
AL929472.1,0
RP11-109P14.10,49
INPP5B,56
SF3A3,231
FHL3,27
UTP11L,148
POU3F1,1
RP5-884C9.2,0
RP11-214L19.1,0
RP11-329N22.1,0
RRAGC,78
RP5-864K19.4,11
MYCBP,128
GJA9,0
RHBDL2,6
AKIRIN1,173
NDUFS5,2401
MACF1,346
RP11-420K8.1,1
KIAA0754,11
BMP8A,0
RP11-69E11.4,48
PABPC4,305
RP11-69E11.8,0
HEYL,2
RP1-144F13.3,0
NT5C1A,0
HPCAL4,0
PPIE,159
BMP8B,8
OXCT2,4
RP1-118J21.25,0
TRIT1,45
MYCL,28
RP1-118J21.5,0
MFSD2A,26
CAP1,1058
PPT1,401
RLF,144
TMCO2,0
RP1-39G22.7,25
ZMPSTE24,80
COL9A2,56
SMAP2,682
ZFP69B,8
ZFP69,10
RP11-656D10.3,7
EXO5,20
RP11-656D10.5,0
RP11-656D10.6,0
ZNF684,18
RIMS3,5
RP4-739H11.3,0
NFYC-AS1,14
NFYC,173
KCNQ4,1
CITED4,8
RP5-1066H13.4,0
CTPS1,75
SLFNL1,0
SCMH1,62
RP11-399E6.1,1
FOXO6,0
RP11-399E6.4,1
EDN2,0
HIVEP3,40
RP11-486B10.3,0
GUCA2B,0
GUCA2A,0
FOXJ3,109
RIMKLA,5
ZMYND12,3
PPCS,251
CCDC30,27
PPIH,300
RP5-994D16.3,2
YBX1,2138
CLDN19,1
LEPRE1,96
C1orf50,77
RP5-994D16.9,0
CCDC23,248
ERMAP,42
RP11-342M1.3,5
ZNF691,14
SLC2A1,54
SLC2A1-AS1,12
FAM183A,0
EBNA1BP2,272
WDR65,0
TMEM125,9
C1orf210,0
TIE1,9
MPL,2
RP1-92O14.3,19
CDC20,171
ELOVL1,161
MED8,116
RP1-92O14.6,0
SZT2,66
SZT2-AS1,0
HYI,68
HYI-AS1,2
PTPRF,5
KDM4A,41
KDM4A-AS1,15
ST3GAL3,30
RP11-184I16.4,1
ARTN,2
RP11-7O11.3,2
IPO13,34
DPH2,56
ATP6V0B,1232
B4GALT2,18
CCDC24,5
SLC6A9,7
RP5-1198O20.4,0
KLF17,1
DMAP1,134
ERI3,112
RNF220,124
TMEM53,32
C1orf228,222
KIF2C,88
RP11-269F19.2,2
RPS8,48352
BEST4,4
PLK3,139
TCTEX1D4,0
BTBD19,27
PTCH2,29
EIF2B3,88
HECTD3,25
UROD,392
ZSWIM5,1
HPDL,16
MUTYH,63
TOE1,58
TESK2,27
CCDC163P,14
MMACHC,6
PRDX1,941
AKR1A1,483
NASP,748
CCDC17,8
GPBP1L1,248
TMEM69,106
IPP,25
MAST2,28
PIK3R3,288
RP4-533D7.4,0
RP4-533D7.5,0
TSPAN1,0
RP11-322N21.2,0
POMGNT1,41
LURAP1,2
RAD54L,25
LRRC41,109
UQCRH,4530
NSUN4,70
FAAH,14
RP5-1109J22.2,0
LINC00505,2
DMBX1,0
MKNK1-AS1,0
KNCN,0
MKNK1,153
MOB3C,34
ATPAF1,48
EFCAB14,219
TEX38,0
EFCAB14-AS1,0
CYP4B1,0
CYP4A11,0
CYP4X1,0
CYP4Z1,0
CYP4A22-AS1,11
CYP4A22,0
LINC00853,4
PDZK1IP1,2
TAL1,65
RP1-18D14.7,1
STIL,46
CMPK1,269
RP11-511I2.2,0
FOXE3,0
FOXD2-AS1,0
FOXD2,5
RP11-543D5.1,0
TRABD2B,0
RP11-543D5.2,0
FLJ00388,0
RP11-330M19.1,0
RP4-683M8.2,0
RP11-193P11.3,0
AL109659.1,0
RP5-1024N4.2,0
SLC5A9,1
RP5-1024N4.4,0
SPATA6,27
AGBL4,2
BEND5,20
RP11-141A19.1,0
RP11-141A19.2,0
AL645730.2,0
ELAVL4,1
RP11-567C20.2,0
RP11-567C20.3,0
DMRTA2,0
RP5-850O15.4,0
FAF1,51
RP5-850O15.3,0
CDKN2C,83
C1orf185,0
RP11-296A18.3,6
RNF11,95
RP11-296A18.6,1
TTC39A,11
RP11-275F13.1,4
EPS15,291
RP11-253A20.1,1
RP11-191G24.1,10
OSBPL9,132
NRD1,585
RP4-657D16.3,5
RP4-657D16.6,0
RAB3B,49
TXNDC12,295
KTI12,37
RP11-91A18.4,0
TXNDC12-AS1,0
BTF3L4,317
ZFYVE9,5
CC2D1B,23
RP11-155O18.6,0
ORC1,43
PRPF38A,362
ZCCHC11,416
RP11-25O10.2,0
GPX7,67
FAM159A,20
COA7,22
ZYG11B,61
ZYG11A,2
RP4-631H13.2,0
ECHDC2,165
SCP2,519
PODN,5
RP11-334A14.5,0
SLC1A7,1
RP11-334A14.8,0
CPT2,63
RP5-1024G6.2,2
C1orf123,201
RP5-1024G6.7,4
MAGOH,485
RP5-1024G6.5,1
RP5-1024G6.8,6
LRP8,46
RP4-784A16.1,0
RP4-784A16.2,0
RP4-784A16.4,0
RP4-784A16.5,3
RP11-117D22.1,0
RP11-117D22.2,41
DMRTB1,0
GLIS1,0
NDC1,57
YIPF1,63
DIO1,0
HSPB11,452
LRRC42,45
LDLRAD1,0
RP4-758J24.5,5
TMEM59,1247
TCEANC2,33
AL161915.1,1
CDCP2,0
RP11-446E24.4,0
AL357673.1,39
CYB5RL,5
MRPL37,421
SSBP3,128
SSBP3-AS1,1
RP5-997D24.3,0
RP4-705F19.1,0
RP5-866L20.1,0
ACOT11,30
FAM151A,0
MROH7-TTC4,0
MROH7,1
TTC4,14
PARS2,3
TTC22,6
RP11-67L3.2,0
C1orf177,0
DHCR24,17
RP11-67L3.5,0
RP11-67L3.4,0
TMEM61,0
RP11-12C17.2,0
BSND,0
PCSK9,0
USP24,122
RP11-101C11.1,2
RP11-466L17.1,0
RP11-90C4.1,0
RP11-90C4.2,0
RP11-90C4.3,0
RP1-158P9.1,0
RP11-504A18.1,1
RP4-710M16.2,0
PPAP2B,21
PRKAA2,1
C1orf168,0
RP11-378I13.1,0
C8A,0
C8B,0
RP5-1103B4.3,0
DAB1,2
RP6-102O10.1,0
DAB1-AS1,0
RP11-393I23.4,0
OMA1,115
TACSTD2,1
MYSM1,124
JUN,1229
LINC01135,2
RP11-63G10.3,0
RP11-63G10.2,0
RP4-794H19.1,7
RP4-794H19.4,3
RP11-145M4.1,0
RP11-145M4.2,0
RP11-145M4.3,2
RP11-467C18.1,0
FGGY,26
RP4-782L23.2,0
RP4-782L23.1,1
HOOK1,52
CYP2J2,2
C1orf87,0
RP11-575B7.3,0
RP11-776H12.1,1
RP11-436K8.1,0
NFIA,258
RP4-668G5.1,3
RP5-833A20.1,1
TM2D1,271
RP11-430G17.3,0
INADL,66
L1TD1,3
KANK4,1
USP1,509
DOCK7,35
ANGPTL3,0
AL138847.1,0
RP11-230B22.1,1
ATG4C,96
RP4-771M4.3,0
RP11-5P4.1,0
RP11-5P4.2,0
RP11-5P4.3,0
RP11-335E6.2,0
RP11-335E6.4,0
LINC00466,0
RP11-335E6.3,0
RP4-792G4.2,0
FOXD3,0
ALG6,52
ITGB3BP,286
EFCAB7,19
DLEU2L,32
PGM1,171
ROR1,0
RP11-24J23.2,2
UBE2U,0
CACHD1,1
RAVER2,18
JAK1,284
RP11-182I10.3,2
RP4-535B20.4,1
RP4-535B20.1,0
AK4,41
DNAJC6,23
RP5-1044H5.1,0
LEPR,71
LEPROT,356
PDE4B,719
RP11-397C12.1,0
SGIP1,1
AL139147.1,2
TCTEX1D1,27
INSL5,0
WDR78,6
RP11-342H21.2,0
MIER1,384
SLC35D1,67
C1orf141,3
IL23R,11
IL12RB2,12
SERBP1,1751
RP4-763G1.2,0
GADD45A,189
GNG12,5
GNG12-AS1,0
DIRAS3,1
WLS,22
RPE65,0
DEPDC1,98
RP4-694A7.2,0
RP4-694A7.4,0
RP11-424D14.1,0
RP11-74K19.1,0
RP3-380B4.1,0
LRRC7,17
RP11-181B18.1,0
LRRC40,81
SRSF11,1003
RP4-677H15.4,1
ANKRD13C,64
HHLA3,46
RP11-180O5.2,0
CTH,27
RP11-42O15.3,1
RP5-952N6.1,0
RP11-99H8.1,0
PTGER3,1
RP3-333A15.1,0
ZRANB2-AS1,1
ZRANB2,512
RP11-386O9.2,0
NEGR1,64
RP11-82L20.1,0
RP4-660H19.1,0
RP11-262K1.1,0
RP4-598G3.1,1
RP4-788P17.1,0
LRRIQ3,16
FPGT,42
FPGT-TNNI3K,3
TNNI3K,0
RP11-439H8.4,0
RP4-650F12.2,0
LRRC53,0
C1orf173,0
RP4-612J11.1,0
RP11-17E13.2,0
CRYZ,42
TYW3,225
RP11-93N20.1,0
RP11-510C10.4,0
RP11-510C10.2,0
LHX8,0
RP11-510C10.3,0
SLC44A5,4
RP4-682C21.5,0
ACADM,238
RABGGTB,355
MSH4,1
ASB17,0
RP11-550H2.1,0
RP11-550H2.2,0
ST6GALNAC3,9
RP5-1102E8.3,0
RP11-415A20.1,0
ST6GALNAC5,0
RP4-564M11.2,0
PIGK,80
AK5,26
RP11-375A5.1,0
ZZZ3,143
USP33,195
FAM73A,73
NEXN-AS1,5
NEXN,31
FUBP1,405
DNAJB4,221
GIPC2,4
RP11-386I14.4,37
PTGFR,4
IFI44L,71
IFI44,128
ELTD1,1
RP4-726F1.1,0
RP11-339A11.2,0
RP11-339D23.1,0
RP11-115A15.1,0
RP5-887A10.1,188
LPHN2,1
RP5-837I24.2,0
RP5-837I24.4,0
RP11-147G16.1,0
RP4-601K24.1,0
RP11-170N11.1,0
RP11-413G15.1,0
RP11-475O6.1,8
RP5-836J3.1,0
TTLL7,87
RP11-486G15.2,7
PRKACB,263
SAMD13,11
DNASE2B,0
RPF1,168
GNG5,1993
CTBS,174
C1orf180,0
SSX2IP,114
LPAR3,5
MCOLN2,62
WDR63,1
MCOLN3,2
SYDE2,14
C1orf52,285
BCL10,140
RP11-131L23.1,30
DDAH1,3
RP11-131L23.2,0
RP11-290M5.4,0
CYR61,3
RP11-290M5.2,0
ZNHIT6,63
COL24A1,12
ODF2L,349
CLCA2,0
CLCA1,0
CLCA4,0
RP4-651E10.4,0
RP4-612B15.3,5
SH3GLB1,458
15-Sep,1056
HS2ST1,71
RP4-604K5.3,0
RP4-604K5.2,2
RP5-1052I5.2,0
LINC01140,0
LMO4,254
RP4-544H6.2,0
RP5-1027O11.1,0
RP11-76N22.2,0
PKN2,372
GTF2B,210
CCBL2,134
RBMXL1,129
GBP3,62
GBP1,89
GBP2,229
GBP7,2
GBP4,85
GBP5,118
RP4-620F22.2,0
GBP6,0
LRRC8B,55
RP5-1007M22.2,21
LRRC8C,83
RP11-302M6.4,0
RP5-943J3.2,3
LRRC8D,59
RP11-302M6.5,1
ZNF326,207
RP5-827O9.1,0
BARHL2,0
RP4-665J23.1,9
RP4-665J23.2,0
RP4-665J23.4,0
ZNF644,316
HFM1,0
CDC7,54
TGFBR3,47
BRDT,6
EPHX4,0
BTBD8,10
KIAA1107,10
RP4-621B10.8,0
C1orf146,0
GLMN,137
RPAP2,203
GFI1,16
EVI5,116
RPL5,20308
FAM69A,15
MTF2,296
TMED5,322
CCDC18,168
DR1,279
FNBP1L,32
BCAR3,5
RP5-1033H22.2,0
RP4-561L24.3,0
DNTTIP2,394
GCLM,83
ABCA4,0
RP11-78O9.1,0
ARHGAP29,13
RP11-148B18.1,0
RP11-148B18.4,0
RP11-148B18.3,0
ABCD3,61
F3,36
RP11-86H7.6,0
RP11-86H7.7,0
LINC01057,1
SLC44A3,0
CNN3,33
RP4-639F20.1,1
ALG14,72
RP11-313A24.1,0
TMEM56,80
TMEM56-RWDD3,0
RP11-57H12.3,1
RWDD3,10
RP11-57H12.5,0
RP4-586O15.1,0
RP11-14O19.1,0
RP11-14O19.2,0
RP4-617C6.1,0
RP11-286B14.1,0
RP11-286B14.2,0
RP11-147C23.1,0
RP5-898J17.1,0
PTBP2,64
DPYD,191
DPYD-AS1,0
DPYD-AS2,1
RP11-272L13.3,0
RP11-490G2.2,0
MIR137HG,0
RP5-1070A16.1,0
SNX7,2
LPPR5,0
RP5-896L10.1,0
LPPR4,0
RP11-413P11.1,1
PALMD,1
FRRS1,10
AGL,82
RP5-884G6.2,2
SLC35A3,83
HIAT1,176
RP4-714D9.2,0
SASS6,118
TRMT13,105
LRRC39,0
DBT,56
RP11-305E17.6,5
RTCA,167
RP5-837M10.2,0
CDC14A,123
RP5-837M10.4,0
GPR88,1
RP11-84O12.4,0
VCAM1,43
EXTL2,77
RP4-549L20.3,18
SLC30A7,148
DPH5,214
AC093157.1,15
RP11-421L21.2,1
RP11-421L21.3,36
RP4-575N6.4,6
S1PR1,28
RP11-157N3.1,0
RP11-411H5.1,0
OLFM3,0
RP11-202K23.1,0
RP5-936J12.1,0
COL11A1,2
RP11-347K2.1,0
RP11-347K2.2,0
RP11-153F1.2,0
RP11-153F1.1,0
RNPC3,118
AMY2B,20
AMY2A,0
AMY1A,3
AMY1B,2
AMY1C,0
RP11-364B6.1,4
RP11-251P6.1,0
RP11-24P14.1,0
RP5-947P14.1,0
RP11-233E12.1,0
PRMT6,39
NTNG1,7
VAV3,120
VAV3-AS1,2
RP11-356N1.2,3
SLC25A24,95
RP11-483I13.5,5
NBPF4,0
RP11-483I13.2,0
NBPF6,0
RP11-131J3.1,0
FAM102B,74
HENMT1,111
